time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,17355628967951.596,17355628967951.596,17355628967951.596
2001,17332843935390.021,17330021472503.514,17319796871744.467
2002,17309602443006.344,17299282401901.238,17289561373760.807
2003,17275033995779.953,17270444710000.059,17254478034311.932
2004,17226898308367.723,17235845405586.676,17211955151981.54
2005,17206488217169.549,17209717036267.043,17171393114781.922
2006,17181816135646.316,17174337618589.193,17142922386673.32
2007,17157365354057.48,17145008944264.3,17104290197883.861
2008,17121751428586.553,17119046950929.793,17072242393632.623
2009,17078878541259.684,17064336487832.842,17035551155195.713
2010,17033277608032.88,17041211495282.402,16994012616351.932
2011,16994946724119.781,17003895685237.324,16959478705042.502
2012,16969949588533.328,16965344579249.908,16926624920801.432
2013,16934844605578.195,16919638257853.457,16896598525061.547
2014,16890447474354.883,16879155422267.965,16867009046360.945
2015,16848550062002.71,16830170682644.387,16828001181359.857
2016,16807501185195.496,16797949077383.822,16805235900369.582
2017,16750840498151.352,16762450088055.877,16771752165609.893
2018,16704550390835.564,16734287971826.29,16737231302845.05
2019,16679215632194.033,16677513560646.047,16703751504720.898
2020,16646049557602.375,16640636796399.984,16648023495336.598
2021,16605438348193.55,16594760638586.66,16608257589177.9
2022,16573470307801.447,16526808208907.268,16532916099578.156
2023,16521760608715.24,16482700007439.438,16496010958208.59
2024,16486252150233.87,16401577186826.844,16446026646994.8
2025,16440203839926.764,16355347816626.756,16410416744175.28
2026,16401084479094.174,16313316458798.674,16351715537063.178
2027,16355342687917.164,16260156079079.77,16293755050018.96
2028,16282081527019.1,16236316982398.79,16227344870061.191
2029,16241513778250.77,16204584704926.42,16187367008646.715
2030,16205589376036.383,16154835792999.256,16141461893665.205
2031,16163587771788.834,16119464502312.426,16095645365182.908
2032,16125595684126.451,16048368453023.371,16054859231619.293
2033,16070310504176.438,15996597423046.05,16018847836575.568
2034,16029335365783.049,15948734140274.564,15983417352201.14
2035,15988389305592.215,15905412353037.549,15950554483508.742
2036,15923291691429.625,15828715812077.35,15917486645471.342
2037,15845461018804.664,15784821095117.688,15866334740188.18
2038,15785917370615.906,15739436358795.771,15832638015772.791
2039,15732146566609.809,15693550275851.838,15793413273932.725
2040,15675668897460.98,15665236298683.732,15751714002871.59
2041,15613399245927.354,15596282537537.512,15724871425163.984
2042,15550080537922.496,15559370872914.986,15669708099633.562
2043,15486346091067.79,15459226505820.79,15625821038204.275
2044,15413196586086.56,15418191361903.582,15574849101766.34
2045,15369561280087.916,15365582213367.852,15534189871086.762
2046,15303982200962.135,15330206302443.014,15486761161291.51
2047,15244336109917.773,15273120506690.332,15436871178985.38
2048,15194134561251.385,15218376562884.3,15351977388718.45
2049,15125961805594.486,15157008503531.828,15299738185652.514
2050,15062621528615.422,15109723111742.139,15242312039876.277
2051,15000864977607.213,14993099997753.104,15200214404117.96
2052,14935417545873.432,14942812180651.93,15148319452060.826
2053,14904168889955.902,14893078516843.914,15105087781876.447
2054,14837719386916.896,14846041639094.262,15058424884205.52
2055,14750890943920.326,14808044527729.031,15023248790131.52
2056,14704816039926.494,14722375369598.969,14999497240005.0
2057,14669717151698.08,14663792836161.984,14957872832757.27
2058,14623079004117.553,14586061345247.469,14915243750836.24
2059,14583653007008.479,14551786544001.248,14866401711725.645
2060,14513558242763.736,14494984288789.518,14817297834073.994
2061,14433805020169.713,14442227128827.135,14771982027175.736
2062,14370599461549.758,14407041328065.447,14734831919528.164
2063,14334005070056.168,14359510904947.855,14697657750786.373
2064,14287199261708.564,14307476806306.922,14666428305076.213
2065,14234246277998.658,14261762897495.861,14624039039377.957
2066,14187473744265.494,14149787195619.846,14590798155674.656
2067,14107041066444.383,14107357488852.566,14556884012947.035
2068,14075444885247.627,14058259489111.074,14517889962295.402
2069,14038502452411.027,13973355198541.98,14476201288330.277
2070,13988998385841.44,13886655045945.162,14442432384994.502
2071,13930430727909.21,13831966053305.463,14418037803942.104
2072,13883309343738.123,13799354382278.422,14385479536236.969
2073,13846285814301.87,13737630149898.275,14343373725521.645
2074,13796294417343.45,13711180605378.467,14293133707480.84
2075,13736854297642.803,13661115024635.455,14246371598377.408
2076,13663664205868.45,13625171572766.94,14191893954457.281
2077,13628450381576.906,13596806822282.258,14135814872523.0
2078,13563500037554.438,13535313173316.434,14093769685994.96
2079,13504423669607.326,13484408926355.043,14061773936700.215
2080,13467697663086.107,13412170438051.068,14031101889173.215
2081,13421459410913.209,13350695589712.611,13989266023986.355
2082,13374947814646.96,13293916319147.064,13961304425423.223
2083,13351063391614.47,13259354150105.473,13922922295256.682
2084,13296586062205.404,13214799562338.744,13893952391484.188
2085,13269132457328.34,13178141547084.127,13868276528201.104
2086,13236462639502.56,13128635210088.223,13835424024635.14
2087,13177660566889.352,13095184335132.645,13789723001496.29
2088,13146506130370.434,13032433288914.082,13765434281498.516
2089,13114984640802.725,12969507549048.922,13733887605253.61
2090,13080828597615.332,12910292893310.496,13704542170197.47
2091,13024689986304.97,12828097988325.42,13652603928184.2
2092,12971934202196.576,12802074936290.607,13612197881729.129
2093,12923817146568.414,12758035675927.285,13567114021467.264
2094,12890382402149.746,12695822007550.016,13538410239332.723
2095,12818902693977.68,12665990025364.7,13507282677849.777
2096,12779826831332.62,12633761210385.729,13478507834870.098
2097,12711125940672.602,12589817753847.21,13408306352093.61
2098,12656824399166.082,12550848468191.555,13363558998892.367
2099,12615499797671.184,12504798478325.004,13319216140171.707
