time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,17355628967951.596,17355628967951.596,17355628967951.596,17355628967951.596
2001,17329159153518.445,17312841014902.809,17327001047444.5,17313962239324.742
2002,17302706664759.037,17275621700298.145,17298466477487.95,17281731047526.615
2003,17262499421165.203,17244687330917.006,17265981571808.346,17251233365940.398
2004,17205213581967.838,17211120606269.123,17228100537077.309,17220099268087.99
2005,17183237725591.465,17183600871868.672,17191681253386.86,17193867162657.725
2006,17155575518021.96,17134965710627.08,17165733016040.885,17163229208236.77
2007,17113236664343.043,17092546594306.785,17122712172530.027,17132764225058.846
2008,17085330672325.174,17058563353683.14,17080839408026.639,17090531337353.945
2009,17048056830967.518,17019845504510.666,17048546696918.6,17052675839637.047
2010,17012011928855.32,16984210510030.084,17021223197680.402,17019804148022.662
2011,16983428229887.146,16937842168149.135,16988404654677.225,16972898042196.875
2012,16958643782543.025,16897721213987.021,16950918322013.28,16943617591916.527
2013,16916331703380.559,16865221538866.629,16909648990132.229,16915174916485.416
2014,16880012576130.828,16837103147348.723,16870283248858.027,16884071980167.385
2015,16828299065134.586,16809554719204.12,16833625600392.404,16859319148950.01
2016,16794047828218.205,16776349238456.318,16795158408270.205,16829735618860.432
2017,16750032954726.76,16742669857808.158,16763917072435.36,16793351999735.934
2018,16723784908909.797,16715575740097.129,16726507991665.678,16759469737330.922
2019,16686639809406.445,16687520722077.623,16695814442356.236,16720212032479.994
2020,16650627080622.238,16653389457904.36,16662977474409.834,16677921863503.441
2021,16595357898695.371,16615118322819.564,16619801765609.273,16626944513009.062
2022,16547701523707.84,16579003688363.027,16593966775252.777,16573211909167.883
2023,16486738283087.287,16542175040050.533,16556025756458.48,16537283612181.781
2024,16452226664124.377,16506191523064.518,16516520554418.219,16470744708832.172
2025,16386610774451.35,16452297767273.445,16486519783480.697,16413286967166.973
2026,16337589017848.518,16399968677354.414,16453295686015.87,16372210619944.352
2027,16265976294103.37,16354305294311.115,16425702449270.049,16305276769138.422
2028,16218702233876.457,16322764712343.98,16395573750299.771,16276720712765.438
2029,16192418318945.469,16298120611211.037,16351920784368.352,16239585574237.898
