time,GFDL-ESM4,MPI-ESM1-2-HR,NORESM2-MM,CANESM5,BCC-CSM2-MR,IPSL-CM6A-LR,FGOALS-F3-L,ACCESS-CM2,CESM2,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,EC-EARTH3,CESM2-WACCM,CAMS-CSM1-0,INM-CM5-0,INM-CM4-8
2091.0,2731417300000.0,2501593000000.0,2762110700000.0,851374100000.0,2160351800000.0,2442239700000.0,2274393600000.0,1847333400000.0,2857090000000.0,1988588900000.0,2301276000000.0,3105864000000.0,1605083700000.0,2748429000000.0,2026219900000.0,2045572500000.0,2407108400000.0
2092.0,2726181700000.0,2487654000000.0,2751473400000.0,824307800000.0,2154711100000.0,2425732000000.0,2250301500000.0,1824329700000.0,2852809900000.0,1975709000000.0,2302821800000.0,3105801600000.0,1588986900000.0,2752921500000.0,2023477100000.0,2028713700000.0,2399045700000.0
2093.0,2719872500000.0,2474103000000.0,2755069500000.0,806110900000.0,2146235700000.0,2416583600000.0,2236135500000.0,1801686900000.0,2855041500000.0,1955752400000.0,2306144000000.0,3098499600000.0,1579885400000.0,2752096800000.0,2016508500000.0,2025181400000.0,2393937800000.0
2094.0,2718708000000.0,2468128200000.0,2760468300000.0,785489700000.0,2132725500000.0,2401159000000.0,2227874800000.0,1780370400000.0,2849819300000.0,1940891600000.0,2301240300000.0,3098569600000.0,1569789700000.0,2756704200000.0,2014619000000.0,2019902400000.0,2379397700000.0
2095.0,2702125300000.0,2453290400000.0,2762540600000.0,767119100000.0,2122191000000.0,2394547800000.0,2218467800000.0,1750248300000.0,2850624400000.0,1926216200000.0,2296107200000.0,3104063400000.0,1555726500000.0,2759999000000.0,2012169400000.0,2002523800000.0,2365684200000.0
2096.0,2693541700000.0,2436148000000.0,2762906800000.0,746458600000.0,2107945000000.0,2384993500000.0,2197394000000.0,1728675700000.0,2855466700000.0,1912799900000.0,2299380600000.0,3106849000000.0,1544138900000.0,2765370200000.0,2012552400000.0,1994272800000.0,2357035000000.0
2097.0,2691788200000.0,2424297000000.0,2763888000000.0,720216100000.0,2100833700000.0,2378787500000.0,2180615900000.0,1706356400000.0,2852597500000.0,1892922700000.0,2301540700000.0,3101366000000.0,1531171200000.0,2775762600000.0,2003711800000.0,1987838100000.0,2347958300000.0
2098.0,2686362300000.0,2418549200000.0,2767594500000.0,702730400000.0,2096274200000.0,2374695600000.0,2172899400000.0,1690926700000.0,2856350400000.0,1878723400000.0,2308598100000.0,3102293400000.0,1515704700000.0,2781000500000.0,1992110800000.0,1974811900000.0,2337478000000.0
2099.0,2683580400000.0,2402992300000.0,2761783500000.0,682060600000.0,2085717400000.0,2362304600000.0,2161806400000.0,1672426700000.0,2852669000000.0,1859965400000.0,2300592000000.0,3104891500000.0,1504429700000.0,2788805300000.0,1989690900000.0,1969295500000.0,2323800700000.0
2100.0,2677464600000.0,2386578400000.0,2762073700000.0,660920500000.0,2078331800000.0,2352123000000.0,2149176700000.0,1658858400000.0,2855188300000.0,1836503400000.0,2295691700000.0,3098581400000.0,1490303300000.0,2792749300000.0,1986195100000.0,1960933700000.0,2318859800000.0
