time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,5340056990915.324,5340056990915.324,5340056990915.324
2001,5319745401815.526,5322138551243.487,5324636147064.6455
2002,5275039340448.306,5293469933591.809,5310012229388.691
2003,5257745489132.346,5287806334403.734,5279039703136.977
2004,5239801703005.537,5234777178065.235,5248317930461.091
2005,5214202348361.95,5215666449307.757,5220778216432.36
2006,5187368917073.195,5209210628811.935,5214496995401.394
2007,5188311629229.594,5192941098592.743,5190473524395.8955
2008,5170709157507.379,5172431497173.357,5158879474377.312
2009,5127825887578.756,5150809825724.869,5133392544757.763
2010,5089138779434.401,5104808012999.331,5099884994562.949
2011,5015857990684.088,5046144605454.675,5078533683350.95
2012,4985239848408.794,4997809403687.33,5051756851453.064
2013,4962782444752.074,4951933776944.279,5015008586069.639
2014,4917978073584.88,4923954373453.675,4965984223254.026
2015,4883780838764.591,4880851577608.1875,4915084732561.148
2016,4832016700862.224,4858619830272.498,4868683838691.679
2017,4805725640631.964,4823863481134.479,4800539758804.569
2018,4760215266971.758,4780620783484.1,4759086384517.857
2019,4743396626134.316,4752725013008.325,4726240456802.604
2020,4712001892809.253,4712232933011.682,4706107071824.409
2021,4706795933560.058,4650985345766.483,4687677086884.381
2022,4694613924155.019,4625608200358.631,4648743377911.248
2023,4653633971968.844,4604476819597.449,4589976680067.53
2024,4572871518337.29,4577329282419.074,4546236251084.101
2025,4524478376302.043,4537341763672.426,4530959576144.795
2026,4459825392025.436,4489667767845.622,4486397809606.313
2027,4399770070180.458,4440600523905.4795,4421663826293.598
2028,4362816535162.48,4420123102476.089,4403276761891.724
2029,4322363270199.1157,4396008233705.044,4346540350559.184
2030,4286603554267.4165,4375980962046.507,4306146031243.2446
2031,4273201404422.073,4348095824897.806,4290109713459.6045
2032,4248423999431.7256,4336969962016.13,4273525439605.524
2033,4196885043508.8706,4290495052444.6084,4222953370610.945
2034,4150249630999.846,4254280144008.9326,4140784074956.271
2035,4104482824475.198,4236916956890.682,4102490298539.672
2036,4068924436473.2637,4220153958116.4604,4076410983243.971
2037,4018652525329.3433,4140756649516.267,4060565305453.6577
2038,3939450471559.0483,4097325681075.43,4038734227560.6226
2039,3907115695259.501,4043983440564.833,4008312913453.382
2040,3874700012746.7446,3951083215897.1655,3977069137855.2837
2041,3835723002121.815,3916965832374.3193,3952919198020.433
2042,3792908873200.7666,3828598678023.713,3929110343616.473
2043,3740759216570.3994,3781306262938.577,3903629446347.902
2044,3692801932925.7163,3726676881913.7754,3855462717285.426
2045,3669817919071.0776,3658411856337.114,3832163632838.9043
2046,3646406393628.449,3626209309185.8604,3806246578961.8257
2047,3612966049375.4907,3588117518538.2026,3773249043690.12
2048,3583705285048.316,3546320137190.489,3748413464692.7656
2049,3554361615686.6787,3534373306355.5923,3735309363041.072
2050,3495131731607.5703,3505693395497.8467,3708165570600.4966
2051,3444358658575.68,3497601717173.374,3676610558065.2476
