time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,5340056990915.324,5340056990915.324,5340056990915.324,5340056990915.324
2001,5302947418652.188,5319105518097.515,5320148914156.454,5311728563698.265
2002,5269350799488.551,5290055233147.324,5301926588951.473,5287533747759.212
2003,5249041375096.024,5286727826414.823,5262561110047.379,5244840730259.259
2004,5232271029490.565,5232082366298.555,5227914227749.729,5199903697069.731
2005,5183474454079.8,5209617016445.211,5192197083641.328,5179503071124.204
2006,5173836292140.237,5203078958274.894,5183166473746.4,5144318916054.641
2007,5147936715242.542,5173052054952.474,5168478911300.699,5126024873793.744
2008,5116820684845.468,5157726299505.338,5163982892028.446,5091473720051.97
2009,5108464582589.926,5131982085991.579,5146577877668.58,5044429772459.067
2010,5085846854171.381,5098295008158.288,5120436568723.602,5037284143275.943
2011,5061948022678.541,5032509661574.092,5055321146459.823,4992212401227.937
2012,5014694960934.067,4964701910056.489,4996446797665.41,4968351286060.033
2013,4989356183875.197,4918610109351.129,4947159334884.511,4949182902154.536
2014,4983503788518.444,4872989788292.102,4920821341205.033,4924260496956.378
2015,4933547028051.002,4839223058451.401,4868728076201.3,4879684794662.062
2016,4881520487823.273,4802180359692.244,4843625112647.176,4843178044535.486
2017,4835928121456.386,4789563757618.002,4819770523522.37,4793150952880.217
2018,4784421441589.12,4777680330211.418,4797970807504.141,4757631220150.635
2019,4739739585407.174,4763343130576.116,4750295232950.283,4739937658572.882
2020,4705246807651.413,4708996101355.689,4703249021776.715,4689368921636.862
2021,4700439670195.074,4657471442891.588,4672531103278.866,4654242038885.236
2022,4687752163841.482,4637161068091.192,4637570997266.273,4640024815133.94
2023,4657897639747.6875,4577735224870.867,4590087126072.271,4614630124041.682
2024,4654994689360.613,4525119733616.283,4547506540690.695,4588632821541.071
2025,4624713991145.4375,4478443298547.681,4533832742999.929,4551119436685.037
2026,4570949723678.628,4417645803279.328,4502480038202.406,4504291881420.99
2027,4534908949014.249,4384587041033.193,4469850854978.395,4481331247116.372
2028,4511532008871.765,4337397629373.958,4446795483597.533,4458054945597.313
2029,4444925083105.085,4320489237683.5566,4413893929548.849,4409741400729.675
2030,4406967660513.658,4312903182565.336,4381891180217.199,4385120265520.685
2031,4316513248127.5605,4287990795668.2637,4356954525287.1504,4346523826153.574
2032,4262166946348.5225,4280541533488.1387,4320347896803.545,4320757653354.314
2033,4240657732268.555,4231766828086.4556,4273185590604.075,4299904908421.8223
2034,4215150611741.9946,4196092223694.449,4224654195706.6733,4261858149032.086
2035,4187787874625.6587,4150692471795.1304,4186377465521.187,4210774116597.9004
2036,4135248703821.217,4118820505266.58,4154221479567.4185,4196449137514.4526
2037,4088466472245.8145,4032725056710.5073,4114521367327.4185,4153878434549.339
2038,4039930771319.5093,3991042206204.0054,4074988851074.828,4101486473223.691
2039,3987034348322.669,3953427551271.3745,4015337460394.6387,4039420274969.6084
2040,3966918324256.697,3914506194886.2607,3966399521979.5137,4029732691170.542
2041,3952356075208.198,3871135761559.09,3942033775233.218,3967380871405.8955
2042,3918940665522.8726,3836537056663.3955,3932807305707.0605,3936279959517.448
2043,3888138905719.601,3792736335515.82,3902942644377.132,3917109728120.449
2044,3851342032388.65,3717576068443.303,3862206841809.175,3880639374419.164
2045,3803253266163.3276,3696648135206.681,3821653943336.4165,3834648966456.512
2046,3754375668627.468,3673156515958.577,3802468349045.063,3782182069915.4243
2047,3733242178910.417,3650313368787.0024,3789753513200.963,3771235383378.934
2048,3647392610470.2915,3623903585860.842,3756928468921.0156,3752482116775.282
2049,3613158452317.863,3606981843244.879,3745863103698.7373,3738098101280.6113
2050,3608666022146.269,3565287575334.238,3722553835522.927,3684033465671.081
2051,3573748407161.973,3535256471657.0195,3699609704569.138,3649186981767.947
2052,3507297683545.2856,3526320151280.22,3664885513515.2305,3620348864988.908
2053,3475771583283.644,3488729613107.452,3636199129197.005,3576933558522.456
2054,3443186534281.934,3460602367318.617,3604605788673.842,3560999732929.318
2055,3428333445423.604,3414700565649.5723,3583814788861.0874,3547155020427.2593
2056,3369892613190.875,3359452077556.5156,3566545640254.4272,3507120302119.3257
2057,3342414879400.876,3306719942920.5757,3541157960031.5605,3481214651389.4043
2058,3311087170227.259,3262446606187.239,3491728772990.4233,3468868729519.8066
2059,3294878381370.588,3209572151514.441,3451804119411.8765,3442439998373.8403
2060,3271231506689.542,3164194415049.5366,3416700104701.8374,3424662855075.7256
2061,3213509842337.425,3096512537270.9,3404120750156.1826,3394154976604.0435
2062,3177876655975.485,3064559601167.189,3380085919121.515,3392777825685.761
2063,3144417509746.735,3034330344181.687,3369724536666.964,3378002469499.2124
2064,3117741712455.988,3021265525236.31,3348571353152.626,3331797037979.6426
2065,3091350342785.6816,3018685099010.176,3316732076782.644,3305684943131.492
2066,3064820473234.043,2982340522254.6343,3296004170266.062,3264656780296.3594
2067,3033151117006.561,2938352305847.6787,3270532488014.1616,3241386692369.73
2068,2981590335422.464,2901494693292.6963,3262885698205.976,3220917418317.9824
2069,2928957140478.23,2870261549865.0913,3233887178649.9297,3210594127051.322
2070,2878933489603.265,2837673997111.076,3175825052208.202,3185275209774.416
2071,2824188698705.301,2787090869047.5376,3139765453267.575,3166523164283.6245
2072,2803580255155.259,2755534931578.204,3132873994808.057,3141286913361.843
2073,2779657756885.261,2724145357223.0645,3108655466391.18,3117252521408.314
2074,2748311512763.783,2705571743790.7173,3095534958231.422,3109992324828.1626
2075,2720572434096.6104,2678349594520.6777,3073233406788.6235,3103368348881.477
2076,2699441133627.2437,2664520553250.14,3044906444071.015,3076064452570.6274
2077,2670913461769.1963,2642708352431.8955,3032422492874.963,3050370329564.0146
2078,2636157790495.48,2620735362677.7817,3030379322426.0337,3030443291003.4033
2079,2599338983283.24,2600564038349.432,3018801240737.8203,3005720588141.422
2080,2588406776851.28,2585710150888.9272,2994320068515.513,2996042394754.9
2081,2573576561271.8047,2553377089220.846,2975619124697.365,2988151663934.8013
2082,2543563009442.7896,2535396649080.7915,2948968037472.0186,2960517801213.4097
2083,2490102221963.091,2492918620339.0664,2939520244677.979,2928750324190.71
2084,2442984068477.906,2459011276279.725,2910787133976.328,2909989946781.457
2085,2417575421423.988,2435742963859.799,2903681946929.181,2879797059425.9927
2086,2384465903308.4614,2428741081284.095,2909260753931.2427,2845362222799.7383
2087,2364841311027.7607,2436773271757.385,2887377369379.9243,2835891607466.1577
2088,2338869076767.12,2406232018647.309,2860598225432.0845,2823964393264.7344
