time,CCSM4,CESM1-CAM5
2000,5340056990915.324,5340056990915.324
2001,5318611210613.998,5300558646679.145
2002,5275013355242.959,5264290861009.562
2003,5257534086156.002,5244090331156.508
2004,5238506903403.191,5227240180727.797
2005,5212327328103.719,5177737365437.379
2006,5184436317192.877,5165860819044.749
2007,5160278576408.817,5112487801016.904
2008,5080616224994.273,5085224608962.797
2009,5063089340627.877,5056252382488.752
2010,5052919079887.895,5036434653289.253
2011,5025170548016.958,4977535781516.255
2012,4988196251834.578,4939988254023.464
2013,4966847178450.034,4910948727025.301
2014,4965278203827.877,4895043111649.772
2015,4934272920640.341,4866680706521.955
2016,4897181065307.955,4820729039601.458
2017,4858203022639.775,4788043227747.697
2018,4799534204868.179,4774460919571.018
2019,4778494982411.203,4733550584657.626
2020,4706714427287.395,4701698384001.8545
2021,4682047077486.278,4658240254106.091
2022,4645001981898.027,4620007668824.87
2023,4614599301008.083,4594292421323.604
2024,4595816502465.576,4581542967509.089
2025,4568336075199.371,4576740417618.563
2026,4512182459131.687,4553054048634.74
2027,4439257870688.792,4524775454298.46
2028,4407538106334.771,4492830320832.771
2029,4371387425495.49,4460658246197.176
2030,4332940709517.6724,4426649409642.265
2031,4274103305548.031,4410484535230.967
2032,4252002630802.6494,4352342015861.042
2033,4197192087869.069,4320393197156.064
2034,4154935352049.1455,4298431366473.4663
2035,4109154471786.1196,4271099014111.6924
2036,4118216086008.4585,4241103257130.283
2037,4073642891837.819,4202518417337.167
2038,4023897161339.864,4153669136088.371
2039,3993657743264.463,4124231153478.8843
2040,3953182143689.969,4058862977430.379
2041,3921791470362.6963,4034934162790.945
2042,3881724255361.912,4004944588555.8506
2043,3839894080208.9,3996141458755.9834
2044,3817411067662.0234,3960259445124.5894
2045,3791623510117.461,3922333139817.2744
2046,3758619589362.5527,3904271179099.947
2047,3700685452344.7915,3868404774182.1895
2048,3639720923015.233,3833473888295.0186
2049,3590922168309.543,3803433489701.456
2050,3575886646820.4604,3753280105029.4863
2051,3533315525358.85,3710011813436.1167
2052,3483158865961.0674,3688004776154.577
2053,3453327920247.7085,3682286366097.4507
2054,3411489439180.689,3673708122033.3984
2055,3371783618359.3335,3640611720466.3306
2056,3334711992221.8667,3584437744011.4395
2057,3302978421242.3794,3554694630877.7544
2058,3302667502505.3267,3529307855979.0
2059,3277018151288.505,3480212027008.2188
2060,3261806297185.315,3391094780296.8022
2061,3228336780586.0283,3365565867877.339
2062,3201955846826.3105,3353456263493.06
2063,3171204368401.26,3313912798372.642
2064,3129258793420.839,3291947808789.975
2065,3106217602125.729,3250230493366.042
2066,3088034806418.6787,3214187614914.048
2067,3076517303225.3364,3191151030385.3755
2068,3044430471136.5415,3147179277238.7314
2069,3030976588435.2344,3115935402601.174
2070,3006866813762.2007,3093570143879.249
2071,2994222981522.1196,3059088423135.396
2072,2957407847359.3394,3014201994202.567
2073,2919005829004.831,2952859127601.015
2074,2872759722808.306,2908296634779.041
2075,2831816048474.1587,2872199225674.374
2076,2799153083178.8306,2840165354282.213
2077,2778224397947.255,2818741286046.14
2078,2759432984325.55,2789612115859.6855
2079,2737946441212.0977,2754180378259.346
2080,2701645410295.7476,2707726926543.1655
2081,2667571305090.9,2661518972216.084
2082,2622794096169.5483,2624352571230.2935
2083,2593295787544.727,2562421354437.7334
2084,2567444137523.911,2534444745019.9526
2085,2537187629077.5977,2508260196431.6987
2086,2505497376298.371,2481736927157.075
2087,2488230130153.862,2435386126131.352
2088,2460329089615.4717,2410429599856.397
2089,2424645593979.5537,2380841507553.1416
2090,2383675763958.1904,2355424111473.3896
2091,2341812290685.74,2306125879929.063
2092,2316758703926.4883,2270924243349.584
2093,2297253600030.4355,2236847336381.322
2094,2278680786497.7734,2206871520963.2134
2095,2270078866137.556,2171488079767.7866
2096,2237617558536.237,2152526015994.013
2097,2209796919444.024,2123091274280.8967
2098,2188161540265.8413,2082280159285.8381
2099,2161030202970.2742,2044752937893.4773
2100,2128752363005.4973,1995667549336.9766
2101,2080678982515.1255,1950494366643.772
2102,2072268090018.6492,1916550512714.8394
2103,2052384646006.1077,1892344480123.4846
2104,2029684028293.197,1877290736740.0386
2105,2012535459076.6003,1839225680207.717
2106,1998615261987.6418,1811617923716.0925
2107,1971374230431.4026,1790675790983.3435
2108,1940092414583.174,1764576303609.971
