time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,1036778710043.4889,1036778710043.4889,1036778710043.4889,1036778710043.4889
2001,1020822070954.4462,1032140744296.2004,1020833478026.7451,1042121799555.9635
2002,1010046311643.0145,1032284053224.2316,1019259087872.6482,1019007131886.9926
2003,1009178528651.1074,1042151652076.7324,1015206444597.6908,1029129370492.8754
2004,1007750193734.7136,1030261205245.0033,1003769272560.2262,1027199864303.4341
2005,996392858253.6133,1036739122634.1691,1005184151096.3506,1010787363405.964
2006,994168402065.1373,1034422549406.3063,1010893794037.8759,992305721364.5504
2007,1004909313493.8105,1034302952321.2343,1007960276681.0583,993040565884.8224
2008,984951909978.981,1038497304966.2144,1025099909322.8763,975671126079.8196
2009,971998835907.2522,1036319143885.8307,1012057685363.2007,947413245842.5558
2010,966466988477.62,1026851667507.636,990944099815.3564,946410307427.2932
2011,952920800372.5535,1002333926911.6813,982631141658.5669,942694087127.6293
2012,935439304191.1229,989995597400.0453,973013290411.0098,948098172116.7279
2013,921025614854.4951,977919035730.0833,957967734315.0658,952269635622.5393
2014,914482891084.1622,961177554099.766,941788276540.6102,944437555813.8384
2015,911302556640.1731,938198670210.4553,938481741132.8838,952873272115.3118
2016,891986204535.0288,934656836931.2372,939203525626.0907,927897273859.7753
2017,882805639980.7393,907673873812.3462,915682427791.0157,913034903354.389
2018,875820903407.9818,880647899821.0465,891947511168.5907,899235108269.1189
2019,866807612597.7109,857031493735.8962,856658462024.4066,882144520804.6208
2020,850379793505.5343,849408278001.1171,836762813364.8455,848144484689.1656
2021,826942031746.6105,826360450740.0891,801878848291.9666,828742572723.6283
2022,779769696538.1248,808508389552.2944,776051821023.9061,825016440622.0435
2023,751817140646.9342,792640953639.837,758557035274.9436,813179613048.0168
2024,732659292060.873,766546831104.3363,747953948216.25,780528282458.945
2025,696129536213.4415,748658393012.9651,730880795376.3065,744196169529.0604
2026,673114358023.9886,730572305844.2548,702282801437.7135,714363152955.3723
2027,646754680470.5112,714631340834.0021,685468142856.9292,708020981979.1161
2028,614638036768.4464,690518460443.8063,651816725073.4717,687214963081.9473
2029,579963404703.7096,661305086462.6476,624603212516.4564,666147661329.7571
2030,539500308883.6613,628352626747.0856,590035424451.2318,646357399554.261
2031,525924757582.4269,599205602346.7345,547146665602.02106,617240640315.3718
2032,509173482747.4834,563259660718.4124,525201499098.2854,588826690345.3918
2033,486279417085.65906,531095625523.30505,511004413550.61707,565932814714.1279
2034,460330552617.28546,511791173914.41125,506372694037.4487,560346999929.0839
2035,425645689769.41046,498233086807.6461,492089763978.323,554816646171.8474
2036,406786458017.5457,478193299521.91235,478477986326.41486,538157160421.2954
2037,379741127411.09717,462697938994.2827,458011119601.7247,527427286483.4154
2038,361047401127.7452,441931138478.3342,449015437829.85443,501155731601.49396
2039,346555262174.95605,427895614672.0501,426203844914.7395,484592518001.245
2040,339276160131.32697,399969641737.6514,410995978377.82465,460709927909.1669
2041,322782458116.08813,367663675924.3075,393076856948.3404,436871006829.1534
2042,301376272018.2743,345329653535.7002,363041638898.3458,412989621302.2181
2043,289596805942.948,322935474620.7846,341261658705.82214,401226292185.06165
2044,277294843912.59564,306366167236.34576,317981777387.9361,388447105818.26105
2045,260786687363.42184,291246684581.46783,297122630731.5913,366924454953.7693
2046,250120819558.3133,271115633669.1998,286090958431.945,350265677681.41907
2047,236300380536.72302,256578743364.49185,271460998311.93875,335820063562.0407
2048,215234337146.3577,245643849046.57834,261521628350.11465,317401586127.4146
2049,201231819233.4369,233395576168.7139,256136249313.28006,300919906725.0484
2050,183326963723.3867,222702294353.6089,239937438912.83646,286981389678.715
2051,171034325259.16855,209487324205.69888,224994329296.24976,267711656029.957
2052,157756530449.15305,193883506312.23642,216356758023.78082,259909782030.31393
2053,150387167177.61148,185331156043.03256,204964348470.65833,245005623648.95328
2054,138354874265.06805,177333435104.24838,188210817287.54807,233821920205.35342
2055,129057591767.55371,168278813065.0754,177363045295.14185,220766330044.08194
2056,116314246405.43318,157186829182.92923,170774066837.57254,208531021887.2267
2057,101803369763.20972,145402893375.7992,155653341515.2021,205453475048.9522
2058,89430755356.72148,135567987891.36128,144477386521.88556,198000095953.3483
2059,82338767992.70549,125450983792.30872,137221165686.44534,189033582550.59677
2060,75916573007.73042,110824120706.57397,132721989303.36626,180885316427.4191
2061,71351091119.33624,101467525451.33977,122621695143.0849,174669132228.20135
2062,61982414974.767914,95155494457.02153,114076368005.48332,168496059040.23898
2063,55398350680.72131,85076022185.35075,105585872233.18837,162460287607.07614
2064,50488214730.759346,74490926691.16847,97202497156.52998,155667504268.5065
2065,44832122998.063705,68805665890.20355,90514546937.44095,153876355073.50287
2066,41729498767.337326,60419795615.722206,85548376920.03128,149831434641.97678
2067,38450645552.98312,53157340531.08456,78834165232.22975,144119075826.3795
2068,34066794886.146885,49486005704.53583,72570238621.0663,141347475988.07596
2069,31415979392.373898,46212641895.91375,66559033450.77635,136632656958.11455
2070,28762817229.348503,42290259478.01439,62179722936.01063,133290184771.41106
2071,28067209921.104866,38391898362.370094,58931710165.53984,131272991408.7088
2072,27178464299.05535,34572536042.01664,53773729283.983864,127962696971.16212
2073,24498342792.134995,32911674522.199333,49689292479.37124,121879167892.03224
2074,22774167927.339417,29715574926.083477,45186247952.979774,119550022578.63707
2075,21730992446.914402,28280611318.159325,41115256486.87832,117032136584.55292
2076,21159404130.807594,25683214169.457222,40756772357.65006,116332523275.23247
2077,20131856325.791183,24730053620.091984,37790680956.57505,113498245570.33284
2078,19005752012.308113,22575767221.6503,35832208887.73972,111443337218.35925
2079,19027187747.633327,22301638089.87124,33750760468.05852,106752857946.65881
2080,17963928484.89136,21616520682.767628,31874704659.799282,103270578466.66656
2081,17045234229.155764,21316293818.175747,30208484768.038277,100907246836.23273
2082,16732961401.72711,21124900967.723328,28792318461.87375,94336311109.33589
2083,16224448688.997742,20340670070.693836,27790511765.55522,92509618065.51259
2084,15774766183.13329,19728134289.0996,26981445275.191948,94123612391.58151
2085,15565419917.227757,19765188410.381176,26450525303.035656,91278949471.37106
2086,15831501355.657139,19499702148.54907,26134324810.764187,90009985760.6545
2087,15206272535.686142,18307171042.14268,25305305806.758373,87580834125.86531
2088,15326700576.000347,17313305597.63053,24054991046.676456,87297510140.71204
2089,15600288277.640661,16710335934.385992,24676168688.499424,85626863667.20834
2090,15298861393.28252,16842544931.761688,24130572447.276154,86130123067.22777
2091,14775353208.173256,16689559063.88635,24233649778.785606,83638610367.24538
2092,14739334751.949326,16809204276.30283,24014192637.52097,83304681365.2103
2093,15094096401.69961,15839119604.014198,24121361688.10881,84386837959.13742
2094,14249631639.90592,16115807084.990437,22990383242.740517,84459729723.1653
2095,14129647070.068186,16307884468.929937,23098006799.572876,83985016622.57603
2096,14753536769.35153,17197997499.87933,22773884418.9677,81806042731.52408
2097,14630337530.105627,16261236538.708715,22369664871.022705,80791475419.2906
2098,15133629477.36871,15735268372.705357,21844998003.838345,80046428282.8323
2099,15099588280.236237,16174825222.800976,21626555697.357254,80276388639.80461
2100,15695713761.522917,16364554243.923971,21611293481.54017,80472684757.43614
2101,15245885860.656052,17367445900.48005,21039758532.95167,81404522928.00275
2102,15494116558.790627,16648021845.65565,21262591363.36117,80656839381.38072
2103,15613015416.176596,16411731296.475882,21297860039.464233,85220815220.39998
2104,15739712936.426865,15714979458.421581,21489568627.123154,82772521415.04385
2105,14978868359.250656,15743640340.061779,21061155056.700176,84490266010.70688
2106,14886257417.43584,16254935509.484825,21458509931.381214,83866697014.48058
2107,14435282396.219633,16408967451.784966,21876399809.208733,84274571929.54251
2108,14182156348.797495,16251472718.355856,21911024036.483795,84855893811.4236
2109,13917684921.281145,16346137676.87332,21905127771.82328,88876398450.83842
2110,13825485729.83162,16372211685.45257,21595121275.32823,88244573304.80553
2111,14204351294.364119,16653764908.75961,21694312648.9834,88728655830.57274
2112,13896608996.101604,17027075690.05536,21414099405.987736,94452413048.35942
2113,14171605373.137062,17450311547.975704,21055145410.40561,97264176631.12326
2114,15460243371.43088,17420197465.078873,21560766670.34962,96648022294.75002
2115,16038974589.161394,17474846901.39292,21797339975.040577,96597954884.24753
2116,18152945359.422485,17501864404.52335,22335668473.67105,101277788555.43109
2117,19071989242.03857,17447613677.638695,22841026396.67908,101524168832.76007
2118,18457151861.87598,17749280898.06828,22294899152.3528,103317975596.57257
2119,18738260337.198864,17767735184.03713,21674719108.680782,102227836999.2591
2120,17819534033.583614,17994547743.421516,21713251183.95497,108430247966.96127
2121,18018983071.533203,18215758609.733757,22310959288.041878,111248300107.74522
2122,17813424656.762596,18729421882.394615,21799354637.387512,113533333125.87694
2123,18844232961.96417,20400787873.956707,21993970144.48837,118804682587.57968
2124,20313121935.07508,20447101895.40635,22020297368.387566,118582947426.20015
2125,20086851250.176956,20946255610.914433,23577539372.237663,126767990140.1594
2126,21026313428.556396,20508398887.719906,23061595110.062656,131017854856.50761
2127,23392931769.07022,20733772748.15383,25370658060.9187,135597965471.95499
2128,23543472015.02241,20723851725.570248,24796884836.250305,141712885791.1664
2129,22991721811.982864,21681794002.647648,24954337050.530167,138447756537.51532
2130,23853135654.983757,21664108492.50415,24501570224.233047,141600469965.60434
2131,24483672414.27432,22188417513.2903,24666502182.898354,149405195787.63422
2132,24387249101.15928,21889315622.103966,24293324976.349384,151130350547.5609
2133,24343262207.841225,22284999741.799397,25000459238.989933,153748017116.3536
2134,24347349447.758877,22904985202.48505,25183908010.272335,154090929900.56464
2135,24084065466.624798,23138782576.800556,25376984136.160748,156235757546.54092
2136,24897151052.039055,23573396975.419643,25792006068.15184,158291641595.8787
2137,25964630334.671524,23948406882.4595,26292708973.48346,166927754460.41055
2138,25535813345.569374,23576237484.221077,25883211333.452263,174378882613.21036
2139,25955716531.438698,23572110224.0177,25877897586.451088,175254902460.83096
2140,26873117705.93951,24439428066.082024,26341732385.69019,172369402425.34955
2141,27194053301.590794,24889773371.594193,25703231256.53169,174036629118.4946
2142,27119771704.946205,24388174326.40748,26296440052.452835,180121131510.79282
2143,26972427613.688183,24761111779.549496,26186697048.972992,181769012045.76053
2144,28121714886.3799,24737633217.559505,26274445743.39032,183652500282.84955
2145,28516080421.555706,24910716256.7182,26473388753.416733,185753533087.39612
2146,29140558549.005535,25141663635.854244,27608823728.49555,185948740975.5257
2147,28780561785.96395,26129684363.613632,28799929315.22665,188066080769.9821
2148,29478784731.043888,27011980498.792595,27880471572.74966,189955396087.6835
2149,32407553824.827507,26586639466.07507,27684143486.750587,196774722448.10373
2150,31960948797.39688,26676686415.932976,27715777708.421295,196919401990.93
2151,31086273805.70567,26123751013.36584,28274942595.705647,199517293990.28625
2152,31091637835.061596,27888852368.581234,28696549605.485016,196629824582.48532
2153,33087857350.704124,27864363737.115623,29038733351.117027,199092052865.738
2154,34170299597.6671,28386082305.377487,29063049091.55129,196616593622.94656
2155,34305111512.414875,32019545083.58103,28771174763.93801,196691858813.1024
2156,34824243320.698975,31387025975.73947,29425903959.998116,200808376376.10504
2157,34571181424.07892,31234751200.225174,30121156332.529602,202573966879.10602
2158,34636568733.81796,29769808262.89996,30346426743.973976,203255156184.86218
2159,34552187051.223236,31297594885.933052,32143520443.93731,202785464862.08887
2160,34971732715.87291,30064341644.535572,31342711164.916416,207538922078.40778
2161,35839082866.22129,30230781859.676125,31827141809.544796,207923851575.3161
