time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,2879639000000.0,2879192000000.0,2879625000000.0
2001.0,2863042400000.0,2862615000000.0,2863029800000.0
2002.0,2843442000000.0,2843034800000.0,2843429800000.0
2003.0,2831192200000.0,2830791000000.0,2831180000000.0
2004.0,2841328200000.0,2840909300000.0,2841315000000.0
2005.0,2837937000000.0,2837516000000.0,2837924000000.0
2006.0,2844656000000.0,2844223900000.0,2844643000000.0
2007.0,2843355400000.0,2842921300000.0,2843342500000.0
2008.0,2820618600000.0,2820195500000.0,2820606300000.0
2009.0,2818957600000.0,2818532700000.0,2818945300000.0
2010.0,2809623500000.0,2809198500000.0,2809611400000.0
2011.0,2823182000000.0,2822751600000.0,2823169000000.0
2012.0,2812761000000.0,2812334800000.0,2812749000000.0
2013.0,2795668800000.0,2795247500000.0,2795656700000.0
2014.0,2783367400000.0,2782955800000.0,2783355600000.0
2015.0,2784162000000.0,2783752500000.0,2784150200000.0
2016.0,2806699300000.0,2806256500000.0,2806684600000.0
2017.0,2784417300000.0,2783994700000.0,2784405500000.0
2018.0,2783591000000.0,2783175000000.0,2783579200000.0
2019.0,2770726300000.0,2770321500000.0,2770715000000.0
2020.0,2775568400000.0,2775151500000.0,2775556600000.0
2021.0,2745173000000.0,2734725800000.0,2774979300000.0
2022.0,2720335100000.0,2722458200000.0,2765920000000.0
2023.0,2705360700000.0,2695010000000.0,2746920200000.0
2024.0,2681002300000.0,2663176000000.0,2723674600000.0
2025.0,2666125900000.0,2636538400000.0,2716475600000.0
2026.0,2660592500000.0,2601011600000.0,2713566300000.0
2027.0,2653338000000.0,2579709000000.0,2720386000000.0
2028.0,2651818000000.0,2556604700000.0,2706509700000.0
2029.0,2615953600000.0,2526137300000.0,2682170400000.0
2030.0,2597729300000.0,2493906700000.0,2670373600000.0
2031.0,2576393200000.0,2498721200000.0,2652610200000.0
2032.0,2534518300000.0,2471957600000.0,2622689600000.0
2033.0,2511656500000.0,2432223400000.0,2604696300000.0
2034.0,2504570000000.0,2387341000000.0,2576879200000.0
2035.0,2489699800000.0,2357231400000.0,2566470000000.0
