time,CCSM4,CESM1-CAM5
2000,128198034878.4154,128198034878.4154
2001,128480108682.47333,123292659681.29797
2002,126025673055.42903,122991667583.89717
2003,125785754599.30486,122510700200.7249
2004,125456205240.75024,120514527536.84814
2005,123488360923.09944,120854811153.08002
2006,122902594116.15834,117599179185.65213
2007,119687146248.57959,114466308399.82208
2008,119995381292.95732,109316620489.07172
2009,115790993463.96936,105493040029.72937
2010,112816784103.23749,104253842766.60269
2011,107505357976.31512,101381290418.41838
2012,104093561695.3684,98321599011.25377
2013,103334914257.93834,98044447714.68991
2014,102606777702.85475,95470205530.57755
2015,98816165366.19312,92697171437.38719
2016,96195869447.753,90174676988.87291
2017,93324893922.85573,88657319793.33687
2018,91480752909.28542,88427742890.81102
2019,88464713944.61688,85665778149.21147
2020,84502301385.00168,85143465617.4221
2021,82581713513.5301,82091122530.42094
2022,82658395612.83969,81943501269.62013
2023,78032837391.1546,80442091051.15134
2024,77627086980.8087,80329783357.18724
2025,72934713412.94989,77985635688.38344
2026,73086165776.10785,74346323272.7922
2027,70199440875.03745,72802678137.21745
2028,68822043826.44734,73097092319.49814
2029,68425454241.72336,70231393857.92067
2030,67358897819.44132,70117543945.02449
2031,64406652615.40697,69376700917.63501
2032,62450799015.16936,65840662140.524864
2033,61417370687.335236,64848499212.81167
2034,59911928294.12918,62686536793.044235
2035,57055900898.30066,61649781017.18108
2036,54496904706.05795,60697120123.373856
2037,52934831603.94203,59184985319.9475
2038,50656065039.7958,58683532865.3393
2039,49672005001.31246,55244411145.836006
2040,47641569966.364685,54029905442.41043
2041,45435347778.67677,52990789676.52554
2042,43497145085.2137,52142236468.03072
2043,43640716707.67177,51646529794.98772
2044,40407474599.25229,49494359457.295296
2045,39771529572.9821,48030256864.092606
2046,39032681414.15608,49221977741.48432
2047,37224527328.83847,47563792960.88106
2048,34984250097.03849,46083951379.10508
2049,32581759900.91919,44087859005.76422
2050,30203628582.998325,42352843935.41998
2051,29524661377.849476,42509637897.92437
2052,28226047214.643337,40554582725.51176
2053,28367303008.697517,38654825174.658066
2054,28696808579.28243,37599640435.99834
2055,27204667990.932484,35841112199.17505
2056,25783385908.159683,35281000512.1991
2057,24892070231.139336,34791788662.50509
2058,23789954991.783245,33635854091.540962
2059,23072693159.0812,32148591410.537422
2060,22296695262.243534,29307499709.46479
2061,21072289843.479103,27699854456.735565
2062,20944641567.78439,27510812719.129795
2063,20471553784.774025,26513817924.324936
2064,20741415545.76869,26149006493.968933
2065,20203525792.820133,26000882555.83358
2066,18788007082.96911,26028320070.61937
