time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,128198034878.4154,128198034878.4154,128198034878.4154,128198034878.4154
2001,122961707054.8911,124124249631.97311,121830649952.46794,124878122493.82481
2002,122122962178.8104,118463451965.67976,121700496822.21422,125262484143.21094
2003,121040868687.84424,117897924464.85947,120551041842.96991,122100174605.19533
2004,118762541833.42734,117339720902.56519,120003936022.8849,120322095502.81165
2005,118640699039.10114,116122591556.71454,118358000480.36156,119318641042.22972
2006,115072031855.16493,112438382046.73552,115902267253.60446,116797559274.41042
2007,111131622742.32272,111084433807.67645,111404987043.7095,116051824021.4967
2008,109888573263.43842,111895308117.78438,108827291833.82736,114131944028.69911
2009,106864948873.39166,110477475535.07216,105973203676.12262,112843594225.0026
2010,104677741927.47182,108084523357.41068,105943398041.47601,112924478436.44725
2011,105535724582.44908,104921653317.48071,106888079241.5602,113218650391.16116
2012,102520898629.0108,101864594780.87221,102259927517.41873,109036943584.24355
2013,99226530546.97778,101263157320.5468,96930897742.31746,103171034337.96306
2014,97945312969.91348,99429905244.49178,92750209378.47392,100650012384.3165
2015,93744528062.88327,96241793419.69986,93020569632.27945,99346721601.29654
2016,92005411347.91618,94767158785.02771,88826037132.73962,96367245185.7918
2017,89003303786.26021,93497340083.25798,84375939976.22215,93822428841.87614
2018,89305819489.59312,90243099315.13037,85276455923.61308,92625761527.89355
2019,88635654953.03122,87983913122.77298,86196199202.96484,92427128965.89647
2020,86475596285.2752,85752189732.88542,85895727557.18965,86449198741.1397
2021,84282916736.69522,83067681101.97313,83195619546.10054,84877806372.38914
2022,79381172074.33014,80622759075.27103,83063904836.44086,84243357809.00931
2023,78110403793.1306,77229001854.3517,79347644712.16495,81060186625.90105
2024,76553657765.02127,75997094717.3271,78903414623.07027,78316551715.74509
2025,71946020323.77977,73568482680.10033,78974807625.03876,73440927734.3905
2026,68527084743.05217,71212814882.46082,79172611873.98274,69231691476.74442
2027,67891083854.326256,65339312554.00544,80844525636.73569,65497035958.02146
2028,62222247194.88028,62178505810.71012,80311489126.77005,65655601923.885506
2029,58799762292.80759,63455236308.26487,77702281178.96133,62923954961.63364
2030,56919820458.23048,59003862108.45655,75111769399.12198,60541660302.84357
2031,54406687718.775566,56815242670.38003,72893321261.16566,58183863643.23496
2032,51604572728.43455,56098735575.09379,68646378520.86121,55290675768.89159
2033,46720473348.12748,53739049575.52444,67388263653.42623,53738833541.90437
2034,44304165436.538284,51854223330.10776,64524323025.33346,51274674130.25812
2035,42219843516.58021,47585905235.44908,61385114068.78964,49652827112.46737
2036,39940414329.13806,46868184822.95488,61186855999.7231,48740727795.36866
2037,39786010485.534004,47032362902.96283,60079218651.41213,47077711419.29355
2038,36500172570.55073,45398054510.37946,57576089180.64958,44965739821.60167
2039,34996568392.823235,43946653495.60699,55476489141.9184,42786481472.38513
2040,34094221130.216248,42914083739.64434,51950287054.24989,41262554893.05375
2041,32826388680.344883,41721497493.399254,51695854527.10807,37681788456.371826
2042,32371635813.219757,40290769781.48253,51323159253.8871,35380997576.08882
2043,31597246024.085266,36335849584.43388,48336425492.12425,34699498604.3462
2044,30188868983.967346,33727302652.77164,45747687578.33847,34458484396.12186
2045,28646825886.110012,33118360142.803387,43959105129.69133,32374710503.982548
2046,28406721796.77666,33055527987.925526,43269359860.98068,31232730752.60138
2047,26194578324.926655,32589621410.970455,42345370246.7806,29930802431.976524
2048,25483829079.09231,31046694431.911537,41352495030.562546,28485496021.209404
2049,24005492409.540268,30536006869.97231,39376985210.94431,27419864683.06185
2050,21612113364.783466,27471998005.136017,37868159839.54599,26677453595.252388
2051,20489368299.767654,27469168712.65695,35131026235.627655,26741772584.70873
2052,20409170173.150276,24325330907.44991,35208917528.467804,24706615923.04257
2053,19754717162.163403,23488285320.554688,35819948730.95459,24032732736.691204
2054,18792857124.46821,22531351200.2157,36217039754.663734,23406078433.027348
2055,18199633901.842804,20562141201.69889,35955498364.72693,22480290759.921207
2056,18064927534.009117,18270253882.43151,34573481395.85943,20719712527.644123
2057,17428034432.970364,17642586632.33277,34851192324.59757,21053860062.26802
2058,16701570086.1368,16352047351.874733,33593288900.84242,20220421663.532333
2059,16477564723.11224,16107517001.314438,31899177082.22272,19623995459.966705
2060,15389513020.713787,15474884446.197733,31623412397.20286,18585121282.958755
2061,14819890554.392,14672625484.310024,30713166289.07794,19032656857.97244
2062,14110276644.104536,13547327420.77736,30030285662.855434,17582079785.48599
2063,13369115264.854818,12155720372.125202,27834352861.37008,17053176948.095682
2064,13119136120.349659,11003506883.256365,26713676936.490494,16775399568.623852
2065,12658947928.538685,9724973252.556458,26898412503.70416,16498607848.146135
2066,12357709932.186234,8922209815.463827,25636296597.69905,15427980246.920675
2067,12234233695.17142,8370109311.832848,26668741836.83517,14960422872.677753
2068,11635830862.386438,8105148210.094174,25808018864.2366,14212723885.042137
2069,11046729916.58092,7971051784.695015,25786012695.79465,13605582849.01578
2070,10235955175.475573,7411449936.255402,24904562520.089367,13329645969.738909
2071,9726209524.952759,6665466494.296514,24875966928.38309,12867881343.609411
2072,9248861380.774403,6437251692.749155,23786222972.68992,12742442697.12072
2073,9071699372.459265,6124261949.05569,23629219701.512844,12549766184.5326
2074,8825470034.220568,5460339869.541442,23142841283.36753,12100280580.900805
2075,8364540702.8592,5299444890.174023,21844238074.317158,12119428257.830578
2076,7778077489.498456,5440052954.929859,21461390087.442474,11780095767.974384
2077,7788101324.821105,5402008375.274586,21600530463.113724,11883144254.759073
2078,7763348044.100083,5453966319.26353,21190310220.572163,11771690219.916475
2079,7348850291.909581,5018399137.042629,20679515599.578983,12009030165.825302
2080,7579609731.189407,5093205501.199699,21180742553.223164,11855940030.424648
2081,7286869035.040085,4932620385.724174,20644920703.417877,11717527229.76256
2082,7574433318.645099,4570799541.4124155,20087261385.91911,11359614937.25436
2083,7928495776.883723,4325975612.367067,19755956941.37567,11303587864.598816
2084,7659543959.14141,4405055920.662743,19671048921.80163,11325671058.27618
2085,7273097721.22432,4220340283.858553,19832689608.75626,11142449066.736578
2086,7603904723.9517,3927461721.325667,19672972946.601913,11060942674.604753
2087,7499356783.646722,3710893416.838211,18442816773.563747,10784049674.880812
2088,7590592998.583732,3479376415.765423,18536075757.196228,10047435351.995777
2089,7206190061.662858,3422854856.268952,17349273510.737076,9801676402.906898
2090,7271295094.274878,3222854582.3054957,16943585941.69509,9605708633.04489
2091,6902044110.726119,2936631929.397,16152510336.092773,9810434400.3513
2092,6514437923.101402,3088301714.950239,14972189569.025892,9660511158.746593
2093,6494848104.7545185,2969297750.2029033,13961258615.043392,9308405421.09985
2094,6609687875.923177,2978742131.230265,13886412300.752975,9026634979.44093
2095,6571553270.10141,2938917138.685153,13707883966.523407,8849347453.826908
2096,6219820485.85573,2736798914.9350467,13718033707.875397,8620356199.757727
2097,6046404211.844129,2576449318.453723,13248744501.771057,8187184198.857695
2098,5743825617.867702,2604762803.5958633,12660275007.37999,7992561782.261176
2099,5569187440.879471,2442724830.864369,12702585339.458467,8393766880.143762
2100,5459004953.458267,2254920731.9985933,11642515357.23711,8112852314.684349
2101,5488766162.677302,2019939033.091806,11091752399.58809,7984715988.007088
2102,5083618437.795174,2005185068.2685246,10374837355.544382,8210636208.004516
2103,5137321425.62686,1958237859.9442277,10364745869.529255,8179043637.027399
2104,5111812818.100154,1811742572.8076434,10616552505.110067,7990328876.119639
2105,5093582796.103607,1733476056.582017,10453259222.29715,8100278687.483475
2106,5168680092.7524805,1549764067.977543,11148774808.95078,7640597391.008018
2107,5127937926.598551,1513269098.5244155,11115483185.321888,7686567011.726091
2108,5294720230.100646,1409295359.093101,10894259839.49027,7771739233.385032
2109,5392266946.076401,1368222751.3894787,10523281525.855103,7435712855.41048
2110,5333885660.367852,1266200588.8195016,9915539301.811304,7245554616.618663
2111,5176237216.510568,1229165788.5675,9419918416.220314,7141019796.661044
2112,5090836467.896719,1215665269.7349055,9877652922.814806,7170406890.912879
2113,5121355855.738877,1172971643.5194917,9654101389.260378,6962174874.878549
2114,4974203430.947658,1128723350.5492184,9901414301.462692,6830797337.347627
2115,4853134395.114362,1088824678.8342116,9960014285.375603,6595228667.698543
2116,4567723327.865369,1035736765.0243918,10261111894.022924,6500493717.071375
2117,4279016925.6335006,982794025.361372,10390756138.45762,6236222434.984068
2118,4485328741.3930645,905153716.6110907,10394751992.170017,6156004537.260357
2119,4450927286.430073,849156823.3613436,10545335395.029867,6099193848.831558
2120,4485400568.621817,835165027.3271003,10422141157.427309,5910596147.246182
2121,4366309852.038936,796153165.9179645,10348141507.334476,5636374409.088803
2122,4391580104.219496,778832792.8477428,10173555585.968172,5758270536.385379
2123,4491232649.334109,763085120.1577573,10170436654.020905,5513929192.425373
2124,4439687419.747982,760660212.2551736,9756761981.80386,5493594416.2215395
2125,4440897806.494006,772026442.9917239,10106273660.520916,5463620625.865264
2126,4310820528.206321,787182611.9800651,9928185516.792969,5225945446.874167
2127,4340819121.232472,795562722.4801726,10080466149.354979,5405650463.580816
2128,4418494394.229218,764135040.2413713,10093440922.114635,5505804465.43716
2129,4416346954.947567,744223228.4617674,10589331729.001665,5463048340.394957
2130,4435437026.650978,737901261.8326135,10869364344.37477,5449355385.878417
2131,4402532814.063052,723284920.2216728,10823673740.107464,5434528346.567337
2132,4375383735.805,704305325.4422139,11053580093.518032,5521612172.183989
2133,4302073034.754027,711006073.9153503,10825005786.884706,5477441872.1366625
2134,4328889156.705368,713075281.7499796,10822203620.83264,5440777291.450134
2135,4030945974.7266145,746836698.2807245,10730244438.380653,5542687236.294308
2136,3962001092.307364,769032128.7671063,10223712970.787113,5510476742.702621
2137,4125204634.659797,808348333.5426439,10137769959.959648,5596119603.153834
2138,4015718211.2499404,799944459.5613799,10027001002.986404,5538758661.66171
2139,4103725195.659239,781560279.8593683,9874294744.184748,5574190998.983425
2140,3915009753.12675,799430665.6512086,9962455715.17339,5670040286.353391
2141,3917392332.1101127,796233308.0448945,10250478871.186554,5428582992.486297
2142,3974971389.906931,802084871.9125347,10293770750.712872,5578821428.3548355
2143,3993327557.2755337,789038799.6998658,10112882961.413206,5467708513.442131
2144,4113547057.781473,812274954.1984087,10273098931.130486,5460793905.711286
2145,4041447810.485376,778676259.6271888,9994604093.57769,5534425708.231926
2146,3999387644.8331223,743751418.8381716,9999520531.845451,5608531646.243817
2147,4057862393.7355328,713984679.4173125,9797108641.879581,5799011257.451045
2148,4053594981.000678,733483548.9709741,9415406849.045042,5907066295.865498
2149,4176018553.8696575,760060667.5242398,9177976785.759275,5789639367.168551
2150,4290411576.622531,747595426.009121,8609460319.032427,5902656541.109851
2151,4232479912.371164,777572096.723868,8543362752.779169,5976175109.396528
2152,4240486278.79852,778821989.45536,8593951295.637735,6119899041.115885
2153,4313161550.4970255,740143242.4889054,8531899217.116319,6148071766.8863735
2154,4229437751.4814124,759398663.509977,8132821192.714624,5981117784.44486
2155,4173911202.4411826,770289502.0253228,7743675907.568475,5940960158.97269
2156,4155768881.7190404,749824365.4804132,7308972506.76614,6006196058.286198
2157,4074910365.459989,733445575.9846609,7412123932.66764,5904282664.825699
2158,3988313813.3188877,734419701.4567188,7629118218.312867,5745367732.710309
2159,4093626507.4699755,702858307.4816831,7615812083.306285,5750611598.655882
2160,3979571496.6450505,697088076.7842902,7348455018.531544,5808182270.671395
2161,4052319165.880871,699347201.4677911,7463827227.433522,5742358316.5565
2162,4046990247.8508368,680830541.6727488,7378019174.75045,5598029023.67511
2163,4033832123.158243,661711283.8570757,7427891273.350537,5512602571.416015
2164,4154502602.568833,636989017.3764945,7479050870.12816,5621464228.6487
2165,4158693216.408671,653538862.3359071,7497647809.131528,5495629416.222127
2166,4193802265.5252323,658378874.2132548,7824160516.561955,5538209967.911487
2167,4121868072.529549,644886852.2792392,8097510756.35639,5316886590.272419
2168,4092704424.504707,665795140.1026487,8130718544.255587,5171416735.641024
2169,4283428350.563907,616185187.518988,8095700103.0714445,5368851870.459378
2170,4242388020.1981044,616987632.4182273,8218096547.925358,5391443448.65752
2171,4068065123.6889563,609424337.2644954,8405151553.558794,5398902729.693512
2172,4089860373.231131,606111814.736311,8879476447.499691,5547268188.600169
2173,3887533053.2935896,607551692.4159212,8902606253.08499,5584882455.367899
2174,3773761312.959582,631764022.0037776,8773606641.887262,5482934678.185884
2175,3725219538.7310753,655327319.9880465,9230946223.22828,5408554375.1110935
2176,3784743994.628106,623890319.1654744,9141252253.518692,5337977969.074477
2177,3681452553.8748517,603858982.7884539,9193776082.999252,5400966987.7195015
2178,3557936136.2467775,578638448.9716991,9214997984.559288,5231668667.269198
2179,3583237023.6918974,587210180.0498732,9204141258.47849,5150252599.211405
2180,3395465252.8139625,578152929.1781119,8642941881.247883,4971990528.529347
2181,3566427190.571088,557577601.8314793,8458188612.158122,5027212043.7034855
2182,3608783808.6144114,544343247.0586241,8225397070.042006,4876903090.2076645
2183,3549910099.8771706,513771344.7386425,8478945903.176593,4856630088.027366
2184,3554986373.667343,508622222.0953449,8622078020.78467,4799738759.376865
2185,3701623276.7519712,545864166.2315332,8500009987.988945,4778340702.809705
2186,3600048474.619841,534274257.4371439,8486568132.12221,4963074415.202857
2187,3630662676.707649,507586479.64936334,8296121331.504004,5021957772.906633
2188,3603949195.7935915,491844227.13662016,8152071146.085198,5144201484.390766
2189,3571699547.9858723,502907301.029917,8418192174.635511,5214692878.761702
2190,3481079859.494967,542228494.0571202,8423906597.731681,5299165278.0750675
2191,3459864949.6459413,543835023.1684673,8761875767.192892,5241898188.3368845
2192,3408115657.364183,554178618.8544518,8444396208.661287,5058247948.833357
2193,3449827537.5185523,524732054.8561329,8556115850.577027,5186314915.365024
2194,3390402051.2295647,505901808.46643746,8386945808.597199,5264195558.555366
2195,3346813062.8442307,519303150.8184343,8266392564.485122,5279643085.945132
2196,3480201205.750201,508980957.43218124,8144462249.234713,5400825578.828746
2197,3482727286.2467422,493987989.4675213,8147629429.218498,5328574509.478663
2198,3380711453.0303607,497003067.20237714,8010427890.557675,5372026139.9357815
2199,3383905734.7803254,517635876.53182113,8002293085.8130045,5376064186.318211
2200,3303680634.7789555,543644215.4202682,8022323289.755591,5522046617.686408
2201,3304767896.7978296,562486465.6267152,8153864202.164597,5433751347.148133
2202,3305980642.2679224,578859044.9878509,7816435743.14243,5489256655.0648365
2203,3356175190.1345387,588610579.1808155,7622820353.678482,5628154078.945376
2204,3319151457.0507975,560161811.9449966,7853665959.820814,5403468390.993846
2205,3112823244.1007924,560742173.5364672,8060991616.016823,5185444624.814412
2206,2937838058.6524734,570870105.0636561,7978735624.500116,5117018017.675495
2207,2660486098.1514473,594911930.0853819,7898705272.975185,5020966130.625241
2208,2683171596.8228297,563883252.3293573,7763883470.152918,4831724044.961765
2209,2651546970.750633,521758353.34792864,7625264341.600635,4970897644.561341
2210,2553983111.087836,505785276.74821097,7392774229.50501,5025299929.4375
2211,2631365290.479724,507567396.599435,7290475592.290141,4919195399.30252
2212,2728885108.651201,510071538.16499716,7323819039.112259,4966356977.730881
2213,2736392757.953082,533469442.1200114,7116813141.4420805,4936313999.043051
2214,2752803599.126259,555768365.0220851,6403441939.496657,4828265484.588026
2215,2681535249.7186365,563098491.1530665,6481639742.457425,4744545328.447196
2216,2663106518.343525,578311002.3142388,6528624262.320488,4788504368.194407
2217,2684044578.830544,563933512.9266233,6350562229.599703,4809577334.362204
2218,2496825336.910614,555983532.8566926,6282739061.282264,4729791201.418624
2219,2516143491.7888236,558571531.0307902,6069690110.290929,4689972623.803508
2220,2453800095.2141747,562462482.8533933,5859659097.405507,4687590934.564009
2221,2443057130.941386,575215703.7832427,5750460200.92461,4779559333.834403
2222,2416564917.8899393,566113166.4444468,6024653217.624118,4700819245.209277
2223,2474952025.406813,551360442.925566,6074771309.287348,4618632742.149547
2224,2537481898.8753443,539086388.2084341,5640528931.053323,4698201333.431731
2225,2618027295.9599695,519561817.7103517,5523803261.672494,4665643803.655766
2226,2829503332.3509927,522960732.85163784,5265122575.719843,4658556717.311822
2227,2773866494.2450438,503685985.7624257,5398585261.232574,4611226087.324326
2228,2760388879.266814,504297583.16630095,5307408391.752326,4566380444.438687
2229,2822585258.9802017,512120019.78150684,5282584234.168029,4656461531.522005
2230,2814243298.583495,507648870.97522694,5032821331.68762,4665340861.272882
2231,2798973352.965647,492136996.57953405,4801113461.7014065,4634248824.673894
2232,2717286341.2326035,497579661.53006434,4932212806.593726,4661436715.873933
2233,2707749280.1089196,494174549.69121134,4716453821.265568,4497152340.42112
2234,2651510981.178349,503027290.53989357,4704028489.328853,4500499182.2957945
2235,2637316246.128686,510719781.06811064,4627261591.871241,4630052687.730072
2236,2618302327.9077306,516105260.31371546,4661154274.039329,4795466560.2152195
2237,2600176447.4043655,521085983.20549804,4570562234.823559,4596504057.443591
2238,2580325598.6456866,506333130.4813589,4748649716.019508,4679024102.64326
2239,2536622551.395633,482041483.4011078,4744909138.272844,4583485647.672622
2240,2677910404.8587284,479240303.14192116,4503272425.393659,4632332307.253311
2241,2563505905.800361,457527420.0432104,4454348693.543656,4677848870.347656
2242,2486810601.0998054,437542670.27324456,4352233772.031794,4670511757.41866
2243,2390430230.956897,447926385.64334667,4822125319.4935875,4598273231.4724455
2244,2432561201.4646425,506084522.2506074,4633461928.639222,4741973353.493279
2245,2385278514.6051273,491509534.5153473,4634586237.093956,4702526901.515679
2246,2392562126.680583,471519012.8837737,4630344948.523258,4744679341.984689
2247,2329401176.0138645,447762421.198508,4716481043.693969,4767839866.857309
2248,2259399198.3477397,454831567.6966907,4770182342.761497,4598257964.0695305
2249,2239334507.726504,464901167.4140294,4855231759.147962,4647346013.349026
2250,2199702194.602941,472538207.54295737,4824069527.345779,4609414030.409763
2251,2239377374.445907,470467687.6794182,4663507097.152094,4623484734.324115
2252,2389718931.276578,476988886.8076027,4631454259.153381,4665671677.336974
2253,2395768127.7304506,495904763.087138,4437307524.340529,4623291150.387008
2254,2424425165.0953093,486703061.23826,4328289428.8144045,4699388209.103797
2255,2482474390.3607097,472007367.1283443,4345535507.700857,4684212593.468759
2256,2471247032.9621425,490596079.11555177,4411694835.655181,4578522978.507
2257,2512172016.4228997,489127419.99862176,4339413962.618056,4315756111.157414
2258,2475097219.7785616,457953533.61001617,4369181442.492002,4119639470.350223
2259,2473261309.462581,490716102.0228206,4389372823.175962,4092244478.2989116
