time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,128198034878.4154,128198034878.4154,128198034878.4154
2001,128878433383.51051,124042875263.16032,121104168490.30788
2002,127158226257.40111,118647094050.69804,121293626882.34175
2003,127045206295.58823,118104541417.58571,120079766643.20706
2004,127159729456.36433,117382547764.30313,119371811960.40767
2005,125590095087.67667,116017956450.37193,117515909586.26549
2006,125346742266.20654,112436901657.30322,114971343647.34569
2007,122099261368.68892,109666463097.29236,115463621017.46509
2008,121245234068.41313,108701888954.64279,115816919708.00198
2009,118398854212.32753,109442220331.57251,113306098483.5391
2010,117496810507.5562,108924939684.83311,108693983990.84175
2011,118964916035.25868,106575439453.97673,104874215513.53621
2012,116828966354.85297,102039456360.91502,103543467680.13794
2013,113837184593.47623,100965711794.00194,101984603153.84433
2014,111225556998.55003,99866426027.62537,102305660681.08553
2015,107945223187.05016,96009905969.1055,102556285201.74568
2016,102955383059.8948,92995594488.60669,98739178502.19337
2017,96442595647.80103,92322206921.01591,94333904182.07886
2018,93961132087.79126,91889592967.73691,91577214503.79546
2019,91583394723.2442,89897921506.0536,90927136204.69876
2020,88049845859.20412,86455102285.31258,87038598105.33484
2021,79562017681.38638,81630690599.81917,84574717001.53162
2022,75433213549.70232,82579105638.70677,81921168187.08456
2023,69257403155.15279,78116642605.4995,79886266342.82182
2024,68040392771.14436,76772070963.85657,79556978913.16318
2025,64315349890.385574,76491037838.5596,80092671790.73465
2026,62248880950.676544,73596095044.1703,79678342360.61717
2027,60707398132.67119,72978792476.30074,78886645114.55763
2028,60517295884.68624,70914436881.53102,77005735696.57878
2029,54997902525.2199,67658076053.3099,74030784869.52992
2030,53807655647.4451,66515715861.817184,71927946374.9701
2031,50085040325.489555,64768249144.39463,70250566670.83647
2032,48081227125.46775,62870211882.21343,64049864295.2925
2033,46647058076.59837,58979099383.7191,60656171564.53471
2034,44549246745.155975,56028777368.32743,58057175442.610535
2035,45097597688.61243,54070356045.64858,54150993689.5131
2036,43230688537.335,52460890872.486725,50799978609.14583
2037,41029045736.846306,48818998542.982285,46989912800.678154
2038,40531081635.79589,45176016026.841736,46142754478.744446
2039,39872852036.37224,42907945114.25586,42422213238.54816
2040,36351768249.8781,41332081947.50943,41497619637.32896
2041,35541979731.1633,38768688541.301834,40767769758.07424
2042,33268306385.280293,37043467780.10277,39705459574.026985
2043,31128978722.286568,35778653240.9349,38013487562.84998
2044,30710209528.07299,33179527570.878128,36444321501.504364
2045,29311550979.01163,32768641819.653004,32856923676.923447
2046,28391645845.526188,30413816418.249294,32162111742.067856
2047,27014849838.072033,28326975434.368877,30365529815.289818
2048,25467906686.545223,26366029857.435944,29680201450.553905
2049,24600901256.35885,25144566594.589466,28561135552.345985
2050,23856502705.281216,23507643411.273262,26494150577.428886
2051,22880291065.304592,21858265507.764107,25780333146.62587
2052,21699108170.24162,20766587943.41605,24064556288.82429
2053,20376414075.695,19729010393.985542,23858781976.119995
2054,19184082787.388325,17385870103.222786,21772026290.202896
2055,18202128147.301693,15548026467.208805,19173520246.745476
2056,16981931550.860584,13958603626.897192,17686397943.25461
2057,15683041818.83332,12082371511.744833,16506999710.77236
2058,15532802833.837723,10455280947.54977,14898085910.145025
2059,14264024026.366096,8747703383.293224,14410136483.477911
2060,13174804567.263817,7568275460.711955,12518670875.863983
2061,12021464851.118666,6642487287.120996,11254997492.20347
2062,11374954633.867119,5750656414.613527,11117193739.200872
2063,10917537413.74347,4691428821.092682,11334328569.259138
2064,10739715428.128387,3888200089.6473923,10357541168.892643
2065,10586528448.374102,3142846828.908278,9725242062.502827
2066,9423877867.144266,2980298093.0035963,8782299992.871695
2067,8952856805.013062,2597016489.7422066,8283268697.066279
2068,8253198539.331506,2131638031.1140852,7923944164.295606
2069,8167004818.473911,1801513245.8453493,7804574400.472717
2070,7759354439.838198,1578002116.742861,7404086906.545679
2071,7427985038.390876,1521163833.368525,6905168625.876026
2072,7462604735.833322,1299744964.5797548,6508165050.450974
2073,7068681872.247592,1184230607.2733161,5827857161.766553
2074,6881187376.509345,1007300270.7467455,5466504555.229606
2075,6296022235.89051,920022769.0941556,5660139783.441238
2076,5898126451.57718,801169591.632332,5376130794.879381
2077,5574832159.260607,748332317.1965523,4976560194.07793
2078,5447817278.600478,661045786.2343678,4866932039.766332
