time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,128198034878.4154,128198034878.4154,128198034878.4154
2001,122497926040.76512,127696748244.02481,120679456699.91902
2002,121713695285.31313,127081312241.9103,119567829644.09575
2003,120707008365.3871,125123875999.18855,117425805178.967
2004,118337229796.83043,124712252870.28677,115837024081.9425
2005,118000430557.56544,123758094494.38963,113090503210.38556
2006,114277428873.89102,123538891358.5582,109351813482.62439
2007,113329022268.34811,122570836830.22563,112051748160.28268
2008,112585284008.89708,118756699058.77065,109081573634.90465
2009,109116388703.79803,116231333422.14328,106259767550.08133
2010,105619779409.9831,113378640676.52843,104977459000.18367
2011,103401911105.79947,111642561425.29953,103257380858.2789
2012,100834438237.85385,110500637221.68297,101291456758.16988
2013,100667640195.90312,109459913185.70114,99023396070.99791
2014,100571704731.79112,108914465451.65413,99021766676.67505
2015,97987053613.48088,105957495886.23605,98009009956.28677
2016,94380794097.36292,101336976054.50568,95853370343.8152
2017,90336054246.64734,95486203137.03545,94927434024.4463
2018,88538814902.63753,90523442501.08586,97109381197.06287
2019,87894220024.90393,86653601543.25049,92590061213.6041
2020,87204087526.21796,85416461000.99973,88552620730.98889
2021,87580172674.21918,82203212837.19153,83079127285.65286
2022,84475273840.48389,76496637887.25774,79265901415.99117
2023,82664852455.93398,73974442219.53479,79237131960.30486
2024,79709609621.72911,71278681875.80794,78017534954.89616
2025,79572167581.34663,69995683054.91202,75392619232.41176
2026,74450142520.65988,68178602874.868576,72300817927.55038
2027,70238248677.2607,66232124449.94678,68708032094.3024
2028,65810257042.4532,63327395044.97829,68141806153.48248
2029,63188367463.70981,63445895947.32878,67588375449.660645
2030,61800002089.58203,60214465140.44589,66437121471.25859
2031,61145176287.0598,58832084457.482124,64681599667.927925
2032,58362504102.5465,53782962361.35373,62680056468.87612
2033,57163517595.650444,50031984517.59641,62966226817.28179
2034,56706930755.73405,49217559362.000854,58556571423.113785
2035,54434328912.71697,47483445925.5674,56835658923.325485
2036,51134879169.5817,44804416300.52595,54924500836.21586
2037,50659749600.428474,41908876821.88193,53600536144.8424
2038,49509038899.40058,38649712862.75955,53423682923.98566
2039,47381282438.70899,36718925858.74664,52889162952.50566
2040,45631905147.95004,35244043145.61812,49927382665.14422
2041,42359853655.92765,31552266168.926243,46368304734.36484
2042,41867195548.07584,31002020832.848568,44873830202.93494
2043,41156097645.43695,30688380206.17813,43789539306.58998
2044,38798951235.32843,29709991241.459908,41077272188.82176
2045,36668209939.51903,27797016939.51489,38537210069.1901
2046,35628479885.43497,26438636111.88507,37254265220.381966
2047,33853967701.79449,25097778177.726032,37525250701.49884
2048,32909471810.518314,23701704797.212288,35123161246.08057
2049,31851125036.018578,23369257070.478096,34690711511.38129
2050,30985264685.69659,22573645134.38837,33494236247.098404
2051,29445429695.604298,22053859121.449623,32790714608.136272
2052,29365686801.44446,21434105016.455433,33479973242.79758
2053,28355373590.23929,21021051039.263203,33307527968.05657
2054,27433401143.133423,21000441523.77481,31201848803.643986
2055,26325384574.175713,20167854913.584843,31278315671.6779
2056,25851291581.00753,19195608916.450935,29853115242.49049
2057,24364606452.606953,18682709564.26952,29400972295.199215
2058,22706296595.81165,17890721752.033344,28224808036.378384
2059,22363604510.667397,18229444123.881905,27252781930.766533
2060,21501841262.62813,17926290359.754166,26744315886.583366
2061,21075001326.137577,17249321884.303375,27254780399.963493
2062,20264805882.425686,16587017470.824661,26788691903.248005
2063,19690967509.4974,16072738635.04853,26559640503.707535
2064,18234180066.652584,16215634487.56816,25811872065.18271
2065,17813920962.518543,16137443741.593449,25614563594.49606
2066,18177494758.515087,16167263109.284431,26271460626.58624
2067,18295583613.71307,16236045580.832327,26433647239.19351
2068,17400086212.516712,16462044453.183641,25686476533.712894
2069,17371880591.638985,16072766712.029728,25215829779.32193
2070,17090780609.772064,15862619902.560814,25129792915.28129
2071,16730815595.95805,16348142647.186785,24428269845.305496
2072,16698777279.810549,16077950338.981861,23485911468.197906
2073,16908567329.481155,16265041157.03591,23063620824.94409
2074,17503506001.04502,16473864376.637115,22584121091.945194
2075,17844823590.60007,16690933461.241148,21899485505.157925
2076,17689791818.560745,17194193587.290466,21376677267.421158
2077,17662462094.255146,17214358423.634216,20578817418.202835
2078,17838786923.141907,16854607519.046764,20841136455.20734
2079,18095809198.627705,16606142098.85248,20683770429.053215
2080,17731946847.876633,16741107784.985872,20827605915.713562
2081,17108015368.004559,16711110259.016556,20455764900.330433
2082,16535247205.578192,16777350236.306452,20474547884.663185
2083,16520476657.059683,16664920259.435856,21175282007.21872
2084,16667283599.900389,16517062520.272623,21525596393.678146
2085,16598612849.270807,16398109559.669409,21814275098.665752
2086,16574723707.443048,16942302180.838295,21464493044.305294
2087,16143508817.26142,16198771726.80043,21561500092.10429
2088,16521464867.243528,15279473690.803034,22091133135.114563
2089,16274341112.55936,15100763451.753548,21333134983.444706
2090,16909963952.109722,14602086132.551802,21625487597.1887
2091,16572372186.176685,14083185694.186981,21382428731.1753
2092,16762751286.312628,13958978716.157114,20644865560.311165
2093,16593196057.783789,14282070173.677828,20688106430.022465
2094,17019074037.036222,14515410184.599367,21228153058.460945
2095,17014330537.856445,14579815643.876562,21041505459.91936
2096,16904012342.733086,14735343868.010601,21872372776.425823
2097,16720003915.303028,14512424034.979774,21108800392.383167
2098,16686569783.797132,14333257706.831947,21273904101.2333
2099,16919480669.570576,14029883283.267054,21407863144.66625
2100,16869156266.28743,14178140625.456558,21436181694.938606
2101,16481366791.71433,14206551243.16432,21066232806.047375
2102,16238559158.649025,14507327361.57009,20730421833.334667
2103,16127523363.820484,14601477593.459604,21195062182.76292
2104,15815520984.168596,14072645324.52587,21060932502.16861
2105,15726536844.822355,14297662070.743166,21881393239.422012
2106,15918955231.090763,14532073127.134943,21118628897.318768
2107,15643513071.462011,14475037402.580868,21689399428.782154
2108,15469705113.48014,14657415263.317797,22120996381.33418
