time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
1980.0,154423043300000.0,154423043300000.0,154423043300000.0,154423043300000.0,154423043300000.0,154423043300000.0
1981.0,154090496000000.0,154039349000000.0,154043003900000.0,154098715100000.0,154092566800000.0,154059849300000.0
1982.0,154040325800000.0,154017610100000.0,154022485200000.0,154046247400000.0,154039223500000.0,154031212600000.0
1983.0,154024379200000.0,154002525000000.0,153996161500000.0,154032846200000.0,154028229000000.0,154010364100000.0
1984.0,154030096400000.0,154007751200000.0,153964591400000.0,154038015300000.0,154034362400000.0,153980164200000.0
1985.0,154038577300000.0,153939870000000.0,153978330500000.0,154013519700000.0,154003418400000.0,153981417000000.0
1986.0,153916088600000.0,153814498800000.0,153830205400000.0,153926023100000.0,153918368900000.0,153868304600000.0
1987.0,153916089400000.0,153819648900000.0,153830175800000.0,153930278900000.0,153849506200000.0,153876341600000.0
1988.0,153917723800000.0,153819560100000.0,153832638900000.0,153931861000000.0,153850295300000.0,153846679900000.0
1989.0,153809407400000.0,153784723500000.0,153795131900000.0,153838420200000.0,153820309000000.0,153811562000000.0
1990.0,153776159900000.0,153704166600000.0,153742123800000.0,153807801200000.0,153789979300000.0,153771410000000.0
1991.0,153656862000000.0,153552827700000.0,153562202100000.0,153717089600000.0,153634094100000.0,153591382500000.0
1992.0,153578463300000.0,153467337700000.0,153529940200000.0,153639234700000.0,153585446000000.0,153557474000000.0
1993.0,153502148500000.0,153410704300000.0,153439676100000.0,153581853400000.0,153568493500000.0,153516323400000.0
1994.0,153423974800000.0,153350693300000.0,153374936400000.0,153503101800000.0,153435688500000.0,153398249500000.0
1995.0,153430005700000.0,153299055600000.0,153378902200000.0,153506244600000.0,153436486700000.0,153402396100000.0
1996.0,153305531400000.0,153240502900000.0,153310105000000.0,153420442700000.0,153398787300000.0,153360347400000.0
1997.0,153277776900000.0,153221687700000.0,153286274400000.0,153385813700000.0,153384632200000.0,153326782900000.0
1998.0,153242637700000.0,153214155100000.0,153202438300000.0,153369144100000.0,153361656200000.0,153304643200000.0
1999.0,153153356800000.0,153061313000000.0,153054568900000.0,153296585600000.0,153211231300000.0,153134392100000.0
2000.0,153106476700000.0,152996206400000.0,153034909800000.0,153261975600000.0,153171657400000.0,153082779000000.0
2001.0,152971342100000.0,152940769700000.0,152913847800000.0,153155121100000.0,153121877700000.0,153052640600000.0
2002.0,152864120000000.0,152817900000000.0,152806690700000.0,153061207000000.0,152996253100000.0,152968694200000.0
2003.0,152790054000000.0,152732502300000.0,152725771600000.0,152985538100000.0,152822017000000.0,152887608600000.0
2004.0,152580320100000.0,152451362200000.0,152467598900000.0,152799427300000.0,152603374600000.0,152597735200000.0
2005.0,152473902900000.0,152343880300000.0,152368089500000.0,152637724600000.0,152498488800000.0,152496953300000.0
2006.0,152212370500000.0,152170568600000.0,152165986400000.0,152468272000000.0,152313592200000.0,152323465700000.0
2007.0,151977209900000.0,151909595000000.0,151854951400000.0,152244168500000.0,152028620800000.0,152031902400000.0
2008.0,151662801200000.0,151514804200000.0,151537781000000.0,151977017500000.0,151730924900000.0,151728970300000.0
2009.0,151299815700000.0,151136642300000.0,151168527200000.0,151634070900000.0,151300023800000.0,151409573300000.0
2010.0,151077440600000.0,150849327500000.0,150939842100000.0,151286596700000.0,151034504400000.0,151216683200000.0
2011.0,150748617700000.0,150544633600000.0,150654040000000.0,150990561000000.0,150727826800000.0,150944164800000.0
2012.0,150249241700000.0,150117725400000.0,150031663800000.0,150480012600000.0,150260245600000.0,150529463600000.0
2013.0,149676516600000.0,149592027300000.0,149465623400000.0,149999132600000.0,149708109300000.0,150064414900000.0
2014.0,149314194000000.0,149194687200000.0,149070594500000.0,149579538900000.0,149222884900000.0,149647402600000.0
