time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,154423043300000.0,154423043300000.0,154423043300000.0
1981.0,154043760600000.0,154098998700000.0,154060346600000.0
1982.0,154021494800000.0,154059483700000.0,154032649500000.0
1983.0,153995316300000.0,154033227900000.0,154012306800000.0
1984.0,154001057400000.0,154038312000000.0,154019376500000.0
1985.0,154013841600000.0,154050071100000.0,154029124900000.0
1986.0,153889174300000.0,153925560000000.0,153907576800000.0
1987.0,153861971500000.0,153929768100000.0,153915683400000.0
1988.0,153864096700000.0,153899719000000.0,153886243900000.0
1989.0,153798265800000.0,153866445600000.0,153851619600000.0
1990.0,153757121000000.0,153806659900000.0,153773010900000.0
1991.0,153579898800000.0,153715027100000.0,153633612000000.0
1992.0,153546052900000.0,153636167000000.0,153560323000000.0
1993.0,153515841800000.0,153610319000000.0,153540397800000.0
1994.0,153383962900000.0,153539643500000.0,153450469300000.0
1995.0,153385986300000.0,153542447100000.0,153396566000000.0
1996.0,153334118400000.0,153444231000000.0,153366936700000.0
1997.0,153311594800000.0,153421353000000.0,153343962200000.0
1998.0,153272996700000.0,153404205700000.0,153312143700000.0
1999.0,153079477500000.0,153330119400000.0,153152485100000.0
2000.0,153069025100000.0,153188048700000.0,153114026400000.0
2001.0,153005301800000.0,153131419500000.0,153071837700000.0
2002.0,152906912800000.0,153036461700000.0,152992824500000.0
2003.0,152765428300000.0,152975575400000.0,152915522300000.0
2004.0,152498646400000.0,152726081900000.0,152626361500000.0
2005.0,152396746500000.0,152630178400000.0,152527295800000.0
2006.0,152188970300000.0,152463810700000.0,152353624700000.0
2007.0,151900040300000.0,152248703800000.0,152129454300000.0
2008.0,151592306800000.0,151992225200000.0,151739859700000.0
2009.0,151271639900000.0,151616699100000.0,151419958300000.0
2010.0,151000440500000.0,151313316500000.0,151226194900000.0
2011.0,150727425000000.0,151033648100000.0,150945989800000.0
2012.0,150177581700000.0,150559139900000.0,150528001500000.0
2013.0,149519314700000.0,150014355200000.0,150054663100000.0
2014.0,149150269400000.0,149670220000000.0,149638720600000.0
2015.0,148848116500000.0,149261310600000.0,149309484100000.0
2016.0,148442748800000.0,148853917500000.0,148972867100000.0
2017.0,147690366200000.0,148182588900000.0,148332267500000.0
2018.0,147149816500000.0,147660478900000.0,147854317500000.0
2019.0,146782260800000.0,147286390800000.0,147483705300000.0
2020.0,146401457100000.0,146708951000000.0,147174868100000.0
2021.0,145990684600000.0,146139100300000.0,146826271700000.0
2022.0,145390523300000.0,145526851800000.0,146432257400000.0
2023.0,144707498400000.0,144815666800000.0,145633611400000.0
2024.0,144237517400000.0,144053798200000.0,145072791100000.0
2025.0,143674698200000.0,143187388300000.0,144498402900000.0
2026.0,143094502400000.0,142592303500000.0,144088451600000.0
2027.0,142493614500000.0,141861880800000.0,143474211000000.0
2028.0,141841014100000.0,141024781900000.0,143009669000000.0
2029.0,141224008400000.0,140049120600000.0,142383536200000.0
2030.0,140878195700000.0,139257066300000.0,141935933900000.0
2031.0,140591830700000.0,138451295000000.0,141323165500000.0
2032.0,140213734400000.0,137551847200000.0,140624433000000.0
2033.0,139622582100000.0,136631377300000.0,140007535400000.0
2034.0,139119410100000.0,135804313800000.0,139344240600000.0
2035.0,138633151800000.0,134845058000000.0,138795994700000.0
2036.0,138051784700000.0,134013103900000.0,138300235600000.0
2037.0,137468074500000.0,133074431700000.0,137553323300000.0
2038.0,136597888400000.0,132024754100000.0,136659146500000.0
2039.0,135691178800000.0,131050367100000.0,135831591300000.0
2040.0,135094783300000.0,130077842600000.0,135033194500000.0
2041.0,134393305100000.0,129108653000000.0,134232200800000.0
2042.0,133666046100000.0,127892461500000.0,133242594700000.0
2043.0,132938713900000.0,126646825900000.0,132152579000000.0
2044.0,132266841400000.0,125544227900000.0,131438768400000.0
2045.0,131379618300000.0,124581997600000.0,130599329700000.0
2046.0,130647512900000.0,123427808300000.0,129831957000000.0
2047.0,130023000700000.0,122368984800000.0,128992278200000.0
2048.0,129204170300000.0,121314657800000.0,127916862100000.0
