time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,7474919800000.0,7474919800000.0,7474919800000.0
1981.0,7474957300000.0,7474950000000.0,7474956200000.0
1982.0,7475076000000.0,7475068900000.0,7475075100000.0
1983.0,7475230000000.0,7475224200000.0,7475229400000.0
1984.0,7475430200000.0,7475419500000.0,7475428800000.0
1985.0,7475553300000.0,7475511100000.0,7475549800000.0
1986.0,7475691700000.0,7475622200000.0,7475686900000.0
1987.0,7475847000000.0,7475758300000.0,7475843300000.0
1988.0,7476041500000.0,7475912300000.0,7476033100000.0
1989.0,7476220100000.0,7476051500000.0,7476211900000.0
1990.0,7476441000000.0,7476254400000.0,7476431800000.0
1991.0,7476529200000.0,7476253500000.0,7476512800000.0
1992.0,7476726000000.0,7476401400000.0,7476709700000.0
1993.0,7476959600000.0,7476586300000.0,7476937500000.0
1994.0,7477219900000.0,7476816100000.0,7477196400000.0
1995.0,7477411000000.0,7476987000000.0,7477390100000.0
1996.0,7477748600000.0,7477323400000.0,7477730300000.0
1997.0,7477845900000.0,7477413300000.0,7477829400000.0
1998.0,7478118600000.0,7477693200000.0,7478106200000.0
1999.0,7478163000000.0,7477704100000.0,7478150900000.0
2000.0,7478315300000.0,7477797200000.0,7478294300000.0
2001.0,7478434100000.0,7477842300000.0,7478399500000.0
2002.0,7478411300000.0,7477745600000.0,7478365800000.0
2003.0,7474695500000.0,7474954500000.0,7475658400000.0
2004.0,7469144000000.0,7470139800000.0,7471049100000.0
2005.0,7464450200000.0,7466872200000.0,7467962800000.0
2006.0,7460964700000.0,7465296800000.0,7466549800000.0
2007.0,7456671600000.0,7463797800000.0,7464899100000.0
2008.0,7456197000000.0,7463221700000.0,7464196800000.0
2009.0,7456036200000.0,7461780700000.0,7461979000000.0
2010.0,7455294700000.0,7457748000000.0,7457802000000.0
2011.0,7453589600000.0,7453310700000.0,7451963000000.0
2012.0,7439476600000.0,7437841900000.0,7433969500000.0
2013.0,7441746200000.0,7436593200000.0,7431347500000.0
2014.0,7411781100000.0,7409441700000.0,7403196900000.0
2015.0,7410793000000.0,7402335500000.0,7395949500000.0
2016.0,7406250800000.0,7391767400000.0,7386226600000.0
2017.0,7375100900000.0,7367200600000.0,7360827600000.0
2018.0,7347128100000.0,7331280700000.0,7321274400000.0
2019.0,7320447700000.0,7306700700000.0,7297215700000.0
2020.0,7315110700000.0,7277938500000.0,7257108500000.0
2021.0,7306812800000.0,7241305600000.0,7236564400000.0
2022.0,7294208700000.0,7193414300000.0,7203738300000.0
2023.0,7291087500000.0,7149007000000.0,7173915000000.0
2024.0,7269369600000.0,7082591600000.0,7100405100000.0
2025.0,7259308000000.0,6988183000000.0,7059105800000.0
2026.0,7257135300000.0,6906211800000.0,7017694300000.0
2027.0,7255785700000.0,6808817200000.0,6959064100000.0
2028.0,7259953400000.0,6686092200000.0,6896007800000.0
2029.0,7247508000000.0,6582871800000.0,6848215300000.0
2030.0,7232554700000.0,6496212400000.0,6786464100000.0
2031.0,7213424600000.0,6387949000000.0,6747879900000.0
2032.0,7190628600000.0,6300022800000.0,6702357200000.0
2033.0,7179765200000.0,6188334600000.0,6658559700000.0
2034.0,7169862000000.0,6096007500000.0,6612810900000.0
2035.0,7157487900000.0,5977563200000.0,6519724500000.0
2036.0,7126435700000.0,5871119300000.0,6460165700000.0
2037.0,7108296300000.0,5748392900000.0,6391814800000.0
2038.0,7085343200000.0,5584006700000.0,6324266400000.0
2039.0,7064984200000.0,5422743500000.0,6218760800000.0
2040.0,7040867300000.0,5272579200000.0,6097604200000.0
2041.0,7016833200000.0,5138234500000.0,5976978900000.0
2042.0,6993970100000.0,5016711400000.0,5866960500000.0
2043.0,6993663700000.0,4885584500000.0,5752795000000.0
2044.0,6981160900000.0,4778273700000.0,5676175300000.0
2045.0,6968979600000.0,4654074600000.0,5605928000000.0
2046.0,6947652700000.0,4502763000000.0,5517908800000.0
2047.0,6934750700000.0,4366671800000.0,5442092200000.0
2048.0,6905395400000.0,4197498600000.0,5333930900000.0
2049.0,6890754400000.0,4040230200000.0,5227955200000.0
2050.0,6857035500000.0,3902834400000.0,5158968300000.0
2051.0,6815814500000.0,3750610200000.0,5082282100000.0
2052.0,6733367600000.0,3623332100000.0,4948174000000.0
2053.0,6670056700000.0,3510399600000.0,4862093400000.0
2054.0,6614055100000.0,3399280600000.0,4760713200000.0
2055.0,6560715100000.0,3276080800000.0,4704668900000.0
2056.0,6529209700000.0,3163307300000.0,4614968500000.0
2057.0,6461919000000.0,3055649000000.0,4533192200000.0
2058.0,6432651500000.0,2955921900000.0,4466953100000.0
2059.0,6406084000000.0,2862835000000.0,4421946500000.0
2060.0,6353053800000.0,2762187500000.0,4386598300000.0
2061.0,6321152000000.0,2661380600000.0,4345794200000.0
2062.0,6279824200000.0,2573662600000.0,4286624200000.0
2063.0,6266013500000.0,2483980600000.0,4227643900000.0
2064.0,6241668900000.0,2389659200000.0,4181846500000.0
2065.0,6220915900000.0,2309188900000.0,4140483700000.0
2066.0,6179886700000.0,2229844500000.0,4089055800000.0
2067.0,6137092100000.0,2152926600000.0,4049096700000.0
2068.0,6114669900000.0,2081168100000.0,3993393300000.0
2069.0,6080177200000.0,2015301700000.0,3958912200000.0
2070.0,6055967200000.0,1958887900000.0,3895394200000.0
2071.0,5979674400000.0,1901989800000.0,3837242100000.0
2072.0,5950872400000.0,1849644400000.0,3788046700000.0
2073.0,5922851200000.0,1798669300000.0,3730192500000.0
2074.0,5903048300000.0,1747702700000.0,3699513600000.0
2075.0,5862371800000.0,1699419200000.0,3660962800000.0
2076.0,5799452400000.0,1653789400000.0,3608972300000.0
2077.0,5777644500000.0,1615009200000.0,3573577900000.0
2078.0,5729506000000.0,1579186200000.0,3517910000000.0
2079.0,5691096600000.0,1551153400000.0,3477541900000.0
2080.0,5636189100000.0,1516798600000.0,3437499200000.0
2081.0,5630955200000.0,1481463800000.0,3410304100000.0
2082.0,5587686800000.0,1451013000000.0,3387089600000.0
2083.0,5565646900000.0,1419060100000.0,3361103800000.0
2084.0,5556536000000.0,1386265200000.0,3335900100000.0
2085.0,5556064100000.0,1354402400000.0,3304160500000.0
2086.0,5533398600000.0,1322860500000.0,3270894700000.0
2087.0,5486868800000.0,1294216000000.0,3233893500000.0
2088.0,5473877800000.0,1266332100000.0,3213689600000.0
2089.0,5435349800000.0,1238987500000.0,3189988400000.0
2090.0,5418320500000.0,1213321400000.0,3166955000000.0
2091.0,5396873600000.0,1190781100000.0,3148718900000.0
2092.0,5385261500000.0,1167439000000.0,3120805500000.0
2093.0,5379642100000.0,1141879800000.0,3102858600000.0
2094.0,5358674600000.0,1119166600000.0,3083759000000.0
2095.0,5345356000000.0,1098721600000.0,3057088800000.0
2096.0,5325649500000.0,1078499200000.0,3048706600000.0
2097.0,5288954700000.0,1061357200000.0,3024748700000.0
2098.0,5264614800000.0,1047274500000.0,2999374000000.0
2099.0,5243962800000.0,1033218600000.0,2987803000000.0
2100.0,5219083100000.0,1016633400000.0,2971123500000.0
2101.0,5209309600000.0,1003305100000.0,2956375200000.0
2102.0,5193582400000.0,988899900000.0,2956219700000.0
2103.0,5193433900000.0,973806200000.0,2948822800000.0
2104.0,5175795600000.0,960058600000.0,2940266100000.0
2105.0,5146466100000.0,944937600000.0,2937254800000.0
2106.0,5128313400000.0,931944500000.0,2928062400000.0
2107.0,5129857200000.0,916572800000.0,2927609300000.0
2108.0,5123523400000.0,903933900000.0,2921868300000.0
2109.0,5122379400000.0,890462000000.0,2918052500000.0
2110.0,5118757400000.0,879086900000.0,2913722900000.0
2111.0,5104479300000.0,869130800000.0,2910363300000.0
2112.0,5085717000000.0,858987300000.0,2902532800000.0
2113.0,5069222600000.0,850492300000.0,2906639200000.0
2114.0,5059431800000.0,838044400000.0,2905037000000.0
2115.0,5055402100000.0,829569600000.0,2905283100000.0
2116.0,5052553700000.0,820370700000.0,2904765600000.0
2117.0,5046650000000.0,811181000000.0,2909263900000.0
2118.0,5047388400000.0,803929700000.0,2912753000000.0
2119.0,5050670600000.0,798945400000.0,2912907200000.0
2120.0,5055051000000.0,792177600000.0,2916056200000.0
2121.0,5051972600000.0,784682300000.0,2913574500000.0
2122.0,5044190900000.0,774738800000.0,2915895400000.0
2123.0,5041099000000.0,766857200000.0,2916884900000.0
2124.0,5029892900000.0,762326500000.0,2923601200000.0
2125.0,5030750800000.0,756542600000.0,2924667800000.0
2126.0,5032731800000.0,747041400000.0,2922728900000.0
2127.0,5027075400000.0,737486300000.0,2929997600000.0
2128.0,5023872400000.0,732240600000.0,2934090200000.0
2129.0,5024805300000.0,727389200000.0,2940016000000.0
2130.0,5021073400000.0,722737700000.0,2942503100000.0
2131.0,5014549700000.0,717250500000.0,2941210300000.0
2132.0,5004242300000.0,711605100000.0,2945743200000.0
2133.0,4990268400000.0,705651600000.0,2949422600000.0
2134.0,4985599200000.0,699106700000.0,2950957400000.0
2135.0,4975884500000.0,691250400000.0,2956806200000.0
2136.0,4959133600000.0,687394300000.0,2962869800000.0
2137.0,4953761900000.0,682112400000.0,2969294700000.0
2138.0,4953329300000.0,676805100000.0,2975343200000.0
2139.0,4960616300000.0,669636000000.0,2979830400000.0
2140.0,4956883700000.0,665133800000.0,2983945300000.0
2141.0,4944323000000.0,661749300000.0,2989662400000.0
2142.0,4952562000000.0,657311500000.0,2995337000000.0
2143.0,4947887800000.0,653146100000.0,3000129600000.0
2144.0,4946656100000.0,648873000000.0,3003674500000.0
2145.0,4942571900000.0,644299400000.0,3005581400000.0
2146.0,4938662000000.0,641369500000.0,3010635500000.0
2147.0,4934169200000.0,640472900000.0,3016567600000.0
2148.0,4926834100000.0,639695000000.0,3021822200000.0
2149.0,4926888600000.0,638283400000.0,3025951800000.0
2150.0,4923131300000.0,635846800000.0,3030137300000.0
2151.0,4918214700000.0,633170000000.0,3035329600000.0
2152.0,4914411500000.0,629861100000.0,3039507600000.0
2153.0,4915115800000.0,627697400000.0,3039420100000.0
2154.0,4913183400000.0,626332900000.0,3043674800000.0
2155.0,4909437900000.0,624759900000.0,3045051700000.0
2156.0,4912967200000.0,623278600000.0,3052259800000.0
2157.0,4919446300000.0,621577600000.0,3058582700000.0
2158.0,4919503200000.0,619741200000.0,3066202900000.0
2159.0,4919057100000.0,618180300000.0,3067785700000.0
2160.0,4918445500000.0,616410400000.0,3074227500000.0
2161.0,4916785000000.0,613629700000.0,3079236900000.0
2162.0,4905463000000.0,612770400000.0,3085091300000.0
2163.0,4900216200000.0,612172100000.0,3088654800000.0
2164.0,4902948100000.0,611757200000.0,3093062800000.0
2165.0,4905363600000.0,611740300000.0,3097887700000.0
2166.0,4909688200000.0,610363700000.0,3103418900000.0
2167.0,4899577200000.0,609444700000.0,3109129200000.0
2168.0,4901130900000.0,608153600000.0,3113914900000.0
2169.0,4896018100000.0,607510200000.0,3120188800000.0
2170.0,4894079500000.0,606585200000.0,3123835000000.0
2171.0,4896740900000.0,604905300000.0,3130856500000.0
2172.0,4901458400000.0,605568600000.0,3136961900000.0
2173.0,4904072500000.0,604851500000.0,3141864500000.0
2174.0,4895195100000.0,605993100000.0,3148573500000.0
