time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,5340056990915.324,5340056990915.324,5340056990915.324,5340056990915.324
2001,5315951957032.583,5308904491939.816,5307049509421.379,5296428668076.702
2002,5284776385698.763,5281312665935.01,5276613587617.313,5232914080857.037
2003,5265162211380.027,5237857541531.483,5240587916048.235,5189183918448.586
2004,5229937723940.046,5220888050049.129,5231400138552.922,5158300950698.05
2005,5190291580635.151,5184023315395.788,5209419823593.097,5142919765927.535
2006,5168658218531.886,5147787098696.989,5173596383743.073,5102693484067.184
2007,5154147359774.233,5126153021529.469,5126180720252.816,5085724341313.761
2008,5116673224808.161,5099462213650.114,5115056908961.267,5050618974464.88
2009,5083627033087.74,5077447332426.055,5084045493981.596,5020465740745.732
2010,5028868842790.629,5052398107496.814,5041145329598.369,4974586050106.458
2011,5013707766305.196,4982963364719.444,4988097740465.221,4971832152380.749
2012,4997457643502.07,4959124959718.31,4941407382197.535,4959356309386.342
2013,4962119110833.48,4919589435730.191,4916379834307.948,4936418675615.162
2014,4937886637944.32,4893480405499.466,4893243268463.131,4881531852259.507
2015,4911756151075.825,4868996568957.391,4901990519507.16,4850222342225.319
2016,4876180380808.507,4854501841973.139,4885492317309.954,4838959522852.079
2017,4853869243121.796,4838982744160.002,4838903119980.596,4804426817603.722
2018,4800469295335.277,4800757826326.005,4783007889945.552,4761651991066.207
2019,4772273695777.918,4735932896599.679,4739870620669.116,4736919672067.219
2020,4717290374124.93,4701475691125.954,4694093760741.469,4697094961328.372
2021,4658787724199.982,4685539547255.886,4643780378123.279,4676893348804.394
2022,4594724132602.413,4633465672906.474,4604112194216.288,4646886001623.742
2023,4535711131654.536,4595896261983.622,4568370242359.207,4617453343482.265
2024,4479672095176.401,4541336927182.206,4558612070259.083,4614742354753.805
2025,4414654812816.99,4505526202759.778,4520550709013.601,4586632494416.489
2026,4335878093444.408,4483135610782.889,4454336125931.8545,4558796855800.107
2027,4313082835569.3433,4426222520358.571,4415561930544.435,4539286067633.541
2028,4284454621562.275,4360390040608.6816,4387878810105.021,4480902562900.497
2029,4240123223061.203,4325912242833.4062,4344128229367.4443,4456215106523.632
2030,4211531024167.674,4311438862734.2207,4275068896332.0654,4416214430293.996
2031,4185424276034.2134,4276261813911.798,4226320402440.399,4367720248678.278
2032,4138670973963.362,4219062496745.676,4167493075458.866,4342035186206.49
2033,4103582348583.83,4179310682159.8496,4114577337534.4365,4333957625695.564
2034,4051774423968.3184,4149674212133.6367,4092227207349.4087,4308320372806.965
2035,4022813735672.6357,4109882100851.2866,4054409172575.954,4284817728018.7676
2036,3963943681221.1323,4068407830175.1323,4013873645024.52,4263083392031.024
2037,3904427276064.271,4026754155750.0483,3988701823406.0146,4235544795788.524
2038,3824618595914.5845,3979159175696.8374,3946101183939.618,4201895783266.388
2039,3790674285870.3223,3928327086014.5444,3914526336246.902,4154590734032.6606
2040,3748632247102.9478,3889651995795.685,3882362133137.0854,4108036781796.06
2041,3736502746232.9517,3819761003431.5474,3849641234699.683,4067375143496.6484
2042,3699931806892.5815,3767757426207.9985,3817533392219.9185,4039849615503.0874
2043,3666618054556.8726,3721264051798.028,3763626132587.7637,3990444557252.9004
2044,3598309808758.884,3686803139806.6074,3721442633135.045,3961637018905.2983
2045,3549474877253.5615,3632076045133.424,3703638928839.7266,3918552607844.8833
2046,3508651966375.798,3565616631854.955,3644935025756.2104,3891163953069.231
2047,3450603232090.786,3519699308243.601,3603995059975.2544,3849668907688.1206
2048,3412303385540.323,3481162436741.5205,3542247192402.4033,3797673499351.709
2049,3365062755102.5405,3438664419839.9614,3499812498620.1133,3757149447704.654
2050,3299442920970.674,3398025919456.809,3465079106224.2793,3715120741344.806
2051,3255946662076.4277,3359922424045.069,3433870969918.082,3694500161189.608
2052,3181696128746.4263,3294621967402.1626,3401084866136.7583,3657639557425.037
2053,3130654733471.2773,3237295310958.64,3359439873587.932,3637548873103.7344
2054,3054023406067.34,3188143490360.077,3316141189677.489,3618036043022.222
2055,3005712852720.2886,3148708991877.039,3258794080107.95,3588854485230.5137
2056,2936285007135.6904,3116984819370.3403,3223724106575.1777,3573308306839.72
2057,2872611448746.117,3061842427002.1084,3170377359407.729,3561136081202.4565
2058,2814630243232.4604,3006744668931.7954,3108856167467.3984,3546850544020.5283
2059,2750838218627.757,2983861647087.1055,3072511877635.783,3507645174064.1006
2060,2726985655674.425,2952917554428.9307,3043261350736.613,3467162100746.553
2061,2675928780613.777,2912285514218.847,2983864651694.3696,3458629967302.608
2062,2621097728519.6772,2855584369082.5713,2953784437511.785,3432422002715.724
2063,2581702687924.1655,2808994499333.4624,2923964205151.726,3403067124913.1494
2064,2529599849590.475,2765836212781.7456,2883278716449.509,3358506708496.007
2065,2486403369982.9707,2718314989906.737,2832373218812.94,3331796841943.2725
2066,2437187498865.345,2667856303515.899,2801835035844.4126,3314082040586.997
2067,2387150066286.4688,2633866109975.2983,2753239442938.2256,3302070245278.403
2068,2362236345544.2246,2592158689811.4966,2708597196805.865,3262279643751.8296
2069,2305537948534.013,2539683158441.0957,2661444606752.5,3220248192111.7305
2070,2241281679406.851,2514450195392.3228,2615964796429.1694,3205780524900.3076
2071,2200993976791.4463,2482305144363.999,2596248405342.472,3179027148026.118
2072,2179311240115.6338,2433604999764.2017,2563187527574.441,3152026358341.081
2073,2144895323472.0967,2392854565686.3706,2539159920003.7256,3117719193053.519
2074,2109848882790.1226,2364491358001.7466,2516793035189.6704,3094055042426.724
2075,2073719088584.4639,2328454466396.3555,2484994182388.7915,3070597171599.1733
