time,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2277.0,546807619923.8,305695015861.5,213016468950.7,3277351346183.52,1631647757072.0,741594303859.5
2278.0,538875763050.5,301335795226.5,211130906200.91998,3271803134006.72,1619727802487.5,740720513356.8
2279.0,533972212112.1,298442831913.0,209362154639.22,3260540108594.25,1611636592475.0,732918680700.0
2280.0,528562630296.4,297529492914.0,209038143127.77,3230892463138.4,1603658567929.5,723561029317.0
2281.0,525799465944.0,299804894971.5,208667069706.6,3208562641907.14,1590075245640.5,723169531424.5
2282.0,521008081343.8,299353026903.5,208619962879.61,3197014063032.45,1575634419868.0,716086234402.5
2283.0,516617590053.6,298494618476.5,208040180744.33002,3178257512198.72,1558361675782.0,708356168931.8
2284.0,510932734095.7054,300679728951.0,207169302689.75,3150086347074.61,1544231056819.3,706209243084.8
2285.0,506409772155.0,297034945492.0,207127085771.3,3156482285984.47,1551860662039.2,702135524647.2
2286.0,500859648854.8,296792668914.5,204853455615.36,3135417909641.98,1534529009177.7,698712318657.6
2287.0,496667899576.0,295463113002.0,203444044172.55,3127127229844.36,1517606267069.5,697205752876.4
2288.0,491442118745.8,296513009393.0,202008580548.28,3113420049247.72,1511879934394.7,689776918504.4
2289.0,485417688882.8,293538784060.0,202761480488.66998,3120727673683.94,1505044100648.3,685470183573.6
2290.0,482952913344.5,293987530454.5,203345167274.52,3093691357329.62,1497961659082.2,684210558714.8
2291.0,478565589316.4,293754174471.5,202778542890.56,3069399784445.86,1491416499632.2,680002244618.9
2292.0,476926409500.5,291660813990.0,203757319031.25,3047922349646.83,1477636795853.7,678577386145.8
2293.0,471072203826.4,288417253954.0,203911548922.77,3018630523964.97,1465907271383.0,673665543324.6
2294.0,465125940793.0,291662704527.5,204354746614.64,3012782917809.03,1452948865808.7,667436579436.2
2295.0,462499655414.2,288574429469.5,202331038084.41998,3033159142200.95,1433779975078.2,662092310501.1
2296.0,459875421376.0,287560111872.5,200413024711.22,3008667491885.78,1418464478973.8,654567506988.0
2297.0,457872679370.5,285245090743.5,199733602740.1,2991139073017.58,1400889095555.7,648558704274.2
2298.0,451527386654.6,284065307124.5,198916725676.33002,2971637018800.11,1390769221525.0,641228287444.1
2299.0,449197459758.5,279465158502.5,199473322150.16998,2981573859547.77,1379045154479.8,634413583170.4
2300.0,444437741968.9,273042148154.0,199344963040.38,2968412738622.6,1372515228089.8,632097039204.6
