time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,2694361307986.4595,2694361307986.4595,2694361307986.4595,2694361307986.4595
2001,2699023334116.2666,2692567491521.3984,2693358165606.1343,2692667924259.6436
2002,2684053844776.3516,2701510680269.4966,2695621633980.6045,2684432734768.7114
2003,2660915252151.2275,2697274049168.114,2692950993308.5957,2658702410284.979
2004,2659399889291.4346,2679654839662.378,2682389679934.2417,2659620063628.6206
2005,2648410323376.9644,2668145015465.1943,2673758090998.64,2652386853364.172
2006,2629291350300.7373,2665873599956.62,2670456896310.2476,2648790271838.2886
2007,2620631150237.4136,2660792733881.222,2671277375688.4976,2641249041822.2163
2008,2614542750803.3696,2654693153640.383,2652616624309.092,2643226025749.9287
2009,2610138578703.0596,2650767598134.243,2644742152355.42,2633120682201.956
2010,2599820462746.7354,2649887062910.063,2648732730428.74,2637649634035.651
2011,2593769850654.14,2648850195171.4595,2647250618313.454,2628139203819.457
2012,2601948274759.9985,2638613491992.227,2635459068389.7705,2615916927897.1587
2013,2594534010917.8066,2631038511304.3677,2632705972831.3467,2618602101814.7515
2014,2589502723881.8174,2629845040777.095,2614461076113.168,2618896087862.67
2015,2587225337849.609,2622575508286.1104,2596668649033.0063,2608591239663.903
2016,2587780160078.99,2606146852374.8105,2590482697787.275,2603453143110.201
2017,2581353722747.799,2585881041267.5547,2580738379783.185,2596882650409.765
2018,2575264905097.9805,2577694200515.476,2565249580354.039,2579244453841.7607
2019,2568886768473.045,2561290592296.0127,2556389528859.532,2570223582451.8276
2020,2566350407850.0933,2544182521127.4766,2542000068263.73,2548937701044.0327
2021,2543845648901.3203,2530777382202.519,2535033588078.69,2538298947035.2607
2022,2508860202477.8926,2506562537091.2393,2529423025447.447,2532443878190.532
2023,2486616446663.3374,2482239047002.02,2528323896397.801,2499175849196.644
2024,2461501704630.111,2459304446586.2456,2512584262595.8916,2478560715411.034
2025,2444231261212.3584,2426368030943.026,2506650548364.9087,2470063099631.8096
2026,2422911217859.5293,2400222425131.474,2478696439630.64,2450168728639.592
2027,2406238286079.974,2384534486633.214,2459396291675.1597,2419755701545.8276
2028,2370623576771.999,2355868394849.164,2451164881579.3057,2397865543934.0967
2029,2358298026993.445,2336889081719.5884,2424598062834.869,2380287130686.92
2030,2326706895066.1025,2296359042197.1904,2414959975925.877,2370362236673.014
2031,2319563860429.753,2265105916215.073,2401846215817.241,2353169848572.813
2032,2309445466113.885,2239977330014.6787,2393926424150.0205,2344598067023.3574
2033,2278660796010.8867,2212398706664.4785,2380417533521.465,2318300122159.801
2034,2265654200362.7393,2185430418021.5945,2353810464806.0757,2301235851609.6606
2035,2263269946472.579,2134950444396.3193,2329329315724.951,2285363904708.54
2036,2249146285393.492,2109217731865.0842,2316615725050.8223,2262802465201.444
2037,2237269761410.3716,2074106727766.2212,2307034319907.168,2241550604159.0244
2038,2214762132666.0537,2036733059206.4158,2294897518812.947,2206885783994.535
2039,2196450960290.0305,1993797972738.565,2275554815856.1724,2171075751712.3325
2040,2157088268712.6575,1979681742276.9956,2253256894585.8535,2159921785120.8828
2041,2132400372365.063,1950573802564.6067,2213452472805.2793,2117463997493.137
2042,2102879842993.6514,1931362903592.5825,2198542784729.7593,2091363102618.0688
2043,2074718813012.7722,1874935513864.2607,2184751602749.3381,2056929686628.3906
2044,2048393813491.8677,1836904606269.76,2166908169573.1414,2020789033042.3506
2045,2010730512059.7148,1809871371360.795,2142377464314.6514,1995701654097.143
2046,1956527043570.5537,1771778901144.0078,2119071204834.4756,1953399008743.0989
2047,1945649439062.1096,1735133043503.6313,2086522147453.959,1938423278319.1646
2048,1913704054483.9548,1708715916257.7263,2051314103323.1729,1897729974627.373
2049,1892032265051.5261,1675459965800.8896,2025979206613.6445,1866540011973.0679
2050,1865861441869.515,1645301272512.0461,2005376126397.923,1830009865909.078
2051,1832329304861.8228,1623117667296.8088,1978896936858.7231,1810052496812.7434
2052,1813557393207.0178,1597096910997.6355,1963819946188.536,1777910077196.719
2053,1788763641976.7063,1569893128854.95,1944308699145.13,1752536305754.4885
2054,1765616324151.919,1542163038389.805,1924796557278.5144,1732850594798.3386
2055,1749270134571.2202,1506149849325.0667,1896112486868.9724,1702429716794.1702
2056,1738756464529.061,1465991555442.4624,1886170506541.5947,1681904150004.703
2057,1701946807466.6995,1435548651278.3953,1855302881586.8806,1658682163254.912
2058,1684632907717.396,1415972661460.5818,1840585453775.8594,1638437128425.3623
2059,1666353047456.742,1387606518155.0315,1815103860733.6392,1613136982696.9475
2060,1638962974168.6245,1361384981437.9905,1787464075511.2905,1581431895333.789
2061,1620058487447.9463,1340543811604.4275,1770367427308.7537,1554353271034.3616
2062,1597992746238.4966,1319969832233.0352,1735057691436.9966,1536732721248.461
2063,1567445552883.5125,1298637055275.0247,1719331281652.7495,1529976086369.2942
2064,1553647807059.2998,1282829352163.7803,1702610648102.795,1520907840361.3254
2065,1540159158840.3745,1259642043472.938,1689716176017.7034,1508050787906.87
2066,1508001532994.2527,1241547684531.5142,1667352126585.8179,1502095128138.447
2067,1480557939955.1418,1221035793486.9167,1647628559206.8628,1495636740359.2212
2068,1463861900504.3948,1195522894963.4277,1642163556500.1292,1485300095992.3142
2069,1440613526327.6648,1169912971113.959,1633275205917.4172,1470045053505.4983
2070,1429134927456.699,1150445131651.9573,1621590594897.2517,1458302220932.2546
2071,1419273549584.546,1139525572366.798,1598698903626.567,1445550217410.4895
2072,1398974738048.6206,1123461351327.481,1579976465010.8887,1437390491324.5718
2073,1388226066188.6675,1107233210857.2583,1564928832076.7825,1426392989492.3303
2074,1379138523793.8318,1095251294576.1123,1550091133122.533,1416616090086.2405
2075,1384659538041.2932,1079602926280.1536,1542718943015.851,1398720491991.75
2076,1358171225233.8528,1064102139739.55,1531198624049.1653,1380180867317.068
2077,1347005381522.5576,1054124198556.7251,1512093521444.6262,1371575500195.406
2078,1340200093492.388,1047454930514.3873,1505796144431.292,1366102910079.9187
2079,1328665600506.4182,1034650443440.534,1496202429329.679,1360247504884.6538
2080,1312841163819.6558,1022330352248.2933,1484509630117.9634,1352021197074.6655
2081,1300473481916.9763,1009519567241.8467,1464671813792.1929,1337438723680.3577
2082,1298158229367.808,995431230406.232,1446878664828.2864,1327651310212.3965
2083,1291745740490.838,985979923718.7196,1438113080056.6133,1317383010640.0452
2084,1280612806670.3765,979711586238.2366,1425717967896.879,1298261631404.2532
2085,1269645988239.2642,974151194584.9135,1410014749086.755,1292289422229.966
2086,1259251361581.1992,969937243845.3951,1398993762434.5398,1284873656581.051
2087,1252251870545.7715,960451749250.1555,1387322111375.391,1273555094469.865
2088,1244947892263.797,960831397064.7883,1373675648474.5947,1277184739944.8608
2089,1237602214746.4788,953451621225.8983,1364874853095.9055,1274526928537.7405
2090,1234172260564.114,945306565584.3873,1361008459489.438,1270555093300.5674
2091,1226722942589.0747,934038081295.4421,1356322016617.1274,1265040603284.304
2092,1219903556335.9973,928365028726.3088,1349857563002.3608,1267016880658.3975
2093,1215552172360.8486,921105195728.0673,1334114868305.1003,1253992721477.1938
2094,1212880267830.0696,912467843420.2499,1319703239306.5193,1242916587256.8381
2095,1208042644955.0417,907984775773.0537,1309773571127.7454,1240431472173.6
2096,1203741485827.2393,902096859220.114,1305586574127.218,1236118653141.6233
2097,1199573139678.8196,893645900601.2904,1290797569716.347,1206837752719.5796
2098,1178784807001.6218,889512522531.3226,1289769234003.9004,1200197852716.7988
2099,1177472328416.9685,887565090692.4774,1279320589160.0618,1197008212001.4749
2100,1171264688537.4683,880370006947.9347,1276439619264.3792,1197618161022.5012
2101,1170756945082.9243,874974900398.555,1273706379942.674,1199614891193.6145
2102,1161947597980.7544,871561161073.5376,1271908806647.813,1195467967257.6362
2103,1145843809220.5164,867384538273.9799,1265085215387.9023,1197315555225.5342
2104,1127987289515.1963,864565046715.3119,1259696208356.187,1200291722445.5093
2105,1119456883825.4824,860574435097.1161,1255867738061.873,1195818292846.7354
2106,1117118743034.3977,856113739912.7911,1255445679437.0308,1189340312297.5508
2107,1093269109327.8507,854211260277.144,1254041728978.8047,1189994552724.2664
2108,1088300327668.1774,850765112260.3168,1248862388802.0496,1188749959139.27
2109,1086224970290.2699,845043090352.0513,1237824841863.7068,1187169700919.1104
2110,1089651369388.543,838914584022.8167,1226836737449.7527,1198437215307.8545
2111,1087354005119.0804,833039616906.1931,1215226912022.081,1198448610096.3374
2112,1085015648693.5928,826060806197.634,1208245690017.2349,1191144136963.374
2113,1083783175170.2411,820238495651.1233,1200007900118.429,1193284557818.0552
2114,1084813161737.2103,815275739887.4395,1192810515855.3425,1198690649681.8613
2115,1080188112729.0906,815456350333.6318,1186396413463.2659,1193381360057.6008
2116,1074805749629.918,806964470653.8413,1184366172546.9514,1197827612892.9075
2117,1078893451318.3683,805640862591.6895,1178062126480.775,1196148116160.4812
2118,1073647509807.3485,804487588805.775,1176432351031.3354,1196129716922.837
2119,1078741346534.1816,803856045965.3942,1177666471443.986,1197743034505.0247
2120,1076694619410.1383,804679597882.8265,1178835680878.986,1200017750680.7844
2121,1077061117229.2097,806807516575.3787,1177259232448.286,1192169638155.235
2122,1078849489270.8477,805475096935.4619,1171480265043.8157,1197504169777.9236
2123,1072766268645.0787,803791481536.6907,1172609162539.3794,1195478513716.9548
2124,1069596253060.6082,800960671052.6302,1172137600150.2253,1196989065185.9688
2125,1073948498890.419,801137061062.2438,1176713683745.1104,1197423523605.35
2126,1066575327266.3501,796636711507.6138,1176865927989.178,1200459858930.9229
2127,1058953329135.741,800410356827.3638,1170108103154.1223,1203741880649.1428
2128,1063340989263.8258,799921422330.1764,1169161366646.5198,1204740481630.4766
2129,1061222265727.0676,798700493623.1575,1159872553453.1494,1205154884994.803
2130,1053501412234.7883,800141001020.1409,1153454358490.64,1208565272219.0425
2131,1051987974508.0305,795692577401.1223,1145969140536.1855,1210861541702.9983
2132,1051876124801.0908,795924874063.3315,1144411504094.6235,1209098289701.0088
2133,1056429129004.9307,792191013786.9583,1142659799843.812,1223357964492.5774
2134,1059145363301.2837,792443473808.7185,1145025664696.546,1214359720456.6858
2135,1059677788380.1895,790882386063.0714,1145410903163.3938,1216601583356.2104
2136,1062112008477.4358,790353778236.2338,1141083030041.9695,1219242852203.8416
2137,1056235021133.5242,790857583634.207,1136980296471.7295,1228952255134.283
