time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,14603588000.0,14603588000.0,14603588000.0
1981.0,14603656000.0,14603274000.0,14604937000.0
1982.0,14600148000.0,14600735000.0,14601636000.0
1983.0,14613800000.0,14613064000.0,14615564000.0
1984.0,14616325000.0,14616233000.0,14619147000.0
1985.0,14625696000.0,14623724000.0,14629309000.0
1986.0,14617784000.0,14614422000.0,14620366000.0
1987.0,14632250000.0,14628898000.0,14634252000.0
1988.0,14605358000.0,14602953000.0,14606884000.0
1989.0,14597514000.0,14595776000.0,14599582000.0
1990.0,14576065000.0,14573529000.0,14577645000.0
1991.0,14575263000.0,14575023000.0,14575996000.0
1992.0,14585059000.0,14585071000.0,14586492000.0
1993.0,14562391000.0,14562134000.0,14561663000.0
1994.0,14558841000.0,14560234000.0,14562401000.0
1995.0,14511271000.0,14514738000.0,14512660000.0
1996.0,14523321000.0,14530067000.0,14527927000.0
1997.0,14533881000.0,14538695000.0,14538147000.0
1998.0,14530668000.0,14539457000.0,14536071000.0
1999.0,14507239000.0,14516506000.0,14507421000.0
2000.0,14530480000.0,14538878000.0,14533845000.0
2001.0,14525146000.0,14532914000.0,14528245000.0
2002.0,14498269000.0,14505568000.0,14500188000.0
2003.0,14509532000.0,14515977000.0,14511894000.0
2004.0,14481910000.0,14487668000.0,14480824000.0
2005.0,14467110000.0,14472488000.0,14468694000.0
2006.0,14434120000.0,14433728000.0,14438043000.0
2007.0,14251444000.0,14245481000.0,14249380000.0
2008.0,14441912000.0,14423290000.0,14443022000.0
2009.0,14369227000.0,14357330000.0,14372514000.0
2010.0,14151087000.0,14140442000.0,14160400000.0
2011.0,14231289000.0,14210653000.0,14237455000.0
2012.0,14222248000.0,14213707000.0,14241563000.0
2013.0,14212479000.0,14219246000.0,14234809000.0
2014.0,13928451000.0,13951402000.0,13956628000.0
2015.0,13629252000.0,13660311000.0,13657508000.0
2016.0,13500127000.0,13455355000.0,13507021000.0
2017.0,13209437000.0,13189683000.0,13238398000.0
2018.0,13088984000.0,13081585000.0,13112294000.0
2019.0,12938749000.0,12922261000.0,12966243000.0
2020.0,12698298000.0,12760265000.0,12400473000.0
2021.0,12406524000.0,12480159000.0,12417092000.0
2022.0,11496159000.0,12145594000.0,12350704000.0
2023.0,11396994000.0,12019907000.0,12093827000.0
2024.0,11064196000.0,11618756000.0,11620402000.0
2025.0,10566301000.0,11338397000.0,10986827000.0
2026.0,10262496000.0,11142162000.0,10850003000.0
2027.0,10006677000.0,10899670000.0,10742665000.0
2028.0,9669527000.0,10601546000.0,10544541000.0
2029.0,9308936000.0,10294852000.0,10300130000.0
2030.0,8700894000.0,9791056000.0,10044207000.0
2031.0,8690982000.0,9483141000.0,9656865000.0
2032.0,8425323000.0,8969994000.0,9373449000.0
2033.0,8182406000.0,8509724000.0,8818366000.0
2034.0,7825181000.0,8244859000.0,8918582000.0
2035.0,7391471000.0,8149825000.0,8964044000.0
2036.0,7188705000.0,7869969000.0,8721231000.0
2037.0,6763757000.0,7565203000.0,8682438000.0
2038.0,6596112000.0,7345386000.0,8254473000.0
2039.0,6365174000.0,7146695000.0,8135377000.0
2040.0,6409312000.0,6680554000.0,7710145000.0
2041.0,6143132000.0,6365390000.0,7477318000.0
2042.0,5850556000.0,5999745000.0,6972409000.0
2043.0,5708950000.0,5767529000.0,6901630000.0
2044.0,5500218000.0,5461275000.0,6707637000.0
2045.0,5272778000.0,5317316000.0,6416892000.0
2046.0,5180358000.0,4998909000.0,6091394000.0
2047.0,4909171000.0,4829423000.0,5999570000.0
2048.0,4578308000.0,4724456000.0,5665731000.0
2049.0,4356700000.0,4522862000.0,5518776000.0
2050.0,4146580000.0,4489781000.0,5217207000.0
2051.0,3968409000.0,4234248000.0,5038000000.0
2052.0,3706387000.0,4013789000.0,4972587000.0
2053.0,3684277000.0,3939280000.0,4612103000.0
2054.0,3437825000.0,3806939000.0,4546389000.0
2055.0,3372943000.0,3707766000.0,4384102000.0
2056.0,3109947000.0,3529094000.0,4191496000.0
2057.0,2857265000.0,3343864000.0,4182733000.0
2058.0,2704187000.0,3164713000.0,4114268000.0
2059.0,2551956000.0,3024051000.0,3977129000.0
2060.0,2508647000.0,2771207000.0,3867723000.0
2061.0,2448526000.0,2634089000.0,3809667000.0
2062.0,2260059000.0,2567871000.0,3765838000.0
2063.0,2152482000.0,2420110000.0,3643778000.0
2064.0,2045385000.0,2148424000.0,3522024000.0
2065.0,1942179000.0,2124253000.0,3519308000.0
2066.0,1897886000.0,1972861000.0,3528887000.0
2067.0,1833153000.0,1871719000.0,3403297000.0
2068.0,1714855000.0,1814702000.0,3398970000.0
