time,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0
2049.0,27872086000.0,23827964000.0,30833635000.0,16837731000.0
2050.0,25590917000.0,21069040000.0,29257318000.0,15590243000.0
2051.0,23620606000.0,19491500000.0,28841912000.0,14593887000.0
2052.0,21553640000.0,18768302000.0,27899005000.0,13748411000.0
2053.0,21208013000.0,17192122000.0,26458330000.0,13343351000.0
2054.0,19257190000.0,15884977000.0,25605280000.0,12375833000.0
2055.0,17842470000.0,15201246000.0,24024564000.0,11581715000.0
2056.0,16807312000.0,13888699000.0,22453817000.0,10901357000.0
2057.0,15544281000.0,13244690000.0,21249495000.0,10130214000.0
2058.0,14716881000.0,12254795000.0,19737490000.0,9859071000.0
2059.0,13908523000.0,11825825000.0,18195237000.0,9672522000.0
2060.0,12554540000.0,11183810000.0,17832200000.0,9436239000.0
2061.0,11643758000.0,10210675000.0,17845576000.0,9336273000.0
2062.0,10945521000.0,9366967000.0,17123453000.0,9231365000.0
2063.0,9911334000.0,9097841000.0,16364981000.0,9256264000.0
2064.0,9256161000.0,8385365500.0,16702310000.0,9214637000.0
2065.0,9200798000.0,8019131000.0,16553592000.0,9075028000.0
2066.0,8726071000.0,7351730700.0,16485302000.0,9104876000.0
2067.0,8094194700.0,7123127000.0,15605354000.0,9469293000.0
2068.0,7902095400.0,7120155000.0,15666488000.0,9110157000.0
2069.0,7312260600.0,6727360000.0,14976272000.0,8632037000.0
2070.0,7327430700.0,6732963300.0,15593991000.0,8749941000.0
2071.0,7358063000.0,6374331400.0,14356274000.0,8393116700.0
2072.0,7456134000.0,6307517400.0,13265947000.0,8745059000.0
2073.0,7442935300.0,6435261400.0,12909204000.0,8634053000.0
2074.0,7232001000.0,6305205000.0,13212792000.0,8879535000.0
2075.0,7164378600.0,6320068000.0,12563047000.0,8657475000.0
2076.0,6930787300.0,6233914400.0,12161304000.0,8659369000.0
2077.0,6908828700.0,6335328000.0,11924931000.0,8598023000.0
2078.0,6825213400.0,6335440000.0,12015229000.0,8484886500.0
2079.0,6497653000.0,6032217600.0,12765364000.0,8612105000.0
2080.0,6336905000.0,5802295300.0,12910376000.0,8747445000.0
2081.0,6197916000.0,5931293000.0,13066105000.0,8937059000.0
2082.0,6566843400.0,5765061000.0,12673536000.0,9045871000.0
2083.0,6676261400.0,5600119300.0,12541039000.0,9337736000.0
2084.0,6731835000.0,5663765000.0,12059439000.0,9565212000.0
2085.0,6801208000.0,5990355000.0,11519674000.0,9571785000.0
2086.0,6759258600.0,5812991000.0,11343882000.0,9581800000.0
2087.0,6820748300.0,5926534000.0,11516167000.0,9747094000.0
2088.0,6661716500.0,5958369300.0,11230652000.0,9642119000.0
2089.0,6703747600.0,6513198600.0,10674858000.0,9788700000.0
2090.0,6740146000.0,6760078300.0,11007938000.0,10103300000.0
2091.0,6801939000.0,6851486700.0,10432355000.0,10633311000.0
2092.0,6524568600.0,6851336700.0,10765484000.0,10642123000.0
2093.0,6493473300.0,6599683000.0,10450510000.0,10531114000.0
2094.0,6517067300.0,6904005000.0,10162891000.0,10393730000.0
2095.0,6596730000.0,7153502700.0,10510498000.0,10963803000.0
2096.0,6884412400.0,7622781000.0,10099227000.0,11044125000.0
2097.0,6980680000.0,7523135000.0,10181042000.0,11021080000.0
2098.0,7119294500.0,7730668000.0,10312863000.0,11439998000.0
2099.0,7249494500.0,7759087000.0,10138276000.0,12006599000.0
2100.0,7389385700.0,7503372000.0,10156742000.0,12351889000.0
