time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2086.0,10222700000.0,14394569000.0,18795608000.0
2087.0,9837568000.0,13963803000.0,18881161000.0
2088.0,9310800000.0,13818123000.0,18890460000.0
2089.0,8943398000.0,13579917000.0,18746720000.0
2090.0,8473536000.0,12829571000.0,18324890000.0
2091.0,7951480000.0,12520189000.0,18239496000.0
2092.0,7466133000.0,12158600000.0,17287098000.0
2093.0,7173277000.0,11881560000.0,16963877000.0
2094.0,6908158000.0,11592126000.0,16904012000.0
2095.0,6696289000.0,11096048000.0,16191103000.0
2096.0,6661282300.0,10317989000.0,16008618000.0
2097.0,6331134500.0,10059194000.0,15170427000.0
2098.0,6083588000.0,9499252000.0,14671023000.0
2099.0,5987643400.0,9053592000.0,13663210000.0
2100.0,5904685600.0,8416862000.0,13084368000.0
2101.0,5694321000.0,7914881000.0,12929233000.0
2102.0,5459245600.0,7564275700.0,12560771000.0
2103.0,5364594700.0,7375053300.0,11952544000.0
2104.0,5233791500.0,7252888600.0,11400845000.0
2105.0,5066789000.0,7034315000.0,10872573000.0
2106.0,4855539000.0,6692303400.0,10351818000.0
2107.0,4601763300.0,6643510300.0,10207313000.0
2108.0,4389841000.0,6646021000.0,9655003000.0
2109.0,4166169600.0,6376667000.0,9145230000.0
2110.0,3984424000.0,6021127000.0,9249581000.0
2111.0,3848334000.0,6071083500.0,9093965000.0
2112.0,3802447000.0,5913094000.0,8571988000.0
2113.0,3627734800.0,5731958300.0,8312323600.0
2114.0,3582229800.0,5493335600.0,7845483500.0
2115.0,3464125000.0,5243514400.0,7547329500.0
2116.0,3336532200.0,5165205500.0,7412076500.0
2117.0,3311834400.0,4972253700.0,7169285000.0
2118.0,3142084400.0,4915170000.0,6892383700.0
2119.0,3006779600.0,4818826000.0,6653054000.0
2120.0,2886162200.0,4792669700.0,6307147300.0
2121.0,2723043300.0,4744975400.0,6425761300.0
2122.0,2615829800.0,4707582500.0,6321052000.0
2123.0,2593027800.0,4594389500.0,6218056700.0
2124.0,2464845300.0,4368855600.0,6200199000.0
2125.0,2414191900.0,4213627400.0,6121467400.0
2126.0,2327839700.0,4066485200.0,5951360500.0
2127.0,2247397600.0,3872849700.0,5782126600.0
2128.0,2182732300.0,3596418800.0,5524608000.0
2129.0,2064906600.0,3493448200.0,5358157000.0
2130.0,2005102200.0,3275999700.0,5454503000.0
2131.0,1987000600.0,2975650600.0,5460929000.0
2132.0,1879723000.0,2787457800.0,5152116000.0
2133.0,1814960100.0,2724143000.0,5008241000.0
2134.0,1764971000.0,2578324500.0,4828422000.0
2135.0,1734230500.0,2488209400.0,4508411000.0
2136.0,1683392300.0,2387690200.0,4238664700.0
2137.0,1659605800.0,2327570200.0,4080227300.0
2138.0,1641889400.0,2173316900.0,3867602700.0
2139.0,1557282000.0,2093999000.0,3730697500.0
2140.0,1554164100.0,2068316700.0,3677167400.0
2141.0,1531452500.0,2019808600.0,3523535400.0
2142.0,1527636200.0,2019035100.0,3364488700.0
2143.0,1480894300.0,1883478700.0,3233140500.0
2144.0,1430984800.0,1793059100.0,3269056800.0
2145.0,1448985200.0,1761192300.0,3197631700.0
2146.0,1432818600.0,1655499800.0,3156921600.0
2147.0,1427459800.0,1688125000.0,3037056000.0
2148.0,1384057700.0,1701399000.0,3136107000.0
2149.0,1325213200.0,1713153000.0,3057308000.0
2150.0,1272309000.0,1638203600.0,3073919200.0
2151.0,1252075300.0,1549661700.0,2994922500.0
2152.0,1210944000.0,1625485700.0,2956178200.0
2153.0,1168170000.0,1642700900.0,2941558500.0
2154.0,1146319500.0,1584858200.0,2771439600.0
2155.0,1113619300.0,1590591200.0,2824801300.0
2156.0,1096942100.0,1567102800.0,2745003500.0
2157.0,1089511400.0,1511713400.0,2616099800.0
2158.0,1039211100.0,1510628200.0,2507233500.0
2159.0,1000817660.0,1501431600.0,2492735000.0
2160.0,944359000.0,1395402600.0,2381335000.0
2161.0,883542900.0,1392275700.0,2323046100.0
2162.0,869257340.0,1341801100.0,2194297600.0
2163.0,834367940.0,1269821800.0,2049641600.0
2164.0,833159200.0,1234040600.0,1975455200.0
2165.0,803518340.0,1213053600.0,1975991400.0
2166.0,788369600.0,1192623200.0,1912143400.0
2167.0,738205500.0,1196206800.0,1797251700.0
2168.0,757435500.0,1198355700.0,1654123800.0
2169.0,732984900.0,1178067700.0,1456933900.0
2170.0,696822660.0,1130382100.0,1311870800.0
2171.0,676160060.0,1118530600.0,1254131200.0
2172.0,628760800.0,1054861440.0,1162571800.0
2173.0,600983400.0,1064847300.0,1060459400.0
2174.0,585158340.0,1003280260.0,1084953000.0
2175.0,552326340.0,972990140.0,1031088100.0
2176.0,528178400.0,926081660.0,987134200.0
2177.0,484708960.0,898201500.0,1001362000.0
2178.0,452943580.0,884008060.0,960254340.0
2179.0,450037540.0,885412740.0,929672300.0
2180.0,450142400.0,859942300.0,926176900.0
2181.0,458477220.0,831131460.0,926625100.0
2182.0,456215420.0,844399400.0,907035140.0
2183.0,457328060.0,838706750.0,881137150.0
2184.0,436092600.0,809782660.0,864803200.0
2185.0,423789920.0,797863300.0,828856700.0
2186.0,429187800.0,761016000.0,813607600.0
2187.0,430017730.0,726936600.0,783416770.0
2188.0,419335550.0,696080830.0,777653000.0
2189.0,411140640.0,667439170.0,751816700.0
2190.0,394086370.0,683081400.0,723450000.0
2191.0,384122620.0,649292860.0,714613000.0
2192.0,372401150.0,599859400.0,706152700.0
2193.0,355854300.0,532775170.0,671226750.0
2194.0,336435840.0,527268930.0,630117250.0
2195.0,331596830.0,553508350.0,592978600.0
2196.0,334330140.0,523881000.0,585832200.0
2197.0,327981570.0,519922660.0,567047740.0
2198.0,309714100.0,492385020.0,565278700.0
2199.0,296946530.0,469885300.0,544558800.0
2200.0,278485220.0,459522850.0,504776740.0
2201.0,270118800.0,485050780.0,451781150.0
2202.0,253077280.0,479118400.0,437394780.0
2203.0,246427950.0,490097950.0,419754100.0
2204.0,242099140.0,485494460.0,403308200.0
2205.0,234958370.0,500352770.0,401787620.0
2206.0,222076180.0,494263840.0,381030700.0
2207.0,219302640.0,504446000.0,363542720.0
2208.0,218302190.0,523745000.0,343127780.0
2209.0,225780290.0,537762700.0,333018500.0
2210.0,226200080.0,531573150.0,311802430.0
2211.0,224307740.0,514591780.0,304317760.0
2212.0,226044400.0,517220300.0,301395740.0
2213.0,233655330.0,513033100.0,298674500.0
2214.0,237739800.0,479303360.0,285062620.0
2215.0,233015220.0,447201250.0,278077920.0
2216.0,230487230.0,445453630.0,273353400.0
2217.0,231149580.0,426230270.0,260969170.0
2218.0,227345920.0,399993280.0,243395540.0
2219.0,219960930.0,388325340.0,213610130.0
2220.0,221037380.0,382749340.0,200931920.0
2221.0,222018190.0,358937120.0,199960450.0
2222.0,220524530.0,354690880.0,200427620.0
2223.0,213310220.0,342873630.0,196601300.0
2224.0,214350290.0,330037400.0,202356750.0
2225.0,213378060.0,316685500.0,193889550.0
2226.0,206837040.0,307985500.0,196466420.0
2227.0,203135870.0,295728060.0,189191570.0
2228.0,196264110.0,296942240.0,181959200.0
2229.0,198602640.0,294084800.0,175463650.0
2230.0,194889970.0,309070820.0,166513660.0
2231.0,186905020.0,302798940.0,167336000.0
2232.0,182453950.0,310018600.0,152653650.0
2233.0,177283520.0,312862460.0,149495460.0
2234.0,176462270.0,290256220.0,148993620.0
2235.0,175420780.0,263983310.0,144345740.0
2236.0,169952200.0,259757200.0,138032740.0
2237.0,172034380.0,255154290.0,133860440.0
2238.0,164622320.0,260499600.0,132244296.0
2239.0,159574450.0,248585630.0,125386250.0
2240.0,159228510.0,233159620.0,125136040.0
2241.0,161205710.0,214198130.0,120971330.0
2242.0,157122300.0,202913010.0,115038080.0
2243.0,152156980.0,201454260.0,112782120.0
2244.0,151498940.0,216078990.0,111349910.0
2245.0,151697840.0,199965200.0,107537630.0
2246.0,145166160.0,198960930.0,100521920.0
2247.0,142750540.0,198668880.0,96136840.0
2248.0,138119300.0,208700700.0,92171580.0
2249.0,133211570.0,219786420.0,91772140.0
2250.0,131090020.0,217890560.0,89326260.0
2251.0,122882824.0,224188910.0,83439540.0
2252.0,118757340.0,216129800.0,82565100.0
2253.0,112343570.0,217321200.0,83197416.0
2254.0,115734510.0,218563180.0,83764856.0
2255.0,116464540.0,218936370.0,81090776.0
2256.0,112451340.0,208052880.0,78409910.0
2257.0,105120710.0,213758930.0,73395630.0
2258.0,107680320.0,213674690.0,72190600.0
2259.0,110868100.0,210446000.0,67210820.0
2260.0,111234136.0,201848820.0,63830108.0
2261.0,106182300.0,216981260.0,62546490.0
2262.0,104948370.0,213707440.0,62470750.0
2263.0,101623780.0,221372900.0,59902016.0
2264.0,102408880.0,223074770.0,58528252.0
2265.0,106167464.0,227681420.0,56652896.0
2266.0,106464200.0,227336340.0,54341428.0
2267.0,108523290.0,222503760.0,51072036.0
2268.0,111185290.0,221811250.0,49823810.0
2269.0,110437090.0,223565540.0,46133256.0
2270.0,110190600.0,222084320.0,43870664.0
2271.0,109442100.0,228466620.0,42442716.0
2272.0,109022030.0,220867020.0,39803810.0
2273.0,109118430.0,217434690.0,34869180.0
2274.0,108145510.0,214373630.0,33845612.0
2275.0,109666400.0,217975940.0,29764516.0
2276.0,111896600.0,207920800.0,30151608.0
2277.0,110661010.0,204948270.0,29515286.0
2278.0,109635580.0,211502080.0,27035048.0
2279.0,111129660.0,206832560.0,26368382.0
2280.0,109862390.0,217923280.0,24792076.0
2281.0,105683620.0,220768580.0,23288246.0
2282.0,104619460.0,229156030.0,21214008.0
2283.0,105462776.0,226519150.0,20322904.0
2284.0,104093800.0,231985730.0,19273362.0
2285.0,103261310.0,234866270.0,18442374.0
2286.0,102161300.0,237168140.0,17402340.0
2287.0,103047510.0,235533470.0,17028950.0
2288.0,104263800.0,228693760.0,16233507.0
2289.0,104190344.0,216025580.0,15674301.0
2290.0,102711000.0,220148740.0,14974159.0
2291.0,101835910.0,212422860.0,15474384.0
2292.0,100016536.0,201831820.0,15285500.0
2293.0,96526680.0,200626320.0,14257849.0
2294.0,98842376.0,199280110.0,13360202.0
2295.0,95792380.0,197702340.0,12334946.0
2296.0,87205256.0,193551700.0,12346800.0
2297.0,88599030.0,192495870.0,11358945.0
2298.0,88026184.0,200074830.0,11349352.0
2299.0,87944310.0,202056320.0,10634804.0
2300.0,89012710.0,202188860.0,9696349.0
