time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,67995947000.0,67995947000.0,67995947000.0
2001.0,68388170000.0,68388170000.0,68388170000.0
2002.0,67276767000.0,67276767000.0,67276767000.0
2003.0,67564410000.0,67564410000.0,67564410000.0
2004.0,67666846000.0,67666846000.0,67666846000.0
2005.0,68806850000.0,68806850000.0,68806850000.0
2006.0,67142107000.0,67142107000.0,67142107000.0
2007.0,67504070000.0,67504070000.0,67504070000.0
2008.0,66514580000.0,66514580000.0,66514580000.0
2009.0,65255637000.0,65255637000.0,65255637000.0
2010.0,65240130000.0,65240130000.0,65240130000.0
2011.0,63708094000.0,63708094000.0,63708094000.0
2012.0,62427670000.0,62427670000.0,62427670000.0
2013.0,61943680000.0,61943680000.0,61943680000.0
2014.0,60535624000.0,60535624000.0,60535624000.0
2015.0,60010750000.0,60010750000.0,60010750000.0
2016.0,59624850000.0,59624850000.0,59624850000.0
2017.0,58755260000.0,58755260000.0,58755260000.0
2018.0,57641476000.0,57641476000.0,57641476000.0
2019.0,56085684000.0,56085684000.0,56085684000.0
2020.0,55447400000.0,55447400000.0,55447400000.0
2021.0,53559902000.0,55222338000.0,57012683000.0
2022.0,51753660000.0,55047510000.0,58373566000.0
2023.0,50175394000.0,53795960000.0,58407600000.0
2024.0,50459940000.0,53215744000.0,58503033000.0
2025.0,50941817000.0,51369930000.0,57255080000.0
2026.0,50317470000.0,49398940000.0,57457013000.0
2027.0,48954160000.0,47804090000.0,55974134000.0
2028.0,48466297000.0,46394740000.0,54258830000.0
2029.0,49053196000.0,47539188000.0,54961218000.0
2030.0,48807838000.0,46959043000.0,55757255000.0
2031.0,47937307000.0,44481974000.0,55951962000.0
2032.0,47361155000.0,43327836000.0,57485640000.0
2033.0,46117460000.0,42796300000.0,57535900000.0
2034.0,44572254000.0,40952357000.0,56442917000.0
2035.0,44588890000.0,39881327000.0,55732613000.0
2036.0,43801915000.0,38529577000.0,56581575000.0
2037.0,42946978000.0,36873230000.0,56837400000.0
2038.0,41769470000.0,35268410000.0,56286120000.0
2039.0,41936680000.0,34018011000.0,56416920000.0
2040.0,41493365000.0,32201548000.0,57070910000.0
2041.0,40663126000.0,30964486000.0,55189530000.0
2042.0,40397877000.0,29683590000.0,55172030000.0
2043.0,40309040000.0,28865767000.0,55451623000.0
2044.0,40147630000.0,29157690000.0,55275553000.0
2045.0,39500660000.0,28569506000.0,56363950000.0
2046.0,38642962000.0,27949705000.0,56246940000.0
2047.0,37286752000.0,27315255000.0,55334486000.0
2048.0,36805050000.0,26903990000.0,55613354000.0
2049.0,36463300000.0,26535262000.0,54379150000.0
2050.0,35667423000.0,25789106000.0,53452755000.0
2051.0,35089040000.0,25465305000.0,53158388000.0
2052.0,35011330000.0,25270030000.0,51641970000.0
2053.0,35812876000.0,25472864000.0,49814462000.0
2054.0,34548875000.0,25117846000.0,49570845000.0
2055.0,34581823000.0,24558811000.0,49154820000.0
2056.0,34951830000.0,23801356000.0,49062890000.0
2057.0,34665415000.0,23405492000.0,48918070000.0
2058.0,34236148000.0,22543976000.0,48744137000.0
2059.0,34064538000.0,22103454000.0,47467635000.0
2060.0,33545257000.0,21959210000.0,47744860000.0
2061.0,33337508000.0,21647325000.0,48463080000.0
2062.0,32602601000.0,21438200000.0,48306455000.0
2063.0,32735052000.0,21085952000.0,47727670000.0
2064.0,32608424000.0,20393773000.0,46925124000.0
2065.0,32362127000.0,20417677000.0,47156978000.0
2066.0,31677990000.0,20305154000.0,47112815000.0
2067.0,30865142000.0,20022772000.0,47553552000.0
2068.0,30198467000.0,19986200000.0,49155030000.0
2069.0,29582264000.0,20008460000.0,49325216000.0
2070.0,29418977000.0,20072856000.0,48599753000.0
2071.0,29419039000.0,19918066000.0,47002554000.0
2072.0,29796626000.0,20322330000.0,45638427000.0
2073.0,29573222000.0,20817740000.0,44151800000.0
2074.0,28748067000.0,21098154000.0,43497730000.0
2075.0,29028608000.0,21385284000.0,43633720000.0
2076.0,29043466000.0,21343775000.0,43574534000.0
2077.0,28767429000.0,21360544000.0,42915850000.0
2078.0,28351042000.0,21680701000.0,43579425000.0
2079.0,28593353000.0,21790927000.0,44907810000.0
2080.0,28352410000.0,21536866000.0,45196747000.0
2081.0,28276510000.0,22230985000.0,44996415000.0
2082.0,27444859000.0,22495054000.0,46080606000.0
2083.0,26789399000.0,22412642000.0,47118275000.0
2084.0,26773398000.0,22284260000.0,47111184000.0
2085.0,26709154000.0,22399191000.0,47274775000.0
