time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,3171637371932.5337,3171637371932.5337,3171637371932.5337
2001,3157122232512.8516,3160549480039.972,3156239157040.383
2002,3140744977246.8066,3149430187985.197,3147400810495.059
2003,3130288546410.8545,3139702727568.5386,3134864146490.2524
2004,3114368500723.894,3132984802930.5635,3131323553004.7124
2005,3107711396524.025,3124199104003.1265,3124357891977.517
2006,3103531981641.3066,3119142339171.7163,3115785639540.9775
2007,3090942044961.33,3111870577792.5527,3115591853536.4507
2008,3093723076955.6235,3103483616586.095,3112465030745.535
2009,3074742716575.171,3085815197285.2427,3095168793344.822
2010,3075779494343.626,3067462863808.0874,3072426125230.027
2011,3069470053008.3843,3048750494923.9478,3055108928478.66
2012,3047612036372.7144,3033971253260.576,3057150210277.005
2013,3025489869837.602,3021457716578.2495,3039300175669.5386
2014,3002892284426.5317,3012395399854.3623,3032956417921.4355
2015,3003336922857.3506,3002020833235.584,3033203306536.1724
2016,2983596150261.564,2979018191307.543,3009489038818.7573
2017,2954698606301.2534,2964470828427.417,2993515191966.1104
2018,2930008041868.4087,2948791512603.511,2960154038272.6133
2019,2918197078332.867,2936419118995.229,2927588811586.3066
2020,2909450984649.71,2911603632838.9844,2913488805500.301
2021,2880475492595.1846,2881359446203.777,2896213464767.037
2022,2853560244973.6724,2862257382308.4224,2884631556991.5024
2023,2837435963061.628,2806821869567.755,2861760757407.241
2024,2812457441689.695,2782155731680.154,2833728677189.5557
2025,2791045752179.613,2757051270442.5645,2820968551749.9595
2026,2770091199980.6157,2712021410491.302,2808003904149.359
2027,2755570617269.657,2689613770821.933,2799414845042.3945
2028,2733165223044.6924,2667930105857.7407,2786458958691.309
2029,2688123559008.2466,2633350665279.967,2765228400860.315
2030,2661260478705.3765,2603051582154.396,2745870775821.7583
2031,2626395969366.3237,2569914821016.8613,2718277347654.0415
2032,2581942180306.1245,2547742681546.238,2682471198074.676
2033,2562297035919.7256,2504324249716.3154,2654789060150.6416
2034,2538397207913.245,2451013923489.2705,2641002522269.4644
2035,2505761452994.718,2413668250522.1084,2620246869209.8237
2036,2469923861052.4766,2385269139810.788,2581723511429.809
2037,2440157878206.6724,2347692075843.9893,2547791357501.664
2038,2410794346958.1787,2294699241425.167,2520137904772.0283
2039,2377620012390.104,2252069144799.864,2491883980655.5864
2040,2339379525091.8433,2194052485965.9436,2451900712935.9116
2041,2303678269137.8896,2151665243434.4563,2412329414108.489
2042,2278065050113.6685,2101277631488.8242,2370271384386.9043
2043,2249904010592.0117,2059236448858.7422,2342166853472.0957
2044,2202959836065.995,2022967070329.9211,2311798027680.859
2045,2159096829530.1128,1972519919696.6682,2278807484846.6763
2046,2124043212327.843,1936538149761.387,2217125555031.12
2047,2087283502907.3394,1902247334616.9075,2169119105750.8306
2048,2048125445281.7944,1857972186282.8787,2141512202474.2795
2049,2023421554739.8677,1808711117840.2888,2099211402095.1255
2050,1994535701737.686,1769304975084.9236,2065511401697.5513
2051,1958931983865.468,1714833455214.111,2030807323969.8489
2052,1919294385428.8213,1687944785692.2466,1992335140898.4036
2053,1885239991309.338,1634200587525.325,1955052964353.3223
2054,1856382608556.1472,1602156822673.4705,1926522566109.465
2055,1822955985584.304,1558847861543.191,1908141787849.0137
2056,1786341045664.6167,1522787137991.317,1874955067576.6104
2057,1747856631059.5894,1489351764126.73,1830513547566.1978
2058,1715858680204.8079,1427517219232.6738,1790127367153.1355
2059,1686768159208.258,1375845250535.5015,1749470737817.8506
2060,1652776717180.8738,1326876111690.766,1703442601784.9773
2061,1622362922888.6816,1294705910384.1995,1656133453657.7842
2062,1588056382007.781,1263445213993.5037,1596760361590.601
2063,1557294047727.881,1232767309464.3174,1559137571843.9583
2064,1527216615734.549,1181149302711.8108,1516511059103.5093
2065,1495925925737.4717,1133652747696.1626,1473231823225.6736
2066,1464894903923.1082,1090702361432.0696,1429315746551.8193
2067,1434477748477.3447,1065176853658.4777,1381011735461.3164
2068,1393993136171.216,1027210707658.0034,1349764737573.265
2069,1354239809268.16,998185736924.4218,1321254042406.4883
2070,1314446543307.5867,962385153937.857,1292079661810.7542
2071,1281590248963.9858,935002614264.7407,1248574861935.9668
2072,1253944900881.0864,898323475542.6768,1207053252072.598
2073,1224430491391.4297,881193410970.7598,1182632932082.899
2074,1198416535983.7393,848519295546.5345,1159758112222.264
2075,1177634920068.34,826533628517.3035,1123063040844.9546
2076,1146995647363.1997,787066726637.91,1080613460031.9563
2077,1103493643759.7378,752906234968.8215,1058009452079.7756
2078,1074412024710.9973,718998235151.0458,1032763050045.685
2079,1048270481299.8528,686359951525.4171,1008005178624.0598
2080,1021947245985.3198,675643294937.9634,966189582070.6504
2081,986356918165.545,649331778287.9062,916765826376.2736
2082,963826403889.5183,619061952433.5356,884608527861.9332
2083,943192335593.1246,598177053361.8362,855953984620.2734
2084,914644997788.7373,580928661178.5367,831401105165.8914
2085,888680554978.2239,558000240446.2726,814339714147.8159
2086,861725726424.7821,543699252709.94916,784683232298.7339
2087,838984173149.0627,521073731048.4729,755917276229.4196
2088,819561167538.2882,500678927608.39453,731765446744.6088
2089,806059532475.2961,471037347462.1085,703383994433.7441
2090,780503933320.1726,452314336262.87036,670324873916.9968
2091,760542865000.2557,426669290219.46063,640947518464.5016
2092,733990101857.0411,403357394872.3126,617111202166.1942
2093,711544462022.1277,393853550273.0225,595284522989.6295
2094,681584943803.2458,378406508848.22845,574624117126.5865
2095,658862197922.6128,357450617242.57263,556093045584.7719
2096,641187259781.1226,338171437674.5627,531665964797.0707
2097,621192963118.9854,324380685002.4057,511929611004.1135
2098,604776642020.8768,306229685379.67285,500264564227.9924
