time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,3171637371932.5337,3171637371932.5337,3171070299092.118
2001,3157264338594.792,3166907255052.7124,3157208728799.4155
2002,3135483282249.2593,3169848053604.2227,3149024031924.221
2003,3117296481757.931,3163296753787.9854,3136690835043.485
2004,3108007498107.301,3157041089156.365,3133372381634.114
2005,3097776292029.902,3145245766184.1685,3127292861801.0444
2006,3086602014688.7817,3130331406131.0596,3118140785642.1655
2007,3079971081894.0117,3116791510329.583,3111970623879.918
2008,3063127122986.945,3111141440702.336,3098617953342.9707
2009,3053236333968.7056,3097606683922.6665,3095444050500.431
2010,3041852049744.394,3079768346298.5615,3079142461035.84
2011,3033512654491.238,3050098395965.0415,3067615773375.4717
2012,3018111263379.82,3031377089287.3706,3041405245244.1226
2013,3003395060216.5454,3003762411385.4126,3017905140022.403
2014,2998391514941.266,2996421328897.0767,3012032408778.3623
2015,2992000057945.86,2981559264609.552,3011782357365.4136
2016,2976769914623.9985,2973822348894.85,2989301344332.69
2017,2959703165970.313,2954959955196.2407,2958530955943.92
2018,2934998612489.9717,2941840466195.1587,2940185008846.989
2019,2922708698749.792,2929619348650.285,2924653888836.3257
2020,2912815644534.1587,2904783429466.0347,2904513542525.438
2021,2884743744872.792,2887577990204.83,2885295782777.6763
2022,2859441583356.807,2874949558703.7393,2863629616570.5537
2023,2818530550991.993,2847115507209.151,2832815964604.551
2024,2778987324246.8047,2827915235958.8438,2819347591202.173
2025,2756971642797.03,2791838122171.2085,2796762488904.412
2026,2734448421209.9927,2791691040497.9775,2767612325796.4395
2027,2712075612066.063,2753706160535.649,2740245212195.1772
2028,2680498164477.892,2734030660159.495,2724221276501.2183
2029,2650593133496.436,2689755752111.8833,2686718005633.436
2030,2633083972477.225,2675668170966.2227,2664714663429.6187
2031,2606025453947.775,2632778912447.077,2643327348737.598
2032,2572087175385.9395,2602359870598.404,2621643880582.667
2033,2548308737413.8496,2565392269473.648,2586723373718.2666
2034,2511118539468.019,2547512814412.4106,2565958686229.1104
2035,2480995938028.1772,2517436211832.5938,2555619202846.761
2036,2463163495123.099,2504153816654.8213,2529575328858.1616
2037,2439515026846.759,2469359702573.8833,2522382640505.6445
2038,2411343283546.5933,2445491597284.773,2496119678686.438
2039,2391108954751.081,2419061403806.0127,2477595099558.1416
2040,2373292297624.8403,2391271416827.7183,2452716961057.749
2041,2345832703305.0303,2356774418126.049,2427532903633.415
2042,2310093117247.8394,2321245618049.2397,2397502850547.865
2043,2254335486776.156,2283037676328.21,2391189266851.116
2044,2234569269123.3516,2251323941167.6797,2382490382822.421
2045,2211440587629.513,2227327364353.6665,2362302677186.858
2046,2165019150557.3843,2201317416652.515,2332146122562.3477
2047,2141693122438.0808,2189166320949.0625,2313447711814.7866
2048,2136359310665.3086,2158807141681.7231,2311592152503.965
2049,2137013312982.0425,2124221114413.4158,2266350133622.5337
2050,2108386561804.0708,2101071558999.0464,2251804341790.735
