time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,3171637371932.5337,3171637371932.5337,3171637371932.5337,3171637371932.5337
2001,3159969635313.7334,3163750733602.1045,3157955338698.1943,3163250447069.667
2002,3142553280710.0933,3155057029718.9087,3149454653734.2324,3154038626025.4463
2003,3129359993556.3047,3148565888929.675,3136279087813.717,3143098783354.8677
2004,3124057183937.45,3144745206547.874,3133007972193.438,3139544187104.9033
2005,3116710198571.6665,3139678616167.751,3126610190433.4785,3128705489765.138
2006,3108693847156.977,3136999861055.5776,3117565153396.294,3115483473883.7217
2007,3100641306066.8696,3122541242536.9043,3119466396689.802,3101736436864.65
2008,3068931126300.847,3114749353182.965,3101943260646.7705,3081134828667.5635
2009,3050914070163.5684,3100131743380.5674,3092646377615.7324,3073317723939.0176
2010,3042611405575.808,3082164387269.814,3083534996322.0864,3064617256012.221
2011,3027747404066.9766,3074085431159.151,3057493586650.8037,3050438616471.5166
2012,3021635493839.979,3051871395613.7134,3036857781567.7007,3031692629619.656
2013,3005850883019.283,3041507001522.1846,3021558522937.3896,3014603600933.887
2014,2979116285018.227,3017529583838.7354,2999030042253.16,3000057505465.145
2015,2977822498446.0176,2982901530144.239,2983859791133.065,2983953153829.8574
2016,2965132108728.425,2972027435529.7227,2981020865601.787,2969994027112.1206
2017,2955394533457.2124,2960462766099.164,2958707906061.816,2942301535485.5728
2018,2948459862126.4526,2951925289541.146,2930112125582.0137,2930528284716.041
2019,2926264763193.1685,2927910309644.833,2913980531106.6133,2920172663978.359
2020,2909224733057.363,2908476163246.4087,2905409997086.2495,2906685135838.6064
2021,2888338231650.4287,2887347361182.4766,2892714944389.6865,2873528050755.4814
2022,2874628443054.67,2853077855151.2646,2872209865404.0923,2852714815095.691
2023,2850086022780.3716,2823728928324.503,2841871967498.989,2814392814167.6465
2024,2841496940030.52,2792916759381.828,2818889858424.428,2789727142706.7227
2025,2822130624363.725,2779433314535.4883,2787749287256.3687,2757312973521.2017
2026,2810346385204.4316,2743388380599.9717,2756926505151.0923,2731975833219.6587
2027,2786897565177.6807,2717199302288.907,2728094909501.324,2692410921832.292
2028,2765430688062.539,2684356880686.2544,2700821248280.28,2675711333846.0073
2029,2748962922787.4033,2656817230556.2896,2673056183297.2505,2649046114601.2407
2030,2728611010399.001,2629123074432.876,2652369342843.7314,2619679679348.193
2031,2708067595544.1133,2595624541746.1772,2627852718577.027,2591887068763.1167
2032,2678650802963.6387,2571667865902.7563,2610011653921.8403,2553498307074.094
2033,2647437705165.9795,2548105971748.4277,2586583325015.8545,2526415562131.0723
2034,2622264540219.667,2511964155038.975,2570500612126.641,2491622399323.205
2035,2604171420736.763,2477567236453.698,2528759842906.52,2449309888943.34
2036,2584042773632.596,2445968397018.2085,2499361923630.4097,2421001452848.1914
2037,2551795423288.9443,2402424862221.208,2476404914889.477,2401378594554.5205
2038,2534148184251.5537,2379671874101.9766,2458773399518.263,2370085926905.893
2039,2503470670600.217,2342049720615.255,2426014744516.7915,2331959404603.4927
2040,2476061440628.681,2305591801457.452,2400838180137.9614,2299143457252.1777
2041,2452012429177.2803,2280201103788.567,2356999991989.2905,2266543780648.985
2042,2419591742894.692,2233495668412.38,2319734199572.68,2226406602217.418
2043,2389330202813.4272,2197160365713.5427,2286860397309.5713,2195659335017.5432
2044,2357294280708.9927,2149982959450.1797,2264654599159.025,2171596713843.2866
2045,2328827815035.2466,2111443272287.7356,2249575252046.2715,2156313099765.8845
2046,2293402387999.0376,2070132172183.0164,2212329658817.1826,2136472256848.7754
2047,2257269295195.235,2034790980339.5208,2174607087670.6638,2085445446238.5217
2048,2236072584370.553,2000269632317.2117,2143309624186.824,2055733047409.1978
2049,2212993382640.2188,1955129396561.6682,2106860797952.77,2020517103618.1555
2050,2181820198210.5605,1914947517813.7063,2086941642512.726,1983449969482.451
2051,2146759781515.3086,1877990920904.8213,2048264215142.6218,1946962935535.5452
