time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,97554022248.89287,97554022248.89287,97554022248.89287
2001,97802583096.71214,96056464720.98265,97586745976.10435
2002,95434343635.84006,95509018145.42976,97596393764.15735
2003,91816112124.10185,95288226867.11732,96280322405.37001
2004,92143572477.63925,94866328606.60812,94283285120.08656
2005,92174709196.9447,94093234816.0134,93930672154.23117
2006,91330495677.36652,91739814608.73297,93430287595.81955
2007,89565780796.83516,91744932807.46446,92607086014.53462
2008,88804817038.39096,91619455800.63004,93159235314.11378
2009,89157379230.7269,89593404625.01596,92322488024.95583
2010,87060983175.80724,88854364888.52895,90925772616.24469
2011,84523935334.21022,88469014475.12497,90603297337.31229
2012,82915382079.82835,87292451597.35538,89433300136.20413
2013,83270045263.6775,85021196772.31935,88476236683.377
2014,82074582557.71532,82513915882.46687,85990226826.26288
2015,79913821108.73102,78470493765.27899,80926882721.38455
2016,77927645718.41528,78126973804.09018,75331003009.14581
2017,77144030717.6835,78610020495.81024,71223803545.45561
2018,75904209703.28989,75788814199.56035,69262829946.09702
2019,73981171219.87402,70823324388.05894,68458622760.24759
2020,70131526563.32455,68658646320.899994,68233230659.30643
2021,70465090428.93385,65028999848.12961,65332828017.61986
2022,70614892867.01665,61153659893.59365,59675495788.144806
2023,68429845624.47787,59735557777.33033,56408002688.49614
2024,63680062819.8766,58961994182.60539,55232220216.138275
2025,61648737703.050644,56608291793.04605,53629877366.04454
2026,59301255113.25091,54405159128.23256,51074578889.78555
2027,54860713760.51165,51887613921.37294,47018124240.76507
2028,53011026907.798454,48499205391.25031,44057389764.21045
2029,52616439012.29326,45260706232.66912,42885416600.44945
2030,50550684065.83827,42845238625.82851,41461453041.38861
2031,47303777076.57156,41528753268.45701,40983082119.813805
2032,46324696363.47802,40132449961.11839,40794746651.456375
2033,44515462863.88285,39129165625.61924,40448235256.99874
2034,41759535762.38976,37135556837.55152,37465831916.497955
2035,39699280992.8996,35797338375.05697,34801730266.49042
2036,39625703994.38843,34946966104.39611,34152270572.40897
2037,38502129556.32918,32311791076.547733,34186626935.0344
2038,35654586006.16283,30529658563.47298,33093398006.646725
2039,34916325041.826355,29279784387.95384,31612091968.7884
2040,34010467605.73407,26836454659.22898,30253829397.828358
2041,32980733419.428177,25444982669.209206,28816974947.786034
2042,31277852926.24212,23429942386.503555,27442261147.544445
2043,29474506863.756462,21767127256.363194,25277480604.83749
2044,28675228067.20998,21082679814.387356,21268463659.384502
2045,27277693355.3911,19451593542.141354,20894488827.231564
2046,26194014240.13417,17654868359.91642,20954995524.00255
2047,24960139781.02381,15971030248.084162,20412414988.358795
2048,24532548456.33396,14045927999.625664,19374844596.529755
2049,23961738219.70046,13314114481.650219,18646830318.387005
2050,22251243905.72951,12736337576.812326,18071903747.770958
2051,21083467492.262314,12422355330.889668,17061783539.87976
2052,20421701937.022015,11790280605.559217,15949750126.908817
2053,19409452579.758144,10759509375.314032,14940387159.726063
2054,18980834184.888763,9920658366.68299,13958368191.328161
2055,18510755770.848824,9262443553.686687,12190584819.875082
2056,17643173394.083443,8511547757.025392,10943481018.74732
2057,16948891344.210875,7596367007.578053,10224591864.648909
2058,16232739951.662771,6850155479.555576,9995766376.187204
2059,15804670173.31001,6408300813.99773,9430104433.203852
2060,14944131721.703808,5847158523.935971,8733369101.49026
2061,14481113351.62575,5434996115.215885,8275531572.340389
2062,14193048827.512575,5007881456.116756,7956870954.055161
2063,13298712743.90728,4520502029.837433,7573397682.050126
2064,12542732125.37688,4245653078.4129043,6951003387.464316
2065,11911119812.667439,3988759813.462195,6587078828.34171
2066,11415768870.123203,3685598591.087302,6450738650.16788
2067,10636131119.796074,3377672665.830409,6335943279.428151
2068,9877529240.363848,3181783343.165416,6176024170.2727585
2069,9393578791.034878,3124212517.8405447,5672892994.42732
2070,8923240516.819275,2965359520.703728,5065488681.627596
2071,8212708078.631184,2814042079.7271166,4900911055.743671
2072,7580174036.979296,2642956684.9768605,4826645193.647897
2073,7373277739.943666,2494021454.511018,4453321294.559655
2074,7254061791.424649,2386530865.516664,3856007745.257794
2075,6938092630.2968,2264059687.63649,3698876861.886165
2076,6367445230.200923,2206848841.5761747,3522983577.6215277
2077,6213833722.635308,2167881086.269822,3162693872.3152127
2078,6068286709.867697,2020169165.3175979,2801540499.870772
2079,5705595532.078434,1863327882.5958233,2402368172.121668
2080,5130007588.040332,1735133636.7541842,2339723788.998901
2081,5016099522.067657,1612156580.6851697,2329787647.3472757
2082,4761522484.405254,1507900812.747001,2188452557.8829527
2083,4421278147.142487,1461149640.8597991,2104479849.1808887
2084,4191279836.9190474,1369425656.9928873,1975029682.732494
2085,3959940436.4071975,1286173803.299602,1774452987.0371287
2086,3887067369.3488054,1185603638.4542315,1713032526.519561
2087,3751724754.8587804,1100140981.4613593,1645076983.3796237
2088,3534580171.054283,976840601.449919,1563834057.9091384
2089,3308466439.523186,946506910.3684157,1410221408.396609
2090,3085069476.261812,883117428.1954354,1318436384.551654
2091,2822042449.793341,821418687.616281,1284666466.2355552
2092,2740671078.2106247,770893460.860144,1224175801.3722548
2093,2534587049.5354505,724714251.1812465,1166881964.229047
2094,2462073099.6942153,670902781.9532629,1078893656.4271233
2095,2414594719.5310493,637239868.0986476,979014505.4063754
2096,2277291087.656602,599147291.7781172,979087857.4413062
2097,2169274848.7853575,561173179.9341347,956684767.8016013
2098,2173925764.729928,530729277.5252566,861397811.2476299
2099,2088658464.741982,530865309.6818248,822705520.3538854
2100,1964304757.6758783,489710028.74312955,792740740.0757557
2101,1882433100.8146834,444885521.422041,763666153.6109134
2102,1785863770.7526104,430212017.49118996,754570098.7127087
2103,1797275668.9747386,408359739.7248913,742079059.9620483
2104,1730405750.1683638,388014175.25808287,722857948.261461
2105,1579091456.14527,367404347.7278773,696352680.6244397
2106,1588527849.215991,338060863.69751364,678292403.3345927
2107,1578982268.3201725,307715456.477775,610828478.2486438
2108,1567612853.1972384,298369373.7139803,553477763.2872412
2109,1543306086.4533415,280581546.1213108,549507232.972512
2110,1509863910.2602534,269663558.08327353,539143526.1156776
2111,1485490148.229111,270411021.1401658,488861698.76318175
2112,1427166474.5171347,267644834.81306583,453786209.0178411
2113,1350141208.750319,254341108.0536821,399172903.164065
2114,1287631910.2404797,242169994.16125324,386147323.62634885
2115,1210558939.6628878,226275708.4752297,383154658.6447487
2116,1170701448.7611542,216107743.2361302,353645656.0401003
2117,1138025332.8891675,204940698.72939292,354350216.3980712
2118,1087494651.5917873,195170720.7136923,337540284.57291335
2119,1046144469.6226711,188410084.17313465,307768322.5388617
2120,1018045656.8138083,183833183.3902682,297879327.95624036
2121,977566289.0384209,172511469.4291051,289077404.4485069
2122,973701206.3759031,164399113.68570983,270638379.097425
2123,956909496.9502425,158673985.3923786,250722085.29166347
