time,CCSM4,CESM1-CAM5
2000,97554022248.89287,97554022248.89287
2001,97498098415.89124,98144229051.13963
2002,95065918301.871,98650345762.15636
2003,91528445556.74255,96296318770.44249
2004,91600910594.27873,94129951227.71973
2005,91331171313.83327,93606383901.37735
2006,90248217607.18004,92708414912.0943
2007,87596013452.92427,91073745294.79997
2008,82375381526.43286,90362990364.30345
2009,81611077033.40135,89939177657.5628
2010,82142698208.8542,87988540043.56538
2011,81269588573.32594,83613169983.75128
2012,80590981037.53075,82729778703.3113
2013,79543132247.12392,82256595566.39323
2014,76859387853.14133,81739123375.95212
2015,76574957003.91843,79254546238.42558
2016,75828197200.05133,75342221840.696
2017,74613281201.9867,74292346365.84222
2018,73859414975.05089,73996775925.77515
2019,72814592979.85783,73361494743.90996
2020,70671710727.09886,69877536378.43053
2021,70434071869.55252,65782583912.95921
2022,67592301695.8761,64087070362.09507
2023,65637526129.228455,63729172552.29941
2024,65109437238.74022,62163826041.43958
2025,65138524542.50946,59757925427.95282
2026,63722509774.406,59468724073.12997
2027,61624854363.1131,56731524702.636765
2028,61231227380.55732,52385299227.646996
2029,59608672420.42779,50292035464.4518
2030,58761106910.28945,49281050537.9329
2031,56084730446.09921,47510046468.6842
2032,54278121402.33469,45184993565.09575
2033,52503074650.55043,42473914091.49478
2034,52137473962.97059,42361137004.67783
2035,51121043077.50699,42552471910.28754
2036,49563538569.43739,41790845020.31412
2037,46682118032.32617,40657204799.436325
2038,46387541428.945045,40342838781.52034
2039,45281446978.11204,38880028344.98833
2040,42203450175.218575,35995641722.53012
2041,41136258182.84924,34122226653.30474
2042,40427472402.36182,34136407887.504448
2043,39539357115.05152,33461558867.652023
2044,38482434141.55521,32154429805.33664
2045,38240717991.244255,30804147485.80636
2046,37405845725.96577,29687277388.804256
2047,35433424198.09642,29633088272.599476
2048,34728922386.46495,29053383103.945274
2049,33924901430.017128,27483653975.87141
2050,33533257387.558575,25978154049.33678
2051,31594432434.161472,24600640057.97014
2052,29708303264.559185,24001532668.93079
2053,29394184371.405563,23967765656.930325
2054,28920254000.309547,23654697315.59592
2055,27413558961.55111,22612221295.60111
2056,26402871992.023193,20716256266.842747
2057,26029581819.62105,20639290080.805656
2058,25662501320.71459,20712940926.384262
2059,25360075071.459312,19736410840.123768
2060,24899151896.04054,17956913618.7817
2061,24222242344.13055,17858341547.775578
2062,24303499782.419415,17591119817.556328
2063,23602189130.136517,17102910083.27777
2064,22814142905.683807,16393395540.313414
2065,22521720530.84816,15360051009.012386
2066,22498190277.93681,14153152486.787548
2067,22284690076.802856,13773472983.530428
2068,21449513917.004955,13503665556.265116
2069,21066113685.189823,13068113165.800014
2070,20673252580.234028,12456817609.31685
2071,20661856655.656593,12260289181.564648
2072,20229161936.55506,11550101902.136494
2073,19825501077.60251,10494779499.800528
2074,18855305200.587563,10513613640.558348
2075,17694789112.702633,10515678852.06983
2076,17307819985.619957,10195112642.149763
2077,17039290156.054485,9671524245.390238
2078,16523664945.52587,9213574467.264174
2079,15894116393.477394,8814236640.324347
2080,15117036679.44054,8750418930.583212
2081,14853800550.696545,8563237090.139535
2082,14312286124.05894,8027872382.665271
2083,13990741618.188824,7158022730.633762
2084,13997997031.066505,7169463962.256332
2085,13748416545.727158,7154124779.9646435
2086,13049574411.401367,6907934983.018459
2087,12845271968.234838,6551624328.239153
2088,12524068331.49014,6219043032.799922
2089,11943639554.029945,5879013448.3731785
2090,11470137753.210924,5587793569.423869
2091,11166490563.68367,5092639794.625587
2092,10951555644.906538,4910793910.739272
2093,10964273695.190817,4931616739.275528
2094,10919682983.413326,4782898344.695965
2095,10650528483.011517,4379223807.662919
2096,10444409331.18389,4273536429.93078
2097,10201101327.695526,4214942139.2670455
2098,9958386634.137096,4190066080.766716
2099,9761977417.955807,3971402935.352357
2100,9481676249.603323,3751155200.687867
2101,9178183480.472046,3620495026.620433
2102,9124108031.528444,3599395137.419524
2103,8932953142.961027,3565708448.6821117
2104,8636349727.01577,3481838800.508207
2105,8406962493.165671,3282087867.08911
2106,8296680840.43075,3132677114.243874
2107,8108865283.694986,3159001090.041338
2108,7925247890.974223,3238292771.7218957
2109,7904467903.365198,3160680804.6755333
2110,7906016737.520699,2864980932.990647
2111,7618605566.801558,2794859886.9664903
2112,7327188476.014033,2860294135.068097
2113,7316329359.537735,2876892274.6661286
2114,7299313830.72185,2785446173.078443
2115,7154790536.00501,2621083822.5582733
2116,6825310780.632228,2587209277.6613836
2117,6766338041.562242,2537653115.2558947
2118,6612595801.663149,2415519423.658858
2119,6407786195.792249,2398766456.244419
2120,6293387753.489346,2399377480.505794
2121,6229406331.060611,2408272748.09482
2122,6061260138.145628,2405180277.8453755
2123,5753247741.882215,2434440108.752085
2124,5673059696.9920635,2384686489.1565714
2125,5508667532.939306,2227177859.5332017
2126,5246228177.006211,2280620821.115704
2127,5252009637.987195,2289700823.4353004
2128,5097605628.154197,2236756047.740186
2129,4963308618.950693,2119812241.2298532
2130,4969255485.606916,2102364286.1154277
2131,4977805767.872804,2106219167.51885
2132,5065409711.282961,2099214635.7682152
2133,4941221226.630653,2080322548.7629704
2134,4726903884.864203,2061068021.8500478
2135,4443479554.124849,2000936356.208451
2136,4399054228.236392,1932314122.5045054
2137,4503375359.526165,1930863113.9011874
2138,4555076577.752796,1941626126.7369761
2139,4495426496.815617,1868883261.986317
2140,4512691279.97323,1769052422.8119519
2141,4428583189.2697115,1829838673.4705749
2142,4206474956.093905,1835427131.0623598
2143,4048878977.1496816,1780360472.3882148
2144,3968743784.984172,1755561030.2725139
2145,4019563660.754094,1767365851.268994
2146,4018859438.5070577,1734234220.8054707
2147,4000544960.077517,1628594962.5540202
2148,4029982299.7855015,1643795224.3967702
2149,4026926028.5466557,1674406044.5191214
2150,3874012076.9025865,1674231397.9625223
2151,3834693318.4008527,1593965166.4054787
2152,3695254165.625466,1632663385.1903427
2153,3591460805.9837565,1661443739.0218668
2154,3589357509.8178735,1591373063.2895834
2155,3577432539.2520995,1500925416.6955082
2156,3577259132.320396,1545286676.0964577
2157,3508631978.084765,1555406930.7664921
2158,3534366592.318703,1526033805.8811994
2159,3541209631.142032,1454136526.2847512
2160,3635169821.366383,1516289454.982994
2161,3726505541.251541,1517615215.9825993
2162,3740375586.582774,1448539435.9358814
2163,3715804939.375828,1478971103.4523842
2164,3749090344.8784695,1495252474.0228844
2165,3611290963.620436,1471641616.618972
2166,3535471073.2705045,1419344899.8546169
2167,3478467382.1131988,1385341487.060519
2168,3434360041.4466863,1368733965.9650714
2169,3358032527.615258,1321904910.0308123
2170,3356587241.7526884,1327561998.1663601
2171,3297991525.2395363,1326786655.2875528
2172,3367276045.228748,1354543768.3036873
2173,3347941717.8458614,1340057444.032883
2174,3230667119.5160813,1264986596.1680942
2175,3258980938.578834,1259183750.9074917
2176,3326156400.355484,1298002594.915185
2177,3321177582.2779737,1314465801.646161
2178,3282965267.702144,1291617171.276627
2179,3323519416.70864,1243872444.9272678
2180,3325929117.9026155,1269462011.8152373
2181,3289758502.0772667,1346868810.9304147
2182,3309205488.988104,1338830318.7930954
2183,3314599683.9261546,1296263126.2594213
2184,3258702709.52281,1274945677.9717107
2185,3258759869.433538,1318124015.4299788
2186,3350728641.8113194,1330530264.7508366
2187,3385825141.1353164,1336082525.9805517
2188,3344169166.1820736,1282865528.8831332
2189,3359709958.0553055,1243595397.3192103
2190,3248292127.306754,1286423987.605919
2191,3192208022.3994627,1312237279.6976755
2192,3276061388.429866,1290992149.72028
2193,3306783723.058215,1217313532.4145625
2194,3273432623.4874616,1281978918.6219618
2195,3242782720.7968345,1305218082.9505785
2196,3135287995.2289977,1289214194.9236727
2197,3119477652.431144,1217653970.269765
2198,3119754189.1776876,1227550242.4456859
2199,3154793635.8334284,1240917208.5499842
2200,3136518611.88393,1258585608.7912009
2201,3109351114.5762696,1250824513.980667
2202,3095195609.1072483,1237630111.9966474
2203,3050843149.4740677,1171384254.932082
2204,3120087406.9517574,1116941408.2476294
2205,3106691555.6389847,1150086765.0097487
2206,3080859016.7581935,1170245478.907901
2207,3045412075.89548,1134938749.27516
2208,3006567968.242162,1125167177.5576553
2209,3039913285.9602695,1093224951.6045141
2210,3029196877.886686,1071267331.4879984
2211,2928327101.4219284,1071609282.3710206
2212,3011027456.377009,1092604552.674114
2213,3050588129.5725975,1057438838.197291
2214,3041027471.9612775,1005447749.7993145
2215,3057977267.131443,1057139902.7278326
2216,3013972353.33195,1083853297.7458801
2217,2903282004.5263305,1077118575.1373367
2218,2867769141.711874,1030360563.6628519
2219,2898262306.2231207,1028738999.669025
2220,2881013070.8903413,1038425004.5447023
2221,2877602809.2815857,1023612080.0702364
2222,2890788899.6088057,1046708074.4689646
2223,2875399275.5012546,1034064024.7209761
2224,2810828622.3509007,998067063.2661445
2225,2805472121.4058294,1059167466.4357593
2226,2827918799.3970866,1055476363.1138017
2227,2805261235.8598294,1003113465.2511859
2228,2723929923.8254485,993796920.5754569
2229,2679033322.1889396,961235003.7860909
2230,2689973780.0855703,976777547.3608378
2231,2743635322.9543133,984744057.9630824
2232,2801661428.5707107,944675371.1892742
2233,2842565312.6020827,930466750.1995876
2234,2812703605.823769,919595707.3825057
2235,2782862992.5406246,899492749.5692339
2236,2820592273.1800337,915330072.4037769
2237,2805618551.9299507,924927544.3270621
2238,2827240103.618777,901374314.4405124
2239,2857159261.603812,920407982.185833
2240,2884227868.430661,945416270.376313
2241,2831477784.3750076,950304366.2661386
2242,2725476250.176963,930293791.1713053
2243,2714384599.3599706,936551069.4883616
2244,2752707949.6068025,919874365.4568238
2245,2797642177.93904,928454774.7306361
2246,2808905337.5069604,942455499.8145497
2247,2861473114.7685313,921953392.5682669
2248,2871294995.986336,913446308.1547115
2249,2846228083.832751,932837855.8633726
2250,2778040530.3300223,935512312.7966965
2251,2832469002.5068364,933260457.763397
2252,2787580503.9764204,918098744.874812
2253,2757708058.1058297,962427454.5348265
2254,2745578548.552247,964523147.6453904
2255,2670683574.138886,954667451.4435766
2256,2685921461.63043,892966351.2952956
2257,2667590364.262257,867363833.0061593
2258,2620090797.1237197,887618431.2914566
2259,2679475736.7623973,911404721.9426624
2260,2774342217.4987473,922787302.3324771
2261,2756233449.219605,916703645.5056204
2262,2685682256.376771,903819336.5855387
2263,2686391917.630775,873985733.8915682
2264,2649144005.3491907,893164277.0244497
2265,2604275399.5692253,895754448.2218211
2266,2630572026.3395944,881552894.7359674
2267,2630165322.390162,861901358.6401217
2268,2638134672.337131,881141369.0018934
2269,2670686939.1201406,872702102.37151
2270,2683954889.067169,840712389.0567564
2271,2690803152.0876436,860761405.2613801
2272,2717344689.3675337,864142581.7390875
2273,2685985809.2239265,839033638.7827638
2274,2696057946.397253,822494429.8672236
2275,2676699877.683469,846976541.2912388
2276,2651496123.6540794,871250371.7519274
2277,2678158166.4720764,862457240.8486236
2278,2667426712.51773,819208788.0938104
2279,2692305402.2085466,830613071.5434114
2280,2664479909.49229,827591006.5206399
2281,2671194647.724715,823222925.4074126
2282,2668718135.5502315,824349343.6850731
2283,2724392087.5297694,796221988.935773
2284,2718399763.046683,789504918.1346691
2285,2584855068.587555,788476289.8591986
2286,2543507700.5334063,809364455.1451111
2287,2605783234.4086967,808191584.4871421
2288,2583753820.9548326,763651407.7036133
2289,2512946249.206343,751594875.0863773
2290,2537863356.493613,790645879.881113
2291,2609311584.646407,790059876.6698687
2292,2612366572.365797,781633259.5370364
2293,2636934372.043133,762601146.7855949
2294,2642573915.613928,770314216.6380488
2295,2537471805.2384286,785659617.584253
2296,2504801989.767382,783020837.4835377
2297,2524157793.712023,762179708.758426
2298,2548016630.8920245,756446473.6783577
2299,2538969334.185691,755049698.4529256
2300,2531617467.3848495,770618679.915104
