time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287
2001,98361365620.41179,96059693846.82916,97540327662.19023,96628935680.65257
2002,99051050538.96622,95615464745.53922,97565171388.95052,96890651803.43031
2003,97377994865.76167,95513829256.62717,96256310454.21089,97035380065.83476
2004,95942684634.54878,95231106103.74258,94257970912.49776,94986380156.20868
2005,95781058324.34937,94524788874.62976,93892249674.73438,92279996014.9991
2006,95242836673.30968,92180666856.64418,93297208377.45314,91074005827.42305
2007,94199259419.67976,92575159392.111,93236622552.07414,89855967844.14366
2008,93355985044.58476,92967838578.63857,93141000518.0944,89323861531.76196
2009,93601316590.37108,91916428461.55258,93229802325.52512,88764219962.71286
2010,91515194892.07448,91729352957.65561,91629053813.33972,88016819458.21085
2011,87908580401.18462,90641451547.4155,90080210806.27113,86618515240.72578
2012,87823212741.30249,88190872321.36552,87413219921.13878,86196725254.68222
2013,87361905984.3632,84357449291.22466,84211857071.06863,84331741152.39389
2014,85997605873.00784,81169656595.05879,82374328374.14314,81251310081.9344
2015,81280449031.93916,80006186994.1061,81329151758.71333,78938230542.0096
2016,77945242323.55595,80273776817.66902,77301894417.87024,77152314649.97778
2017,77105311806.6025,77389889921.41087,71921560104.66025,76375774200.33435
2018,74655290150.86087,73188562296.34294,71159734407.36824,74570091745.1412
2019,69744925639.12483,70950666490.36507,70745383929.48997,72419265633.92136
2020,68304280394.50599,68440233073.90869,69426640270.66568,69292254851.08018
2021,66837778942.407196,66268319042.471756,67133510986.1424,67762102039.922935
2022,65245798067.0335,62940595652.288475,64477817545.18181,65657653556.31138
2023,64283830395.88773,60213168300.20506,63935278467.24318,63735640495.382774
2024,63495000864.50314,58828099236.89303,63971784535.826416,60532714392.930244
2025,60107021267.232735,55531182248.06626,63235362625.42597,58005914637.3552
2026,56675651836.85174,51553914405.469604,61242019814.67072,56942933228.228516
2027,55810115960.027885,50369541219.45316,58956794220.211945,56026961837.82094
2028,55301059477.62945,49447700642.08806,58094887648.180695,54523156155.43263
2029,55290838391.08305,48827563164.09936,56654846053.340645,52413356139.17893
2030,52780549782.88313,47949772268.24851,55024775523.32661,50902120889.79447
2031,48256635733.97994,47261882934.85606,54305753618.23802,48883875428.84764
2032,46484322870.179375,46694192418.83999,52554643009.15771,47885549419.82202
2033,45854220912.37501,45295165711.64531,48925709750.63046,47072147451.35644
2034,43964504203.5778,43960938734.429245,42888902017.93342,45305308395.81729
2035,41583234020.57052,43514990323.80925,41275154503.15204,44556207325.57384
2036,40347125960.49777,41106725312.839005,40232682948.220024,44052476495.84235
2037,39031723196.38796,38723756175.76248,38083788795.057945,42500720229.573166
2038,36290390426.580345,36077106686.75257,35689351822.08251,40663929711.64874
2039,35291891238.52425,33682727702.566498,34590794071.60804,38626073025.004
2040,34701941200.00581,32704326329.777798,32876647058.180454,37746101064.03045
2041,33926953151.17435,31346128314.29912,31391237511.259117,35743121917.843796
2042,32981168326.494873,28654258230.976032,31628812131.399715,35640863799.63057
2043,32329574131.694893,26400965747.97137,31514863601.852497,34309570227.959507
2044,31226421079.196632,24356626257.9284,29851231364.72962,32417327352.730797
2045,29013270757.173767,23148824854.692047,27569277701.925632,30484394158.08199
2046,28522301049.469444,21970435984.376923,26834818035.88135,28384457418.274456
2047,27523132247.02466,21746461885.956604,26278288952.193638,28694578539.562603
