time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,167676597735743.66,167676597735743.66,167675372484253.12,167676597735743.66,167676597735743.66,167683746553123.8
2001,167291680015938.75,167308524346675.56,167334867592318.38,167403953957753.3,167196952591078.06,167416804458672.34
2002,166998393042804.88,166951634841741.47,166892938150102.97,167200664705447.78,166850041671107.28,167030052419254.44
2003,166668656453342.2,166532795502932.03,166488813278955.2,166919802042943.22,166568491306217.44,166663816223540.8
2004,166267581809528.94,166156146845504.66,166150575947253.25,166565888297607.88,166299019033550.16,166437469163021.5
2005,165913043191028.25,165728081222191.12,165844149361808.62,166279927269137.25,165965358560244.7,166041071996276.03
2006,165615833395979.97,165354304839501.3,165510082980732.75,165942488126637.28,165534707670848.53,165682014468723.66
2007,165202186713129.84,165023198857916.1,165282183125535.53,165648979491494.28,165190423359577.62,165303327921204.62
2008,164923931064106.25,164660921685894.06,164967061054908.5,165386006556492.38,164890189471006.84,164887075903393.06
2009,164531760372686.72,164318352056665.8,164511137646715.75,165129393691588.03,164463004295610.3,164378892922434.56
2010,164251643064644.62,163824495215726.8,164063075336411.03,164656759665205.38,163937182429585.88,163958755458354.3
2011,163870081644607.56,163384640970445.2,163709045954020.84,164130089736838.72,163433474403192.28,163617372318213.16
2012,163427526561365.9,162921223236753.25,163323304572539.75,163610411733082.84,162991229032199.72,163198888094046.0
2013,162903978680601.2,162459049795384.2,162895185775620.66,163100199314965.25,162572014180847.2,162841929238135.38
2014,162373273360710.2,162039711204917.2,162448361702403.88,162578363779091.84,162103307239195.9,162388093846940.12
2015,161913541981964.56,161589240958958.06,161960437634067.16,161950076463425.0,161694733086529.4,162046729333326.97
2016,161349887799042.56,161184090901063.7,161524417575506.44,161467667043473.44,161339877646734.03,161616906437752.7
2017,160783660003881.44,160711536692065.88,160945158559294.5,160992914994472.78,160853869887745.03,161196568340717.8
2018,160337997796688.66,160324350683794.4,160451323651191.5,160359065624839.22,160369944363885.94,160689914473098.34
2019,159957814062835.34,159928488452481.56,159933408310457.3,159860234748941.0,159817935416651.28,160150873669124.2
2020,159432479137859.5,159467949992334.56,159380411335117.5,159353721875754.38,159473157861651.53,159514209058116.12
2021,158855334836388.84,158916753252334.6,158873897959408.9,158772948646936.56,158953815230062.4,158828342492243.1
2022,158302805585499.1,158270380012176.56,158295931268110.06,158107638269740.8,158388319571211.28,158344235581337.2
2023,157667909957350.97,157718704329586.94,157803814949438.94,157488415311856.8,157906588538068.53,157749151611762.9
2024,157160690453850.03,157232018691910.72,157174010010483.5,156897290194012.97,157401083710258.0,157273851345717.88
2025,156631521029688.84,156655070348742.34,156541750299594.9,156091023071891.7,156706049579950.1,156507995967613.34
2026,155969062697492.53,156015537305943.1,155748243456905.8,155266798673660.38,156039056277733.53,155859516592344.5
