time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,875245119394.9921,875245119394.9921,875245119394.9921
2001,862074978217.1506,867890180981.444,864098986725.3721
2002,853665101188.4344,860356807378.3718,856686498792.5614
2003,839783842200.1918,851965770070.4412,850621793315.2593
2004,830222985964.1842,839253711544.1189,834437188393.0894
2005,820635249649.1105,823831075162.6829,823276206074.096
2006,808882275831.5361,808909311357.9448,814246424553.8687
2007,796292917685.5884,793234689948.5344,810015273926.1869
2008,787512245026.395,787887050010.7393,792895382568.7533
2009,773857944378.2971,781821178211.4701,785773397711.833
2010,759697034302.3766,774731473024.9122,777137443817.7964
2011,750365632386.825,766290875993.919,765817658312.5455
2012,742435248159.5564,751787997948.3263,749766320878.9216
2013,731929527308.9594,734651410010.6123,737002643978.7854
2014,718028533154.9055,725452364450.5266,728092683755.7671
2015,710516315600.1031,724441170175.1093,712418559333.22
2016,701193705074.8192,713196030569.1287,694344236186.7511
2017,695324314577.5511,700936946652.6051,686124237271.4314
2018,682689734787.6324,686526268249.9686,671467545367.6526
2019,668220314149.9078,669926695767.2795,662862507652.5968
2020,654070346889.8195,655004295719.4283,654996496726.5397
2021,636867922126.243,640218852668.1506,638589381062.5997
2022,621592550716.7533,626067225033.6343,621632507493.7758
2023,606314121048.2991,612085699040.5741,606610159520.5991
2024,591004576024.4224,597911208399.0349,593919867320.3884
2025,573474453157.6556,585040315627.3069,582892611844.8231
2026,558548348864.7002,574946400938.5106,571916454931.2731
2027,542527905501.65936,561355636890.3586,553760032727.301
2028,529858209641.14764,546673489843.7237,536823413451.4699
2029,516747478285.4121,531066911071.88025,517095932907.083
2030,507901480887.9336,514454026677.67334,503806553320.84296
2031,496585116801.2419,505035874426.1213,493986416908.5158
2032,478998931960.00507,497064751948.51263,474925106787.33203
2033,463764113483.0447,484150140880.71936,462138242531.2077
2034,448304409277.06934,470236057096.7575,456154431291.3594
2035,432445104062.00256,453636970928.53827,447950514692.94037
2036,421066765526.5177,439576138563.2366,437177631372.6359
2037,409415134966.87695,426868660215.91266,425618636614.61676
2038,394141472458.8754,411789147669.5952,417029919229.0049
2039,380696997218.6805,400937523998.5162,403355231059.83295
2040,369770901471.7497,395681419758.00385,389964750327.98706
2041,359883166579.19977,387025910949.8714,378370476101.58514
2042,351920383342.97943,373220517241.9868,371268870520.1375
2043,337483790356.3516,362453385578.2879,363063148043.7757
2044,326508655989.1521,350346951332.4497,354183786871.49414
2045,315545266865.0467,341106786480.75,342488934290.78796
2046,307820488454.5665,334466465394.68115,334340422056.0977
2047,297668005641.13947,324743075155.4629,325502369766.3423
2048,289867476776.04,314896702583.386,314567074585.0787
2049,286070006265.0024,304545317331.4639,305817276993.0075
2050,280169655036.5512,296165597333.6551,301040062416.95746
2051,274146479133.6505,286754251520.90784,294505256833.88556
2052,266880245430.4677,279765242516.97107,288007147935.0478
2053,261783502408.94943,273854780523.04056,284193196606.73755
2054,252717373190.62784,265648100220.29074,279865374725.89233
2055,245878719262.8209,260832184365.88196,273525785984.15405
2056,236820301679.2554,252443797080.95187,269890772718.66187
2057,230505185371.35385,246665894103.59143,264469682063.1828
2058,220811692082.43524,243899603356.601,256634162831.12137
2059,212838463819.55347,236882324821.7683,253788231966.92047
2060,205960297105.00168,230266065722.41757,249503078223.57602
2061,199302989971.29865,222012217437.3455,244089766052.92056
2062,193434667943.46246,215287588198.8996,238969721863.7139
2063,188674838650.9837,209733453526.73535,234775215089.69565
2064,183283811221.27805,204706487186.74875,231228467267.26465
2065,179088651951.721,200772536182.2656,227568364232.39862
2066,175863364154.86902,195320465154.55347,224367368308.20038
2067,172835602587.65836,189095147652.16177,222267450234.12378
2068,167466126387.4947,182716077375.5844,218126106511.14056
2069,162677275027.64526,179387120142.62576,212864181833.00006
2070,160106775996.50418,174657280578.76987,210591871711.27625
2071,156753854268.8204,171040354740.68002,208934805986.92566
2072,154323258894.25638,168409156211.42337,208318730059.9731
2073,150921144324.26837,165482157682.565,205078088504.15625
2074,147621538383.46423,161775651091.8189,202627862867.3223
2075,145051636558.63123,161108055353.19955,197646604539.54288
2076,144381956028.1952,159430209705.6951,197906851810.37817
2077,143123495535.8411,158636392365.47858,195576694192.8718
2078,141170538027.5472,157390261067.7394,194262013663.14557
2079,139581089812.32248,154244916131.41177,191937557499.13586
2080,135873777267.72328,151056804413.16754,188225692565.8726
2081,133538876053.24121,150658022029.16995,187276252093.2651
2082,132214232125.76942,151046053919.02045,184483782371.16916
2083,130498103193.47794,148685012875.63736,184069042318.13843
2084,128658719610.32872,147681756835.8309,182501611089.61105
2085,126490364457.91023,148319019335.47617,182516805884.4285
2086,125932897232.00241,147081135406.3375,183577681341.3243
2087,123786354972.32684,145859298814.4607,181283892690.6073
2088,123902617141.79446,146108941317.5418,181019632672.31235
2089,122885690219.36583,144753017428.10828,177331527847.9193
2090,121784191167.71135,143516648866.50647,176761645161.05344
2091,120001061079.37769,142794689866.06787,176128864360.6228
2092,120433732010.10783,142609621108.68213,175341926373.6953
2093,119853118637.95116,143937415708.04337,175428474504.83316
2094,118012116008.41893,142772542444.05814,175538683457.02264
2095,117730997545.0281,141893568847.3436,174693153360.0942
2096,117383709996.50557,140249753384.78018,174982772159.92038
2097,117059343355.50604,140909494616.58545,174190165373.33752
2098,116476015548.34496,140399905248.38226,172865917193.91565
2099,115863826540.3856,139090027856.89282,170624802888.52933
2100,115077992228.25168,138119401314.66602,170462146388.1854
2101,113919420822.03398,138266083303.5436,173654378269.85028
2102,113373170019.47586,138816438568.58597,174310949910.60718
2103,112531263989.42293,138697191053.86057,173261749399.22687
2104,111767567093.41878,138497997718.41647,172893646796.17233
2105,111693098176.39754,138673883512.3389,172948598737.10645
2106,111763481218.53035,137033770403.14072,172244335100.831
2107,111667477142.4268,136590323246.3756,172429150755.05197
2108,110998703864.31444,136651346653.86368,172240589722.86676
2109,111166817706.21686,136634054774.6499,172166102286.0662
2110,110840575140.10371,135131703367.04964,171301145254.12982
2111,110705396242.52081,135845901530.42242,172110633962.74878
2112,110864629798.5573,135230031828.88374,170410964857.25723
2113,109870348537.64961,135084770396.9764,169381536429.51456
2114,109538119392.26225,134322063162.32893,170261250856.6013
2115,108848806739.27065,135118673945.86526,169239046553.24713
2116,108189620804.71906,134774047723.26253,169227863399.23297
2117,108445160446.96599,134915940838.57535,169764229715.78714
2118,107987087902.68611,135916787466.71814,169561515157.71292
2119,106243520648.87207,136725112943.65788,170601885856.67487
2120,106333804589.9086,137654074523.63898,171563298207.02576
2121,106300981099.27896,136939372286.21574,172749992191.3931
2122,106494027327.20998,136425294707.63536,174253819489.3462
2123,105258524629.0113,136912822243.92252,174594209182.20328
2124,104314518334.94675,137985575157.04373,175292962431.4066
2125,104135870866.80692,139294262866.5069,176113188198.188
2126,103994093094.38535,138532211499.15027,174945005462.33942
2127,102790828865.19922,137705636174.33228,174890084329.97006
2128,103413742471.18118,137622688292.29086,174443577794.20908
2129,102870493799.44579,137043652705.65143,175553346523.36945
2130,102961304945.53867,134763174023.22844,174696027935.92535
2131,103433921092.80421,134968620030.9094,176386406074.54434
2132,104180423799.4342,135604865569.8348,179719961730.84814
2133,103055190590.45093,136049940977.21298,179694709306.11386
2134,100107043558.49551,136393542764.75276,179132680908.03967
2135,98932114954.36607,136785481442.12862,177541967961.27377
2136,98143968256.10663,136449661264.55466,179316403794.60516
2137,97570703757.58044,135101816532.9248,178948605857.0437
2138,97678903866.71486,135082150322.7984,178213311723.67822
2139,97667626931.56084,136375210586.10863,179450410006.6649
2140,97285184544.14125,135982489041.7495,180517887842.1639
2141,97130728802.02167,136335569210.78165,180939170000.2135
2142,97447040232.72974,136546853036.52031,181835151115.93085
2143,97093027949.88731,137359897553.19461,182253364604.53976
2144,96895780824.7287,137432052696.58847,181674714673.34042
2145,97258093445.4446,137567515374.2642,180078138818.78745
2146,97699876104.52957,137714143548.0624,180308718614.27728
2147,99340198763.96918,138675411322.6189,182829923106.64157
2148,99997482003.06973,140714656077.7696,183692457161.44125
2149,99897228845.12636,140714254886.03635,183152432983.43018
2150,100617751176.7059,139442016828.20624,184410144592.52325
2151,100393290367.15508,138932207759.18567,184360090824.28638
2152,100409984304.47403,139463824892.19714,184155281748.7639
2153,100505514574.81566,139549190122.50305,183734027527.15567
2154,100374752956.23059,138743306731.79678,183539952338.70026
2155,100923072502.0987,137948607872.497,183748866436.1802
2156,100113547715.66058,137789951501.42792,184734984989.49124
2157,100476298553.30392,137157564943.56929,184363024278.1215
2158,100155050364.41814,136657669702.40942,184863458887.8777
2159,100048612581.37285,136123243796.73457,186554525335.10214
2160,99298651399.55656,136621888054.17668,189248173637.8004
2161,100190559908.75766,136378415155.14966,188995076355.55408
2162,100054429436.55264,136660404386.51437,186077779034.24945
2163,100738897385.07477,135273365326.78209,185193580963.53006
2164,101436517895.83694,134798854048.6089,188503456213.1598
2165,102313487166.17175,135380790413.94594,188622963770.83838
2166,101750788088.34993,136853553363.36703,188649677255.11865
