time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,875245119394.9921,875245119394.9921,875245119394.9921
2001,865020176889.5531,867294418392.3147,865155172182.5382
2002,855470125719.7369,858740230024.7538,858793828373.1543
2003,846322760840.9291,850502747395.0514,853471951676.8032
2004,840097831675.4991,837531236180.8474,837872425000.4835
2005,827834216019.3381,827450310958.7363,828085142265.5171
2006,817987847933.9768,812913838029.5272,820307910805.8296
2007,805755444247.3226,805152124492.7039,816791974762.5118
2008,798122633836.8881,796690188131.999,807369739804.7596
2009,785735219796.4613,784848417769.9971,798301079385.5778
2010,774768083756.0198,768184686432.1764,788127303415.4149
2011,762210157314.0331,753912068720.25,776552271250.9655
2012,748357810770.3635,740781266754.6691,764800855542.7488
2013,734692600806.8506,727923674104.2003,752852116799.8599
2014,719232588096.4675,717849587313.6735,737055148618.8198
2015,711804975157.873,708181726094.7601,717762500838.4819
2016,700367983461.9788,699524702323.3441,702411047710.2004
2017,692373800484.9115,690091651242.4862,692868031102.3524
2018,672798271618.4242,681604796896.6488,682166357460.1261
2019,660320969875.1244,669507108491.5275,664867512762.9464
2020,650666332251.1765,653564306620.9281,654961449091.8612
2021,637618562980.0746,638671954074.9395,642682704367.1476
2022,622535671931.8401,627026410205.5442,623407195426.9288
2023,606331394873.4952,608577241180.9606,606041642430.2522
2024,588811259543.1527,598551711774.5995,587656202294.185
2025,571569579792.0922,584184369013.314,574591299340.2915
2026,554174369817.4504,568770888859.4015,556958849695.7108
2027,541209502227.6282,556761422073.9023,536585383316.18256
2028,526043744486.3031,546753248444.7651,520837315387.8836
2029,510382997060.894,529885233650.1499,505566652249.3522
2030,496398822816.3598,516660197341.61816,492244598582.62634
2031,482166589805.3156,501741094441.41284,483698396989.6616
2032,464876624562.30176,488466021752.36084,477465162531.1139
2033,451956092853.75055,474678789334.8282,466250588330.80536
2034,436426118195.1233,464190965132.2015,452251016651.94995
2035,425109800809.6804,448018652612.1755,435622275220.289
2036,415164776786.97626,437631515752.59125,423068122800.5661
2037,400061299862.179,424333478341.90594,412995576652.9121
2038,385088947774.32855,406987753616.8266,402121815126.78864
2039,372454599910.78284,391681283014.8174,391284737579.01306
2040,361618980919.33417,378295138330.25195,371495402369.8938
2041,350265436354.8446,362918819296.7026,355634207008.4582
2042,339408537763.9354,347782713824.3176,341889644437.7857
2043,329140061272.2772,331267863719.78217,329697876863.3206
2044,314641705204.0151,320170086797.86383,312206917819.75824
2045,302441138464.1621,308862409003.20135,301320306708.16766
2046,290709809826.748,296384287093.5316,290526724481.68
2047,282358335310.6148,283957076612.7504,279580399331.48224
2048,272522632408.23154,271993048741.52402,267346110942.0173
2049,264871823636.76816,258581273997.70493,255819187166.41522
2050,255703270859.10754,247569807993.84247,247452364603.61816
2051,247351182958.67267,240659290139.88593,236753657614.74728
2052,237168214760.77298,230677785738.8258,225460494121.61523
2053,224715989359.32175,220341514796.615,216017270052.59482
2054,216662550200.1761,209680254773.0497,205402067352.08237
2055,209608010379.40903,201582914494.97006,192320949780.93744
2056,198132955708.52957,191369790332.4744,180574059440.383
2057,188016527991.57407,180213126876.52924,170994549363.60202
2058,179897847159.2049,171970930356.76364,165535160995.44806
2059,172761166690.17133,163992516224.83502,157013850986.58917
2060,162907015797.4493,155728765138.25885,148915828034.30005
2061,155286879795.7757,147243671162.3683,141341707268.1277
2062,146816718154.4372,139724084675.77838,136040878726.8994
2063,138081272293.0458,130802096140.01566,129357113803.31914
2064,132208357904.62231,123773318960.91608,120775060732.20065
2065,126979952892.51952,116230693610.63164,113561810769.74797
2066,122548051263.32576,109744143696.77692,108594158307.10753
2067,116157090030.05592,104393623377.45528,102777582029.28058
2068,110601082028.42102,98883464605.62553,98879050085.15584
2069,103974779094.49481,93021749770.65977,94389270636.04243
2070,98719794484.05847,87371754264.30951,89651573501.31851
2071,95053027388.887,83574702029.95966,85288808438.60045
2072,91405989659.82661,78233965914.79056,81341928576.4811
2073,88013128171.63492,74215962379.57051,77378162588.14609
