time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,875245119394.9921,875245119394.9921,875245119394.9921,875245119394.9921
2001,863208934006.5455,868128925241.6807,864988126140.1942,862543573820.965
2002,855787118514.8408,860725170414.4371,858712356518.9712,853959544285.5098
2003,843105656312.7219,853184545123.7004,853713947627.8778,840955490139.2479
2004,834258313282.9109,841875971603.7659,837257001508.3132,834135738553.7251
2005,826323715564.731,833242509565.4418,826913778170.416,820587033495.8555
2006,815427344716.4554,819513950927.5018,818815078243.381,812380049477.2845
2007,805816268022.2664,805244495695.0038,817413949528.7203,799343629182.4768
2008,793393662246.8833,798932241578.0204,806890704616.1027,787108311112.4142
2009,782881063906.4535,788526194820.6613,792925834768.666,780877469758.0405
2010,768901506730.5425,776387300595.1394,782511100030.1898,768415510335.2068
2011,755941060143.1687,762182186923.7225,772783756508.0754,760495796785.3444
2012,746631523944.0682,750341523761.4387,762276674126.4447,751374463712.9677
2013,735171375346.4015,737805921369.9116,753232418716.4031,736754629965.853
2014,720488796999.5966,728725403058.9216,736614355819.0383,725845054541.748
2015,712688830484.346,713135750660.3156,722394435710.2266,716857903222.7428
2016,702141213892.9976,703064785836.8716,706087729049.3751,710873064379.399
2017,692504430813.1935,695117596053.9756,692081742257.8057,695490887053.9901
2018,680931839394.8396,678602252674.5481,679275443336.3236,686497829682.8198
2019,672210862490.161,668622716613.1748,666529160705.367,671765547858.0845
2020,654506300762.8933,655565667530.419,657072123658.484,655690706967.4114
2021,639257955680.4279,645756620993.2744,641636127843.6282,646190644142.6454
2022,624913121687.3337,634340745352.6576,632476075656.4832,631519887035.2203
2023,612979151867.7217,618039436499.1167,627857352971.627,614426010714.6284
2024,602905723560.1285,609663749399.4482,615486828323.8872,596458706838.5485
2025,585916480418.9587,597405260704.1499,602591868935.1278,574771604119.5974
2026,573802284646.1189,578317592070.3878,588760566542.4753,562174373234.9957
2027,558550733445.0067,562552416278.3597,574009894068.0543,546745540107.8766
2028,548990664125.1514,545658494819.06165,561876028664.059,533979755646.1294
2029,537735390118.5696,530372585920.0332,547872044950.4519,515873209387.4726
2030,520430784857.6677,520141246487.9279,529249759184.1891,501673127856.8382
2031,508815414240.7497,508827291031.00995,520927014819.41833,489202288482.5919
2032,495129945659.65405,495690961740.2932,504114358931.0246,477902667549.9352
2033,482600664881.74457,482911107399.32904,495328902770.53107,459910713991.1881
2034,462604381169.2737,466003313666.25336,480871768386.6421,442430806168.65454
2035,440731347500.5532,453594015257.2577,467446478526.45654,430925649514.0859
2036,428113766381.6836,438043779781.91437,457581936924.8213,416703343338.24274
2037,413854612806.978,426109017662.29553,444078726847.4938,409359408333.7468
2038,398804905808.35693,412720441677.01013,428182665654.73334,398135135210.0616
2039,386143426080.6607,400952810428.7681,417239903642.11755,386508826693.0052
2040,375985448530.6987,389591516268.57007,401604666810.59674,377036419818.4247
2041,360865521640.8966,379264856323.4747,386636886633.78577,364724780842.0793
2042,350534824555.4723,368036515271.3741,377481319152.77783,356386047664.225
2043,340148560464.69855,356445061280.00037,363512705283.57697,344927247730.9531
2044,325006611409.7942,343204752507.01355,351293045457.0074,333703319586.7992
2045,314433650908.363,330558094251.72595,335692225224.2225,316780101992.24756
2046,307388140717.96173,318103766854.54736,325073033245.914,305901090866.1715
2047,295541932465.8421,303818594135.0157,319648836994.2872,297232419810.07513
2048,291401405362.7917,292106633487.15936,310677605224.2249,285823293214.20685
2049,285046934343.71313,281865086361.8422,296257418079.1062,276626319995.4929
2050,274933791480.6934,270921412872.30212,288140071504.2671,264766848812.79617
2051,263968085643.8345,262085912251.9736,279900340497.3389,256097628414.6804
2052,252396830021.36545,254279284896.4823,267098130294.9052,246559193363.87976
2053,244222077011.31723,245777658924.6007,256880131127.92014,238702642194.996
2054,234809810152.6931,236494336378.9632,248633848931.16113,236233440371.12875
2055,224649227047.6378,226508397793.5245,240332009763.08786,230994520414.12582
2056,215569310353.70273,215390184140.34253,231423576798.95273,224045425812.82217
2057,208968140821.2333,206576116318.87454,225804175879.39612,218840851293.25293
2058,202318947247.2499,198543376243.11462,220267593654.803,212767148138.8413
2059,194661200260.95883,189978089041.8093,212143656225.70273,207211029345.19247
2060,184377875429.8918,181851310207.47495,203929103516.5113,199538911905.83865
2061,177732378877.3556,173186698268.65463,196626644546.9821,194440832039.46115
2062,171545632470.85526,166860716085.18793,194342506046.14697,188902894885.65417
2063,165939147766.99997,160531555025.03146,187328084816.53738,183184639451.89618
2064,160559631935.49246,155756255041.13156,181213027637.04404,178791147430.13257
2065,155721679650.33273,149120933916.36343,172380575813.6816,174527417961.3015
2066,150697621408.36884,146083507254.16235,168154582971.46317,170610230844.69537
2067,144504306932.74805,141544955393.18698,161298025505.95517,166058372937.81558
2068,138585483698.79742,135061072777.05318,157699435371.29736,163686795413.62485
2069,134578142227.70015,134103842309.87613,153952589745.26352,160160115430.15912
2070,128987000025.26666,129383336297.31944,149624967276.5017,158448873499.9993
2071,124972531398.04346,126117689339.98038,143456092432.16446,153810776290.5285
2072,121896631754.81111,121651959988.55225,143529888575.85165,150409026632.63068
2073,118915568696.90932,117080833993.71407,142102177777.15735,147130496397.02612
2074,114671536979.4778,114434604727.96576,140484519201.0626,143236470238.72287
2075,111649403470.89671,111763899718.80441,135135697940.82304,140117378953.1297
2076,108974501208.4565,109078881629.80795,132249646303.1326,137937662596.71466
2077,104934571201.66635,105684643155.38669,130292660525.14893,135464991735.73172
2078,102791383749.10796,103111837695.87871,128037209868.67319,132634627675.89714
2079,100987038779.54488,99701834874.37524,125354178038.3238,131538590655.23325
2080,100472694739.39915,96334727450.52826,122481576071.69208,128464644662.71349
2081,98646098705.25993,92577232079.98169,119413681424.9108,125358146400.72282
2082,96391044979.3672,89923778855.42192,117153235675.28972,124178763047.20906
2083,93838406341.66556,87474281013.81158,116016806963.29662,120538171197.47337
2084,90771202115.47195,84983705651.39455,115137265131.11684,118073569776.0896
2085,88236549800.53052,83547071989.25958,113991667335.2998,116684347996.66417
2086,86230613744.87386,81073452855.00134,112105012835.62186,115575071749.46361
2087,85957183882.09998,77532170856.2216,109567447251.45695,115995396810.59335
2088,84491940126.26656,75404637237.70915,105661520554.01384,114797963811.90103
2089,83498085558.92207,73219508904.51868,104396479502.37164,113635176108.76675
2090,80873986587.06003,70545737362.44957,102699102403.93494,111146174905.12338
2091,79091633278.93468,69628740793.2023,100370259430.18964,109876706921.91368
2092,77913589203.89561,67726453734.99358,98779102661.0693,108199918140.02124
2093,74774213279.08913,66638476881.49787,99694879065.68837,107883134610.69496
2094,74918257164.05931,65681461628.88156,100200733405.79424,106354166530.71953
2095,73244322769.00497,64516506675.52209,99448140277.84814,104746058247.98286
2096,71888271611.574,64436513029.19866,97802960058.62659,103339074077.5254
2097,70693854499.23033,64535872033.48722,96002949414.08896,101083348049.47958
2098,69622612328.03801,63326534643.49767,94995545007.57036,100303706999.57483
2099,68470826749.50065,62277249592.88464,94865493504.28378,97534040112.68198
2100,67985461413.386894,62122483716.50826,94820020361.73616,96850578786.46461
2101,67111029612.49658,61800883581.74413,93838259240.31929,96279733083.99051
2102,65523988758.05413,61602421312.60501,91848793237.50714,96254894192.03087
2103,65988819870.96995,61354204599.07228,90505330174.7037,96004094695.64104
2104,65912770560.968315,61021551774.36109,88734404224.37262,94987126063.68112
2105,65412460646.1522,60225196219.98524,89024602768.24438,93690288337.49486
2106,64428812614.75373,59379695499.946365,87564905354.95757,92642114316.04988
2107,63547367697.40043,58673672379.204,85542697287.3797,91893581235.15244
