time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,3769517400000.0,3769517400000.0,3769517400000.0
1981.0,3769517400000.0,3769517400000.0,3769517400000.0
1982.0,3769517400000.0,3769517400000.0,3769517400000.0
1983.0,3769517400000.0,3769517400000.0,3769517400000.0
1984.0,3769517400000.0,3769517400000.0,3769517400000.0
1985.0,3769517400000.0,3769517400000.0,3769517400000.0
1986.0,3769517400000.0,3769517400000.0,3769517400000.0
1987.0,3769517400000.0,3769517400000.0,3769517400000.0
1988.0,3769517400000.0,3769517400000.0,3769517400000.0
1989.0,3769517400000.0,3769517400000.0,3769517400000.0
1990.0,3769517400000.0,3769517400000.0,3769517400000.0
1991.0,3769517400000.0,3769517400000.0,3769517400000.0
1992.0,3769517400000.0,3769517400000.0,3769517400000.0
1993.0,3769517400000.0,3769517400000.0,3769517400000.0
1994.0,3769517400000.0,3769517400000.0,3769517400000.0
1995.0,3769517400000.0,3769517400000.0,3769517400000.0
1996.0,3769517400000.0,3769517400000.0,3769517400000.0
1997.0,3769517400000.0,3769517400000.0,3769517400000.0
1998.0,3769517400000.0,3769517400000.0,3769517400000.0
1999.0,3769517400000.0,3769517400000.0,3769517400000.0
2000.0,3769517400000.0,3769517400000.0,3769517400000.0
2001.0,3768228800000.0,3768215200000.0,3768288300000.0
2002.0,3753952300000.0,3753746400000.0,3754922500000.0
2003.0,3744566900000.0,3742701300000.0,3745835800000.0
2004.0,3738736600000.0,3737594600000.0,3742792400000.0
2005.0,3725734600000.0,3723577000000.0,3730772800000.0
2006.0,3718159000000.0,3715997800000.0,3722397100000.0
2007.0,3711168200000.0,3708251800000.0,3715365700000.0
2008.0,3707510500000.0,3704345400000.0,3711354300000.0
2009.0,3697602900000.0,3693833900000.0,3701734200000.0
2010.0,3688788800000.0,3684048200000.0,3692796200000.0
2011.0,3666678300000.0,3659198000000.0,3670254200000.0
2012.0,3661699200000.0,3653147800000.0,3665626900000.0
2013.0,3658819800000.0,3649066000000.0,3663044500000.0
2014.0,3652912000000.0,3640572700000.0,3656258300000.0
2015.0,3635334000000.0,3618336100000.0,3637370300000.0
2016.0,3635190800000.0,3615888200000.0,3638158100000.0
2017.0,3619491800000.0,3595583200000.0,3620553800000.0
2018.0,3603588200000.0,3574051500000.0,3604986100000.0
2019.0,3597239300000.0,3563755900000.0,3596736600000.0
2020.0,3583972800000.0,3527254400000.0,3582522600000.0
2021.0,3563623500000.0,3482932600000.0,3566890200000.0
2022.0,3537464700000.0,3437292000000.0,3553876600000.0
2023.0,3518674500000.0,3381412400000.0,3532558700000.0
2024.0,3507411000000.0,3316816200000.0,3499368800000.0
2025.0,3504977400000.0,3275128500000.0,3455975500000.0
2026.0,3487800900000.0,3215127300000.0,3443413200000.0
2027.0,3465804000000.0,3172699600000.0,3405325600000.0
2028.0,3459991400000.0,3122053700000.0,3400884600000.0
2029.0,3429017600000.0,3056729400000.0,3376774800000.0
2030.0,3417867500000.0,3015432100000.0,3348438700000.0
2031.0,3403255900000.0,2973692600000.0,3312848700000.0
2032.0,3377640000000.0,2921544500000.0,3282427600000.0
2033.0,3358813100000.0,2877878000000.0,3252551600000.0
2034.0,3339938000000.0,2833893900000.0,3213214900000.0
2035.0,3321691200000.0,2789616000000.0,3169286500000.0
2036.0,3312970800000.0,2747260800000.0,3139713000000.0
2037.0,3295807500000.0,2702563900000.0,3126653300000.0
2038.0,3283531800000.0,2662429300000.0,3088160700000.0
2039.0,3279505100000.0,2612818600000.0,3068167100000.0
2040.0,3261870600000.0,2552088700000.0,3046587500000.0
2041.0,3251621900000.0,2500104600000.0,3021898900000.0
2042.0,3234737600000.0,2453852200000.0,2997055200000.0
2043.0,3224670700000.0,2419735700000.0,2957598400000.0
2044.0,3212844000000.0,2375023900000.0,2928736300000.0
2045.0,3192520200000.0,2302101300000.0,2887948200000.0
2046.0,3186068000000.0,2237738000000.0,2852968900000.0
2047.0,3173390100000.0,2185448000000.0,2814931600000.0
2048.0,3164038800000.0,2132812200000.0,2773710800000.0
2049.0,3149697400000.0,2069586900000.0,2751324000000.0
2050.0,3132333700000.0,2005066800000.0,2714755600000.0
2051.0,3117776200000.0,1953419500000.0,2695442900000.0
2052.0,3091611700000.0,1884102700000.0,2663193400000.0
2053.0,3074713100000.0,1833961400000.0,2631297300000.0
2054.0,3045720000000.0,1780765900000.0,2613232000000.0
2055.0,3027227000000.0,1712977200000.0,2596440100000.0
2056.0,3013046700000.0,1653266700000.0,2563412700000.0
2057.0,2997653100000.0,1596231900000.0,2547343300000.0
2058.0,2992692300000.0,1539733300000.0,2531857200000.0
2059.0,2976963800000.0,1485178700000.0,2509116900000.0
2060.0,2964835800000.0,1426696400000.0,2487599900000.0
2061.0,2949919000000.0,1378019900000.0,2464907200000.0
2062.0,2936024400000.0,1332186800000.0,2444093600000.0
2063.0,2930478900000.0,1283507100000.0,2423803000000.0
2064.0,2910209500000.0,1241011200000.0,2412483400000.0
2065.0,2892958400000.0,1192883900000.0,2401372900000.0
2066.0,2886074900000.0,1141268100000.0,2393582000000.0
2067.0,2883147100000.0,1092442700000.0,2385909600000.0
2068.0,2876921700000.0,1045485100000.0,2372926600000.0
2069.0,2873898000000.0,999770100000.0,2371263300000.0
2070.0,2872587700000.0,958028700000.0,2373928800000.0
2071.0,2869303600000.0,912837400000.0,2370497000000.0
2072.0,2870512300000.0,871635200000.0,2361323800000.0
2073.0,2874387200000.0,833078300000.0,2350301300000.0
2074.0,2869288700000.0,795880900000.0,2335175200000.0
2075.0,2870989600000.0,761672500000.0,2326644300000.0
2076.0,2865384800000.0,725635500000.0,2315139600000.0
2077.0,2865619200000.0,689198300000.0,2302026900000.0
2078.0,2862750700000.0,654364400000.0,2300114400000.0
2079.0,2863458000000.0,625010000000.0,2292750900000.0
2080.0,2855913100000.0,601678800000.0,2285552800000.0
2081.0,2861643500000.0,576898500000.0,2277507400000.0
2082.0,2864928900000.0,553605700000.0,2272312600000.0
2083.0,2868728300000.0,531123300000.0,2265773500000.0
2084.0,2875121000000.0,511577100000.0,2261942600000.0
2085.0,2884496400000.0,487126200000.0,2257233900000.0
2086.0,2884282100000.0,467105700000.0,2258162300000.0
2087.0,2891304400000.0,444235800000.0,2262440700000.0
2088.0,2897777900000.0,422288200000.0,2259447900000.0
2089.0,2901598400000.0,399273600000.0,2265415800000.0
2090.0,2904160100000.0,383183800000.0,2261170900000.0
2091.0,2907055600000.0,365360700000.0,2258410000000.0
2092.0,2917382500000.0,352637500000.0,2259826900000.0
2093.0,2922828100000.0,342338100000.0,2257523900000.0
2094.0,2922112300000.0,328011800000.0,2258218700000.0
2095.0,2923070900000.0,314935500000.0,2267922600000.0
2096.0,2926115700000.0,301522900000.0,2265945000000.0
2097.0,2934450100000.0,290584100000.0,2263870200000.0
2098.0,2931530300000.0,281199300000.0,2263350900000.0
2099.0,2942740400000.0,273954300000.0,2265473900000.0
2100.0,2951717700000.0,267473000000.0,2272673300000.0
2101.0,2961979200000.0,261271800000.0,2279126300000.0
2102.0,2964226300000.0,255821400000.0,2294655600000.0
2103.0,2973312700000.0,251040800000.0,2304980900000.0
