time,MPI-ESM-LR,CESM1-CAM5,CANESM2
2057.0,12639433000000.0,12163594000000.0,12454010000000.0
2058.0,12604447000000.0,12123116000000.0,12401449000000.0
2059.0,12570966000000.0,12081688000000.0,12370738000000.0
2060.0,12532841000000.0,12014489000000.0,12323092000000.0
2061.0,12490591000000.0,11951155000000.0,12283048000000.0
2062.0,12455031000000.0,11894188000000.0,12257503000000.0
2063.0,12428029000000.0,11859492000000.0,12224031000000.0
2064.0,12403839000000.0,11814627000000.0,12176513000000.0
2065.0,12367284000000.0,11768789000000.0,12140658000000.0
2066.0,12341550000000.0,11726006000000.0,12056333000000.0
2067.0,12314538000000.0,11667995000000.0,12020155000000.0
2068.0,12284769000000.0,11630019000000.0,11979004000000.0
2069.0,12251561000000.0,11584525000000.0,11908735000000.0
2070.0,12231972000000.0,11534384000000.0,11844408000000.0
2071.0,12207740000000.0,11481405000000.0,11791901000000.0
2072.0,12184276000000.0,11430623000000.0,11763168000000.0
2073.0,12158496000000.0,11396906000000.0,11712172000000.0
2074.0,12130746000000.0,11347507000000.0,11688644000000.0
2075.0,12092570000000.0,11288158000000.0,11645983000000.0
2076.0,12040814000000.0,11233389000000.0,11606199000000.0
2077.0,11999366000000.0,11201931000000.0,11582757000000.0
2078.0,11965800000000.0,11136694000000.0,11532895000000.0
2079.0,11942836000000.0,11084651000000.0,11509022000000.0
2080.0,11922534000000.0,11041148000000.0,11445575000000.0
2081.0,11890831000000.0,11001184000000.0,11401697000000.0
2082.0,11864540000000.0,10958337000000.0,11357646000000.0
2083.0,11841048000000.0,10933688000000.0,11312728000000.0
2084.0,11813409000000.0,10881268000000.0,11289564000000.0
2085.0,11796888000000.0,10850179000000.0,11261457000000.0
2086.0,11766941000000.0,10816415000000.0,11231644000000.0
2087.0,11722482000000.0,10768646000000.0,11201482000000.0
2088.0,11697818000000.0,10735384000000.0,11152092000000.0
2089.0,11680987000000.0,10712025000000.0,11097196000000.0
2090.0,11659868000000.0,10689746000000.0,11045656000000.0
2091.0,11615008000000.0,10638862000000.0,10975082000000.0
2092.0,11576445000000.0,10594397000000.0,10948411000000.0
2093.0,11539344000000.0,10545611000000.0,10906527000000.0
2094.0,11513350000000.0,10509055000000.0,10846814000000.0
2095.0,11485168000000.0,10438949000000.0,10818819000000.0
2096.0,11457238000000.0,10406446000000.0,10787829000000.0
2097.0,11399312000000.0,10355357000000.0,10741082000000.0
2098.0,11358453000000.0,10305393000000.0,10705472000000.0
2099.0,11328658000000.0,10264592000000.0,10663367000000.0
2100.0,11285276000000.0,10213158000000.0,10619766000000.0
2101.0,11246411000000.0,10163014000000.0,10563696000000.0
2102.0,11211772000000.0,10121424000000.0,10539271000000.0
2103.0,11190529000000.0,10055741000000.0,10512944000000.0
2104.0,11153571000000.0,9984979000000.0,10472165000000.0
2105.0,11133248000000.0,9939065000000.0,10437721000000.0
2106.0,11100831000000.0,9906151000000.0,10368703000000.0
2107.0,11062685000000.0,9857356000000.0,10319082000000.0
2108.0,11031522000000.0,9817942000000.0,10278190000000.0
2109.0,11008524000000.0,9765706000000.0,10239170000000.0
2110.0,10983397000000.0,9715450000000.0,10195991000000.0
2111.0,10949019000000.0,9667990000000.0,10168173000000.0
2112.0,10923021000000.0,9620104000000.0,10147807000000.0
2113.0,10893834000000.0,9580917000000.0,10097953000000.0
2114.0,10854320000000.0,9551406000000.0,10048835000000.0
2115.0,10835558000000.0,9490710000000.0,10023064000000.0
2116.0,10796137000000.0,9436574000000.0,9973881000000.0
2117.0,10749785000000.0,9401560000000.0,9938180000000.0
2118.0,10714051000000.0,9339721000000.0,9910976000000.0
2119.0,10693003000000.0,9304098000000.0,9888546000000.0
2120.0,10667775000000.0,9253449000000.0,9847538000000.0
2121.0,10637658000000.0,9210551000000.0,9811927000000.0
2122.0,10608619000000.0,9172112000000.0,9760190000000.0
2123.0,10588060000000.0,9130524000000.0,9715288000000.0
2124.0,10558022000000.0,9090732000000.0,9661197000000.0
2125.0,10527829000000.0,9023022000000.0,9630191000000.0
2126.0,10498871000000.0,8973353000000.0,9589877000000.0
2127.0,10451795000000.0,8936557000000.0,9544770000000.0
2128.0,10406529000000.0,8891294000000.0,9486833000000.0
2129.0,10388127000000.0,8847486000000.0,9423505000000.0
2130.0,10359573000000.0,8802432000000.0,9386011000000.0
2131.0,10336449000000.0,8773654000000.0,9344019000000.0
2132.0,10309623000000.0,8753987500000.0,9304093000000.0
2133.0,10298033000000.0,8715861000000.0,9247317000000.0
2134.0,10284097000000.0,8668210000000.0,9193980000000.0
2135.0,10262576000000.0,8619047000000.0,9172165000000.0
2136.0,10232500000000.0,8567857300000.0,9111643000000.0
2137.0,10199868000000.0,8533044000000.0,9073009000000.0
2138.0,10168969000000.0,8503014500000.0,9041633000000.0
2139.0,10143766000000.0,8481577400000.0,9014927000000.0
2140.0,10129468000000.0,8434548000000.0,8992168000000.0
2141.0,10101408000000.0,8397741000000.0,8930516000000.0
2142.0,10079506000000.0,8363116600000.0,8905153000000.0
2143.0,10058742000000.0,8331276000000.0,8882084000000.0
2144.0,10048502000000.0,8293916000000.0,8856699000000.0
2145.0,10018033000000.0,8260067300000.0,8811535000000.0
2146.0,9989043000000.0,8223008000000.0,8784990000000.0
2147.0,9956013000000.0,8164446000000.0,8753964000000.0
2148.0,9936145000000.0,8111754600000.0,8731879300000.0
2149.0,9899365000000.0,8066320000000.0,8700613400000.0
2150.0,9867230000000.0,8010290000000.0,8665209000000.0
2151.0,9853962000000.0,7962184600000.0,8624485000000.0
2152.0,9832153000000.0,7923781000000.0,8614029000000.0
2153.0,9794680000000.0,7886944000000.0,8569417600000.0
2154.0,9779366000000.0,7826729000000.0,8515633000000.0
2155.0,9758417000000.0,7782885500000.0,8483936000000.0
2156.0,9732650000000.0,7752634000000.0,8462428300000.0
2157.0,9712432000000.0,7714266700000.0,8455436000000.0
2158.0,9685793000000.0,7683456400000.0,8434616000000.0
2159.0,9671224000000.0,7624277000000.0,8405644000000.0
2160.0,9647746000000.0,7571637300000.0,8384045000000.0
2161.0,9634784000000.0,7525281000000.0,8359503000000.0
2162.0,9603734000000.0,7465601000000.0,8327754400000.0
2163.0,9569920000000.0,7432676300000.0,8306961000000.0
2164.0,9547178000000.0,7398370600000.0,8272118000000.0
2165.0,9520310000000.0,7352525000000.0,8219090500000.0
2166.0,9505608000000.0,7309653000000.0,8216112000000.0
2167.0,9482525000000.0,7271330300000.0,8190275000000.0
2168.0,9468770000000.0,7234728000000.0,8171925000000.0
2169.0,9463827000000.0,7202433000000.0,8133719000000.0
2170.0,9444540000000.0,7152034000000.0,8113897300000.0
2171.0,9422259000000.0,7122337000000.0,8085058000000.0
2172.0,9399737000000.0,7089313000000.0,8057119600000.0
2173.0,9384610000000.0,7057863000000.0,8041559000000.0
2174.0,9356802000000.0,7008855500000.0,8043249500000.0
2175.0,9316573000000.0,6976839400000.0,8014453000000.0
2176.0,9283625000000.0,6952519000000.0,8001738500000.0
2177.0,9243157000000.0,6919164000000.0,7987428600000.0
2178.0,9208457000000.0,6871357300000.0,7974526000000.0
2179.0,9177527000000.0,6834635000000.0,7972697000000.0
2180.0,9148812000000.0,6813708700000.0,7962927000000.0
2181.0,9112500000000.0,6773351000000.0,7941417600000.0
2182.0,9089383000000.0,6755773300000.0,7932099400000.0
2183.0,9063501000000.0,6711525000000.0,7902613000000.0
2184.0,9045302000000.0,6680520000000.0,7868518500000.0
2185.0,9035274000000.0,6655897500000.0,7821876000000.0
2186.0,8995060000000.0,6625596300000.0,7811866000000.0
2187.0,8961011000000.0,6598806700000.0,7799020500000.0
2188.0,8919100000000.0,6578191700000.0,7772745000000.0
2189.0,8893466000000.0,6558917000000.0,7737588600000.0
2190.0,8867026000000.0,6524693000000.0,7713626000000.0
2191.0,8831326000000.0,6496665500000.0,7706523500000.0
2192.0,8814292000000.0,6484843000000.0,7681649000000.0
2193.0,8788151000000.0,6451411600000.0,7653658500000.0
2194.0,8768795400000.0,6415145000000.0,7633995600000.0
2195.0,8757329300000.0,6386281000000.0,7622133000000.0
2196.0,8733012300000.0,6364139000000.0,7572658600000.0
2197.0,8714030400000.0,6320199600000.0,7554218000000.0
2198.0,8698950000000.0,6294367400000.0,7521723000000.0
2199.0,8679334600000.0,6267453600000.0,7494275000000.0
2200.0,8657841000000.0,6229123000000.0,7461804700000.0
2201.0,8635258000000.0,6209597300000.0,7437044700000.0
2202.0,8616595000000.0,6180215700000.0,7421680400000.0
2203.0,8600629500000.0,6148686000000.0,7408116000000.0
2204.0,8593112000000.0,6123991600000.0,7398583000000.0
2205.0,8579228000000.0,6098418000000.0,7380624500000.0
2206.0,8566797000000.0,6072391700000.0,7359020700000.0
2207.0,8555718000000.0,6049862000000.0,7351043000000.0
2208.0,8549509000000.0,6012510700000.0,7346178000000.0
2209.0,8535020700000.0,5980577300000.0,7329224300000.0
2210.0,8513953700000.0,5945745000000.0,7301184000000.0
2211.0,8483811400000.0,5919485000000.0,7295259400000.0
2212.0,8451129000000.0,5888267500000.0,7272145000000.0
2213.0,8435891400000.0,5864357400000.0,7255728600000.0
2214.0,8413234300000.0,5843348000000.0,7242723000000.0
2215.0,8401287400000.0,5822640000000.0,7229296600000.0
2216.0,8381669600000.0,5789413500000.0,7211072400000.0
2217.0,8360899000000.0,5777654300000.0,7186307600000.0
2218.0,8334011000000.0,5753685400000.0,7179971000000.0
2219.0,8312993600000.0,5728772300000.0,7164505000000.0
2220.0,8281544700000.0,5703315500000.0,7146233700000.0
2221.0,8258844000000.0,5684304300000.0,7118382400000.0
2222.0,8258767000000.0,5668662700000.0,7114178700000.0
2223.0,8215335000000.0,5652308000000.0,7087658600000.0
2224.0,8200551700000.0,5634733400000.0,7081477300000.0
2225.0,8183164000000.0,5603758000000.0,7083652000000.0
2226.0,8158946000000.0,5582202000000.0,7077211000000.0
2227.0,8148606000000.0,5567202500000.0,7068284600000.0
2228.0,8128405400000.0,5547073500000.0,7059049000000.0
2229.0,8119809700000.0,5535952000000.0,7059643000000.0
2230.0,8111947000000.0,5513570000000.0,7024605000000.0
2231.0,8105274400000.0,5496255300000.0,7012339400000.0
2232.0,8099098000000.0,5477931000000.0,6991354300000.0
2233.0,8080204000000.0,5466616000000.0,6986338000000.0
2234.0,8079214000000.0,5450007300000.0,6972906700000.0
2235.0,8073744000000.0,5437316400000.0,6972285400000.0
2236.0,8054826000000.0,5431574400000.0,6957885300000.0
2237.0,8038697000000.0,5420444000000.0,6947442000000.0
2238.0,8027057400000.0,5407148000000.0,6919897500000.0
2239.0,8011185700000.0,5390756000000.0,6901204500000.0
2240.0,8005105500000.0,5363712000000.0,6895166300000.0
2241.0,8005010600000.0,5338161000000.0,6859135000000.0
2242.0,7983721000000.0,5312707000000.0,6849312600000.0
2243.0,7966859700000.0,5287508000000.0,6813774000000.0
2244.0,7956273300000.0,5269776000000.0,6808520000000.0
2245.0,7943001000000.0,5250039700000.0,6798132000000.0
2246.0,7940444500000.0,5247129400000.0,6770410400000.0
2247.0,7926676700000.0,5220341000000.0,6756287600000.0
2248.0,7910294000000.0,5197748000000.0,6723032600000.0
2249.0,7912087400000.0,5176234600000.0,6710482700000.0
2250.0,7898445000000.0,5155254700000.0,6694385500000.0
2251.0,7897927000000.0,5135451000000.0,6689569400000.0
2252.0,7890983700000.0,5120757600000.0,6676059500000.0
2253.0,7878315000000.0,5097509600000.0,6676320000000.0
2254.0,7871986700000.0,5077023600000.0,6674482500000.0
2255.0,7856184000000.0,5062794000000.0,6657020000000.0
2256.0,7847575300000.0,5050683000000.0,6655185500000.0
2257.0,7839079000000.0,5041656000000.0,6648854000000.0
2258.0,7821792000000.0,5024706000000.0,6637015300000.0
2259.0,7799875600000.0,5017770000000.0,6627263500000.0
2260.0,7781341000000.0,4995590700000.0,6618955600000.0
2261.0,7768485000000.0,4976630300000.0,6606932700000.0
2262.0,7759214400000.0,4960548300000.0,6576592700000.0
2263.0,7746757000000.0,4938084000000.0,6577287000000.0
2264.0,7743282000000.0,4915415000000.0,6567765000000.0
2265.0,7737388300000.0,4902649600000.0,6545739400000.0
2266.0,7714741000000.0,4894222000000.0,6535619500000.0
2267.0,7699239500000.0,4889191600000.0,6513059400000.0
2268.0,7677458500000.0,4878769300000.0,6498196000000.0
2269.0,7669603600000.0,4857070000000.0,6491887600000.0
2270.0,7659874000000.0,4834691400000.0,6487460000000.0
2271.0,7641825300000.0,4823871000000.0,6469460700000.0
2272.0,7630178000000.0,4806458000000.0,6467898000000.0
2273.0,7617535500000.0,4790034600000.0,6458687600000.0
2274.0,7607230700000.0,4780791000000.0,6449163400000.0
2275.0,7599332000000.0,4760461000000.0,6440529400000.0
2276.0,7575230000000.0,4739824600000.0,6430956000000.0
2277.0,7552246500000.0,4736812000000.0,6430482000000.0
2278.0,7541496500000.0,4735117600000.0,6412787000000.0
2279.0,7525937700000.0,4730278000000.0,6401219400000.0
2280.0,7503500300000.0,4717180600000.0,6394891700000.0
2281.0,7497936000000.0,4708996000000.0,6391532000000.0
2282.0,7471579000000.0,4705415600000.0,6395886000000.0
2283.0,7464889000000.0,4687312500000.0,6387693000000.0
2284.0,7456128000000.0,4671793500000.0,6383294500000.0
2285.0,7452744500000.0,4660643500000.0,6372778000000.0
2286.0,7445516600000.0,4649979500000.0,6363215000000.0
2287.0,7437792000000.0,4638699400000.0,6358578500000.0
2288.0,7416936700000.0,4624178000000.0,6346078400000.0
2289.0,7403899000000.0,4602101500000.0,6337389400000.0
2290.0,7398097400000.0,4589898700000.0,6327594000000.0
2291.0,7387575500000.0,4577017500000.0,6327927000000.0
2292.0,7384544000000.0,4562214000000.0,6322689000000.0
2293.0,7376194000000.0,4553993400000.0,6312471000000.0
2294.0,7367846000000.0,4536084000000.0,6303061600000.0
2295.0,7369556000000.0,4517275400000.0,6297968700000.0
2296.0,7360850000000.0,4501982400000.0,6287166000000.0
2297.0,7356186000000.0,4487241500000.0,6280673000000.0
2298.0,7350106000000.0,4470763700000.0,6275277000000.0
2299.0,7347641000000.0,4459315300000.0,6274892000000.0
2300.0,7338651000000.0,4453242000000.0,6271308700000.0
