time,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,CESM1-CAM5
2048.0,13096890000000.0,12800401000000.0,13226912000000.0,12204490000000.0
2049.0,13073539000000.0,12768113000000.0,13212910000000.0,12136075000000.0
2050.0,13052019000000.0,12734724000000.0,13191666000000.0,12046284000000.0
2051.0,13032840000000.0,12711169000000.0,13169127000000.0,11958492000000.0
2052.0,12994217000000.0,12667722000000.0,13163542000000.0,11850039000000.0
2053.0,12963992000000.0,12608796000000.0,13138575000000.0,11795830000000.0
2054.0,12937277000000.0,12568031000000.0,13118076000000.0,11712091000000.0
2055.0,12912865000000.0,12523094000000.0,13086534000000.0,11616548000000.0
2056.0,12893005000000.0,12474216000000.0,13069849000000.0,11528847000000.0
2057.0,12862586000000.0,12420741000000.0,13056435000000.0,11458118000000.0
2058.0,12832142000000.0,12372631000000.0,13026415000000.0,11401725000000.0
2059.0,12780615000000.0,12335248000000.0,12994839000000.0,11322846000000.0
2060.0,12732569000000.0,12297389000000.0,12987009000000.0,11210504000000.0
2061.0,12705560000000.0,12265628000000.0,12966519000000.0,11121287000000.0
2062.0,12700794000000.0,12219895000000.0,12927482000000.0,11027927000000.0
2063.0,12655029000000.0,12160370000000.0,12894504000000.0,10935945000000.0
2064.0,12626317000000.0,12117967000000.0,12877327000000.0,10860618000000.0
2065.0,12566983000000.0,12084965000000.0,12832560000000.0,10792329000000.0
2066.0,12534021000000.0,12034817000000.0,12808924000000.0,10711114000000.0
2067.0,12489136000000.0,11992630000000.0,12782145000000.0,10622089000000.0
2068.0,12453019000000.0,11906576000000.0,12732777000000.0,10511383000000.0
2069.0,12405733000000.0,11845768000000.0,12715824000000.0,10418479000000.0
2070.0,12357786000000.0,11806661000000.0,12686259000000.0,10329525000000.0
2071.0,12311410000000.0,11757828000000.0,12655848000000.0,10197700000000.0
2072.0,12267292000000.0,11688721000000.0,12624761000000.0,10097696000000.0
2073.0,12236704000000.0,11566494000000.0,12599082000000.0,10005962000000.0
2074.0,12197522000000.0,11485626000000.0,12573366000000.0,9866994000000.0
2075.0,12159504000000.0,11422385000000.0,12547102000000.0,9761616000000.0
2076.0,12106056000000.0,11365169000000.0,12513953000000.0,9645424000000.0
2077.0,12051270000000.0,11297476000000.0,12482053000000.0,9543549000000.0
2078.0,12005201000000.0,11239787000000.0,12458097000000.0,9445329000000.0
2079.0,11958122000000.0,11192540000000.0,12439131000000.0,9340588000000.0
2080.0,11916795000000.0,11142486000000.0,12418943000000.0,9257919000000.0
2081.0,11886491000000.0,11092033000000.0,12409285000000.0,9166093000000.0
2082.0,11843720000000.0,11037570000000.0,12365144000000.0,9088266000000.0
2083.0,11806108000000.0,10996531000000.0,12324333000000.0,8980795000000.0
2084.0,11753214000000.0,10963375000000.0,12306536000000.0,8869149000000.0
2085.0,11722348000000.0,10888221000000.0,12287287000000.0,8769927400000.0
2086.0,11685789000000.0,10809336000000.0,12254588000000.0,8685935000000.0
2087.0,11669917000000.0,10746157000000.0,12215588000000.0,8592393500000.0
2088.0,11648174000000.0,10702632000000.0,12190854000000.0,8492790000000.0
2089.0,11595139000000.0,10642757000000.0,12178305000000.0,8412298500000.0
2090.0,11558317000000.0,10589609000000.0,12132782000000.0,8304551500000.0
2091.0,11512677000000.0,10496761000000.0,12101371000000.0,8214003300000.0
2092.0,11473305000000.0,10412875000000.0,12070143000000.0,8123955300000.0
2093.0,11432035000000.0,10328836000000.0,12042363000000.0,8014816000000.0
2094.0,11397629000000.0,10248820000000.0,12019485000000.0,7907060500000.0
2095.0,11366293000000.0,10168122000000.0,11983646000000.0,7798068000000.0
2096.0,11328952000000.0,10090053000000.0,11953867000000.0,7688780500000.0
2097.0,11279095000000.0,10015854000000.0,11926188000000.0,7579481000000.0
2098.0,11238847000000.0,9891345000000.0,11902565000000.0,7487685000000.0
2099.0,11196026000000.0,9823561000000.0,11873107000000.0,7406953000000.0
2100.0,11155212000000.0,9751212000000.0,11852975000000.0,7329123700000.0
2101.0,11092523000000.0,9686696000000.0,11825126000000.0,7245840500000.0
2102.0,11044343000000.0,9631643000000.0,11800706000000.0,7163954600000.0
2103.0,11013503000000.0,9589304000000.0,11760918000000.0,7080175000000.0
2104.0,10962257000000.0,9514548000000.0,11748019000000.0,6988739000000.0
2105.0,10919185000000.0,9432528000000.0,11712734000000.0,6882681000000.0
2106.0,10882568000000.0,9375554000000.0,11695336000000.0,6793889000000.0
2107.0,10813574000000.0,9310739000000.0,11661711000000.0,6708960700000.0
2108.0,10750312000000.0,9262328000000.0,11618321000000.0,6640488700000.0
2109.0,10694835000000.0,9179415000000.0,11589059000000.0,6564637300000.0
2110.0,10639068000000.0,9120199000000.0,11554774000000.0,6490861600000.0
2111.0,10573421000000.0,9049984000000.0,11546489000000.0,6410868000000.0
2112.0,10514721000000.0,9012135000000.0,11536141000000.0,6338734000000.0
2113.0,10465723000000.0,8947662000000.0,11530748000000.0,6260225000000.0
2114.0,10426519000000.0,8897875000000.0,11502523000000.0,6187915400000.0
2115.0,10379492000000.0,8845787000000.0,11475556000000.0,6125580000000.0
2116.0,10321830000000.0,8774927500000.0,11415379000000.0,6064169000000.0
2117.0,10279345000000.0,8693674000000.0,11370096000000.0,5981822500000.0
2118.0,10242880000000.0,8608099600000.0,11325333000000.0,5915743000000.0
2119.0,10201681000000.0,8562822600000.0,11295739000000.0,5844194300000.0
2120.0,10146274000000.0,8500147700000.0,11271071000000.0,5775702000000.0
2121.0,10093644000000.0,8411802500000.0,11242202000000.0,5718924000000.0
2122.0,10036988000000.0,8348819000000.0,11206635000000.0,5657299000000.0
2123.0,9988658000000.0,8295314600000.0,11173485000000.0,5586302000000.0
2124.0,9949561000000.0,8253650000000.0,11140514000000.0,5510957400000.0
2125.0,9911356000000.0,8186450000000.0,11082874000000.0,5422995000000.0
2126.0,9871109000000.0,8109000000000.0,11053806000000.0,5352472400000.0
2127.0,9834513000000.0,8037178000000.0,11038159000000.0,5304064000000.0
2128.0,9789878000000.0,7965606000000.0,11010013000000.0,5237346000000.0
2129.0,9746669000000.0,7910630400000.0,10979087000000.0,5168642400000.0
2130.0,9689402000000.0,7826645700000.0,10919400000000.0,5101140000000.0
2131.0,9634360000000.0,7793030000000.0,10879739000000.0,5020082000000.0
2132.0,9601020000000.0,7732226700000.0,10863091000000.0,4953918000000.0
2133.0,9551824000000.0,7673214000000.0,10827326000000.0,4898973000000.0
2134.0,9500703000000.0,7612263000000.0,10787712000000.0,4829383000000.0
2135.0,9460046000000.0,7545282400000.0,10767651000000.0,4744134300000.0
2136.0,9403882000000.0,7478586600000.0,10746914000000.0,4673545700000.0
2137.0,9365573000000.0,7416438000000.0,10723066000000.0,4617308000000.0
2138.0,9322072000000.0,7378262000000.0,10692973000000.0,4542342000000.0
2139.0,9299719000000.0,7324745000000.0,10664065000000.0,4476757300000.0
2140.0,9247680000000.0,7287177500000.0,10642403000000.0,4412165600000.0
2141.0,9203369000000.0,7236351000000.0,10610676000000.0,4350479200000.0
2142.0,9156208000000.0,7173683000000.0,10583250000000.0,4294657400000.0
2143.0,9092821000000.0,7082835700000.0,10550092000000.0,4240159300000.0
2144.0,9045822000000.0,7038304000000.0,10514862000000.0,4166038000000.0
2145.0,8988655000000.0,7001675000000.0,10469697000000.0,4098714500000.0
2146.0,8955404000000.0,6960262000000.0,10443620000000.0,4043420200000.0
2147.0,8908841000000.0,6923580600000.0,10411645000000.0,3968529000000.0
2148.0,8873906000000.0,6891758000000.0,10398328000000.0,3879777000000.0
2149.0,8810484000000.0,6842838000000.0,10362673000000.0,3807703700000.0
2150.0,8755528300000.0,6805484700000.0,10327724000000.0,3741066500000.0
2151.0,8698594300000.0,6759831000000.0,10301432000000.0,3687392500000.0
2152.0,8635500500000.0,6710905300000.0,10281776000000.0,3624355200000.0
2153.0,8591921600000.0,6672364300000.0,10272575000000.0,3558307000000.0
2154.0,8532642000000.0,6580713600000.0,10244014000000.0,3504130800000.0
2155.0,8491463000000.0,6506024000000.0,10211710000000.0,3440489500000.0
2156.0,8449476000000.0,6466468600000.0,10194135000000.0,3371851600000.0
2157.0,8406750000000.0,6422896600000.0,10179808000000.0,3305992600000.0
2158.0,8361785400000.0,6380048000000.0,10150526000000.0,3250384800000.0
2159.0,8323694000000.0,6336136300000.0,10146845000000.0,3204318500000.0
2160.0,8279888500000.0,6293380700000.0,10125232000000.0,3160619000000.0
2161.0,8236218000000.0,6230785400000.0,10079396000000.0,3118617600000.0
2162.0,8197582000000.0,6180289600000.0,10049482000000.0,3071463700000.0
2163.0,8164426000000.0,6150542600000.0,10020664000000.0,3021994000000.0
2164.0,8118358000000.0,6108146000000.0,10014638000000.0,2972420700000.0
2165.0,8077589300000.0,6075212000000.0,9994132000000.0,2922124000000.0
2166.0,8032942600000.0,6025971000000.0,9987466000000.0,2875374400000.0
2167.0,7992130400000.0,5980433000000.0,9973644000000.0,2825293700000.0
2168.0,7963783700000.0,5918421400000.0,9956013000000.0,2771894100000.0
2169.0,7915864000000.0,5869947300000.0,9928831000000.0,2727368000000.0
2170.0,7874128400000.0,5826012500000.0,9902063000000.0,2678551000000.0
2171.0,7840836000000.0,5783593000000.0,9883097000000.0,2634996500000.0
2172.0,7801703000000.0,5734339000000.0,9842613000000.0,2586846000000.0
2173.0,7756064500000.0,5697126300000.0,9836293000000.0,2527442800000.0
2174.0,7706579000000.0,5653928600000.0,9804261000000.0,2479048400000.0
2175.0,7662957000000.0,5605310000000.0,9777241000000.0,2435302600000.0
2176.0,7634923600000.0,5565321300000.0,9761502000000.0,2394204000000.0
2177.0,7612926000000.0,5536540000000.0,9719168000000.0,2333864400000.0
2178.0,7573820400000.0,5489718000000.0,9679234000000.0,2279454300000.0
2179.0,7548153000000.0,5426090000000.0,9649766000000.0,2240201000000.0
2180.0,7512315700000.0,5392219000000.0,9619409000000.0,2204690500000.0
2181.0,7479735400000.0,5364154000000.0,9600232000000.0,2167991300000.0
2182.0,7441360600000.0,5315159000000.0,9564355000000.0,2120308100000.0
2183.0,7405631400000.0,5268106000000.0,9545311000000.0,2086852800000.0
2184.0,7367269300000.0,5216752000000.0,9539970000000.0,2051271000000.0
2185.0,7326907500000.0,5183138000000.0,9511127000000.0,2015227500000.0
2186.0,7294003000000.0,5137537400000.0,9493747000000.0,1978458000000.0
2187.0,7265591000000.0,5103681500000.0,9456958000000.0,1943401800000.0
2188.0,7237172500000.0,5059839000000.0,9438692000000.0,1898079000000.0
2189.0,7216805400000.0,5023182400000.0,9413190000000.0,1860861300000.0
2190.0,7177996600000.0,4987857000000.0,9377333000000.0,1827567300000.0
2191.0,7145143000000.0,4958451000000.0,9350373000000.0,1783011100000.0
2192.0,7125647500000.0,4930182600000.0,9337506000000.0,1745361800000.0
2193.0,7100887000000.0,4886696600000.0,9324218000000.0,1704707100000.0
2194.0,7079885000000.0,4845880700000.0,9310725000000.0,1663560200000.0
2195.0,7051585500000.0,4800901000000.0,9286795000000.0,1630222000000.0
2196.0,7023071000000.0,4772991000000.0,9266809000000.0,1602561600000.0
2197.0,6993521700000.0,4718268000000.0,9240481000000.0,1566747100000.0
2198.0,6962130500000.0,4699001000000.0,9218478000000.0,1539671200000.0
2199.0,6940527000000.0,4661913000000.0,9198488000000.0,1512697900000.0
2200.0,6917802400000.0,4618549000000.0,9148928000000.0,1482207900000.0
2201.0,6886132300000.0,4593548000000.0,9113499000000.0,1452543700000.0
2202.0,6858259600000.0,4550169000000.0,9077824000000.0,1422705600000.0
2203.0,6834830000000.0,4510896400000.0,9061018000000.0,1389874500000.0
2204.0,6806243000000.0,4479483000000.0,9050489000000.0,1356981700000.0
2205.0,6772128500000.0,4441445000000.0,9028000000000.0,1328670300000.0
2206.0,6747574500000.0,4392813600000.0,9022996000000.0,1294974000000.0
2207.0,6727477500000.0,4359552800000.0,9018083000000.0,1264710300000.0
2208.0,6700185700000.0,4328796700000.0,8985856000000.0,1241721900000.0
2209.0,6679005500000.0,4284123700000.0,8970869000000.0,1215146800000.0
2210.0,6654353500000.0,4258023600000.0,8942778000000.0,1188956200000.0
2211.0,6634010600000.0,4220612000000.0,8911922000000.0,1167278500000.0
2212.0,6605642400000.0,4194389200000.0,8875751000000.0,1145860000000.0
2213.0,6579599000000.0,4162601400000.0,8849452000000.0,1123028200000.0
2214.0,6560813000000.0,4140383000000.0,8822909000000.0,1102676600000.0
2215.0,6536780300000.0,4110192200000.0,8787783000000.0,1079389600000.0
2216.0,6517779000000.0,4077375500000.0,8763947000000.0,1059412400000.0
2217.0,6505180400000.0,4043863000000.0,8739427500000.0,1038704840000.0
2218.0,6483865500000.0,4018750600000.0,8715986000000.0,1016887840000.0
2219.0,6457230600000.0,3994154200000.0,8689194400000.0,996402660000.0
2220.0,6425710000000.0,3960418600000.0,8676863000000.0,976637100000.0
2221.0,6409469000000.0,3937063700000.0,8658883700000.0,957116200000.0
2222.0,6396361300000.0,3911292600000.0,8641365700000.0,935595200000.0
2223.0,6372839000000.0,3892499200000.0,8623252000000.0,918167900000.0
2224.0,6351329000000.0,3867794200000.0,8596994700000.0,899439900000.0
2225.0,6324296000000.0,3835149000000.0,8584321600000.0,880914700000.0
2226.0,6296365400000.0,3811636200000.0,8565224000000.0,864598300000.0
2227.0,6282193400000.0,3780673800000.0,8537734000000.0,849195760000.0
2228.0,6270444000000.0,3758854200000.0,8519106400000.0,833268940000.0
2229.0,6253017000000.0,3730783900000.0,8493917000000.0,818607500000.0
2230.0,6230648000000.0,3702194400000.0,8478717000000.0,800718400000.0
2231.0,6207796000000.0,3676845000000.0,8459594500000.0,785676900000.0
2232.0,6182753300000.0,3651629500000.0,8442297700000.0,770410700000.0
2233.0,6160279000000.0,3620909600000.0,8425462000000.0,757334740000.0
2234.0,6136640600000.0,3583312100000.0,8397751000000.0,743062800000.0
2235.0,6109741400000.0,3545428400000.0,8381362000000.0,729526600000.0
2236.0,6088489000000.0,3525903600000.0,8371976000000.0,716896300000.0
2237.0,6060888000000.0,3494206500000.0,8355187000000.0,704625700000.0
2238.0,6044140400000.0,3471434300000.0,8330525000000.0,691972730000.0
2239.0,6030321000000.0,3445467600000.0,8313793000000.0,678591140000.0
2240.0,6004932600000.0,3425476300000.0,8305778400000.0,666659850000.0
2241.0,5977406400000.0,3405503500000.0,8272170500000.0,653986900000.0
2242.0,5956536000000.0,3388770600000.0,8261347000000.0,644254140000.0
2243.0,5931087000000.0,3366979400000.0,8242872000000.0,635076300000.0
2244.0,5915493000000.0,3347171200000.0,8212017300000.0,622544000000.0
2245.0,5895187000000.0,3326847500000.0,8196525000000.0,609875460000.0
2246.0,5878592300000.0,3306045000000.0,8178589000000.0,599116300000.0
2247.0,5860618700000.0,3281036500000.0,8169488000000.0,588272200000.0
2248.0,5853577500000.0,3259715300000.0,8146083000000.0,577484400000.0
2249.0,5841195000000.0,3243020000000.0,8144401500000.0,568777830000.0
2250.0,5823045600000.0,3219576600000.0,8130589000000.0,557416000000.0
2251.0,5795492700000.0,3198931700000.0,8092602000000.0,549238440000.0
2252.0,5772513600000.0,3177532400000.0,8065291600000.0,541818060000.0
2253.0,5753483600000.0,3156986600000.0,8047047500000.0,535491540000.0
2254.0,5730920300000.0,3138090700000.0,8017463000000.0,528316370000.0
2255.0,5713158500000.0,3110653700000.0,7988550000000.0,521112130000.0
2256.0,5698596000000.0,3095510000000.0,7978713400000.0,513433730000.0
2257.0,5680604000000.0,3075931000000.0,7957052000000.0,505653360000.0
2258.0,5674077500000.0,3056791000000.0,7927028500000.0,496245500000.0
2259.0,5658915000000.0,3037129300000.0,7908222300000.0,488046530000.0
2260.0,5640266700000.0,3020491000000.0,7887556000000.0,480853600000.0
2261.0,5620831400000.0,3007531000000.0,7863910500000.0,472509100000.0
2262.0,5605851400000.0,2993636200000.0,7844093500000.0,465300200000.0
2263.0,5586940000000.0,2969469200000.0,7827774500000.0,457365000000.0
2264.0,5566881600000.0,2934087000000.0,7802719000000.0,450330070000.0
2265.0,5549425400000.0,2923312700000.0,7782881000000.0,443004220000.0
2266.0,5527730400000.0,2894830000000.0,7771350000000.0,434773660000.0
2267.0,5504834000000.0,2879772000000.0,7758907000000.0,427820320000.0
2268.0,5484218000000.0,2856243400000.0,7749641000000.0,419539420000.0
2269.0,5468040700000.0,2849194000000.0,7730775000000.0,411127150000.0
2270.0,5446684400000.0,2832063300000.0,7709506700000.0,403208770000.0
2271.0,5431167000000.0,2821190600000.0,7699255300000.0,397305280000.0
2272.0,5407287000000.0,2811096500000.0,7696209700000.0,391146700000.0
2273.0,5386784500000.0,2800375800000.0,7682523700000.0,385382450000.0
2274.0,5374754000000.0,2785026800000.0,7666294000000.0,378787500000.0
2275.0,5361183000000.0,2767969800000.0,7651749500000.0,373978860000.0
2276.0,5342603000000.0,2746201400000.0,7629299500000.0,367837840000.0
2277.0,5322921500000.0,2728182200000.0,7608040700000.0,361694660000.0
2278.0,5311275000000.0,2712354700000.0,7590889700000.0,354787900000.0
2279.0,5293700000000.0,2694756200000.0,7568043300000.0,349324570000.0
2280.0,5283134000000.0,2685923000000.0,7542478500000.0,343862180000.0
2281.0,5265729500000.0,2674032400000.0,7521634400000.0,339787350000.0
2282.0,5245668700000.0,2663725400000.0,7507156700000.0,334566330000.0
2283.0,5223566000000.0,2639633000000.0,7493971300000.0,328511600000.0
2284.0,5207509400000.0,2627018700000.0,7471113400000.0,323228240000.0
2285.0,5187561000000.0,2612061300000.0,7460531000000.0,318935560000.0
2286.0,5174069300000.0,2595361000000.0,7444256000000.0,314729730000.0
2287.0,5164140000000.0,2580908600000.0,7439970700000.0,310782800000.0
2288.0,5153758000000.0,2552397600000.0,7430949000000.0,306524260000.0
2289.0,5141263000000.0,2531211000000.0,7408839600000.0,300643300000.0
2290.0,5122067000000.0,2516533000000.0,7391598000000.0,295611560000.0
2291.0,5108874000000.0,2508771600000.0,7389087000000.0,292180200000.0
2292.0,5095336400000.0,2502176000000.0,7376256000000.0,288078360000.0
2293.0,5082863000000.0,2490358600000.0,7355747000000.0,283838480000.0
2294.0,5065784000000.0,2474792200000.0,7350055300000.0,278572200000.0
2295.0,5050234600000.0,2469196500000.0,7330882700000.0,274050100000.0
2296.0,5035573400000.0,2454630700000.0,7291822000000.0,269558040000.0
2297.0,5023401000000.0,2441302500000.0,7266156700000.0,264279130000.0
2298.0,5014095000000.0,2428285000000.0,7259840000000.0,260595350000.0
2299.0,4997580300000.0,2422705200000.0,7242013700000.0,256664680000.0
2300.0,4979545300000.0,2408481300000.0,7227588500000.0,252400530000.0
