time,CCSM4,CESM1-CAM5
2000.0,13993788000000.0,13993788000000.0
2001.0,13971424000000.0,13971424000000.0
2002.0,13953153000000.0,13953153000000.0
2003.0,13942589000000.0,13942589000000.0
2004.0,13941719000000.0,13941719000000.0
2005.0,13938462000000.0,13938462000000.0
2006.0,13927112000000.0,13927112000000.0
2007.0,13912716000000.0,13912716000000.0
2008.0,13909418000000.0,13909418000000.0
2009.0,13903807000000.0,13903807000000.0
2010.0,13891562000000.0,13891562000000.0
2011.0,13885847000000.0,13885847000000.0
2012.0,13882452000000.0,13882452000000.0
2013.0,13860700000000.0,13860700000000.0
2014.0,13831282000000.0,13831282000000.0
2015.0,13838983000000.0,13838983000000.0
2016.0,13826489000000.0,13826489000000.0
2017.0,13795144000000.0,13795144000000.0
2018.0,13788537000000.0,13788537000000.0
2019.0,13768660000000.0,13768660000000.0
2020.0,13755328000000.0,13755328000000.0
2021.0,13713991000000.0,13730140000000.0
2022.0,13689115000000.0,13723821000000.0
2023.0,13652192000000.0,13694203000000.0
2024.0,13619901000000.0,13663455000000.0
2025.0,13587789000000.0,13649971000000.0
2026.0,13557191000000.0,13627660000000.0
2027.0,13534958000000.0,13602213000000.0
2028.0,13510402000000.0,13559995000000.0
2029.0,13491881000000.0,13531304000000.0
2030.0,13459359000000.0,13494648000000.0
2031.0,13398677000000.0,13462418000000.0
2032.0,13358823000000.0,13445891000000.0
2033.0,13264951000000.0,13408341000000.0
2034.0,13231017000000.0,13384162000000.0
2035.0,13165205000000.0,13339758000000.0
2036.0,13113709000000.0,13300807000000.0
2037.0,13074953000000.0,13269865000000.0
2038.0,13042783000000.0,13235879000000.0
2039.0,13012752000000.0,13182074000000.0
2040.0,12975400000000.0,13132526000000.0
2041.0,12949473000000.0,13104331000000.0
2042.0,12919192000000.0,13057204000000.0
2043.0,12904954000000.0,13008320000000.0
2044.0,12864614000000.0,12950104000000.0
2045.0,12818843000000.0,12884204000000.0
2046.0,12784008000000.0,12830708000000.0
2047.0,12738270000000.0,12785821000000.0
2048.0,12709723000000.0,12745275000000.0
2049.0,12659372000000.0,12701098000000.0
2050.0,12625096000000.0,12657653000000.0
2051.0,12567374000000.0,12626286000000.0
2052.0,12535644000000.0,12566434000000.0
2053.0,12491368000000.0,12518432000000.0
2054.0,12452164000000.0,12470180000000.0
2055.0,12402885000000.0,12429550000000.0
2056.0,12355083000000.0,12402210000000.0
2057.0,12305926000000.0,12375412000000.0
2058.0,12273444000000.0,12339337000000.0
2059.0,12248928000000.0,12281200000000.0
2060.0,12230967000000.0,12253276000000.0
2061.0,12192684000000.0,12202028000000.0
2062.0,12151895000000.0,12145510000000.0
2063.0,12132526000000.0,12071422000000.0
2064.0,12085577000000.0,12005886000000.0
2065.0,12070967000000.0,11946665000000.0
2066.0,12042095000000.0,11884988000000.0
2067.0,12036356000000.0,11812065000000.0
2068.0,11995829000000.0,11749132000000.0
2069.0,11924673000000.0,11689708000000.0
2070.0,11855211000000.0,11608682000000.0
2071.0,11812547000000.0,11523360000000.0
2072.0,11765889000000.0,11426753000000.0
2073.0,11711307000000.0,11346892000000.0
2074.0,11693594000000.0,11274578000000.0
2075.0,11661250000000.0,11188604000000.0
2076.0,11621119000000.0,11095207000000.0
2077.0,11567237000000.0,10979017000000.0
2078.0,11482735000000.0,10883461000000.0
2079.0,11414182000000.0,10794883000000.0
2080.0,11322295000000.0,10691313000000.0
2081.0,11262281000000.0,10602045000000.0
2082.0,11181248000000.0,10487184000000.0
2083.0,11087345000000.0,10382728000000.0
2084.0,11037844000000.0,10256711000000.0
2085.0,11001858000000.0,10133082000000.0
2086.0,10939426000000.0,10035931000000.0
2087.0,10900204000000.0,9932784000000.0
2088.0,10823247000000.0,9819400000000.0
2089.0,10687482000000.0,9719731000000.0
2090.0,10622052000000.0,9621149000000.0
2091.0,10552712000000.0,9534910000000.0
2092.0,10493691000000.0,9408568000000.0
2093.0,10438003000000.0,9335241000000.0
2094.0,10364310000000.0,9250942000000.0
2095.0,10298047000000.0,9154030000000.0
2096.0,10220248000000.0,9060664000000.0
2097.0,10122521000000.0,8959277000000.0
2098.0,10062559000000.0,8878353000000.0
2099.0,9997690000000.0,8779627000000.0
2100.0,9894150000000.0,8702059300000.0
2101.0,9798727000000.0,8627337000000.0
2102.0,9704310000000.0,8543031300000.0
2103.0,9626184000000.0,8446811000000.0
2104.0,9536487000000.0,8336262600000.0
2105.0,9439471000000.0,8249344500000.0
2106.0,9387477000000.0,8164179700000.0
2107.0,9314248000000.0,8076555000000.0
2108.0,9244212000000.0,7991778600000.0
2109.0,9173707000000.0,7906502000000.0
2110.0,9104799000000.0,7827560600000.0
2111.0,9060407000000.0,7736590300000.0
2112.0,8985427000000.0,7621358000000.0
2113.0,8936228000000.0,7524443500000.0
2114.0,8841840000000.0,7442485000000.0
2115.0,8788899000000.0,7357257500000.0
2116.0,8697695700000.0,7269091600000.0
2117.0,8582610000000.0,7164854000000.0
2118.0,8498485700000.0,7047170500000.0
2119.0,8393689400000.0,6968892700000.0
2120.0,8315031000000.0,6862517300000.0
2121.0,8258888000000.0,6772160500000.0
2122.0,8161791600000.0,6688813000000.0
2123.0,8075026000000.0,6597144000000.0
2124.0,7987762600000.0,6504475000000.0
2125.0,7899506000000.0,6401086700000.0
2126.0,7849177500000.0,6307358000000.0
2127.0,7772434000000.0,6197272400000.0
2128.0,7673656400000.0,6101094400000.0
2129.0,7600192600000.0,6010067000000.0
2130.0,7519234000000.0,5900108600000.0
2131.0,7458086500000.0,5822620000000.0
2132.0,7408075700000.0,5748901000000.0
2133.0,7339153300000.0,5648760000000.0
2134.0,7281129000000.0,5559942000000.0
2135.0,7183399000000.0,5457115600000.0
2136.0,7107530000000.0,5365567000000.0
2137.0,7053711500000.0,5286896000000.0
2138.0,6996534000000.0,5213522500000.0
2139.0,6935163000000.0,5121614000000.0
2140.0,6866855300000.0,5037154600000.0
2141.0,6780609400000.0,4955968600000.0
2142.0,6698948400000.0,4883475300000.0
2143.0,6652537000000.0,4811607500000.0
2144.0,6598712400000.0,4734557600000.0
2145.0,6525537000000.0,4666939000000.0
2146.0,6438681300000.0,4572944000000.0
2147.0,6342367000000.0,4482297500000.0
2148.0,6299181400000.0,4392465200000.0
2149.0,6242372000000.0,4323049200000.0
2150.0,6149373400000.0,4231103000000.0
2151.0,6078221000000.0,4154316000000.0
2152.0,6026163000000.0,4080413200000.0
2153.0,5964634000000.0,4010638600000.0
2154.0,5893378000000.0,3924811600000.0
2155.0,5797076000000.0,3858844600000.0
2156.0,5743356400000.0,3776033600000.0
2157.0,5673115500000.0,3708862600000.0
2158.0,5612784600000.0,3637168000000.0
2159.0,5555577000000.0,3568535900000.0
2160.0,5494158700000.0,3493781800000.0
2161.0,5422832400000.0,3413677400000.0
2162.0,5382969000000.0,3350947200000.0
2163.0,5307891000000.0,3273974000000.0
2164.0,5271947600000.0,3202617400000.0
2165.0,5221839300000.0,3134956500000.0
2166.0,5148736000000.0,3066330300000.0
2167.0,5102658000000.0,3007696300000.0
2168.0,5056803000000.0,2929610200000.0
2169.0,4992916000000.0,2853417500000.0
2170.0,4931137300000.0,2783240300000.0
2171.0,4867403000000.0,2713938000000.0
2172.0,4812024300000.0,2646975400000.0
2173.0,4761806400000.0,2590851000000.0
2174.0,4705586000000.0,2539103000000.0
2175.0,4642335400000.0,2485379400000.0
2176.0,4616216400000.0,2418187200000.0
2177.0,4565613700000.0,2364201000000.0
2178.0,4521174500000.0,2307438700000.0
2179.0,4472780600000.0,2254556600000.0
2180.0,4424478000000.0,2208956200000.0
2181.0,4365169200000.0,2161619100000.0
2182.0,4298986000000.0,2115627000000.0
2183.0,4244143300000.0,2048854500000.0
2184.0,4200678300000.0,2006161700000.0
2185.0,4152147600000.0,1962233600000.0
2186.0,4095921000000.0,1925423700000.0
2187.0,4058284300000.0,1886735300000.0
2188.0,4007648800000.0,1846052700000.0
2189.0,3934464800000.0,1796539300000.0
2190.0,3894734500000.0,1758692400000.0
2191.0,3836975000000.0,1723548800000.0
2192.0,3788944400000.0,1681474800000.0
2193.0,3740792300000.0,1648521800000.0
2194.0,3711964500000.0,1605728600000.0
2195.0,3661486000000.0,1575492800000.0
2196.0,3631206400000.0,1531188200000.0
2197.0,3583870800000.0,1489977100000.0
2198.0,3515530000000.0,1447359400000.0
2199.0,3455423000000.0,1407006800000.0
2200.0,3422005500000.0,1369721900000.0
2201.0,3380397500000.0,1331985900000.0
2202.0,3345000700000.0,1297973900000.0
2203.0,3307879000000.0,1259193100000.0
2204.0,3265183400000.0,1224963100000.0
2205.0,3230356700000.0,1187141500000.0
2206.0,3184339500000.0,1157452300000.0
2207.0,3136617400000.0,1124189500000.0
2208.0,3096167000000.0,1092882600000.0
2209.0,3063719100000.0,1065050200000.0
2210.0,3027205000000.0,1032672400000.0
2211.0,2988799200000.0,1006352800000.0
2212.0,2949090400000.0,982261960000.0
2213.0,2921455000000.0,955899400000.0
2214.0,2882798000000.0,929895400000.0
2215.0,2848763200000.0,900376900000.0
2216.0,2812355800000.0,880602100000.0
2217.0,2766663000000.0,854483140000.0
2218.0,2733290300000.0,828983540000.0
2219.0,2694731500000.0,808356600000.0
2220.0,2659310000000.0,789844700000.0
2221.0,2614210300000.0,769390700000.0
2222.0,2576295700000.0,750925800000.0
2223.0,2529139600000.0,732332400000.0
2224.0,2482407000000.0,712441800000.0
2225.0,2435485000000.0,694626200000.0
2226.0,2394663400000.0,673521300000.0
2227.0,2354757500000.0,659218400000.0
2228.0,2317045700000.0,644225200000.0
2229.0,2284282200000.0,627545300000.0
2230.0,2259842500000.0,610997600000.0
2231.0,2230563000000.0,597044700000.0
2232.0,2193825700000.0,576295100000.0
2233.0,2174364000000.0,563054700000.0
2234.0,2146341000000.0,548419570000.0
2235.0,2121151000000.0,533654370000.0
2236.0,2091829800000.0,519106330000.0
2237.0,2067064700000.0,506579420000.0
2238.0,2046310500000.0,491646300000.0
2239.0,2020590600000.0,479498340000.0
2240.0,2000839800000.0,465652220000.0
