time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2057.0,12773129000000.0,12390008000000.0,12762867000000.0
2058.0,12716405000000.0,12336967000000.0,12718382000000.0
2059.0,12656862000000.0,12266543000000.0,12688963000000.0
2060.0,12594162000000.0,12195503000000.0,12638538000000.0
2061.0,12566469000000.0,12130435000000.0,12598293000000.0
2062.0,12513354000000.0,12081595000000.0,12557317000000.0
2063.0,12441620000000.0,12010666000000.0,12522021000000.0
2064.0,12388325000000.0,11944770000000.0,12467204000000.0
2065.0,12315961000000.0,11870904000000.0,12422163000000.0
2066.0,12237544000000.0,11818345000000.0,12375959000000.0
2067.0,12155068000000.0,11758890000000.0,12324197000000.0
2068.0,12112742000000.0,11681352000000.0,12274463000000.0
2069.0,12024893000000.0,11597982000000.0,12213120000000.0
2070.0,11945485000000.0,11511927000000.0,12159576000000.0
2071.0,11889543000000.0,11439677000000.0,12104689000000.0
2072.0,11835341000000.0,11380392000000.0,12062238000000.0
2073.0,11750525000000.0,11304060000000.0,12014333000000.0
2074.0,11672935000000.0,11242358000000.0,11961046000000.0
2075.0,11596375000000.0,11166728000000.0,11900351000000.0
2076.0,11509547000000.0,11075295000000.0,11827320000000.0
2077.0,11422996000000.0,10993878000000.0,11781405000000.0
2078.0,11329199000000.0,10930545000000.0,11736870000000.0
2079.0,11231365000000.0,10869666000000.0,11683440000000.0
2080.0,11089985000000.0,10783160000000.0,11626267000000.0
2081.0,10978103000000.0,10722236000000.0,11541441000000.0
2082.0,10850122000000.0,10636351000000.0,11499338000000.0
2083.0,10735277000000.0,10543347000000.0,11451245000000.0
2084.0,10600415000000.0,10443099000000.0,11388207000000.0
2085.0,10498861000000.0,10344659000000.0,11330648000000.0
2086.0,10388825000000.0,10270606000000.0,11265224000000.0
2087.0,10259994000000.0,10177860000000.0,11204291000000.0
2088.0,10119642000000.0,10086916000000.0,11137768000000.0
2089.0,9990386000000.0,10012458000000.0,11071846000000.0
2090.0,9850036000000.0,9943206000000.0,11007057000000.0
2091.0,9730805000000.0,9864446000000.0,10934327000000.0
2092.0,9585832000000.0,9790210000000.0,10868379000000.0
2093.0,9425496000000.0,9715539000000.0,10804616000000.0
2094.0,9286273000000.0,9638506000000.0,10738184000000.0
2095.0,9181900000000.0,9551205000000.0,10686463000000.0
2096.0,9032268000000.0,9465655000000.0,10620806000000.0
2097.0,8884595000000.0,9386784000000.0,10556534000000.0
2098.0,8770319500000.0,9319256000000.0,10474610000000.0
2099.0,8611495400000.0,9241365000000.0,10403179000000.0
2100.0,8485146700000.0,9178266000000.0,10304887000000.0
2101.0,8357449600000.0,9104655000000.0,10242022000000.0
2102.0,8249303600000.0,9019839000000.0,10124293000000.0
2103.0,8133947000000.0,8927359000000.0,10036269000000.0
2104.0,8014162600000.0,8833965000000.0,9964384000000.0
2105.0,7904007000000.0,8749596500000.0,9884768000000.0
2106.0,7744873000000.0,8670864700000.0,9795438000000.0
2107.0,7646213000000.0,8585944000000.0,9710634000000.0
2108.0,7548333000000.0,8504130000000.0,9615507000000.0
2109.0,7446081300000.0,8415445000000.0,9520179000000.0
2110.0,7340017300000.0,8342079500000.0,9398928000000.0
2111.0,7203148300000.0,8263505000000.0,9290600000000.0
2112.0,7077977000000.0,8181891000000.0,9183517000000.0
2113.0,6959839300000.0,8087902000000.0,9070455000000.0
2114.0,6849122000000.0,8005696400000.0,8979505000000.0
2115.0,6727546700000.0,7918445400000.0,8884914000000.0
2116.0,6606468700000.0,7836549000000.0,8765992600000.0
2117.0,6503358500000.0,7750474500000.0,8644244000000.0
2118.0,6386024400000.0,7682778000000.0,8542347000000.0
2119.0,6271938000000.0,7607060300000.0,8429230000000.0
2120.0,6155551600000.0,7534844000000.0,8328590000000.0
2121.0,6042864300000.0,7458464000000.0,8229905000000.0
2122.0,5926482300000.0,7381720000000.0,8124329000000.0
2123.0,5834906500000.0,7299417500000.0,8005655500000.0
2124.0,5712578000000.0,7228639700000.0,7878636700000.0
2125.0,5583145500000.0,7162319300000.0,7756049000000.0
2126.0,5476715600000.0,7096846000000.0,7581679000000.0
2127.0,5377124000000.0,7028797000000.0,7402447400000.0
2128.0,5269477700000.0,6944350300000.0,7264600600000.0
2129.0,5167382500000.0,6872403300000.0,7132360000000.0
2130.0,5061437600000.0,6800667000000.0,6990286300000.0
2131.0,4957211000000.0,6720722000000.0,6849008000000.0
2132.0,4827856000000.0,6665338400000.0,6683564700000.0
2133.0,4702449700000.0,6608796500000.0,6529976000000.0
2134.0,4602561000000.0,6535141400000.0,6377876000000.0
2135.0,4482425400000.0,6470363000000.0,6241220000000.0
2136.0,4366550700000.0,6417990000000.0,6123537000000.0
2137.0,4265028600000.0,6356294700000.0,6000688000000.0
2138.0,4161423000000.0,6305888000000.0,5860114300000.0
2139.0,4054264600000.0,6248464000000.0,5723228500000.0
2140.0,3929870200000.0,6183923500000.0,5567153000000.0
2141.0,3828950500000.0,6135323000000.0,5413062300000.0
2142.0,3720062700000.0,6080974300000.0,5275067600000.0
2143.0,3606351000000.0,6030808000000.0,5131689500000.0
2144.0,3499504700000.0,5980686400000.0,4969056400000.0
2145.0,3416492300000.0,5933300700000.0,4843885000000.0
2146.0,3330652500000.0,5887081600000.0,4711706500000.0
2147.0,3244309300000.0,5848892400000.0,4542421300000.0
2148.0,3137832200000.0,5799684300000.0,4356992000000.0
2149.0,3050360800000.0,5756505600000.0,4190500000000.0
2150.0,2967879800000.0,5718444000000.0,4054153700000.0
2151.0,2884435400000.0,5679157300000.0,3921902000000.0
2152.0,2800194400000.0,5642799000000.0,3769226200000.0
2153.0,2718372700000.0,5602452000000.0,3597923000000.0
2154.0,2657617200000.0,5566769400000.0,3456581200000.0
2155.0,2592982200000.0,5534195400000.0,3337902000000.0
2156.0,2533711400000.0,5498964300000.0,3222767100000.0
2157.0,2478707800000.0,5461169000000.0,3120044000000.0
2158.0,2414909300000.0,5434638000000.0,3024459400000.0
2159.0,2351895700000.0,5400270700000.0,2930527000000.0
2160.0,2293871000000.0,5370524000000.0,2852434700000.0
2161.0,2227061400000.0,5340837400000.0,2770004300000.0
2162.0,2155189100000.0,5306294700000.0,2687265700000.0
2163.0,2099975600000.0,5278789500000.0,2589490000000.0
2164.0,2046096800000.0,5249160400000.0,2526823000000.0
2165.0,1997786700000.0,5219868500000.0,2447988500000.0
2166.0,1940426300000.0,5189128400000.0,2385150700000.0
2167.0,1897704800000.0,5161931500000.0,2323014500000.0
2168.0,1852246500000.0,5133861700000.0,2262157800000.0
2169.0,1801210200000.0,5102734000000.0,2182566400000.0
2170.0,1757488500000.0,5076765000000.0,2093584400000.0
2171.0,1705304900000.0,5047614000000.0,2004356000000.0
2172.0,1662198900000.0,5017990000000.0,1912885600000.0
2173.0,1612262300000.0,4997252000000.0,1836319200000.0
2174.0,1567997000000.0,4975742700000.0,1767726300000.0
2175.0,1531301000000.0,4953547000000.0,1696270400000.0
2176.0,1486610600000.0,4928543700000.0,1635260800000.0
2177.0,1449999200000.0,4902197700000.0,1575953100000.0
2178.0,1410784000000.0,4880013000000.0,1509354200000.0
2179.0,1368196100000.0,4859248500000.0,1442872700000.0
2180.0,1325682500000.0,4846657700000.0,1369050700000.0
2181.0,1294652800000.0,4825906000000.0,1298959000000.0
2182.0,1266187100000.0,4811862300000.0,1220038500000.0
2183.0,1228819300000.0,4791525000000.0,1147590700000.0
2184.0,1191188000000.0,4769653000000.0,1079545600000.0
2185.0,1155839300000.0,4752719500000.0,1006439560000.0
2186.0,1120757000000.0,4734163400000.0,939308150000.0
2187.0,1089220600000.0,4716213000000.0,879037400000.0
2188.0,1058249300000.0,4694378000000.0,826010100000.0
2189.0,1028033100000.0,4679532500000.0,770048460000.0
2190.0,998022200000.0,4663496700000.0,709543000000.0
2191.0,966801750000.0,4653259000000.0,650876600000.0
2192.0,931705100000.0,4632615000000.0,586471400000.0
2193.0,904322900000.0,4617729000000.0,533834900000.0
2194.0,877528200000.0,4606932000000.0,495989460000.0
2195.0,853084800000.0,4597274400000.0,451894870000.0
2196.0,829394650000.0,4588491000000.0,416504150000.0
2197.0,805824100000.0,4574618300000.0,379721600000.0
2198.0,781059560000.0,4558734500000.0,347392480000.0
2199.0,760108550000.0,4536205000000.0,316599070000.0
2200.0,737427850000.0,4518662600000.0,277811950000.0
2201.0,715376160000.0,4510370000000.0,245656190000.0
2202.0,689089740000.0,4494439500000.0,215142420000.0
2203.0,661570650000.0,4486040000000.0,185629850000.0
2204.0,635994640000.0,4469736000000.0,163866740000.0
2205.0,613568600000.0,4463988300000.0,139305170000.0
2206.0,592685100000.0,4452107400000.0,120754020000.0
2207.0,569569600000.0,4437111700000.0,100942980000.0
2208.0,546311050000.0,4430784600000.0,87685070000.0
2209.0,520855100000.0,4429523700000.0,75378565000.0
2210.0,497449630000.0,4414764000000.0,64062198000.0
2211.0,473154900000.0,4406674700000.0,55077250000.0
2212.0,454093860000.0,4392474000000.0,45540643000.0
2213.0,434022100000.0,4383753400000.0,37182110000.0
2214.0,411574080000.0,4384993800000.0,28359182000.0
2215.0,393778920000.0,4380476800000.0,21560533000.0
2216.0,370457500000.0,4380390900000.0,16977699000.0
2217.0,351289100000.0,4368322000000.0,13041394000.0
2218.0,334100170000.0,4367882600000.0,9728887000.0
2219.0,316148000000.0,4365732800000.0,6537735700.0
2220.0,301147550000.0,4368842600000.0,4825454600.0
2221.0,284623400000.0,4358532000000.0,3256581000.0
2222.0,267975400000.0,4347308300000.0,2373992000.0
2223.0,253444080000.0,4343366400000.0,1479707000.0
2224.0,237190180000.0,4340038000000.0,877224450.0
2225.0,224286920000.0,4335936200000.0,467049180.0
2226.0,210086800000.0,4333315800000.0,167023140.0
2227.0,198160760000.0,4325654100000.0,65629190.0
2228.0,186013880000.0,4320922200000.0,24111660.0
2229.0,175466250000.0,4317900700000.0,3689009.2
2230.0,164986130000.0,4315003000000.0,0.0
2231.0,155187430000.0,4313370300000.0,0.0
2232.0,147713500000.0,4306117600000.0,0.0
2233.0,139808370000.0,4301368900000.0,0.0
2234.0,130826210000.0,4294466900000.0,0.0
2235.0,123341760000.0,4292034700000.0,0.0
2236.0,115432090000.0,4285302800000.0,0.0
2237.0,108647710000.0,4279435300000.0,0.0
2238.0,102291240000.0,4280679100000.0,0.0
2239.0,95914746000.0,4276490300000.0,0.0
2240.0,90422166000.0,4272894800000.0,0.0
2241.0,85414340000.0,4268431000000.0,0.0
2242.0,79606260000.0,4261931400000.0,0.0
2243.0,74705000000.0,4259140600000.0,0.0
2244.0,69617090000.0,4261160700000.0,0.0
2245.0,65490410000.0,4260223000000.0,0.0
2246.0,61690253000.0,4253064400000.0,0.0
2247.0,57587343000.0,4255345000000.0,0.0
2248.0,53858540000.0,4250528600000.0,0.0
2249.0,51060404000.0,4245231500000.0,0.0
2250.0,47856456000.0,4240918000000.0,0.0
2251.0,45386727000.0,4241861600000.0,0.0
2252.0,43175875000.0,4234978500000.0,0.0
2253.0,41068528000.0,4231924500000.0,0.0
2254.0,38831948000.0,4230854700000.0,0.0
2255.0,36429380000.0,4231669000000.0,0.0
2256.0,34223686000.0,4234643200000.0,0.0
2257.0,32352498000.0,4232660400000.0,0.0
2258.0,30698476000.0,4236002700000.0,0.0
2259.0,29129804000.0,4237155000000.0,0.0
2260.0,27135154000.0,4236872300000.0,0.0
2261.0,25506316000.0,4230823300000.0,0.0
2262.0,24451054000.0,4231658700000.0,0.0
2263.0,23085476000.0,4230079600000.0,0.0
2264.0,21534441000.0,4229779000000.0,0.0
2265.0,19987257000.0,4229780000000.0,0.0
2266.0,18929844000.0,4223425000000.0,0.0
2267.0,17888570000.0,4217712400000.0,0.0
2268.0,16551805000.0,4211781700000.0,0.0
2269.0,15592576000.0,4214497000000.0,0.0
2270.0,14829721000.0,4210939700000.0,0.0
2271.0,13984232000.0,4209559200000.0,0.0
2272.0,13021829000.0,4207267000000.0,0.0
2273.0,12040661000.0,4206175000000.0,0.0
2274.0,11189858000.0,4208448800000.0,0.0
2275.0,10256357000.0,4207981000000.0,0.0
2276.0,9386031000.0,4207774000000.0,0.0
2277.0,8633381000.0,4212557000000.0,0.0
2278.0,8018084400.0,4217396300000.0,0.0
2279.0,7357870600.0,4213981800000.0,0.0
2280.0,6712436000.0,4218081800000.0,0.0
2281.0,6151622000.0,4211628000000.0,0.0
2282.0,5619226000.0,4211559400000.0,0.0
2283.0,5204975000.0,4214156700000.0,0.0
2284.0,4738937000.0,4220829600000.0,0.0
2285.0,4384768000.0,4224156200000.0,0.0
2286.0,3973035300.0,4222926200000.0,0.0
2287.0,3595517700.0,4216310500000.0,0.0
2288.0,3290952000.0,4216069300000.0,0.0
2289.0,2936657400.0,4216159700000.0,0.0
2290.0,2655632000.0,4215523200000.0,0.0
2291.0,2367493400.0,4217996300000.0,0.0
2292.0,2117730800.0,4221759700000.0,0.0
2293.0,1890320900.0,4217688000000.0,0.0
2294.0,1671022200.0,4221886300000.0,0.0
2295.0,1466757500.0,4225016500000.0,0.0
2296.0,1296017000.0,4226628000000.0,0.0
2297.0,1120430000.0,4226125400000.0,0.0
2298.0,969608800.0,4222248600000.0,0.0
2299.0,816914100.0,4223611700000.0,0.0
2300.0,695692540.0,4228335300000.0,0.0
