time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287
2001,96370624436.80408,97366932158.99643,96254864893.78487,96958192758.25099,95313166887.44002,96782431553.47157
2002,96208019220.51904,94857597977.60043,94134531637.7161,97429078379.92279,94605856875.74934,93683433075.71799
2003,95825680857.53268,91714041759.59789,92977260101.33536,96935540554.87938,93901675325.35487,94435234901.0256
2004,94436282680.56883,91872311751.89256,91496720434.61993,96494411399.3339,93876970750.36655,94968142407.03708
2005,93317307076.55536,90953137223.39719,91255242474.5495,96739678479.78462,94517055856.6291,93781972950.37894
2006,91421587262.54169,88770269212.91168,91763807985.2503,96630298907.47754,92731615269.22696,90240056559.27454
2007,89621062650.4708,87904431051.79591,92227820294.90007,97477140338.13242,90415100918.3541,89042607823.82791
2008,90667952177.19678,88393729266.56398,90753187169.30333,97221322685.76863,90328820489.43297,87247451381.09909
2009,90577286143.81038,87426158141.14253,89413599566.08989,96615362700.83264,90927285406.40233,84028477428.12318
2010,89821309787.3233,85988012755.35599,90077047414.26457,94856082397.44191,87795504214.66423,81749002783.08867
2011,87851473564.7334,83708703166.28952,89463738911.22908,90172629829.42262,83359103257.5163,81311142659.29134
2012,85215404601.74559,82244935539.09505,87625965661.84425,86989117211.65285,82716682106.50224,81801894126.89937
2013,81588083214.62993,81898044549.7371,85093713959.2214,85665913813.14116,80240460906.69824,80364787472.92899
2014,81777572067.72874,79345779352.72702,84353426477.66626,82966136652.0917,78026702600.59912,78597226258.47554
2015,80638648066.68011,75521286965.72598,84419776152.91243,79901475065.14832,77319820099.8708,78832093302.23476
2016,77645612813.54594,72977916369.72974,82469035970.40826,78333525882.08975,77814877849.85553,77291794354.40695
2017,74449746332.97453,73611489374.89374,79077023829.12407,76764226756.74329,76651721098.17271,74193088235.01364
2018,73108710310.58969,73267365469.47173,77893532860.08421,72880627560.78404,73866118174.55025,73766208407.87564
2019,71361382479.82697,73027344698.60681,72615795014.88269,70120612890.7642,71030358547.10545,73190382360.16939
2020,68936218635.22256,71506024597.70555,68651513621.40895,67439762329.20287,69496153283.43185,69502731553.783
2021,67542593430.26531,67666329552.883766,66927098028.173584,66487737704.46662,68110749584.00872,67391293782.38512
2022,65603309213.69564,62659172813.01871,63482347965.76064,64970106147.58146,65116499378.18959,66349796928.1226
2023,61441962927.7656,61564505675.43194,57856739849.35722,64217116609.634384,63628578160.119156,66260336381.78685
2024,58611889252.281166,60210259557.35389,55612500128.169624,61608692867.630356,61640070053.786896,64943509890.86522
2025,53012949317.75019,57891402030.82606,52482615603.042076,58708775198.27081,58607297380.34417,61282030985.75559
2026,48706802250.497154,55196246476.10371,48178678262.93289,57588690521.16847,56015968399.73433,58817912048.15467
2027,47756674594.49432,53282186993.81265,47247673751.76129,56071138335.90117,54984351788.726234,55572962842.73969
2028,45516265581.424126,51641791256.659584,46113544379.675804,53908776283.147644,54291606933.3449,54811929732.17136
2029,42660923114.988594,49613694902.7575,44007824829.01149,51952563202.48149,52424658143.05682,52208796777.88698
2030,39883641182.67486,47992178838.9854,42000458427.4187,50156284378.33069,50605856849.574234,48980922855.16889
2031,37694198682.86349,45386464989.31737,39271876281.17905,47734755505.39501,48480811784.316536,47613612781.98959
2032,35806391269.67319,42805577771.287346,39291380420.504585,44843815427.88288,46300007995.48035,45452300114.881226
2033,34689045207.31542,40434358277.13023,38483247810.71099,42036473066.448586,44561100420.22191,43554941689.01791
2034,32881079624.622974,38207263525.828896,36816145597.83861,40052849187.31509,41272459013.14111,41727610166.486206
2035,32312476460.57422,37009696734.7159,34191400617.124275,37558177316.71845,39674902482.803825,38589166784.6875
2036,30566612946.799778,34636541776.00744,32860925268.75203,35162859489.18614,38236788861.2694,38243071116.36179
2037,29400031938.50731,33229974431.47946,30196568552.976463,34190429409.90767,37508889260.38522,37147907964.0224
2038,27883034213.998203,31694035820.178234,29398167370.704945,33330904624.69291,35390503035.76566,35749528103.34337
2039,26749495699.14529,29804922102.512787,27792007794.53693,32081703737.643425,33055929947.410526,35022773224.07966
2040,26129143914.85294,27320537727.087177,26451639741.486904,30788524685.647957,31823588293.66334,33336180312.417137
2041,25346199418.714996,26895372332.672054,25315260066.454674,29679003543.526955,31515836156.74108,31461390811.604218
2042,24686687965.54452,26267000847.74702,23231237786.202152,28786568396.623466,30677727049.919502,31138451207.080173
2043,23930223477.900967,25551312871.350517,22481388075.438797,27527293113.40001,29732017836.02777,30305826142.679108
2044,22055445278.22121,23872188637.031857,21372425405.941998,26715588470.173676,29691319936.876236,29301616992.14509
2045,21583109539.095634,23194373159.822838,19853925954.432354,26220708739.97172,28811336446.920338,28066571311.341835
2046,20874765241.185,23286442137.712646,19679863424.222187,25281850671.38646,27906723662.671635,27029933568.524097
2047,20289064258.620766,22795750407.675694,18974294682.076992,23312870562.90997,27838961338.561775,26982019297.375008
2048,19378021258.736702,23242438792.71306,18276144829.28403,22372561180.768524,27055990367.740623,26725922508.320557
2049,18617962671.200768,23099759470.57401,17430564740.924904,22268235799.032703,26219124735.36617,25782757853.2117
2050,17966176648.13505,21956489251.443394,16819226489.89434,21759807626.782497,25631925404.582325,25671703806.27689
