time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287
2001,96630821977.69107,97356605920.33597,96226824348.79904,97085594997.26862,95585327448.56741,96858442508.08229
2002,96618929859.87006,94904848763.93361,94038521296.8235,97661611155.7569,95001030559.34862,93642101105.3818
2003,96387681849.819,91880349255.90834,92784607974.71672,97346666816.75188,94465726037.9898,94471633319.22433
2004,95237389117.74513,92004319764.16826,91263875503.59264,97003229708.8017,94551118684.91089,95104194362.49278
2005,94298569497.3653,91056332146.16556,90969632826.89886,97286952514.01218,95206176305.57463,93938920487.8748
2006,92704089491.90837,88887955928.57607,91510894568.0432,97273302865.8067,93550811875.8594,90294941666.97841
2007,91152462922.35445,88100192475.6626,92028140539.39873,98130607596.06665,91452695819.08427,89074492920.69951
2008,92114351460.61525,88580835413.37175,90585883227.31209,97896715562.80516,91429480292.0674,87301923806.83505
2009,92058427708.80267,87608711181.67984,89157078881.99342,97348662384.36488,91998774709.7622,84022398193.01839
2010,91404744942.45396,86159384349.07094,89838222070.7974,95721103051.32005,89127072584.10057,81688532697.83325
2011,89610967902.45341,83932705861.9565,89238413406.84814,91228023895.99303,85046281724.89105,81252364420.11317
2012,87238526253.78442,82457378586.96988,87385716528.32596,88098840705.68005,84423850397.99347,81831292940.68515
2013,84014005753.14319,82074850858.37439,84782007092.19672,86848005893.67027,82151038681.91585,80416095785.73892
2014,84120253578.89537,79502754267.02928,84068207337.88394,84273937587.11063,80081134035.0077,78632302683.9843
2015,83027664265.458,75736676876.59958,84148927329.48749,81286126779.11615,79414665388.35405,78935220346.73941
2016,80942265469.73488,73649622797.68759,81736936394.46884,79411803248.37083,79628204655.31075,78064540437.75117
2017,77991718663.68733,74431190662.60803,77860297772.46019,77018829297.81352,76383139282.7247,76785588709.0705
2018,76704634799.3211,73089759774.6026,74722813256.93858,73351459584.82898,71893129971.99661,75545517836.07831
2019,73234434518.13785,71340082451.67593,73367431695.79562,69148266094.67123,69996219924.21118,71831472033.90315
2020,68535875369.14013,70493282584.30362,68651440343.17752,66481155455.14838,68372137319.33341,69246990867.34108
2021,64847161566.119995,69463295596.51076,64805421325.392265,63808448952.66798,67317444369.493614,68170918268.12655
2022,60243821257.74824,68049622748.94264,59134647339.29014,61647945805.35174,63757226582.16662,65768868505.59105
2023,59348284795.55452,67251813838.64081,55982638594.41569,59044452845.2623,61763814011.48721,64410215913.321976
2024,55971656580.26028,66133520352.66731,53714363197.54063,54288451200.90367,60608294912.5414,63026837732.20571
2025,54496673745.98619,63393976397.40513,51109578910.937126,52174004889.75829,59550304536.84356,60382107059.97764
2026,51789038554.21017,60904103763.84313,45814609814.774445,50730170438.146194,57400420081.3677,57447943232.18076
2027,49453521514.74976,57024191547.800026,42620120477.59791,47820638218.090965,56082277674.07002,55496903648.131355
2028,46190579999.672745,54589055770.13563,40379150510.65801,46469717864.519066,54577435032.50468,52944456476.82571
2029,43415062545.198616,52399458008.39795,37566859796.58714,44888885702.83254,51581246658.06408,50177650655.84669
