time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,97554022248.89287,97554022248.89287,97554022248.89287,97554022248.89287
2001,96226738442.03949,97085673411.52856,95595934489.62349,96860674386.89038
2002,94027491603.40591,97636674854.4867,95025004415.0935,93648147129.34811
2003,92770914898.20113,97318799116.52821,94510826573.58107,94481054324.71098
2004,91232555322.00317,96969429825.21317,94606376261.21147,95115451351.07936
2005,90921064340.8522,97288719528.03029,95289601023.44957,93973564250.18024
2006,91458534409.89474,97264608819.78712,93711156155.80667,90337138743.8812
2007,91975680230.26186,98122546090.67123,91642220157.52277,89124988827.32495
2008,90533441929.84001,97961484948.17166,91625993263.03577,87355935035.13164
2009,89089965345.03091,97417226551.78235,92221171617.96234,84078180483.3681
2010,89765936498.74254,95820908870.1273,89373469133.61325,81743367189.86205
2011,89145649282.58766,91370640396.05907,85297736332.5011,81307109999.81985
2012,87288683400.3878,88295059252.4674,84699195288.55473,81886800682.97507
2013,84681084826.67189,87046868407.10284,82431049708.46701,80471908714.0112
2014,83949594972.98569,84473308740.25328,80416426112.43791,78693177577.05814
2015,84002700663.16472,81485264994.0277,79755211978.15067,79002863338.32008
2016,81571644213.14526,79601645551.55478,79998638308.27518,78135771001.54396
2017,77694394635.53947,77205674550.18852,76773398913.23932,76857065773.01457
2018,74552025585.5893,73546576552.73552,72282717484.61534,75615436158.89159
2019,73190185838.62244,69420567260.6818,70384110037.01538,71901097813.38715
2020,68471432579.78821,66739899637.979126,68788084527.38774,69318394034.75772
2021,64627276976.37248,64061807557.74851,67748543214.82221,68244714925.74441
2022,58957485743.42645,61888174266.62773,64215375477.15344,65839488994.260445
2023,55805216921.23956,59317282254.768,62212742968.03064,64478074030.00433
2024,53527285167.33489,54580853259.89511,61081280992.62448,63090804794.31853
2025,50918706232.330826,52429620244.718346,60053061433.655975,60449232151.98925
2026,45642835900.11573,50994852551.73086,57916124868.0993,57510986666.87115
2027,42454887807.21862,48109701215.876976,56640403766.93447,55561106483.343834
2028,40219025625.269066,46772303941.3862,55141089907.89453,53006015883.58688
2029,37415973098.268875,45143651536.799034,52111182757.68674,50237936132.64958
2030,35930624944.24612,43615220553.66891,48728869087.301926,48469671507.052505
2031,34633708090.43669,42366212837.86429,45000252599.7779,46085720030.55188
2032,32857536101.14147,39781060676.863045,43390012812.55146,44039904876.21864
2033,31694759303.676662,37532102997.37116,42528986910.022255,40278480055.38875
2034,31140026715.269062,34024973108.269875,41711978288.711174,38805690126.84963
2035,29618308884.102516,32428854825.417747,39963791248.536644,37797313939.65128
2036,28038909499.603607,31595497852.42852,39126137357.02197,36004284508.84049
2037,26214572188.298027,29411702654.768795,37629699606.1679,33797428320.365166
2038,24057209253.85076,27745010541.78645,36606392050.51638,31798619234.312157
2039,23777090460.710434,26928676488.097424,34406189646.15219,30043493250.557106
2040,22963825845.15533,25079878708.45422,32732387607.78274,28496314148.412292
2041,22260743732.775818,22716716046.949413,31721746397.52642,26822464255.257942
2042,20485277322.470654,20503818378.63888,29243839237.195164,24727560385.651554
2043,19903262671.457817,19091954430.873955,26207252166.695114,23692832366.112816
2044,18676963451.700882,18150289859.68906,25022148219.28894,23056058333.055973
2045,17108823903.035252,16764906156.820677,23685359970.836357,21649033261.24549
2046,16539524511.910158,15253605320.42877,22001178033.954353,20468023438.86785
2047,15374121931.055496,14942656472.336557,20484231011.62225,19442586522.67626
2048,14006327881.32347,14036883307.154861,19052277217.50515,17990767582.919014
2049,13115329457.34288,13143532855.152319,17903800252.712708,17687746970.67059
2050,12071262972.154364,12695897245.818441,16577286791.410011,17265428849.138905
2051,11639365818.383587,12114304477.218475,15427483933.510162,16474282425.743256
2052,10750661325.957863,10922324517.159702,14808564090.39982,15866387392.503782
2053,10327093547.209726,10632000467.760216,14524746869.714949,15161335436.369177
2054,9378063376.650211,10476868843.940697,13630643327.73683,14986105398.964125
2055,9126395641.747375,10131268462.239872,12708724582.189573,14783964337.533262
2056,8375747268.894049,9516950442.455938,12391333306.597918,14365837843.087439
2057,7771154244.92517,9057973813.259995,11985265816.828442,13722422304.408272
2058,7531681122.598506,8604181838.287119,11513171781.832615,13388050241.740822
2059,6993277534.647399,8094332404.226742,10986604178.150702,13127829053.348213
2060,6876418978.184398,7507911140.413285,10887476093.30881,12576418819.810642
2061,6655114729.632842,7365051235.279874,10584394542.994068,12290371761.952246
2062,6390795357.600279,7027285655.457428,10145423348.548622,12267900069.028286
2063,6173851680.0978155,6602871970.295722,9998990684.727068,11708720772.380333
2064,5730029163.273334,6090919346.860064,9799750714.972387,11301053492.051666
2065,5592654154.541729,5854990716.909548,9307976908.25952,10864015234.874878
2066,5455265402.085961,5528086823.592178,9232290110.563765,10958435724.079012
2067,5336532771.162721,5595588052.189561,9142470109.663643,10956914378.187042
2068,5371967402.141446,5526305039.460861,8576122723.996637,10599412622.247442
2069,5166828778.130221,5514369624.026872,8118560425.107009,10470879331.997082
2070,5140662353.255778,5381784599.485688,8000131455.904708,10418264866.902006
2071,4906604199.839967,5197484825.017792,8111170474.183194,10175978509.504452
2072,4997250111.737938,4985109894.974618,8081792732.822896,9858571892.990765
2073,4950668196.555242,4856695164.403948,8038897549.407803,9714515950.238653
2074,4845099760.814242,4888357335.624775,7907159635.21689,9514420353.731045
2075,4761446425.377937,4713177214.245882,7664157597.336723,9567816324.910059
2076,4559107915.055724,4629497820.42129,7752602304.263963,9700771029.16761
2077,4701761276.92225,4543335591.09363,7839927631.122545,9723552433.968344
2078,4646230339.359316,4477819306.312901,7847866606.655177,9765500632.41032
2079,4574943011.049921,4645239720.534419,7675112215.096005,9673493492.886213
2080,4548401814.468788,4752104477.076363,7669190821.988705,9571057278.226845
2081,4455796393.0466385,4723523362.925947,7659684551.123905,9552104387.164766
2082,4458509343.000397,4733892327.94129,7398310308.650398,9277892698.549826
2083,4322763895.1033945,4593383709.804296,7396363950.691427,9216048877.482897
2084,4388381888.123219,4455624309.028027,7419429636.630453,9383324750.485321
2085,4330634071.226642,4582508350.567214,7471385772.594804,9470206460.247057
2086,4372095021.433387,4709698389.7465,7589782446.619844,9430461544.88781
2087,4303355510.742839,4673566194.886631,7685504703.455975,9517741878.604305
2088,4328754267.882211,4568253168.416454,7563127760.134047,9352135034.601055
2089,4264810556.844154,4571496658.578418,7661742460.955851,9392825040.926586
2090,4376686224.491989,4738567833.536347,7636519140.761529,9591226505.363724
2091,4298189450.828644,4849466683.408161,7451726005.41646,9691742559.618578
2092,4439020720.1613865,4955745102.99632,7353153199.24825,9790562336.657843
2093,4464900790.222193,5061578355.609675,7596995412.919159,9806695974.656364
2094,4440677811.617497,5199297859.539166,7824412026.103304,9856428527.689125
2095,4464915886.17478,5191985561.087408,7742877166.012254,9954377505.138765
2096,4345942683.198692,5201973664.060038,7810883737.399873,9868626001.967827
2097,4435831278.867576,5427166222.2042465,7930567458.155933,9835987825.586836
2098,4519134791.62141,5478554679.209883,7918004804.71694,9967022068.973005
2099,4701422280.068618,5486527668.957685,7942267929.320166,10140655540.56226
2100,4790323969.938806,5572011031.1294565,7949227691.584649,10296579778.862906
2101,4911028920.710646,5763925583.800731,8092564638.091309,10496693601.161541
2102,4805574674.864751,5859116985.831101,8144242078.677939,10707158761.472635
2103,4972050089.577599,5809791076.561919,8237278104.29138,10820866088.660887
2104,4953259879.508795,5701584947.065516,8324990607.036298,10704133221.9223
2105,5100668574.781151,5779108420.511178,8389633761.654437,11005322610.562159
2106,5059540434.256571,5893273654.519561,8432902369.068266,11180638397.099405
2107,5205456390.682762,5980153408.960276,8363102771.827436,11052698947.310751
2108,5122590344.054562,6048338435.360849,8625941344.421873,11011979686.216793
2109,5044854087.396842,6211389800.9774475,8818115378.192404,11107700198.067638
2110,5167946216.571604,6364933674.098005,8782770899.269428,11014813403.367104
2111,5223385716.432885,6490571394.048631,8616882346.349106,10905310133.789017
2112,5212472199.91686,6561706613.023387,8668349049.90519,11264647503.583422
2113,5207281413.937398,6673549789.632835,8707845679.904783,11548633342.80666
2114,5490578456.484562,6697592348.580489,8731990671.035543,11717994792.165323
2115,5595591333.843469,6834685138.977797,8917792860.586287,11694011294.514849
2116,5738022629.657612,7150554340.350619,9104314800.677685,11679169905.927517
2117,5795508212.631949,7224293444.423997,9440814853.732956,11909473050.069338
2118,5764595122.802155,7270004059.046577,9850082069.347353,12145884625.331177
2119,5905029668.027384,7405490066.117217,9716099186.042253,12283212445.59754
2120,5849018782.958585,7515876367.559915,9805301655.298779,12316605481.741695
2121,6087292226.050803,7436088156.914809,9988906864.727388,12294756174.67595
2122,6010482329.300547,7720140400.445519,10156741601.582563,12503662990.079262
2123,6126658935.608834,7952444606.499938,10287506223.269178,12640153824.671766
2124,6365672807.475098,8018168369.266844,10234996167.039513,12690831815.80692
2125,6335252144.578161,8119443548.066734,10470478724.726229,12663471763.96381
2126,6449772520.736035,8258578037.195722,10535145134.22411,13119762616.417042
2127,6550259096.090676,8317347231.129317,10951345376.939262,13335454941.996677
2128,6532636562.933536,8402047676.159242,11259185714.423294,13494407057.495567
2129,6620048481.022923,8632563839.52456,11526774991.013924,13652208009.00628
2130,6739205817.913248,8822601797.376408,11767740394.189013,13591537432.621155
2131,6823802662.153327,8997018704.932264,11796727071.167635,14153440414.831745
2132,6835473710.804736,9047422177.76745,11707882833.646746,14394515005.780827
2133,7096279685.941168,9167395504.881418,11944680226.968184,14045572771.320774
2134,7015547129.896277,9435586481.83677,12088966003.415556,14436168379.892279
2135,7042556736.612762,9542715735.208471,11681471521.926857,14752168839.543873
2136,7047999581.805192,9841895844.77456,11725173954.339554,14828566071.816528
2137,7114223377.716851,9884299135.987957,12156594867.72744,15190187124.199203
2138,7048865324.273447,9961072932.097876,12186518841.795904,15346727954.171116
2139,6959350704.320405,9868107399.09991,12161332564.04725,15739032887.131714
2140,7123425413.434914,10066642390.8112,12448451920.288164,15922473441.821417
2141,7134420759.023193,10168051992.659685,12654539878.858057,16234250679.291927
