time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
1980.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1981.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1982.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1983.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1984.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1985.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1986.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1987.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1988.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1989.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1990.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1991.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0,98265700000.0
1992.0,98266500000.0,98266500000.0,98266700000.0,98266800000.0,98266100000.0,98266600000.0
1993.0,98268100000.0,98268100000.0,98268100000.0,98268100000.0,98268700000.0,98268100000.0
1994.0,98270100000.0,98270200000.0,98270100000.0,98269700000.0,98270600000.0,98270200000.0
1995.0,98268900000.0,98268700000.0,98268900000.0,98269100000.0,98268600000.0,98268800000.0
1996.0,98270200000.0,98270200000.0,98270200000.0,98270100000.0,98270800000.0,98270100000.0
1997.0,98270600000.0,98270700000.0,98271100000.0,98270800000.0,98272100000.0,98271000000.0
1998.0,98271500000.0,98271600000.0,98271600000.0,98271200000.0,98273300000.0,98271600000.0
1999.0,98265000000.0,98265200000.0,98265900000.0,98266800000.0,98267800000.0,98267400000.0
2000.0,98278400000.0,98278300000.0,98277700000.0,98279300000.0,98277500000.0,98278800000.0
2001.0,98312900000.0,98312500000.0,98311800000.0,98311400000.0,98314800000.0,98312400000.0
2002.0,99351600000.0,99396100000.0,99335600000.0,99290300000.0,99227800000.0,99417000000.0
2003.0,99170500000.0,99188100000.0,99145300000.0,99118200000.0,99126000000.0,99205400000.0
2004.0,98942200000.0,98920600000.0,98977500000.0,98932800000.0,98929000000.0,98949200000.0
2005.0,98455800000.0,98324100000.0,98428600000.0,98363300000.0,98317600000.0,98414600000.0
2006.0,97062900000.0,96797700000.0,97036500000.0,96995200000.0,97080500000.0,97007700000.0
2007.0,95747600000.0,95404900000.0,95654300000.0,95623100000.0,95823800000.0,95663600000.0
2008.0,94227900000.0,93885800000.0,94238500000.0,94213400000.0,94445600000.0,94147100000.0
2009.0,94670500000.0,94503200000.0,94707900000.0,94624300000.0,94906100000.0,94726900000.0
2010.0,94396000000.0,94346500000.0,94379900000.0,94346800000.0,94646200000.0,94452900000.0
2011.0,90733100000.0,90295600000.0,90557000000.0,90597400000.0,90994100000.0,90681600000.0
2012.0,89593500000.0,89245100000.0,89428900000.0,89544000000.0,89944100000.0,89543400000.0
2013.0,89740900000.0,89631000000.0,89618500000.0,89763100000.0,90206200000.0,89735600000.0
2014.0,88438900000.0,88368700000.0,88282500000.0,88456800000.0,89032200000.0,88471200000.0
2015.0,87656300000.0,87650500000.0,87474400000.0,87601300000.0,88256000000.0,87772000000.0
2016.0,86182800000.0,86216300000.0,85947500000.0,86019000000.0,86753100000.0,86278500000.0
2017.0,81134500000.0,80777600000.0,80809100000.0,80898900000.0,81796000000.0,81098400000.0
2018.0,79084200000.0,78821700000.0,78795700000.0,78837100000.0,79828300000.0,79083600000.0
2019.0,78284300000.0,78150600000.0,77935800000.0,77989400000.0,78941000000.0,78274300000.0
2020.0,75655700000.0,77489100000.0,75435400000.0,76839700000.0,78121600000.0,76316200000.0
2021.0,71587000000.0,76035900000.0,70380600000.0,73097000000.0,79991000000.0,75261900000.0
2022.0,64864000000.0,74207900000.0,64923400000.0,70231200000.0,79973200000.0,73444300000.0
2023.0,63470700000.0,71549100000.0,60120800000.0,67178100000.0,78507600000.0,71134900000.0
2024.0,61866100000.0,71129800000.0,57556900000.0,63414800000.0,78489900000.0,69985900000.0
2025.0,59104000000.0,68562500000.0,55436000000.0,58478500000.0,79329300000.0,68524600000.0
2026.0,57198900000.0,65499700000.0,51786700000.0,56725200000.0,78690800000.0,64799500000.0
2027.0,54156700000.0,60957100000.0,46713600000.0,54415600000.0,78498900000.0,62954300000.0
2028.0,52403300000.0,57172800000.0,43667700000.0,51293900000.0,79087100000.0,60276500000.0
2029.0,47772300000.0,55214500000.0,41407900000.0,49351200000.0,78268100000.0,56773500000.0
2030.0,46146900000.0,51025100000.0,38179700000.0,46998800000.0,75030500000.0,55591600000.0
2031.0,45112000000.0,45202800000.0,37254000000.0,45622100000.0,69707600000.0,52525200000.0
