time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2066.0,10054658000000.0,11692681000000.0,9640212000000.0,6920358000000.0,10619178000000.0
2067.0,9918835000000.0,11588813000000.0,9490777000000.0,6712438000000.0,10553550000000.0
2068.0,9758678000000.0,11478368000000.0,9337101000000.0,6503968000000.0,10431591000000.0
2069.0,9611858000000.0,11379555000000.0,9227871000000.0,6298606000000.0,10329445000000.0
2070.0,9453378000000.0,11325126000000.0,9111277000000.0,6101807400000.0,10226856000000.0
2071.0,9320314000000.0,11263475000000.0,8972175000000.0,5879738400000.0,10148706000000.0
2072.0,9136425000000.0,11175238000000.0,8812001000000.0,5666926000000.0,10054311000000.0
2073.0,9044266000000.0,11121719000000.0,8672679000000.0,5457529300000.0,9987265000000.0
2074.0,8891133000000.0,11069618000000.0,8522345000000.0,5279747000000.0,9917385000000.0
2075.0,8753101000000.0,10961188000000.0,8386413300000.0,5046821000000.0,9825245000000.0
2076.0,8617868000000.0,10856710000000.0,8252246500000.0,4874525700000.0,9759408000000.0
2077.0,8465219600000.0,10746259000000.0,8059740500000.0,4682456000000.0,9680282000000.0
2078.0,8327913300000.0,10656033000000.0,7972987000000.0,4505280000000.0,9625988000000.0
2079.0,8169503300000.0,10587877000000.0,7796627600000.0,4305316500000.0,9533091000000.0
2080.0,8036939700000.0,10513178000000.0,7632213000000.0,4149047000000.0,9453175000000.0
2081.0,7873572000000.0,10395567000000.0,7479265600000.0,3955323800000.0,9350853000000.0
2082.0,7709784000000.0,10314256000000.0,7323953000000.0,3773891600000.0,9249396000000.0
2083.0,7550420400000.0,10192917000000.0,7253980000000.0,3631804600000.0,9150643000000.0
2084.0,7425647700000.0,10073795000000.0,7138695400000.0,3464496200000.0,9003386000000.0
2085.0,7300809500000.0,10019692000000.0,7016860400000.0,3312390200000.0,8908918000000.0
2086.0,7173680700000.0,9906471000000.0,6875530700000.0,3136103000000.0,8798920000000.0
2087.0,6983505700000.0,9874802000000.0,6719214700000.0,2948429300000.0,8726730000000.0
2088.0,6817817000000.0,9762012000000.0,6579907000000.0,2774488000000.0,8641684400000.0
2089.0,6673423000000.0,9695212000000.0,6399161500000.0,2597938800000.0,8586722000000.0
2090.0,6482788600000.0,9653882000000.0,6241009000000.0,2412271000000.0,8492444300000.0
2091.0,6272360000000.0,9565518000000.0,6080648700000.0,2256325000000.0,8427853600000.0
2092.0,6046229000000.0,9460230000000.0,5957167300000.0,2090531700000.0,8338942000000.0
2093.0,5841488000000.0,9379180000000.0,5823437700000.0,1918222200000.0,8199271400000.0
2094.0,5683075400000.0,9290353000000.0,5746877000000.0,1757839000000.0,8072944700000.0
2095.0,5516379600000.0,9249252000000.0,5636931700000.0,1613516600000.0,7992068000000.0
2096.0,5308183000000.0,9207313000000.0,5505861000000.0,1453606300000.0,7892233600000.0
2097.0,5128674000000.0,9169178000000.0,5366006000000.0,1320498600000.0,7784547000000.0
2098.0,4947695400000.0,9126822000000.0,5230276000000.0,1214119000000.0,7667621000000.0
2099.0,4739731300000.0,9065324000000.0,5082254400000.0,1091567500000.0,7586601500000.0
2100.0,4480904000000.0,8991124000000.0,4971652700000.0,981276750000.0,7482802400000.0
