time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2027.0,7856701000000.0,7899634500000.0,7784746700000.0,7864885700000.0
2028.0,7815261300000.0,7870239700000.0,7713776500000.0,7823435000000.0
2029.0,7765804000000.0,7844722600000.0,7649591600000.0,7786343700000.0
2030.0,7719236000000.0,7803820000000.0,7600694400000.0,7753000600000.0
2031.0,7682721000000.0,7773236500000.0,7549997000000.0,7729810000000.0
2032.0,7624485000000.0,7741441600000.0,7507976700000.0,7690876600000.0
2033.0,7590956000000.0,7681156000000.0,7425535500000.0,7648956600000.0
2034.0,7540002000000.0,7625804600000.0,7360870000000.0,7596530000000.0
2035.0,7494750000000.0,7564388500000.0,7306781700000.0,7547887600000.0
2036.0,7448790300000.0,7488488300000.0,7231646000000.0,7507455500000.0
2037.0,7405546500000.0,7438851400000.0,7169684000000.0,7452513300000.0
2038.0,7346896500000.0,7375950000000.0,7092041000000.0,7398848700000.0
2039.0,7313160000000.0,7306959000000.0,7017243000000.0,7346606600000.0
2040.0,7266700400000.0,7225496600000.0,6953778500000.0,7309434600000.0
2041.0,7210861600000.0,7144592000000.0,6887504300000.0,7249954000000.0
2042.0,7160825000000.0,7084968000000.0,6790659000000.0,7193932000000.0
2043.0,7084515000000.0,7018190000000.0,6697616700000.0,7112945000000.0
2044.0,7010223400000.0,6941027000000.0,6617613500000.0,7051694000000.0
2045.0,6962607000000.0,6864031400000.0,6542845000000.0,6987339300000.0
2046.0,6906648000000.0,6800845000000.0,6468077000000.0,6906474700000.0
2047.0,6837210000000.0,6739190600000.0,6390608000000.0,6840308000000.0
2048.0,6757727300000.0,6678722400000.0,6292283300000.0,6768250000000.0
2049.0,6682394000000.0,6600978000000.0,6212327300000.0,6699880500000.0
2050.0,6615404600000.0,6507395500000.0,6119404000000.0,6618391500000.0
2051.0,6554332000000.0,6438617000000.0,6034379000000.0,6546080700000.0
2052.0,6478779400000.0,6361676500000.0,5946980400000.0,6470805500000.0
2053.0,6412915700000.0,6287492400000.0,5861042300000.0,6380337000000.0
2054.0,6327720000000.0,6215515000000.0,5755163000000.0,6289791000000.0
2055.0,6237473700000.0,6131881600000.0,5671220000000.0,6208988600000.0
2056.0,6153097400000.0,6047662000000.0,5579105000000.0,6135231300000.0
2057.0,6083106600000.0,5965809700000.0,5500698600000.0,6060940700000.0
2058.0,6000818000000.0,5876057000000.0,5423400000000.0,5982354700000.0
2059.0,5908427000000.0,5788411000000.0,5343870000000.0,5901765000000.0
2060.0,5824326400000.0,5696896000000.0,5260792000000.0,5840570000000.0
2061.0,5736376000000.0,5605201000000.0,5158887500000.0,5755380000000.0
2062.0,5656948500000.0,5528514700000.0,5054371000000.0,5689197500000.0
2063.0,5555766700000.0,5446329000000.0,4957110000000.0,5613601400000.0
2064.0,5466047400000.0,5368670000000.0,4870021000000.0,5529089300000.0
2065.0,5378810000000.0,5277654000000.0,4804081400000.0,5453436700000.0
2066.0,5280279000000.0,5196970000000.0,4708160000000.0,5376711300000.0
2067.0,5179682300000.0,5123082000000.0,4645905000000.0,5309327000000.0
2068.0,5078391000000.0,5042884000000.0,4567553000000.0,5259187000000.0
2069.0,4979475600000.0,4969795700000.0,4474512300000.0,5207059000000.0
2070.0,4881902500000.0,4894953600000.0,4394710000000.0,5140885500000.0
2071.0,4768024500000.0,4842241000000.0,4320443000000.0,5079100000000.0
2072.0,4690053000000.0,4777140300000.0,4245908600000.0,4996604600000.0
2073.0,4594752000000.0,4715757700000.0,4152944800000.0,4941137600000.0
2074.0,4521827000000.0,4637958600000.0,4088618300000.0,4869045400000.0
2075.0,4437403000000.0,4572786500000.0,4014932000000.0,4798426000000.0
2076.0,4304664000000.0,4500301000000.0,3933726600000.0,4749189000000.0
2077.0,4222594600000.0,4452425700000.0,3846006400000.0,4690125000000.0
2078.0,4122233000000.0,4382736000000.0,3781613800000.0,4642874300000.0
2079.0,4018220600000.0,4314139700000.0,3715308200000.0,4593859700000.0
2080.0,3916696600000.0,4247452000000.0,3643771700000.0,4542859000000.0
2081.0,3842600600000.0,4186166300000.0,3569763700000.0,4477072000000.0
2082.0,3766426800000.0,4131634000000.0,3503382900000.0,4417377000000.0
2083.0,3679143600000.0,4072826700000.0,3433416400000.0,4372060200000.0
2084.0,3589968000000.0,4012092700000.0,3365087500000.0,4328629200000.0
2085.0,3478139200000.0,3954991400000.0,3288990700000.0,4275024400000.0
2086.0,3386237300000.0,3904139700000.0,3232462300000.0,4226912600000.0
2087.0,3307722500000.0,3850961400000.0,3168146300000.0,4192262200000.0
2088.0,3231194800000.0,3788223800000.0,3113014300000.0,4155427300000.0
2089.0,3150480000000.0,3723246000000.0,3055036400000.0,4113821300000.0
2090.0,3066301000000.0,3669786000000.0,2994060100000.0,4076210200000.0
2091.0,3000521700000.0,3617223300000.0,2941496300000.0,4030266600000.0
2092.0,2923034300000.0,3569037600000.0,2896823000000.0,3988427400000.0
2093.0,2852170500000.0,3520647000000.0,2844269500000.0,3958875600000.0
2094.0,2763294800000.0,3463107800000.0,2794015200000.0,3914931000000.0
2095.0,2704185500000.0,3420402200000.0,2743936500000.0,3876490000000.0
2096.0,2650044400000.0,3369769000000.0,2691505800000.0,3851009700000.0
2097.0,2587371000000.0,3329966000000.0,2643871700000.0,3839597500000.0
2098.0,2518252000000.0,3287629400000.0,2605299000000.0,3813163700000.0
2099.0,2454153900000.0,3244613000000.0,2557397400000.0,3779354200000.0
2100.0,2394032400000.0,3217457400000.0,2512223700000.0,3755038500000.0
2101.0,2324877800000.0,3173291000000.0,2471728300000.0,3727246800000.0
2102.0,2253027800000.0,3129512000000.0,2420115000000.0,3700931700000.0
2103.0,2200330300000.0,3085642800000.0,2379873300000.0,3682205000000.0
2104.0,2140774300000.0,3057474300000.0,2350212000000.0,3657556300000.0
2105.0,2078442700000.0,3030903400000.0,2317024500000.0,3640781000000.0
2106.0,2026758000000.0,2996681000000.0,2267336000000.0,3622061700000.0
2107.0,1975685600000.0,2968426600000.0,2231228000000.0,3605080600000.0
2108.0,1927275600000.0,2934744500000.0,2190267900000.0,3584141300000.0
2109.0,1883255700000.0,2901826900000.0,2156016300000.0,3558406400000.0
2110.0,1845896800000.0,2865370000000.0,2126859300000.0,3539919700000.0
2111.0,1800670800000.0,2834691500000.0,2091240800000.0,3524767300000.0
2112.0,1754815900000.0,2795196600000.0,2060621000000.0,3498440700000.0
2113.0,1713226800000.0,2769394600000.0,2025083900000.0,3482270000000.0
2114.0,1665021100000.0,2739098600000.0,1990980300000.0,3465763600000.0
2115.0,1622955800000.0,2708389200000.0,1958869000000.0,3451067000000.0
2116.0,1591029300000.0,2676492900000.0,1931258500000.0,3429563000000.0
2117.0,1552845100000.0,2649671600000.0,1904810500000.0,3415243500000.0
2118.0,1514979100000.0,2623520600000.0,1877339500000.0,3394112800000.0
2119.0,1477931300000.0,2596003400000.0,1851584200000.0,3379958400000.0
2120.0,1446530500000.0,2568173400000.0,1821765700000.0,3358789000000.0
2121.0,1413379400000.0,2537651000000.0,1794171500000.0,3333755000000.0
2122.0,1386631400000.0,2511204800000.0,1772489900000.0,3321202500000.0
2123.0,1358264800000.0,2481013000000.0,1746157300000.0,3294334800000.0
2124.0,1327964700000.0,2462436300000.0,1717349800000.0,3272059700000.0
2125.0,1297825500000.0,2442201700000.0,1695084700000.0,3251634400000.0
2126.0,1272380700000.0,2418226000000.0,1668887500000.0,3236464200000.0
2127.0,1242358900000.0,2398989600000.0,1642328600000.0,3219970600000.0
2128.0,1215320000000.0,2371782200000.0,1615765400000.0,3203615400000.0
2129.0,1186603600000.0,2351828000000.0,1587087000000.0,3187027200000.0
2130.0,1163110500000.0,2331709500000.0,1560837200000.0,3175175700000.0
2131.0,1138242600000.0,2307570000000.0,1527273500000.0,3156332200000.0
2132.0,1116510600000.0,2290992000000.0,1508206200000.0,3145404500000.0
2133.0,1093612860000.0,2279506200000.0,1485686000000.0,3129827100000.0
2134.0,1071425060000.0,2261071400000.0,1461535000000.0,3116773000000.0
2135.0,1053122400000.0,2248087200000.0,1440186900000.0,3107410000000.0
2136.0,1035405030000.0,2238146200000.0,1416083800000.0,3096630800000.0
2137.0,1017200050000.0,2218142500000.0,1398003500000.0,3081761500000.0
2138.0,999863800000.0,2200689700000.0,1377632300000.0,3076383300000.0
2139.0,984372150000.0,2191614800000.0,1359311100000.0,3071088000000.0
2140.0,964800400000.0,2173098400000.0,1331255300000.0,3065389800000.0
2141.0,944035200000.0,2156053900000.0,1308467400000.0,3054829000000.0
2142.0,928005750000.0,2139528800000.0,1290739100000.0,3049807400000.0
2143.0,915306500000.0,2124422800000.0,1276148200000.0,3047994400000.0
2144.0,901245960000.0,2107673000000.0,1259631500000.0,3048456800000.0
2145.0,885837660000.0,2091063200000.0,1241306200000.0,3046047000000.0
2146.0,868028300000.0,2079186100000.0,1225863900000.0,3042491800000.0
2147.0,850649350000.0,2065703200000.0,1204787500000.0,3034736000000.0
2148.0,834473600000.0,2050919800000.0,1185738900000.0,3030372000000.0
2149.0,821135100000.0,2036432400000.0,1165796300000.0,3026529600000.0
2150.0,803280700000.0,2024482700000.0,1149589900000.0,3026666000000.0
2151.0,793915560000.0,2011419600000.0,1136116100000.0,3022153800000.0
2152.0,782666760000.0,2002771600000.0,1118881600000.0,3016107000000.0
2153.0,769145900000.0,1986320900000.0,1102326300000.0,3018189400000.0
2154.0,755479800000.0,1972967000000.0,1084149400000.0,3008590200000.0
2155.0,745292100000.0,1954209000000.0,1064976200000.0,3001393300000.0
2156.0,734718700000.0,1938964700000.0,1048031460000.0,2992450800000.0
2157.0,724136900000.0,1926969800000.0,1030600650000.0,2991492400000.0
2158.0,717744240000.0,1910788700000.0,1021851530000.0,2994476700000.0
2159.0,712062300000.0,1896789200000.0,1007497900000.0,2994319400000.0
2160.0,704423460000.0,1883958800000.0,992551700000.0,2985927400000.0
2161.0,697538300000.0,1874099800000.0,979313100000.0,2982265700000.0
2162.0,690116300000.0,1857726000000.0,965847600000.0,2976662400000.0
2163.0,681953260000.0,1844093400000.0,952296340000.0,2971861300000.0
2164.0,672552650000.0,1835715500000.0,940344100000.0,2974783400000.0
2165.0,665574200000.0,1826120900000.0,930068300000.0,2972853500000.0
2166.0,660038100000.0,1812511200000.0,919689100000.0,2976157800000.0
2167.0,654018400000.0,1798931000000.0,906033800000.0,2978131000000.0
2168.0,650354700000.0,1786081700000.0,889302800000.0,2980986700000.0
2169.0,645030700000.0,1777580400000.0,873811100000.0,2988458600000.0
2170.0,637395400000.0,1768021400000.0,861607800000.0,3001113400000.0
2171.0,630904650000.0,1758395800000.0,852487050000.0,3003462200000.0
2172.0,626664200000.0,1746104700000.0,845170700000.0,3009864000000.0
2173.0,623724500000.0,1735349500000.0,835691540000.0,3018743600000.0
2174.0,621422050000.0,1724667800000.0,823909100000.0,3015325300000.0
2175.0,618203050000.0,1712460800000.0,812499600000.0,3020090800000.0
2176.0,612926800000.0,1694407500000.0,804956100000.0,3042707200000.0
2177.0,609097940000.0,1687896000000.0,792815340000.0,3047784200000.0
2178.0,603334000000.0,1680323800000.0,781452250000.0,3053982300000.0
2179.0,599692400000.0,1669006600000.0,771769800000.0,3069078000000.0
2180.0,596602060000.0,1654533900000.0,764502150000.0,3070538300000.0
2181.0,591164500000.0,1644426000000.0,755795360000.0,3077004300000.0
2182.0,587913100000.0,1632349200000.0,748769200000.0,3085021500000.0
2183.0,583338950000.0,1622517100000.0,741495800000.0,3093653400000.0
2184.0,580083700000.0,1604527800000.0,731489700000.0,3112161800000.0
2185.0,576500470000.0,1595329100000.0,722681200000.0,3122632300000.0
2186.0,573689230000.0,1583391400000.0,712565100000.0,3127736000000.0
2187.0,569449600000.0,1572132700000.0,703022000000.0,3122007600000.0
2188.0,565295700000.0,1562188200000.0,697513700000.0,3124878400000.0
2189.0,562506600000.0,1549739400000.0,690796800000.0,3129522500000.0
2190.0,560099500000.0,1545384400000.0,685690600000.0,3144192400000.0
2191.0,556458800000.0,1541798000000.0,682261700000.0,3142884300000.0
2192.0,553299350000.0,1532060600000.0,676824500000.0,3156856300000.0
2193.0,550003540000.0,1525996000000.0,669323900000.0,3158741600000.0
2194.0,547677400000.0,1520117900000.0,661678460000.0,3169524600000.0
2195.0,545658730000.0,1515316800000.0,657440640000.0,3178546000000.0
2196.0,542363220000.0,1508148200000.0,651320300000.0,3171333000000.0
2197.0,540688450000.0,1497885300000.0,646045960000.0,3182194900000.0
2198.0,540426340000.0,1489585800000.0,640762000000.0,3191696500000.0
2199.0,537474400000.0,1484357000000.0,632322600000.0,3200871000000.0
2200.0,533957970000.0,1474902100000.0,625105500000.0,3206164000000.0
2201.0,532271040000.0,1467532400000.0,616835400000.0,3210725600000.0
2202.0,530496320000.0,1464703100000.0,607759040000.0,3218947200000.0
2203.0,528158850000.0,1456848400000.0,600055800000.0,3224146800000.0
2204.0,527560300000.0,1453308600000.0,594486000000.0,3243557000000.0
2205.0,526701950000.0,1442630600000.0,590304840000.0,3249693300000.0
2206.0,522862720000.0,1432009200000.0,585459200000.0,3269443700000.0
2207.0,520627600000.0,1427320900000.0,579942350000.0,3282793000000.0
2208.0,519240880000.0,1421950200000.0,577760400000.0,3287810600000.0
2209.0,516765160000.0,1415674500000.0,571550000000.0,3287300700000.0
2210.0,513611140000.0,1409524700000.0,564019800000.0,3294740600000.0
2211.0,511177400000.0,1398825000000.0,557187000000.0,3305762000000.0
2212.0,509194900000.0,1386427600000.0,550984300000.0,3311888000000.0
2213.0,507469600000.0,1381483800000.0,544254920000.0,3312924800000.0
2214.0,506625400000.0,1372375900000.0,539292900000.0,3316906000000.0
2215.0,505133730000.0,1360732500000.0,534374020000.0,3324059800000.0
2216.0,502659350000.0,1355052200000.0,535391930000.0,3321595400000.0
2217.0,500483750000.0,1345076300000.0,529390170000.0,3321787600000.0
2218.0,498620630000.0,1334254500000.0,523692640000.0,3321001700000.0
2219.0,496354530000.0,1325505800000.0,520250300000.0,3314821600000.0
2220.0,495439770000.0,1314834900000.0,516064740000.0,3316239300000.0
2221.0,493841320000.0,1301365400000.0,510766800000.0,3319987400000.0
2222.0,492135320000.0,1294931600000.0,507359600000.0,3324024700000.0
2223.0,492518200000.0,1286316100000.0,503847900000.0,3318121800000.0
2224.0,488529200000.0,1275448900000.0,499214750000.0,3325476000000.0
2225.0,485474370000.0,1268617700000.0,496959060000.0,3316637500000.0
2226.0,483189700000.0,1261058000000.0,491417200000.0,3316688400000.0
2227.0,481103640000.0,1249743000000.0,486244200000.0,3318307600000.0
2228.0,478219730000.0,1237817600000.0,481606040000.0,3319360000000.0
2229.0,476381100000.0,1226452400000.0,475562500000.0,3322384000000.0
2230.0,475829400000.0,1217706200000.0,472778280000.0,3326920400000.0
2231.0,475203900000.0,1211463500000.0,468882550000.0,3332021700000.0
2232.0,474720500000.0,1200173100000.0,465938100000.0,3341448000000.0
2233.0,474069500000.0,1195318700000.0,459704900000.0,3350964000000.0
2234.0,472747440000.0,1186337400000.0,455431450000.0,3358670000000.0
2235.0,472366870000.0,1178243400000.0,451485430000.0,3356786200000.0
2236.0,471732750000.0,1169286500000.0,448819630000.0,3371745100000.0
2237.0,471627760000.0,1160081800000.0,447056740000.0,3364686000000.0
2238.0,469420400000.0,1152160000000.0,442402100000.0,3375309000000.0
2239.0,467650150000.0,1146339100000.0,439497500000.0,3384891700000.0
2240.0,466812080000.0,1141457600000.0,437510400000.0,3384521000000.0
2241.0,465377360000.0,1133957300000.0,435227500000.0,3398752300000.0
2242.0,463823140000.0,1127624100000.0,428622220000.0,3411875200000.0
2243.0,463193470000.0,1120056500000.0,428090330000.0,3418639300000.0
2244.0,460937720000.0,1111139200000.0,424585170000.0,3428585600000.0
2245.0,460262870000.0,1101912300000.0,421280580000.0,3433921800000.0
2246.0,458404530000.0,1093609460000.0,418767670000.0,3439883200000.0
2247.0,457224000000.0,1082283800000.0,415207300000.0,3445343000000.0
2248.0,454597640000.0,1072235200000.0,410805170000.0,3463149500000.0
2249.0,453445700000.0,1063035500000.0,410556430000.0,3467537000000.0
2250.0,450855370000.0,1058008470000.0,407697400000.0,3481647700000.0
2251.0,450352800000.0,1048549850000.0,403886570000.0,3487445800000.0
2252.0,449149340000.0,1039177300000.0,399333520000.0,3498701200000.0
2253.0,448366150000.0,1029347340000.0,396826020000.0,3507438200000.0
2254.0,448014300000.0,1022639900000.0,395065950000.0,3505675000000.0
2255.0,447030560000.0,1012874600000.0,392854770000.0,3514782400000.0
2256.0,445733100000.0,1002513960000.0,390771280000.0,3522655700000.0
2257.0,444980820000.0,990909200000.0,386417100000.0,3527251600000.0
2258.0,442380220000.0,979894000000.0,384353760000.0,3529921000000.0
2259.0,441720930000.0,968862300000.0,381108200000.0,3534268100000.0
2260.0,441152080000.0,962291300000.0,379111440000.0,3551112200000.0
2261.0,440026140000.0,954773500000.0,376164100000.0,3556864700000.0
2262.0,439087070000.0,942572600000.0,372987130000.0,3564365700000.0
2263.0,436635930000.0,935604850000.0,372445480000.0,3567160100000.0
2264.0,435373300000.0,929822200000.0,369148760000.0,3568298600000.0
2265.0,435271430000.0,917263700000.0,366982600000.0,3575830000000.0
2266.0,435398640000.0,909108840000.0,365555840000.0,3582746200000.0
2267.0,435410000000.0,902080300000.0,364253870000.0,3588557000000.0
2268.0,434891850000.0,892728900000.0,360881700000.0,3597895500000.0
2269.0,434306200000.0,884270240000.0,357826330000.0,3605505200000.0
2270.0,433108060000.0,877821000000.0,354283500000.0,3611968400000.0
2271.0,431573200000.0,870635140000.0,351911580000.0,3616706700000.0
2272.0,430405000000.0,863955450000.0,352130270000.0,3635002200000.0
2273.0,429022640000.0,855172800000.0,351373660000.0,3641749000000.0
2274.0,428912350000.0,848292940000.0,349154930000.0,3650685000000.0
2275.0,427610800000.0,842971400000.0,347605700000.0,3650912000000.0
2276.0,427249100000.0,836319500000.0,346793670000.0,3657359000000.0
2277.0,426270300000.0,833091400000.0,344516950000.0,3656741300000.0
2278.0,425609230000.0,827370400000.0,342064140000.0,3660011800000.0
2279.0,425180300000.0,822836800000.0,340104500000.0,3662718400000.0
2280.0,424522350000.0,820033300000.0,339029500000.0,3667112000000.0
2281.0,423303480000.0,813502040000.0,338840320000.0,3669120500000.0
2282.0,422170620000.0,806515600000.0,336097970000.0,3681453600000.0
2283.0,422458030000.0,800720900000.0,333890780000.0,3688533300000.0
2284.0,421197740000.0,795094160000.0,332353400000.0,3684052800000.0
2285.0,419629530000.0,791176350000.0,332061050000.0,3682909600000.0
2286.0,420703370000.0,780595100000.0,327350900000.0,3679731300000.0
2287.0,421794600000.0,772469950000.0,322455300000.0,3671418000000.0
2288.0,421087250000.0,765113660000.0,318020160000.0,3673527000000.0
2289.0,420598120000.0,759878600000.0,316094580000.0,3667663500000.0
2290.0,421518100000.0,757224300000.0,314948400000.0,3656993500000.0
2291.0,421240730000.0,750100400000.0,313504270000.0,3652877000000.0
2292.0,420279750000.0,745482700000.0,311500930000.0,3657754200000.0
2293.0,419781570000.0,736753100000.0,312954220000.0,3652233200000.0
2294.0,418716420000.0,727757700000.0,311751180000.0,3645942000000.0
2295.0,417532900000.0,723844500000.0,309780840000.0,3636783000000.0
2296.0,416432800000.0,718234060000.0,308112030000.0,3637145000000.0
2297.0,415758750000.0,710038450000.0,306504100000.0,3639931300000.0
2298.0,414295700000.0,703323700000.0,305408930000.0,3640673400000.0
2299.0,413344430000.0,699842170000.0,303030170000.0,3642046300000.0
2300.0,412051100000.0,694570650000.0,301119440000.0,3638782300000.0
