time,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR
2262.0,360312600000.0,4735964000000.0,1522618900000.0,464465260000.0,511065460000.0,590090900000.0
2263.0,355958650000.0,4734016000000.0,1510929500000.0,458289870000.0,511301980000.0,588566500000.0
2264.0,352585880000.0,4739177000000.0,1503633600000.0,453947650000.0,509430000000.0,587840500000.0
2265.0,350659600000.0,4749966400000.0,1490958000000.0,448193500000.0,508377800000.0,586499400000.0
2266.0,347593830000.0,4745966600000.0,1484011900000.0,443265000000.0,505697930000.0,585162700000.0
2267.0,345498450000.0,4741851000000.0,1476838400000.0,437183450000.0,502876640000.0,583042300000.0
2268.0,342736200000.0,4747430000000.0,1471116900000.0,432570300000.0,501875830000.0,581245000000.0
2269.0,339652700000.0,4748487400000.0,1464066200000.0,426282060000.0,497955930000.0,580823200000.0
2270.0,336288350000.0,4745718000000.0,1459481700000.0,419085700000.0,492567000000.0,579984000000.0
2271.0,333009800000.0,4741398500000.0,1454199300000.0,414645400000.0,490615960000.0,578017500000.0
2272.0,331538100000.0,4753397400000.0,1448486500000.0,408022500000.0,488663580000.0,577787400000.0
2273.0,330988500000.0,4761762400000.0,1439437000000.0,402552300000.0,486325400000.0,576366200000.0
2274.0,328914100000.0,4767995000000.0,1432696900000.0,400862770000.0,483016300000.0,576002200000.0
2275.0,327759800000.0,4774213000000.0,1425067900000.0,396548100000.0,480087970000.0,574993400000.0
2276.0,325353500000.0,4789280700000.0,1417395700000.0,392221100000.0,478139250000.0,573229400000.0
2277.0,324202040000.0,4798368700000.0,1408773900000.0,389283120000.0,477365470000.0,573159960000.0
2278.0,322788330000.0,4800264000000.0,1402614200000.0,384758870000.0,475704230000.0,571328230000.0
2279.0,319481770000.0,4820561000000.0,1394573700000.0,382408000000.0,472622530000.0,568930000000.0
2280.0,318252420000.0,4827171000000.0,1386417000000.0,380380120000.0,470279900000.0,566671440000.0
2281.0,316499170000.0,4840682400000.0,1380575300000.0,378316820000.0,469064250000.0,565887600000.0
2282.0,317250600000.0,4859942000000.0,1375140000000.0,377266830000.0,466503240000.0,563629700000.0
2283.0,314945540000.0,4878182600000.0,1367212400000.0,373682270000.0,463583800000.0,562746300000.0
2284.0,312099180000.0,4891759600000.0,1360966300000.0,372472220000.0,461478530000.0,561372200000.0
2285.0,308678820000.0,4915374600000.0,1353023900000.0,369664400000.0,459280100000.0,560144100000.0
2286.0,305156230000.0,4940608000000.0,1348732600000.0,364745900000.0,458659860000.0,558429240000.0
2287.0,303673340000.0,4954189700000.0,1342323600000.0,359602520000.0,457471620000.0,559343900000.0
2288.0,302069650000.0,4967108700000.0,1331841600000.0,356378570000.0,455099000000.0,557426600000.0
2289.0,300965300000.0,4987002300000.0,1326976900000.0,353931500000.0,453769920000.0,556861100000.0
2290.0,299446700000.0,5002921000000.0,1320022700000.0,350784880000.0,451346200000.0,555903900000.0
2291.0,297816600000.0,5024302000000.0,1314488800000.0,348023780000.0,449970200000.0,553675650000.0
2292.0,297431370000.0,5048484000000.0,1313238700000.0,344189700000.0,449675720000.0,552678650000.0
2293.0,295863160000.0,5066153500000.0,1309109500000.0,340678700000.0,446520600000.0,551480200000.0
2294.0,294788200000.0,5076576400000.0,1293575700000.0,338196530000.0,443328760000.0,550297530000.0
2295.0,292276860000.0,5090708000000.0,1294961500000.0,337353640000.0,441458660000.0,548746820000.0
2296.0,291454940000.0,5101050000000.0,1288395700000.0,333850150000.0,442179680000.0,549021600000.0
2297.0,291463000000.0,5112475400000.0,1280756700000.0,330843060000.0,438798900000.0,548366600000.0
2298.0,290944580000.0,5121737500000.0,1275580100000.0,328456730000.0,434656000000.0,547640840000.0
2299.0,290588130000.0,5129640600000.0,1272646600000.0,325436740000.0,431685070000.0,546303280000.0
2300.0,288214580000.0,5142302700000.0,1270924600000.0,322334330000.0,428340970000.0,545278700000.0
