time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,93039410000.0,93039410000.0,93037126000.0
2001.0,93092225000.0,93092225000.0,93089400000.0
2002.0,94573404000.0,94573404000.0,94569685000.0
2003.0,93630180000.0,93630180000.0,93626630000.0
2004.0,92291875000.0,92291875000.0,92288590000.0
2005.0,89926150000.0,89926150000.0,89923230000.0
2006.0,88994595000.0,88994595000.0,88991890000.0
2007.0,88025965000.0,88025965000.0,88023280000.0
2008.0,88432010000.0,88432010000.0,88429060000.0
2009.0,89439900000.0,89439900000.0,89436880000.0
2010.0,87674430000.0,87674430000.0,87671546000.0
2011.0,85156730000.0,85156730000.0,85154095000.0
2012.0,86027540000.0,86027540000.0,86024440000.0
2013.0,85461090000.0,85461090000.0,85457900000.0
2014.0,85718560000.0,85718560000.0,85715150000.0
2015.0,85020640000.0,85020640000.0,85016990000.0
2016.0,81150520000.0,81150520000.0,81147400000.0
2017.0,76327020000.0,76327020000.0,76324360000.0
2018.0,74652200000.0,74652200000.0,74649625000.0
2019.0,74993800000.0,74993800000.0,74990440000.0
2020.0,73344020000.0,73344020000.0,73340510000.0
2021.0,68963630000.0,70312390000.0,69523230000.0
2022.0,67169330000.0,69477410000.0,68290167000.0
2023.0,66393120000.0,66745490000.0,68247745000.0
2024.0,64640827000.0,63539850000.0,66855346000.0
2025.0,61570950000.0,62629950000.0,65730750000.0
2026.0,57700400000.0,61901124000.0,67208990000.0
2027.0,57125160000.0,59982690000.0,64797147000.0
2028.0,57276830000.0,58084282000.0,63655887000.0
2029.0,54526345000.0,55166900000.0,60445794000.0
2030.0,49557946000.0,52089930000.0,59362800000.0
2031.0,49560138000.0,50762703000.0,56065315000.0
2032.0,49653570000.0,51225350000.0,50450792000.0
2033.0,47955747000.0,50417046000.0,49227700000.0
2034.0,45860192000.0,47440736000.0,50792133000.0
2035.0,44619990000.0,44214456000.0,50406154000.0
2036.0,44526740000.0,42646626000.0,49257780000.0
2037.0,44473480000.0,41525953000.0,46651884000.0
2038.0,43280683000.0,39917674000.0,44475654000.0
2039.0,41549005000.0,38950773000.0,42439184000.0
2040.0,39134417000.0,38927827000.0,41483735000.0
2041.0,39315610000.0,37744054000.0,40787915000.0
2042.0,39131955000.0,36383117000.0,40925032000.0
2043.0,39026758000.0,35882033000.0,40019284000.0
2044.0,38262520000.0,33219290000.0,36399886000.0
2045.0,38271300000.0,32094390000.0,31643947000.0
2046.0,38601130000.0,32739893000.0,32671949000.0
2047.0,38879970000.0,31933698000.0,32441950000.0
2048.0,37838414000.0,31448576000.0,31652334000.0
2049.0,35455780000.0,31356903000.0,32089715000.0
2050.0,35907486000.0,29541286000.0,31924922000.0
2051.0,36783473000.0,26932718000.0,32302088000.0
2052.0,35867402000.0,27158333000.0,33043122000.0
2053.0,32747920000.0,27814197000.0,33946290000.0
2054.0,32447439000.0,27356275000.0,34373350000.0
2055.0,33127924000.0,27371410000.0,34466304000.0
2056.0,32670503000.0,27264453000.0,34768126000.0
2057.0,31142218000.0,27559045000.0,35518300000.0
2058.0,30763438000.0,27667210000.0,36132640000.0
2059.0,29425193000.0,26279016000.0,37083500000.0
2060.0,28040538000.0,25676812000.0,36812490000.0
2061.0,27609194000.0,25596858000.0,35523690000.0
2062.0,26811126000.0,25480750000.0,33531396000.0
2063.0,24999645000.0,25917161000.0,32076257000.0
2064.0,25926087000.0,25376356000.0,31291724000.0
2065.0,26898710000.0,25479690000.0,31891177000.0
2066.0,26193746000.0,25189286000.0,31499719000.0
2067.0,25492318000.0,23938406000.0,31597056000.0
2068.0,25679240000.0,23155163000.0,29963560000.0
2069.0,25765163000.0,23847068000.0,28691063000.0
2070.0,24631534000.0,24710613000.0,29988518000.0
2071.0,24069159000.0,24760928000.0,31950596000.0
2072.0,23156990000.0,24858150000.0,33369004000.0
2073.0,24123769000.0,24854063000.0,33959360000.0
2074.0,24458488000.0,24795636000.0,33588724000.0
2075.0,23962368000.0,25462548000.0,32616430000.0
2076.0,22499099000.0,25582220000.0,33260739000.0
2077.0,23405089000.0,25440360000.0,33840710000.0
2078.0,24232243000.0,25827280000.0,34488504000.0
2079.0,23462420000.0,25887195000.0,34577700000.0
2080.0,22060214000.0,25567700000.0,33549668000.0
2081.0,22211744000.0,25519268000.0,32778470000.0
2082.0,23278650000.0,26206665000.0,32098986000.0
2083.0,23972198000.0,25939315000.0,33500713000.0
2084.0,23384189000.0,25559134000.0,35309953000.0
2085.0,23723610000.0,26143520000.0,37662370000.0
2086.0,24275225000.0,26072010000.0,38751724000.0
2087.0,23900130000.0,25792182000.0,38972630000.0
2088.0,22922537000.0,25998914000.0,38077540000.0
2089.0,23604914000.0,25645283000.0,37859664000.0
2090.0,23905802000.0,24774058000.0,38189010000.0
2091.0,22947508000.0,23624900000.0,38664307000.0
2092.0,22371060000.0,24277260000.0,38602080000.0
2093.0,23036744000.0,24928571000.0,37434843000.0
2094.0,23347022000.0,25103555000.0,38073127000.0
2095.0,22829185000.0,24604110000.0,38466840000.0
2096.0,23628710000.0,24173926000.0,39130780000.0
2097.0,24186194000.0,24408380000.0,39448180000.0
2098.0,23700560000.0,23786110000.0,38576333000.0
2099.0,23168434000.0,23389633000.0,37421375000.0
2100.0,23657673000.0,23690994000.0,38504040000.0
2101.0,24298836000.0,24047116000.0,41749370000.0
2102.0,23824837000.0,24712227000.0,42792740000.0
2103.0,23239633000.0,25323624000.0,42431082000.0
2104.0,22913038000.0,25193347000.0,43309105000.0
2105.0,23485810000.0,25108648000.0,43462947000.0
2106.0,24455090000.0,24528212000.0,43560080000.0
2107.0,24960160000.0,24441836000.0,43003548000.0
2108.0,25182722000.0,24923095000.0,41180880000.0
2109.0,25386440000.0,24509368000.0,41222914000.0
2110.0,24807576000.0,23577946000.0,41609520000.0
2111.0,23650062000.0,23530283000.0,42458677000.0
