time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,167671980358016.25,167671980358016.25,167671980358016.25,167671980358016.25,167671980358016.25,167671980358016.25
2001,167280024490595.7,167307904311081.7,167298323071232.2,167422996157498.8,167216969822761.5,167399680736729.8
2002,166970113658733.38,166945864872887.2,166818141985738.06,167224988939143.1,166884945674993.4,166995819630977.25
2003,166622218140413.66,166529478228639.84,166397016640031.1,166962636714732.75,166609630140964.94,166605638885270.4
2004,166199472585116.97,166145573048517.78,166041291329480.3,166639187270652.84,166349722176545.78,166362686077967.44
2005,165832513151236.2,165707847699864.12,165699622110500.06,166368739383833.75,166027632646506.25,165950025570897.8
2006,165512215891737.0,165317666695123.3,165340353839857.84,166050846430429.1,165605804845480.0,165577640911467.66
2007,165083659176238.4,164993942226536.88,165083534350562.12,165772538312306.0,165281525096665.7,165194201311356.75
2008,164786610266796.97,164619817905969.38,164731940895691.7,165520162783470.66,164992150432815.25,164758255357167.38
2009,164372615693689.6,164272051360174.3,164241266452609.44,165279039964911.06,164583879485671.34,164227672479545.5
2010,164076125021622.38,163765823717519.94,163773879223835.53,164830308048689.12,164079105268040.8,163787287493504.9
2011,163670750062034.34,163320463573897.53,163386829605124.66,164313371219453.9,163593695877729.5,163428086199885.16
2012,163195153794799.44,162832779503369.03,162960520236625.06,163829457940687.12,163160385531590.7,162986332850322.7
2013,162646113992261.6,162364837803446.75,162487431596691.25,163341169262845.47,162742527631799.5,162600256468684.34
2014,162086663436359.4,161937372428882.84,162018398036591.75,162844856732393.5,162288937781672.0,162115477860308.44
2015,161595812393964.8,161473238747247.4,161508813338254.84,162253719778620.62,161889774991135.78,161747802296182.34
2016,161136733086435.94,161084491420193.53,161147236513297.6,161732971645210.34,161435025598202.25,161251539917032.06
2017,160711761099074.6,160748966417893.2,160748281119130.2,161224675146098.38,160858482584679.97,160718326127175.94
2018,160276438943434.78,160352915130293.84,160282370672359.84,160495318755234.5,160262716796668.16,160122947863834.88
2019,159764919715992.2,159823192712161.1,159783960548159.25,159691329722630.94,159702595194112.5,159654515386081.4
2020,159183423906786.1,159303133773415.7,159233079602849.97,159093089479077.8,159232157916861.8,159212661494119.38
2021,158501178395201.06,158764235137825.3,158691643068572.3,158502880269327.75,158721288016149.1,158752693718875.5
2022,157736067661522.12,158297578196068.0,157937703471217.53,157851141442092.0,158031415986982.2,158322418285064.8
2023,157235765005501.12,157629942704712.4,157262325728936.0,157142375666532.38,157438342861084.2,157544006333651.66
2024,156550878986568.25,157131355145041.47,156703564102110.78,156387305003418.53,156998466131302.8,156841070541941.0
2025,155943402927194.22,156467802264185.75,156009472268670.38,155529759145747.2,156395570029713.3,156204048119486.56
2026,155370380147732.66,155859838723954.38,155303112473295.75,154924966972284.5,155623822835167.25,155588539134083.3
2027,154700009161356.62,155253752002247.75,154621586472428.66,154182382023539.78,155106647039862.53,154995383201959.38
2028,154009811914905.0,154674352567739.75,153897893804643.5,153292700331533.7,154469995282241.75,154360900069827.62
2029,153206125991726.25,154137544168771.66,153228246772934.25,152377477885940.1,153739156404898.25,153711055161075.2
2030,152476858684555.94,153513913874447.22,152688005669135.3,151644156881035.7,153015041486897.3,153122294091729.7
2031,151774025975000.47,152839543599731.5,152213416365996.62,150789678969847.9,152166168411665.06,152331836156141.94
2032,151051213695337.0,152159105925570.22,151657361747509.44,149851989410615.88,151439776208926.28,151616427723623.56
2033,150414059226317.78,151487686808290.06,151007010096262.12,148982736246362.44,150817434421501.53,150944768563922.7
2034,149628593659318.34,150738138761776.22,150345483873640.78,148045933513810.0,150221916886001.34,150213103210843.25
2035,148845683655383.3,150055191746439.22,149644416929324.88,147140504491246.12,149669965526723.88,149573999371511.78
2036,147968291214090.7,149548881769318.53,148972750931957.94,146259191041265.78,149078274119036.53,148931831871786.9
2037,147134085937661.12,148905003402864.44,148270969905735.06,145364211981749.3,148473909132007.7,148173104078316.5
2038,146424607296906.8,148299146860516.06,147357503174748.34,144324626310393.97,147772228176070.3,147266873272539.34
2039,145685112219089.94,147623688783008.03,146548037464089.62,143311726098620.16,147060414084113.56,146352286790106.75
2040,144976618417838.94,146940791305877.28,145781457165584.12,142346255501520.84,146292665235152.72,145487719635713.56
2041,144318303999752.03,146279954449608.06,145088231463208.75,141234217706636.4,145586482624762.5,144604588504314.7
2042,143568838280700.0,145649985657530.5,144112640900369.56,140243461846945.77,144780570449171.25,143613816437331.12
2043,142724357467225.47,145026576552083.44,143232236812849.2,139164333775413.55,143972303379058.8,142699567469918.5
2044,141923578955238.75,144346459309674.4,142317712139402.16,137908975874552.23,143143917886781.5,141591088693119.75
2045,141170093989652.22,143577607368309.47,141542240924832.72,136770819109809.53,142285806064071.38,140581840315682.38
2046,140353970358363.88,142829747213772.2,140651370789440.92,135711510400172.5,141316347528195.66,139476687557191.39
2047,139427191576265.92,141878302547122.5,139878708791946.73,134597509441995.38,140355968953967.78,138476952322117.25
2048,138571059112503.72,141180159230384.8,139026182121069.44,133392265051623.78,139442473848043.36,137238097247581.4
2049,137685056847734.33,140530117163487.23,138012544018034.4,132233547399922.25,138329053143125.5,136258987952560.61
2050,136697611981911.62,139877982676891.44,136988565146877.47,131014382124088.38,137323705844297.1,135178573762860.19
2051,135748421776454.6,139245617828673.97,135994206115347.69,129768517323131.67,136302997305629.66,134109676581308.5
2052,135018660171989.66,138466178301237.6,135203407113169.42,128588338614993.16,135341878199238.88,133371433149063.19
2053,134122925140419.72,137492931380740.86,134310466165240.5,127346929276009.58,134349812967995.81,132441918922458.88
2054,133128500809871.02,136659878983929.9,133359802413241.28,126303925564529.53,133330989306150.5,131405102117013.23
2055,132184358020232.22,135787422194310.22,132236227843853.69,125190952129202.2,132346931248601.97,130306295709267.97
2056,131043798961327.25,134837396078665.03,131278895474764.03,123929131109399.98,131264158975781.69,129296764010905.34
2057,129984346664520.78,133922964090299.19,130242633392503.34,122677897445163.78,130106112052073.62,128348357419515.48
2058,129037238054853.78,133059219346713.6,129199208109441.81,121474162018162.69,129015409801087.88,127460577209465.56
2059,127973594037146.06,132140854788894.78,128093876260672.05,120344536724626.66,127977465101733.97,126591541698759.53
2060,126970507293132.75,131226270315116.27,126937385589395.1,119110421766115.19,126865586361449.9,125572537750739.69
2061,125998388502616.12,130300507850286.66,125654841057961.19,117959048828356.34,125843120864072.69,124522998566133.83
2062,125016127500209.95,129351733721579.62,124566263270653.97,116724838936466.28,124630371226603.0,123482284392619.19
2063,123998103346307.92,128432910114222.97,123476021041091.42,115270807126188.08,123517357638577.53,122542490581119.53
2064,123101783792663.88,127570341477787.27,122480511853010.72,114065679359100.84,122276329726821.0,121452748813076.2
2065,121962025248924.62,126647088712712.0,121477138007251.22,112877505367107.86,121108712512074.73,120836706560820.19
2066,121060088569233.55,125755234148609.47,120138221402714.62,111674490746946.39,119922778733153.16,119878413494971.62
2067,120026805450312.31,124733326511653.9,118818717316663.5,110482141532697.34,118718366291757.4,118904117926982.14
