time,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,CESM2-WACCM,ACCESS-CM2,IPSL-CM6A-LR
2284.0,110108530000.0,137294420000.0,87629100.0,825669760.0,1003711000.0,32563650000.0
2285.0,107333100000.0,134359970000.0,87439280.0,819198100.0,993672060.0,31940560000.0
2286.0,104500030000.0,132684825000.0,85211860.0,810775100.0,977010300.0,31212737000.0
2287.0,101605810000.0,130121010000.0,82833890.0,791247300.0,934229500.0,30614426000.0
2288.0,99289760000.0,128036060000.0,81872136.0,774913600.0,907353660.0,30247508000.0
2289.0,97066990000.0,125562150000.0,80796850.0,767162000.0,888820600.0,30109377000.0
2290.0,94340390000.0,123624220000.0,80235816.0,770531400.0,872499800.0,29945643000.0
2291.0,92021645000.0,121995895000.0,78256260.0,762824960.0,856034100.0,29792283000.0
2292.0,89718600000.0,119523860000.0,76144470.0,762036300.0,853565250.0,29555423000.0
2293.0,87356340000.0,117665470000.0,74416740.0,758842600.0,843035400.0,29258646000.0
2294.0,85121210000.0,114113960000.0,73630776.0,761720060.0,845144300.0,29218994000.0
2295.0,82849940000.0,112001810000.0,72083880.0,760704500.0,841472500.0,28953487000.0
2296.0,80482700000.0,109822660000.0,70362130.0,761356860.0,841522700.0,28790830000.0
2297.0,78821210000.0,107261110000.0,68033100.0,760624960.0,824263700.0,28666507000.0
2298.0,76804280000.0,104736810000.0,67216730.0,750386370.0,812833200.0,28244384000.0
2299.0,74676270000.0,102874870000.0,66121850.0,747090900.0,815819600.0,28053023000.0
2300.0,72998820000.0,100669440000.0,63824790.0,747141400.0,814250600.0,27929608000.0
