time,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,CANESM5
2031.0,4435875000000.0,4285852500000.0,4325301600000.0,4357044000000.0
2032.0,4417181000000.0,4249155300000.0,4281008400000.0,4310040600000.0
2033.0,4409624000000.0,4220544000000.0,4241474500000.0,4282010800000.0
2034.0,4389500600000.0,4179982500000.0,4221658200000.0,4260576400000.0
2035.0,4372386000000.0,4156593500000.0,4189629400000.0,4229874000000.0
2036.0,4356577400000.0,4113162000000.0,4157724200000.0,4201439600000.0
2037.0,4334225500000.0,4074780000000.0,4138375800000.0,4174025900000.0
2038.0,4304403200000.0,4021621400000.0,4102199700000.0,4134475400000.0
2039.0,4269451200000.0,3995422200000.0,4076347600000.0,4094658300000.0
2040.0,4238733200000.0,3961047200000.0,4056771500000.0,4064695500000.0
2041.0,4214413000000.0,3950724000000.0,4026336000000.0,4012292000000.0
2042.0,4193639200000.0,3919723000000.0,4002238400000.0,3972321500000.0
2043.0,4151113700000.0,3889832100000.0,3960178700000.0,3936548600000.0
2044.0,4128950000000.0,3836695300000.0,3925192000000.0,3910111600000.0
2045.0,4097316500000.0,3795507000000.0,3912970800000.0,3865671000000.0
2046.0,4076907300000.0,3762230400000.0,3867932600000.0,3812227500000.0
2047.0,4039742000000.0,3718564500000.0,3834217000000.0,3773375200000.0
2048.0,4006144400000.0,3690980200000.0,3786400900000.0,3739820000000.0
2049.0,3973655600000.0,3655204300000.0,3753045100000.0,3704337200000.0
2050.0,3944155400000.0,3600928700000.0,3724582000000.0,3677319900000.0
2051.0,3927176600000.0,3566915300000.0,3702553600000.0,3646491200000.0
2052.0,3898821000000.0,3515886000000.0,3675363200000.0,3589710500000.0
2053.0,3886999100000.0,3474078000000.0,3641394600000.0,3545813200000.0
2054.0,3869248300000.0,3412977500000.0,3605635300000.0,3506385500000.0
2055.0,3843787600000.0,3374118000000.0,3557285200000.0,3477368500000.0
2056.0,3830671000000.0,3321468300000.0,3530729000000.0,3453449700000.0
2057.0,3818061000000.0,3269500300000.0,3491252400000.0,3407295000000.0
2058.0,3809351000000.0,3228003700000.0,3446481000000.0,3364680400000.0
2059.0,3777471000000.0,3178718800000.0,3417023400000.0,3343656000000.0
2060.0,3749898000000.0,3158324500000.0,3397905000000.0,3317102000000.0
2061.0,3744452000000.0,3116600700000.0,3349779300000.0,3286268600000.0
2062.0,3721843000000.0,3073765000000.0,3325368000000.0,3240165400000.0
2063.0,3698785300000.0,3043138200000.0,3298932800000.0,3201699700000.0
2064.0,3664533300000.0,3004473000000.0,3268991800000.0,3164209000000.0
2065.0,3645298200000.0,2969687300000.0,3227903300000.0,3124680500000.0
2066.0,3630438300000.0,2929135000000.0,3203906400000.0,3081528700000.0
2067.0,3619099800000.0,2885854200000.0,3164654500000.0,3053104400000.0
2068.0,3588375700000.0,2862844000000.0,3129469300000.0,3020840800000.0
2069.0,3558551600000.0,2818100700000.0,3090521800000.0,2979627300000.0
2070.0,3548426000000.0,2769570800000.0,3052698300000.0,2958632000000.0
2071.0,3528399300000.0,2737197300000.0,3035255300000.0,2931196700000.0
2072.0,3512583800000.0,2719840500000.0,3008896200000.0,2898026600000.0
2073.0,3486142200000.0,2690912000000.0,2988948600000.0,2863579000000.0
2074.0,3469872200000.0,2663142000000.0,2971816400000.0,2841165200000.0
2075.0,3452603700000.0,2630370500000.0,2941967100000.0,2811558000000.0
2076.0,3428875000000.0,2588210400000.0,2927711000000.0,2780925500000.0
2077.0,3420679600000.0,2571125000000.0,2909848700000.0,2764037400000.0
2078.0,3384648400000.0,2538984200000.0,2883023300000.0,2741224000000.0
2079.0,3344629800000.0,2509369000000.0,2866366600000.0,2724883600000.0
2080.0,3337261200000.0,2480773800000.0,2857026000000.0,2708046300000.0
2081.0,3320788800000.0,2458111000000.0,2840253000000.0,2695617300000.0
2082.0,3303421800000.0,2432852300000.0,2817128700000.0,2681861000000.0
2083.0,3284026500000.0,2392489200000.0,2794685700000.0,2650972600000.0
2084.0,3271126700000.0,2371175300000.0,2770941500000.0,2601435300000.0
2085.0,3239198600000.0,2354013300000.0,2744439000000.0,2589043500000.0
2086.0,3222833200000.0,2332570200000.0,2722835700000.0,2584068800000.0
2087.0,3224692300000.0,2298772700000.0,2702285000000.0,2565257300000.0
2088.0,3209633000000.0,2285138300000.0,2692212300000.0,2528612700000.0
2089.0,3201154700000.0,2251399400000.0,2681714500000.0,2516419000000.0
2090.0,3192937300000.0,2240171500000.0,2659849300000.0,2504628600000.0
2091.0,3178480000000.0,2216319300000.0,2647120400000.0,2478280500000.0
2092.0,3167797000000.0,2204873300000.0,2639794300000.0,2460698000000.0
2093.0,3157896200000.0,2180597300000.0,2632064700000.0,2442433400000.0
2094.0,3151580000000.0,2152324800000.0,2624032600000.0,2426983400000.0
2095.0,3127201800000.0,2123695500000.0,2612384500000.0,2404188000000.0
2096.0,3108267600000.0,2085915900000.0,2603985400000.0,2384732600000.0
2097.0,3095573000000.0,2067602000000.0,2596593700000.0,2370709700000.0
2098.0,3087562200000.0,2049589400000.0,2576197600000.0,2349345500000.0
2099.0,3076059600000.0,2046495400000.0,2559029500000.0,2332457200000.0
2100.0,3052256000000.0,2028476800000.0,2548452000000.0,2313403000000.0
2101.0,3038896200000.0,2009105600000.0,2537363300000.0,2313382300000.0
2102.0,3039776700000.0,1961669400000.0,2511324000000.0,2293886000000.0
2103.0,3032005000000.0,1951633000000.0,2504487600000.0,2284847000000.0
2104.0,3004391800000.0,1942159500000.0,2493908800000.0,2271130000000.0
2105.0,2987035700000.0,1926115000000.0,2488265600000.0,2253667000000.0
2106.0,2974246000000.0,1908126900000.0,2472873600000.0,2241330200000.0
2107.0,2956120800000.0,1903049700000.0,2463162700000.0,2225533000000.0
2108.0,2950951000000.0,1880432800000.0,2457792000000.0,2202833300000.0
2109.0,2932831400000.0,1865511700000.0,2451466400000.0,2195839100000.0
2110.0,2905082200000.0,1855306100000.0,2436052000000.0,2179043600000.0
2111.0,2879747300000.0,1849918400000.0,2425089700000.0,2165659500000.0
2112.0,2866138600000.0,1824887100000.0,2414739500000.0,2152677900000.0
2113.0,2865625000000.0,1808403000000.0,2405992200000.0,2136049500000.0
2114.0,2861262000000.0,1804924000000.0,2406746400000.0,2122344300000.0
2115.0,2829651800000.0,1801671100000.0,2408158900000.0,2112605900000.0
2116.0,2825489700000.0,1798497800000.0,2399806200000.0,2111660600000.0
2117.0,2802461400000.0,1785758200000.0,2395685800000.0,2112796800000.0
2118.0,2784742600000.0,1778323200000.0,2393789200000.0,2116632200000.0
2119.0,2775463000000.0,1781026300000.0,2385586000000.0,2111269800000.0
2120.0,2770010600000.0,1778274500000.0,2377108700000.0,2098138400000.0
2121.0,2756056700000.0,1767746700000.0,2370219800000.0,2089789400000.0
2122.0,2749344300000.0,1759263600000.0,2356651800000.0,2080831300000.0
2123.0,2744203300000.0,1749042600000.0,2348625000000.0,2075151300000.0
2124.0,2742189800000.0,1749315200000.0,2341091000000.0,2068253100000.0
2125.0,2719380100000.0,1748335100000.0,2332721200000.0,2067359700000.0
2126.0,2710762200000.0,1741901300000.0,2317326200000.0,2071240400000.0
2127.0,2703346600000.0,1737288000000.0,2308079000000.0,2064218500000.0
2128.0,2705309300000.0,1715556500000.0,2301814000000.0,2048738100000.0
2129.0,2708676000000.0,1708392400000.0,2295778800000.0,2042335700000.0
2130.0,2707178400000.0,1709437100000.0,2295729200000.0,2042486000000.0
2131.0,2692945800000.0,1703895600000.0,2291342200000.0,2040791600000.0
2132.0,2676740300000.0,1698754000000.0,2282172200000.0,2044246400000.0
2133.0,2654270400000.0,1691774900000.0,2284235300000.0,2044142200000.0
2134.0,2648473300000.0,1686093400000.0,2284035000000.0,2047788700000.0
2135.0,2650935000000.0,1678556900000.0,2278093000000.0,2051875700000.0
2136.0,2655354400000.0,1669094400000.0,2279025700000.0,2051345000000.0
2137.0,2646002000000.0,1660271500000.0,2285000700000.0,2055616300000.0
2138.0,2645940500000.0,1654997100000.0,2269813000000.0,2054225800000.0
2139.0,2645679100000.0,1654807100000.0,2264277200000.0,2056339300000.0
2140.0,2643921200000.0,1654802400000.0,2261524200000.0,2051298800000.0
2141.0,2645363500000.0,1647655900000.0,2261702100000.0,2044841300000.0
2142.0,2643859000000.0,1641255800000.0,2260733300000.0,2049647200000.0
2143.0,2628739100000.0,1624254000000.0,2263262400000.0,2052718300000.0
2144.0,2622299600000.0,1608020300000.0,2263157800000.0,2063648000000.0
2145.0,2617373400000.0,1588760700000.0,2269383200000.0,2071085300000.0
2146.0,2612904600000.0,1585200800000.0,2268148500000.0,2063854900000.0
2147.0,2603530800000.0,1576876800000.0,2278460500000.0,2068758800000.0
2148.0,2590224000000.0,1555072000000.0,2278226700000.0,2055113700000.0
2149.0,2583425700000.0,1549831500000.0,2277637400000.0,2051347200000.0
2150.0,2574939600000.0,1550329600000.0,2278611500000.0,2047557600000.0
2151.0,2579746300000.0,1550276400000.0,2278136500000.0,2047780600000.0
2152.0,2574393800000.0,1547822400000.0,2288790000000.0,2046661600000.0
2153.0,2571066400000.0,1549369900000.0,2294005600000.0,2044358700000.0
2154.0,2564542700000.0,1546175100000.0,2284422700000.0,2039269300000.0
2155.0,2545938300000.0,1545814700000.0,2276070800000.0,2047200200000.0
2156.0,2532622700000.0,1545348400000.0,2279045600000.0,2049689000000.0
2157.0,2531957100000.0,1543615300000.0,2272194500000.0,2043676900000.0
2158.0,2530667700000.0,1537756100000.0,2274969300000.0,2030283700000.0
2159.0,2530760700000.0,1522218700000.0,2269838000000.0,2021845500000.0
2160.0,2526073800000.0,1523045500000.0,2267473000000.0,2022423400000.0
2161.0,2529442400000.0,1524633400000.0,2266500400000.0,2029134300000.0
2162.0,2504675600000.0,1522651000000.0,2276619000000.0,2028983700000.0
2163.0,2498695800000.0,1525750000000.0,2282484700000.0,2037512700000.0
2164.0,2493534700000.0,1523640600000.0,2285382100000.0,2044441000000.0
2165.0,2480329200000.0,1522999900000.0,2286360500000.0,2051168900000.0
2166.0,2471116700000.0,1518711300000.0,2282288000000.0,2056793800000.0
2167.0,2472857300000.0,1521738700000.0,2291951000000.0,2060640800000.0
2168.0,2466880200000.0,1516096200000.0,2295633000000.0,2058582600000.0
2169.0,2449380000000.0,1514807000000.0,2295901000000.0,2058367000000.0
2170.0,2449100500000.0,1508849400000.0,2303198500000.0,2058639000000.0
2171.0,2448759700000.0,1509351200000.0,2305128100000.0,2053996500000.0
2172.0,2432328000000.0,1506100600000.0,2312910400000.0,2056664600000.0
2173.0,2424245000000.0,1503099600000.0,2319711000000.0,2061465700000.0
2174.0,2421663700000.0,1496432200000.0,2323326200000.0,2061714500000.0
2175.0,2420801800000.0,1489308000000.0,2315380600000.0,2063304200000.0
2176.0,2418540800000.0,1489258200000.0,2322094000000.0,2066771600000.0
2177.0,2415392500000.0,1482245400000.0,2322424000000.0,2064514700000.0
2178.0,2405447000000.0,1486778300000.0,2329493400000.0,2057843200000.0
2179.0,2397172100000.0,1483616200000.0,2324124100000.0,2056234900000.0
2180.0,2392076800000.0,1474953600000.0,2315816500000.0,2060491600000.0
2181.0,2391727400000.0,1467296800000.0,2316335800000.0,2072238100000.0
2182.0,2387562000000.0,1462816100000.0,2313312000000.0,2078985300000.0
2183.0,2382739000000.0,1459918100000.0,2313693700000.0,2077999900000.0
2184.0,2384944700000.0,1451638400000.0,2313351600000.0,2081961400000.0
2185.0,2385842800000.0,1448061400000.0,2308632000000.0,2078139600000.0
2186.0,2375136300000.0,1448360500000.0,2297495300000.0,2077840200000.0
2187.0,2382370200000.0,1447216700000.0,2293591200000.0,2090742800000.0
2188.0,2381034800000.0,1450249800000.0,2291758500000.0,2089888300000.0
2189.0,2381190500000.0,1453863500000.0,2303144000000.0,2097930700000.0
2190.0,2375868200000.0,1450770400000.0,2302198700000.0,2096135800000.0
2191.0,2363571300000.0,1457880800000.0,2301313200000.0,2099523400000.0
2192.0,2366640800000.0,1457246000000.0,2298854000000.0,2106567000000.0
2193.0,2366040000000.0,1458254500000.0,2305553900000.0,2107023200000.0
2194.0,2369752400000.0,1450290700000.0,2310870400000.0,2112077300000.0
2195.0,2361351200000.0,1448770400000.0,2307254600000.0,2115055500000.0
2196.0,2347052800000.0,1451759100000.0,2306577800000.0,2112559600000.0
2197.0,2323375000000.0,1436233200000.0,2311724000000.0,2111234600000.0
2198.0,2317342000000.0,1436381700000.0,2319501200000.0,2109212500000.0
2199.0,2311460500000.0,1431958800000.0,2323870400000.0,2116716100000.0
2200.0,2301382600000.0,1421427300000.0,2328921000000.0,2120647700000.0
2201.0,2305850300000.0,1425466700000.0,2320638400000.0,2112023200000.0
2202.0,2311070700000.0,1430365900000.0,2317406200000.0,2110671200000.0
2203.0,2314777100000.0,1427153900000.0,2314387600000.0,2105260100000.0
2204.0,2315234800000.0,1427036300000.0,2316462500000.0,2108442400000.0
2205.0,2316289000000.0,1426028800000.0,2314906600000.0,2105250200000.0
2206.0,2300467200000.0,1427583400000.0,2316866000000.0,2107913500000.0
2207.0,2296229000000.0,1434947300000.0,2320312000000.0,2115406900000.0
2208.0,2287111200000.0,1436016600000.0,2323861500000.0,2117854700000.0
2209.0,2267041800000.0,1438276500000.0,2328201500000.0,2129150000000.0
2210.0,2258071500000.0,1435200100000.0,2328682000000.0,2137086900000.0
2211.0,2256537600000.0,1435726800000.0,2338191300000.0,2144427400000.0
2212.0,2256486800000.0,1436292000000.0,2339780400000.0,2144272000000.0
2213.0,2246370000000.0,1436185800000.0,2337812300000.0,2144375000000.0
2214.0,2241484800000.0,1439367800000.0,2338098000000.0,2141613200000.0
2215.0,2222942800000.0,1419452400000.0,2340397500000.0,2140195900000.0
2216.0,2219923000000.0,1421547000000.0,2349361000000.0,2142751800000.0
2217.0,2225821200000.0,1420847500000.0,2356736200000.0,2137785400000.0
2218.0,2228239700000.0,1414312900000.0,2352784300000.0,2136364800000.0
2219.0,2228146000000.0,1411959200000.0,2335316600000.0,2138716200000.0
2220.0,2221343000000.0,1411097300000.0,2331493800000.0,2142207700000.0
2221.0,2210957000000.0,1409252500000.0,2328713800000.0,2131122600000.0
2222.0,2208625300000.0,1406235800000.0,2336388300000.0,2137469500000.0
2223.0,2205254400000.0,1406516000000.0,2339264300000.0,2133956200000.0
2224.0,2196869600000.0,1402343100000.0,2342561800000.0,2126659500000.0
2225.0,2195132300000.0,1403657900000.0,2347241600000.0,2132172500000.0
2226.0,2188578700000.0,1410145600000.0,2347259100000.0,2144913600000.0
2227.0,2192679100000.0,1406012400000.0,2352636800000.0,2148935900000.0
2228.0,2189522600000.0,1405914300000.0,2355833300000.0,2150078700000.0
2229.0,2183124200000.0,1408721500000.0,2358152500000.0,2155973200000.0
2230.0,2177632000000.0,1402926300000.0,2360669000000.0,2155032600000.0
2231.0,2179807200000.0,1405618000000.0,2358698800000.0,2156051000000.0
2232.0,2186164200000.0,1404890600000.0,2368215700000.0,2160382300000.0
2233.0,2178266000000.0,1396056400000.0,2365562000000.0,2156917400000.0
2234.0,2179889200000.0,1402916300000.0,2364769000000.0,2151786900000.0
2235.0,2170858600000.0,1406569400000.0,2371198000000.0,2150531500000.0
2236.0,2170522200000.0,1405529500000.0,2375495200000.0,2142395200000.0
2237.0,2169292000000.0,1398744000000.0,2377052600000.0,2150348000000.0
2238.0,2172023500000.0,1391559700000.0,2378555500000.0,2156838100000.0
2239.0,2166386200000.0,1390070200000.0,2382677700000.0,2155985400000.0
2240.0,2166885000000.0,1392895000000.0,2386554500000.0,2160330000000.0
2241.0,2154955400000.0,1387257300000.0,2384117400000.0,2168648800000.0
2242.0,2143461600000.0,1384165900000.0,2386424500000.0,2166923900000.0
2243.0,2149050100000.0,1378427500000.0,2389428700000.0,2159131800000.0
2244.0,2142343300000.0,1375056600000.0,2380735000000.0,2150477100000.0
2245.0,2142955400000.0,1371095300000.0,2383276400000.0,2140566700000.0
2246.0,2152110900000.0,1374974100000.0,2388165700000.0,2129705800000.0
2247.0,2160171500000.0,1375709300000.0,2391429300000.0,2130823700000.0
2248.0,2163048000000.0,1367589500000.0,2391345700000.0,2134183800000.0
2249.0,2164402600000.0,1369623000000.0,2384561200000.0,2144223500000.0
2250.0,2149552500000.0,1373232600000.0,2375104300000.0,2152583300000.0
2251.0,2138274800000.0,1375515300000.0,2383453400000.0,2146513700000.0
2252.0,2137376000000.0,1369990500000.0,2384235900000.0,2144867500000.0
2253.0,2126557600000.0,1375890200000.0,2382446000000.0,2145433300000.0
2254.0,2134335200000.0,1376374900000.0,2381947000000.0,2146956500000.0
2255.0,2138526700000.0,1374595800000.0,2360709200000.0,2156750400000.0
2256.0,2132142500000.0,1372701900000.0,2357180800000.0,2161954900000.0
2257.0,2124553800000.0,1365406400000.0,2348227800000.0,2172235800000.0
2258.0,2126021000000.0,1365140400000.0,2350539000000.0,2172624300000.0
2259.0,2129484000000.0,1361201200000.0,2344925800000.0,2179331700000.0
2260.0,2137437600000.0,1359097900000.0,2345885500000.0,2190149800000.0
2261.0,2134661400000.0,1360654400000.0,2353754500000.0,2187739100000.0
2262.0,2136007800000.0,1350518000000.0,2358963000000.0,2201392300000.0
2263.0,2113228500000.0,1351699100000.0,2351645900000.0,2209351200000.0
2264.0,2108802700000.0,1352628200000.0,2349180600000.0,2202752500000.0
2265.0,2108902900000.0,1337319800000.0,2358703000000.0,2193936100000.0
2266.0,2114968000000.0,1330825300000.0,2360971000000.0,2197374400000.0
2267.0,2126004100000.0,1328576100000.0,2351457600000.0,2199723000000.0
2268.0,2114777400000.0,1324131300000.0,2338244000000.0,2199830000000.0
2269.0,2098336900000.0,1321066800000.0,2334790300000.0,2210357800000.0
2270.0,2102785700000.0,1319663400000.0,2325594000000.0,2208379400000.0
2271.0,2088841100000.0,1313966300000.0,2331160600000.0,2201042000000.0
2272.0,2085908400000.0,1306017400000.0,2335381700000.0,2195297400000.0
2273.0,2079993000000.0,1311985800000.0,2331322400000.0,2199833800000.0
2274.0,2074475400000.0,1312411900000.0,2335218000000.0,2205297100000.0
2275.0,2070407300000.0,1313765500000.0,2331749400000.0,2203648300000.0
2276.0,2076193300000.0,1314806200000.0,2333997500000.0,2204882400000.0
2277.0,2064105700000.0,1319140300000.0,2344286000000.0,2209451300000.0
2278.0,2061213600000.0,1315274900000.0,2352057400000.0,2203577700000.0
2279.0,2063877900000.0,1318161200000.0,2352577800000.0,2203668400000.0
2280.0,2060859500000.0,1322714000000.0,2354167400000.0,2203974400000.0
2281.0,2053613200000.0,1322718700000.0,2351891000000.0,2205065700000.0
2282.0,2049655600000.0,1326176700000.0,2355226000000.0,2215514000000.0
2283.0,2048651800000.0,1326593500000.0,2364984500000.0,2210163000000.0
2284.0,2048993700000.0,1332847000000.0,2374606000000.0,2211612200000.0
2285.0,2051648500000.0,1335880600000.0,2379868800000.0,2205783200000.0
2286.0,2052314200000.0,1344112700000.0,2385930000000.0,2208354500000.0
2287.0,2036534900000.0,1345325200000.0,2387170800000.0,2210753000000.0
2288.0,2042249600000.0,1349922000000.0,2388756800000.0,2218427200000.0
2289.0,2048909400000.0,1347372600000.0,2396902700000.0,2223832600000.0
2290.0,2044906400000.0,1340894700000.0,2403984200000.0,2226992000000.0
2291.0,2038715400000.0,1337537200000.0,2401215200000.0,2224446200000.0
2292.0,2037374300000.0,1339568800000.0,2395403200000.0,2218460700000.0
2293.0,2031883400000.0,1338388500000.0,2391693600000.0,2219321900000.0
2294.0,2039274400000.0,1338656400000.0,2403653000000.0,2226484400000.0
2295.0,2040461100000.0,1334777600000.0,2414892800000.0,2231672800000.0
2296.0,2040832700000.0,1335529400000.0,2424269400000.0,2226894700000.0
2297.0,2039925400000.0,1329289800000.0,2431665000000.0,2229540500000.0
2298.0,2030025600000.0,1330570200000.0,2445689200000.0,2237972000000.0
2299.0,2031165500000.0,1331032500000.0,2445729300000.0,2244685300000.0
2300.0,2020007900000.0,1330330300000.0,2439473300000.0,2253759400000.0
