time,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,CESM2-WACCM
2255.0,2338427800000.0,2267303400000.0,2599463200000.0,2497298300000.0,1726988600000.0,1357929100000.0
2256.0,2334441000000.0,2268162200000.0,2591001700000.0,2494333700000.0,1721211800000.0,1357970500000.0
2257.0,2342989600000.0,2256161200000.0,2569068600000.0,2498825000000.0,1717201100000.0,1359796200000.0
2258.0,2330260100000.0,2243994800000.0,2560592200000.0,2501066000000.0,1714293200000.0,1353769000000.0
2259.0,2318649800000.0,2237321700000.0,2561463000000.0,2506640000000.0,1714551400000.0,1336245600000.0
2260.0,2322489700000.0,2233099000000.0,2559555000000.0,2516975000000.0,1715634800000.0,1340386300000.0
2261.0,2316247500000.0,2233683000000.0,2565967200000.0,2528045000000.0,1711933500000.0,1329898800000.0
2262.0,2327288000000.0,2236154000000.0,2569082500000.0,2530211300000.0,1706190400000.0,1322705900000.0
2263.0,2325455300000.0,2234636300000.0,2581166000000.0,2544670000000.0,1690437700000.0,1323614700000.0
2264.0,2328344700000.0,2242338000000.0,2591318300000.0,2539386800000.0,1687454400000.0,1322421500000.0
2265.0,2336872700000.0,2233218400000.0,2599404400000.0,2530824200000.0,1689739900000.0,1326725300000.0
2266.0,2335797400000.0,2228348300000.0,2608880000000.0,2520239000000.0,1686385700000.0,1327781000000.0
2267.0,2340115200000.0,2227376200000.0,2619225100000.0,2522897200000.0,1676771900000.0,1326079300000.0
2268.0,2341893800000.0,2218913700000.0,2616572500000.0,2524743000000.0,1676007600000.0,1324408500000.0
2269.0,2353272700000.0,2222286200000.0,2615128400000.0,2531418700000.0,1670107200000.0,1328380200000.0
2270.0,2353670000000.0,2217775200000.0,2605718200000.0,2534436200000.0,1662042800000.0,1327768900000.0
2271.0,2347945700000.0,2219609200000.0,2598405700000.0,2527378800000.0,1660474600000.0,1319569200000.0
2272.0,2342755800000.0,2216302500000.0,2583399800000.0,2525498000000.0,1663289300000.0,1314590400000.0
2273.0,2336177500000.0,2211227000000.0,2581283700000.0,2532168200000.0,1667382800000.0,1313984900000.0
2274.0,2334614400000.0,2200344200000.0,2583762600000.0,2522927900000.0,1663995300000.0,1308786000000.0
2275.0,2349216600000.0,2200710700000.0,2589202300000.0,2522912000000.0,1661569000000.0,1308050500000.0
2276.0,2355507000000.0,2206559400000.0,2591472000000.0,2515654400000.0,1654905000000.0,1297858400000.0
2277.0,2337731200000.0,2207637800000.0,2599465800000.0,2499551200000.0,1650022300000.0,1296346400000.0
2278.0,2321298000000.0,2214151800000.0,2603759200000.0,2495255400000.0,1647183300000.0,1299060200000.0
2279.0,2331373500000.0,2202376300000.0,2608855300000.0,2512265700000.0,1644049700000.0,1295293900000.0
2280.0,2330127800000.0,2196007700000.0,2605418000000.0,2501709100000.0,1643754400000.0,1295887500000.0
2281.0,2341623000000.0,2182909700000.0,2605471500000.0,2507939800000.0,1643143600000.0,1288268300000.0
2282.0,2335483600000.0,2183728300000.0,2583779600000.0,2513895400000.0,1642071900000.0,1282869200000.0
2283.0,2344877600000.0,2179202400000.0,2576451400000.0,2519627200000.0,1640048600000.0,1281136000000.0
2284.0,2345177200000.0,2179004100000.0,2569089000000.0,2521625500000.0,1644516700000.0,1277637200000.0
2285.0,2343363000000.0,2184711000000.0,2570464300000.0,2522973200000.0,1641316100000.0,1281534600000.0
2286.0,2349334800000.0,2176862500000.0,2583390800000.0,2519923200000.0,1646908100000.0,1280640700000.0
2287.0,2357786000000.0,2159609900000.0,2593668700000.0,2511592200000.0,1647040300000.0,1276744400000.0
2288.0,2344526300000.0,2151046400000.0,2585605700000.0,2513535500000.0,1646327500000.0,1270046500000.0
2289.0,2350261000000.0,2149083000000.0,2582581600000.0,2518037800000.0,1641900900000.0,1272002100000.0
2290.0,2352240100000.0,2150660700000.0,2579158800000.0,2523001800000.0,1634399200000.0,1260140800000.0
2291.0,2347368400000.0,2142654400000.0,2574926000000.0,2524580000000.0,1628600800000.0,1256172200000.0
2292.0,2340926500000.0,2137478000000.0,2583376400000.0,2531896300000.0,1629851600000.0,1244778600000.0
2293.0,2345096700000.0,2132198600000.0,2576336300000.0,2537195300000.0,1629080800000.0,1239236000000.0
2294.0,2340089000000.0,2115446900000.0,2578411000000.0,2530643000000.0,1622650700000.0,1238594700000.0
2295.0,2333492600000.0,2125387700000.0,2572449200000.0,2544587000000.0,1621360400000.0,1235582600000.0
2296.0,2344374000000.0,2127075700000.0,2573722700000.0,2531997500000.0,1620726400000.0,1235539900000.0
2297.0,2347457600000.0,2122500100000.0,2574443000000.0,2525954800000.0,1623795200000.0,1234856200000.0
2298.0,2354865000000.0,2112770900000.0,2561883800000.0,2524435700000.0,1624021500000.0,1222905000000.0
2299.0,2358849800000.0,2121016500000.0,2561408000000.0,2530931600000.0,1623888100000.0,1213750200000.0
2300.0,2358552600000.0,2119574200000.0,2554029100000.0,2526263000000.0,1629047400000.0,1206374200000.0
