time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,875245119394.9921,875245119394.9921,875245119394.9921,875245119394.9921,875245119394.9921,875245119394.9921
2001,862118622306.7947,866264821862.4838,870168478220.8185,865583443434.0687,865950523169.3254,866789949888.3265
2002,852120479935.8486,855356056683.6461,863900723673.2397,858464993723.7163,854919921485.1334,852673537711.0386
2003,848621727398.5795,842253893973.4368,853317635006.581,846780245857.0629,845610847628.1064,840100722999.5521
2004,832942345269.1506,828483963174.6248,842332322913.9032,838842368338.1252,836334178570.8027,829482754338.0369
2005,823552601201.1752,810899041534.531,831131929572.4875,834909960373.8909,830182531349.9222,818478924741.7601
2006,814450300850.1606,805278859613.214,819362262477.1434,823931832823.6714,819695656823.3832,808804864877.3583
2007,800399696797.525,796867304566.0256,810629400293.3728,817170821208.6414,813039378151.2427,801987548978.3763
2008,793881231126.4703,794245257281.8995,796876242668.5017,809625918893.9307,805345117198.2004,789078771788.0894
2009,787546485151.5541,784663820093.4698,787914830896.5314,801464762122.0002,797516049288.6342,777906992808.4573
2010,780274626017.1687,779852801431.005,777331484038.3854,795846573216.6725,780646907383.9318,768520391776.5436
2011,767367063536.2034,768394566300.6879,767468821018.9362,778271265818.5381,767862876831.1626,757462810241.2749
2012,761691176920.2131,759375404800.0869,755649004116.3164,767711792409.912,759063259412.728,746447590287.1791
2013,746346393870.5033,751127575992.764,747042387183.7327,757366821535.8044,746138013611.6274,737529758360.2388
2014,729839086993.3103,742080253203.9639,737762328087.5664,743666900718.7488,732897054733.3431,728619921219.4371
2015,719980283732.2765,725350234551.1492,724755663261.6895,722439513972.3053,720650645060.695,717551600144.5468
2016,705540786432.2756,711835129927.3417,715300982680.1592,708357563391.6375,709156562741.2383,708872463231.0215
2017,690870250680.9338,697491894440.8903,697157836149.2863,695401280305.9076,697428803324.923,693561771940.8403
2018,677224286192.873,686303666537.9758,683472049122.92,684255232934.2852,676020892338.0406,680495349668.0531
2019,664275985697.1963,671228500453.212,675223195258.912,669270561600.9287,659976214506.6206,669666018611.6844
2020,653113701164.2343,658871435699.9407,660149889495.575,651209723215.4989,647230369459.6193,654915228897.2032
2021,635953752810.9972,643156385090.445,638151598352.8042,634000494614.7732,633643502408.3901,641125452365.5756
2022,622538770408.8718,624028264885.5542,620746369593.3546,619806966248.1178,617499923770.8782,624766111690.0533
2023,606165698266.0803,613847554811.6545,607569205270.3978,602618814805.3396,603958341755.826,610883006988.9453
2024,592233638826.528,600836751719.9862,590251799038.4944,586622171754.8236,589940004712.7247,594566220444.5663
2025,571964305944.5347,586738278197.1555,575573256809.949,569512963440.0875,579566072191.9908,577955260166.0275
2026,548565713413.8822,572756310347.6177,564331908977.3097,558503202097.4169,562476672570.2286,565176840838.4263
2027,534343545181.4279,552821314478.8,545559116773.82166,541386728129.2233,546089477703.17194,545623481567.16125
2028,517437783070.40784,542245002744.85895,532091144517.28723,527488817082.7836,529780971403.3615,525339835897.0072
2029,495595582962.0139,535147301338.24243,524357924310.0603,507429815287.12506,514795952573.9765,506033920292.2421
2030,474488349056.5973,518033027130.8466,506622624370.9534,494774062052.166,495256429340.66113,493039091649.4632
2031,462905855982.58386,503153265480.98737,489522679705.7361,478773556776.7904,479239629410.1,478985934165.8209
2032,446577492361.5765,484667509930.2634,477580606808.05225,459936286886.90735,462775603456.86975,462759916532.94543
2033,430821076986.3209,471631138528.13727,461251881725.39185,441019848101.5375,447246748990.0525,447984846603.11646
2034,415322020019.58203,456983411362.39453,446166910267.13055,425629149425.3265,438061281528.8186,434601668510.25446
2035,406105905763.82556,443728897708.3971,427178431589.3938,414208249503.78107,428239233608.4486,418819606361.80817
2036,395364754782.61804,429632042084.9646,409815745558.2943,390426412376.69086,410665251050.956,403506189210.9497
2037,383334828753.2033,416229799544.2808,398276732005.88214,381549782354.5114,396268922613.7777,387436215090.95355
2038,369599602955.97186,402292970934.19244,385625831128.2319,368407253710.5822,382260937694.73517,374064233592.0729
2039,355724249058.5287,393275508759.6338,370540846982.4366,351659853035.9542,367807819199.8439,361022620698.74585
2040,345752579640.7287,380744030021.1788,356615388874.95917,339103615689.7122,356052840805.6553,343809592329.497
2041,332592877995.3219,362149171062.2039,341460609519.5652,327440748687.81915,342211727837.30096,330589277422.73346
2042,321846824237.0384,350774486547.16113,333542931105.2759,313623495441.95056,332942229460.74005,315188417832.6222
