time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,875245119394.9921,875245119394.9921,875245119394.9921,875245119394.9921
2001,870688961130.6241,865881631945.8689,864248550073.9086,866472802955.8137
2002,864602126259.5787,858898472005.6444,851845180593.0525,852299249469.9603
2003,854493067885.8313,847345172070.5078,841077497265.8132,839745089703.8734
2004,843811964432.0546,839851035740.7926,830500028503.8467,829566583057.2302
2005,833136145134.6349,836249351095.8047,822890111476.7064,818336366680.084
2006,821795729952.2764,825678033329.2369,811512581891.6674,808169867994.3693
2007,814007796269.9696,819261877411.1779,804229136975.6052,801203197632.602
2008,801001510762.7861,811801059353.9547,795738220604.8853,788301769976.8651
2009,792832521360.551,804037555485.0823,786901104357.2527,776542984067.7338
2010,782715627767.9081,798850095021.2402,769069600232.927,766840067220.4746
2011,773642575325.0453,781923635877.1649,756314142678.7319,756185968049.1077
2012,762435886647.6198,771498654626.2614,747189006917.8907,745551590855.3928
2013,754684778263.5272,761244288933.2869,733774688027.9766,736870453846.2157
2014,746145101257.2219,747682773894.517,719371049054.3041,728140905876.6539
2015,733577808434.139,726878517340.4031,706360439296.6572,717068365730.9906
2016,716089399176.393,714927153673.2874,693950434681.9498,707148549746.7548
2017,701657329276.5856,699134969216.1942,683997093710.8307,697147498402.9015
2018,687959205235.7655,681248730211.0553,666328400046.3181,679973811556.3405
2019,672278726315.4443,662141709079.1038,654492953499.9496,670721391736.6705
2020,662528663001.5935,648591917510.0841,642223090179.7141,656049126721.158
2021,646319814304.6531,634289393672.8015,627547691666.6926,638847738354.349
2022,624484640251.9609,623453639921.3408,614610281848.2377,623178409095.4418
2023,600354897224.8752,605852966017.5017,601993186897.0043,604966998655.8595
2024,584843435478.0398,585945361415.425,585373357454.0033,587696981823.1501
2025,566203599905.6488,568467088457.249,569153986538.8864,574744018669.86
2026,549256004884.71387,553599674956.1378,552883868406.7987,554603633362.5345
2027,533971749488.4086,533621447286.57666,537086354003.73883,538338760679.05664
2028,516199256197.13135,514742318118.78015,521273222221.69324,520489733276.94604
2029,496289760091.43994,498862478458.3811,505168636323.26483,504552998398.7159
2030,482727049276.6572,481882987199.06854,493218203639.3331,486740607312.4456
2031,468432873806.39514,466136948124.7002,478694654666.9321,469908508579.1708
2032,449519183459.6413,448338525183.56537,462546377307.25635,455661542619.9287
2033,433908784070.33496,430757646368.6133,451666361266.35504,439250612241.93463
2034,420313873221.26263,414113105882.0087,436762122596.674,421472162957.577
2035,409849633306.0626,392852997121.5193,427797925815.9466,405559120314.49585
2036,397701423004.32495,380756230297.1674,416272918621.96606,388100371764.9874
2037,379228134932.62146,365325853271.7551,403314348594.23596,376475292809.774
2038,364523850597.02966,346668493922.3648,390850913036.1175,364207668059.7204
2039,352574323559.7151,332255897430.29626,378756564340.64264,347780641331.77734
2040,338288782165.1239,318684019570.4149,367953529404.9739,334334141545.5584
2041,323320016327.7555,302062531937.6568,355964565957.44965,317653596808.5212
2042,311901259883.94275,286698260194.5322,341919908622.493,305267323229.7408
2043,297033789292.30005,270512887783.73907,326684158179.37585,291618558059.7117
2044,284157516435.0203,256436249543.30966,313738837405.6692,279008117672.5612
2045,272466081775.3819,243140776935.05862,303241495150.79596,266455090292.33392
2046,261246565913.0889,226662956271.77927,289485325410.611,251474072212.36014
2047,253286997637.75687,215473784728.68488,278763422301.2637,239650529298.45987
2048,239474663311.78265,205952722526.84833,262756642404.9841,225044646491.6297
2049,229828128041.63968,189809438283.92456,252708640185.4419,214457865429.43423
2050,218489438767.42133,179370761974.39914,242181204078.65955,201503653984.5676
2051,207207068054.34467,169903768011.73245,231984004014.17255,192181532262.04184
2052,198094713463.28802,157688082921.71664,223451192029.38953,180542606554.58466
2053,189393879083.9328,148125371384.62787,213963717205.9301,170651010666.8025
2054,178975614196.46088,140774416362.7307,206168754388.91187,164159471674.3408
2055,170920116746.52258,134686864302.75667,198264232088.19858,156094159737.9684
2056,163275224321.853,124299967347.27635,190186069119.62378,149840936355.63565
2057,155285959993.6411,116437035219.96432,181607319396.132,142497931283.5021
2058,147211773699.8611,110584517499.326,172247519393.59088,135940407608.34311
2059,140287193172.1058,104277796705.42241,165554510105.02698,129452025398.67665
2060,132629342631.28569,98561037554.22926,156907638783.96628,124580334370.5949
2061,126512424844.42984,93856226832.09395,144600256858.61725,120139288396.52776
2062,121398321926.55945,89293334680.41032,133274058232.68591,115687273031.51845
2063,115701363985.68141,84965031066.20349,128654020438.17267,112444374884.05612
2064,113054488006.65349,80176890857.46968,124458229429.97769,109863610176.21085
2065,107162890461.50444,77579091671.81503,116236029600.79175,106383414165.30179
2066,103082080827.02092,75032905072.94244,106179024441.11963,102775125723.98888
2067,99086104484.71457,71805364726.98158,95495775411.2499,100696203493.53618
2068,96821979193.56052,69036300654.68864,86519387844.75288,97370265028.1473
2069,92698477363.53403,66543198602.50178,84201622246.58968,95115372031.42216
2070,90471675229.46889,64714326371.272064,77114004519.56503,91636280480.58473
2071,86267062922.52267,61259734164.916664,73788031577.92084,90150857758.29726
2072,83886437125.40332,59196180932.74772,70346551148.83557,87711637972.51428
2073,80766498459.22816,57587622248.55249,66918600810.82002,86096318055.22757
2074,79214809673.71095,56165893027.07736,64897000993.5923,84293178492.38231
2075,78099212072.01566,54509458038.52671,62914801502.09777,82781292671.85977
2076,75636419537.09201,52488204853.97756,61880933908.04159,81713642012.4016
2077,74466828559.30939,50693630999.38762,60814669471.012436,81084495544.32059
2078,72887775225.75443,50082704609.16766,58424685283.62572,79616872945.15512
2079,71368850894.07089,49569239065.911064,58285714829.60505,78814887035.38431
2080,69622204520.73175,49370520186.83954,57854858992.53148,77354587154.40085
2081,68555117650.09585,48253184949.851395,57188579456.394196,76942701696.77171
2082,67726051367.70155,48084479127.01843,56930085447.390816,75698456053.54768
2083,66798647990.905365,47975391869.99948,56147408833.462234,74943019533.62569
2084,65697915289.68824,47275954482.305016,55936366151.95531,74757936151.74004
2085,65296404748.152176,46807233060.0749,53629366890.171295,75164571151.56506
2086,64597600233.248184,46611267613.92082,53242809892.67147,75087185804.77484
2087,64173634774.293655,46647342326.94831,52659750379.04444,75571104140.26906
2088,64175203022.64953,46273081491.0437,52127139944.36527,74758627149.3373
2089,64551667208.144226,45447083073.63136,52801294257.35533,74445533567.79037
2090,64832889471.03218,45491585730.422676,52563787082.45364,74215760651.97563
2091,64747728684.49364,45987161358.42339,52669248350.55052,74290327823.81721
2092,64169466806.078186,45408046256.179184,52622209604.74865,74824184680.07062
2093,63539807667.313934,45446692869.905624,53100825648.341545,74698548453.86429
