time,MPI-ESM-LR,CCSM4,CSIRO-MK3-6-0
2000.0,45427584000000.0,45427584000000.0,45427584000000.0
2001.0,45422265000000.0,45422265000000.0,45422265000000.0
2002.0,45417870000000.0,45417870000000.0,45417870000000.0
2003.0,45298777000000.0,45298777000000.0,45298777000000.0
2004.0,45264610000000.0,45264610000000.0,45264610000000.0
2005.0,45238513000000.0,45238513000000.0,45238513000000.0
2006.0,45268930000000.0,45268930000000.0,45268930000000.0
2007.0,45171232000000.0,45171232000000.0,45171232000000.0
2008.0,45116606000000.0,45116606000000.0,45116606000000.0
2009.0,45098348000000.0,45098348000000.0,45098348000000.0
2010.0,45014344000000.0,45014344000000.0,45014344000000.0
2011.0,44989137000000.0,44989137000000.0,44989137000000.0
2012.0,44923960000000.0,44923960000000.0,44923960000000.0
2013.0,44930806000000.0,44930806000000.0,44930806000000.0
2014.0,44832274000000.0,44832274000000.0,44832274000000.0
2015.0,44916692000000.0,44916692000000.0,44916692000000.0
2016.0,44887520000000.0,44887520000000.0,44887520000000.0
2017.0,44900456000000.0,44900456000000.0,44900456000000.0
2018.0,44760346000000.0,44760346000000.0,44760346000000.0
2019.0,44722706000000.0,44722706000000.0,44722706000000.0
2020.0,44706545000000.0,44706545000000.0,44706545000000.0
2021.0,44608160000000.0,44607933000000.0,44638490000000.0
2022.0,44585334000000.0,44535140000000.0,44465530000000.0
2023.0,44550022000000.0,44357546000000.0,44304670000000.0
2024.0,44462835000000.0,44243167000000.0,44161344000000.0
2025.0,44391205000000.0,44111300000000.0,43954710000000.0
2026.0,44400640000000.0,44023290000000.0,43829344000000.0
2027.0,44251120000000.0,43888975000000.0,43717850000000.0
2028.0,44236750000000.0,43664850000000.0,43615066000000.0
2029.0,44150970000000.0,43474200000000.0,43622570000000.0
2030.0,44053030000000.0,43438037000000.0,43600587000000.0
2031.0,43976443000000.0,43344280000000.0,43536024000000.0
2032.0,43918940000000.0,43208130000000.0,43425445000000.0
2033.0,43851184000000.0,43029440000000.0,43337820000000.0
2034.0,43694795000000.0,42918720000000.0,43287310000000.0
2035.0,43611152000000.0,42750863000000.0,43099254000000.0
2036.0,43533740000000.0,42588280000000.0,42955356000000.0
2037.0,43403224000000.0,42445080000000.0,42780127000000.0
2038.0,43297398000000.0,42182765000000.0,42617325000000.0
2039.0,43211720000000.0,42063647000000.0,42416027000000.0
2040.0,43196340000000.0,41917750000000.0,42166403000000.0
2041.0,43048952000000.0,41711498000000.0,42024703000000.0
2042.0,42929320000000.0,41574143000000.0,41761624000000.0
2043.0,42851933000000.0,41485170000000.0,41600806000000.0
2044.0,42652780000000.0,41309406000000.0,41400746000000.0
2045.0,42496344000000.0,41171942000000.0,41204406000000.0
2046.0,42339890000000.0,41015660000000.0,40981706000000.0
2047.0,42153363000000.0,40902120000000.0,40778110000000.0
2048.0,42024984000000.0,40779565000000.0,40526313000000.0
2049.0,41829467000000.0,40566610000000.0,40279150000000.0
2050.0,41740677000000.0,40361137000000.0,40112440000000.0
2051.0,41609433000000.0,40013648000000.0,39976170000000.0
2052.0,41478730000000.0,39820592000000.0,39734575000000.0
2053.0,41340190000000.0,39494997000000.0,39490886000000.0
2054.0,41179257000000.0,39335735000000.0,39197897000000.0
2055.0,41130918000000.0,39116813000000.0,38880990000000.0
2056.0,41151223000000.0,38874496000000.0,38545255000000.0
2057.0,40985938000000.0,38671540000000.0,38314283000000.0
2058.0,40927470000000.0,38334563000000.0,38037036000000.0
2059.0,40829700000000.0,38034190000000.0,37743110000000.0
2060.0,40732266000000.0,37820333000000.0,37514543000000.0
2061.0,40591400000000.0,37572880000000.0,37262453000000.0
2062.0,40452050000000.0,37255810000000.0,36755590000000.0
2063.0,40197614000000.0,36980428000000.0,36476604000000.0
2064.0,40025304000000.0,36657957000000.0,36130464000000.0
2065.0,39897130000000.0,36421130000000.0,35805310000000.0
2066.0,39793680000000.0,36099350000000.0,35476476000000.0
2067.0,39591533000000.0,35815695000000.0,35000972000000.0
2068.0,39407700000000.0,35526230000000.0,34574789000000.0
2069.0,39127156000000.0,35239080000000.0,34124247000000.0
2070.0,38925284000000.0,34859383000000.0,33754940000000.0
2071.0,38740353000000.0,34479637000000.0,33245417000000.0
2072.0,38513836000000.0,34065315000000.0,32939606000000.0
2073.0,38344830000000.0,33826095000000.0,32583677000000.0
2074.0,38188070000000.0,33444724000000.0,32262186000000.0
2075.0,38019430000000.0,33121712000000.0,31871948000000.0
2076.0,37861714000000.0,32639432000000.0,31422950000000.0
2077.0,37638984000000.0,32216150000000.0,30944027000000.0
2078.0,37455944000000.0,31827148000000.0,30530102000000.0
2079.0,37229993000000.0,31405583000000.0,30181555000000.0
2080.0,36945360000000.0,30819062000000.0,29662076000000.0
2081.0,36693540000000.0,30391415000000.0,29175327000000.0
2082.0,36400435000000.0,29846660000000.0,28667892000000.0
2083.0,36032527000000.0,29283582000000.0,28186625000000.0
2084.0,35743133000000.0,28596980000000.0,27709705000000.0
2085.0,35366770000000.0,28000810000000.0,27208380000000.0
2086.0,35135310000000.0,27550454000000.0,26714124000000.0
2087.0,34732545000000.0,26986240000000.0,26288006000000.0
2088.0,34400990000000.0,26528507000000.0,25644262000000.0
2089.0,34001442000000.0,25847680000000.0,25077173000000.0
2090.0,33697057000000.0,25397226000000.0,24452070000000.0
2091.0,33452345000000.0,24899221000000.0,23866196000000.0
2092.0,33150185000000.0,24402341000000.0,23186679000000.0
2093.0,32825347000000.0,23719140000000.0,22623346000000.0
2094.0,32595929000000.0,23032820000000.0,21999506000000.0
2095.0,32354041000000.0,22538558000000.0,21311244000000.0
2096.0,32029712000000.0,22019050000000.0,20569473000000.0
2097.0,31674860000000.0,21503637000000.0,19890010000000.0
2098.0,31345267000000.0,20966750000000.0,19296690000000.0
2099.0,31041547000000.0,20436753000000.0,18610433000000.0
