time,CCSM4,CESM1-CAM5
2000.0,45427584000000.0,45427584000000.0
2001.0,45422265000000.0,45422265000000.0
2002.0,45417870000000.0,45417870000000.0
2003.0,45298777000000.0,45298777000000.0
2004.0,45264610000000.0,45264610000000.0
2005.0,45238513000000.0,45238513000000.0
2006.0,45268930000000.0,45268930000000.0
2007.0,45171232000000.0,45171232000000.0
2008.0,45116606000000.0,45116606000000.0
2009.0,45098348000000.0,45098348000000.0
2010.0,45014344000000.0,45014344000000.0
2011.0,44989137000000.0,44989137000000.0
2012.0,44923960000000.0,44923960000000.0
2013.0,44930806000000.0,44930806000000.0
2014.0,44832274000000.0,44832274000000.0
2015.0,44916692000000.0,44916692000000.0
2016.0,44887520000000.0,44887520000000.0
2017.0,44900456000000.0,44900456000000.0
2018.0,44760346000000.0,44760346000000.0
2019.0,44722706000000.0,44722706000000.0
2020.0,44706545000000.0,44706545000000.0
2021.0,44666910000000.0,44598928000000.0
2022.0,44595912000000.0,44588467000000.0
2023.0,44439116000000.0,44442266000000.0
2024.0,44437716000000.0,44421135000000.0
2025.0,44348264000000.0,44425390000000.0
2026.0,44252235000000.0,44375795000000.0
2027.0,44179140000000.0,44244120000000.0
2028.0,44079050000000.0,44177895000000.0
2029.0,44022140000000.0,44031493000000.0
2030.0,43878263000000.0,43898850000000.0
2031.0,43777675000000.0,43790110000000.0
2032.0,43759410000000.0,43773225000000.0
2033.0,43681770000000.0,43661110000000.0
2034.0,43587510000000.0,43551210000000.0
2035.0,43464356000000.0,43520186000000.0
2036.0,43437730000000.0,43379145000000.0
2037.0,43310333000000.0,43217936000000.0
2038.0,43253270000000.0,43028027000000.0
2039.0,43154976000000.0,42920140000000.0
2040.0,43047547000000.0,42846304000000.0
2041.0,42939340000000.0,42724260000000.0
2042.0,42753556000000.0,42532050000000.0
2043.0,42655036000000.0,42397287000000.0
2044.0,42516410000000.0,42347753000000.0
2045.0,42472790000000.0,42223560000000.0
2046.0,42359690000000.0,42114020000000.0
2047.0,42211150000000.0,41929070000000.0
2048.0,42063823000000.0,41773573000000.0
2049.0,41834800000000.0,41725175000000.0
2050.0,41721050000000.0,41568346000000.0
2051.0,41626135000000.0,41361120000000.0
2052.0,41499828000000.0,41155778000000.0
2053.0,41468102000000.0,40923145000000.0
2054.0,41340402000000.0,40862360000000.0
2055.0,41135964000000.0,40697164000000.0
2056.0,40924280000000.0,40523016000000.0
2057.0,40742190000000.0,40288433000000.0
2058.0,40626090000000.0,40057726000000.0
2059.0,40426150000000.0,39749377000000.0
2060.0,40355202000000.0,39212000000000.0
2061.0,40113845000000.0,38915070000000.0
2062.0,39865056000000.0,38768630000000.0
2063.0,39636097000000.0,38615030000000.0
2064.0,39515980000000.0,38434752000000.0
2065.0,39389216000000.0,38202350000000.0
2066.0,39306073000000.0,37938600000000.0
2067.0,39060165000000.0,37642687000000.0
2068.0,38861963000000.0,37432255000000.0
2069.0,38632600000000.0,37216470000000.0
2070.0,38357010000000.0,37018227000000.0
2071.0,38230300000000.0,36819490000000.0
2072.0,38037065000000.0,36557956000000.0
2073.0,37776490000000.0,36297746000000.0
2074.0,37536210000000.0,36051540000000.0
2075.0,37220670000000.0,35791493000000.0
2076.0,36960150000000.0,35526190000000.0
2077.0,36739444000000.0,35103284000000.0
2078.0,36601787000000.0,34871310000000.0
2079.0,36440214000000.0,34653916000000.0
2080.0,36355710000000.0,34354252000000.0
2081.0,36250338000000.0,34028617000000.0
2082.0,35989364000000.0,33708982000000.0
2083.0,35782882000000.0,33407042000000.0
2084.0,35500157000000.0,32986311000000.0
2085.0,35334600000000.0,32641517000000.0
2086.0,35191900000000.0,32405033000000.0
2087.0,34955439000000.0,32029446000000.0
2088.0,34600632000000.0,31583046000000.0
2089.0,34365959000000.0,31177230000000.0
2090.0,34081530000000.0,30939229000000.0
2091.0,33722649000000.0,30509923000000.0
2092.0,33347907000000.0,30177963000000.0
2093.0,32994243000000.0,29751280000000.0
2094.0,32599074000000.0,29400335000000.0
2095.0,32386870000000.0,29001480000000.0
2096.0,32087663000000.0,28676618000000.0
