time,MPI-ESM-LR,CANESM2,CESM1-CAM5
2044.0,43739270000000.0,42042814000000.0,41112287000000.0
2045.0,43727268000000.0,41927425000000.0,40980410000000.0
2046.0,43618153000000.0,41839994000000.0,40765210000000.0
2047.0,43562712000000.0,41762945000000.0,40584698000000.0
2048.0,43516620000000.0,41596276000000.0,40343655000000.0
2049.0,43504600000000.0,41496296000000.0,40079674000000.0
2050.0,43408723000000.0,41407553000000.0,39849336000000.0
2051.0,43406466000000.0,41143300000000.0,39566673000000.0
2052.0,43378876000000.0,40878043000000.0,39313966000000.0
2053.0,43336280000000.0,40786364000000.0,39055560000000.0
2054.0,43369870000000.0,40614868000000.0,38859460000000.0
2055.0,43338080000000.0,40389510000000.0,38687648000000.0
2056.0,43392243000000.0,40253620000000.0,38592910000000.0
2057.0,43396800000000.0,40110016000000.0,38353060000000.0
2058.0,43464494000000.0,39992400000000.0,38187737000000.0
2059.0,43504380000000.0,39827815000000.0,37921640000000.0
2060.0,43512710000000.0,39686404000000.0,37773843000000.0
2061.0,43494470000000.0,39613066000000.0,37424420000000.0
2062.0,43429866000000.0,39445206000000.0,37148225000000.0
2063.0,43452134000000.0,39296350000000.0,36808610000000.0
2064.0,43471530000000.0,39187140000000.0,36566932000000.0
2065.0,43423986000000.0,39062497000000.0,36376104000000.0
2066.0,43352284000000.0,38756490000000.0,36129790000000.0
2067.0,43420040000000.0,38625534000000.0,35885750000000.0
2068.0,43359297000000.0,38414838000000.0,35684857000000.0
2069.0,43314263000000.0,38236664000000.0,35522236000000.0
2070.0,43284350000000.0,38229940000000.0,35365436000000.0
2071.0,43230423000000.0,38100122000000.0,35077443000000.0
2072.0,43191974000000.0,38060640000000.0,34834779000000.0
2073.0,43224090000000.0,37909583000000.0,34573782000000.0
2074.0,43188930000000.0,37841766000000.0,34331035000000.0
2075.0,43169370000000.0,37806290000000.0,34200086000000.0
2076.0,43186680000000.0,37804160000000.0,33988813000000.0
2077.0,43182510000000.0,37725140000000.0,33782780000000.0
2078.0,43090570000000.0,37681304000000.0,33698680000000.0
2079.0,43081470000000.0,37661855000000.0,33478207000000.0
2080.0,43091610000000.0,37626577000000.0,33059982000000.0
2081.0,43066187000000.0,37510114000000.0,32861705000000.0
2082.0,43046930000000.0,37489880000000.0,32706142000000.0
2083.0,43065080000000.0,37447850000000.0,32573350000000.0
2084.0,42991247000000.0,37305427000000.0,32441690000000.0
2085.0,43006585000000.0,37166206000000.0,32231781000000.0
2086.0,42992996000000.0,37041467000000.0,32035985000000.0
2087.0,43033534000000.0,36930234000000.0,31902812000000.0
2088.0,43072616000000.0,36916053000000.0,31667962000000.0
2089.0,43088090000000.0,36866530000000.0,31465107000000.0
2090.0,43091407000000.0,36754195000000.0,31252063000000.0
2091.0,43056580000000.0,36640150000000.0,31028083000000.0
2092.0,43077740000000.0,36492227000000.0,30839499000000.0
2093.0,43027658000000.0,36354575000000.0,30589707000000.0
2094.0,43081726000000.0,36159472000000.0,30417168000000.0
2095.0,43043453000000.0,36025030000000.0,30252682000000.0
2096.0,42997780000000.0,35940710000000.0,30017099000000.0
2097.0,42892924000000.0,35838510000000.0,29799460000000.0
2098.0,42856780000000.0,35710002000000.0,29606462000000.0
2099.0,42760850000000.0,35614787000000.0,29349307000000.0
2100.0,42729550000000.0,35472120000000.0,29087702000000.0
2101.0,42625860000000.0,35329530000000.0,28869780000000.0
2102.0,42564420000000.0,35233546000000.0,28677874000000.0
2103.0,42545623000000.0,35028686000000.0,28516312000000.0
2104.0,42443584000000.0,34896460000000.0,28342162000000.0
2105.0,42416468000000.0,34771067000000.0,28176772000000.0
2106.0,42335210000000.0,34680310000000.0,27981620000000.0
2107.0,42270790000000.0,34627056000000.0,27855197000000.0
2108.0,42271643000000.0,34484016000000.0,27743125000000.0
2109.0,42282820000000.0,34388524000000.0,27600808000000.0
2110.0,42253465000000.0,34283629000000.0,27406650000000.0
2111.0,42253653000000.0,34181455000000.0,27252301000000.0
2112.0,42209705000000.0,34018335000000.0,27145787000000.0
2113.0,42234230000000.0,33890677000000.0,26967573000000.0
2114.0,42283720000000.0,33821878000000.0,26804272000000.0
2115.0,42348034000000.0,33656544000000.0,26701004000000.0
2116.0,42366296000000.0,33559736000000.0,26591707000000.0
2117.0,42364200000000.0,33450225000000.0,26402278000000.0
2118.0,42318540000000.0,33375698000000.0,26264820000000.0
2119.0,42268540000000.0,33247325000000.0,26172392000000.0
2120.0,42283370000000.0,33204665000000.0,25924200000000.0
2121.0,42325804000000.0,33098847000000.0,25749786000000.0
2122.0,42329140000000.0,32991670000000.0,25590660000000.0
2123.0,42344527000000.0,32908690000000.0,25451106000000.0
2124.0,42372864000000.0,32797488000000.0,25290640000000.0
2125.0,42390077000000.0,32627594000000.0,25112949000000.0
2126.0,42423890000000.0,32491688000000.0,25020282000000.0
2127.0,42408885000000.0,32389636000000.0,24988023000000.0
2128.0,42373160000000.0,32262440000000.0,24872774000000.0
2129.0,42395440000000.0,32196807000000.0,24752603000000.0
2130.0,42440044000000.0,32055832000000.0,24569420000000.0
2131.0,42459400000000.0,31997185000000.0,24414404000000.0
2132.0,42465460000000.0,31963630000000.0,24284236000000.0
2133.0,42444950000000.0,31928166000000.0,24118433000000.0
2134.0,42383882000000.0,31881640000000.0,24046077000000.0
2135.0,42377033000000.0,31826897000000.0,23975262000000.0
2136.0,42320045000000.0,31793292000000.0,23808410000000.0
2137.0,42299110000000.0,31612394000000.0,23676647000000.0
2138.0,42230295000000.0,31519809000000.0,23510334000000.0
2139.0,42244380000000.0,31399688000000.0,23378807000000.0
2140.0,42238814000000.0,31316127000000.0,23275751000000.0
2141.0,42231797000000.0,31255412000000.0,23120760000000.0
2142.0,42212285000000.0,31181834000000.0,23034400000000.0
2143.0,42160980000000.0,31091302000000.0,22781192000000.0
2144.0,42143570000000.0,31083303000000.0,22687978000000.0
2145.0,42145134000000.0,31031340000000.0,22508607000000.0
2146.0,42148716000000.0,30928039000000.0,22356024000000.0
2147.0,42171185000000.0,30885322000000.0,22238078000000.0
2148.0,42163980000000.0,30847734000000.0,22187824000000.0
2149.0,42166940000000.0,30796566000000.0,22090028000000.0
2150.0,42125230000000.0,30719326000000.0,21974863000000.0
2151.0,42192056000000.0,30676311000000.0,21831870000000.0
2152.0,42246670000000.0,30597655000000.0,21657236000000.0
2153.0,42266870000000.0,30588310000000.0,21526663000000.0
2154.0,42275230000000.0,30568505000000.0,21401720000000.0
2155.0,42236935000000.0,30485338000000.0,21233284000000.0
2156.0,42249275000000.0,30373981000000.0,21147796000000.0
2157.0,42306237000000.0,30314148000000.0,21049444000000.0
2158.0,42326274000000.0,30300516000000.0,20835880000000.0
2159.0,42336900000000.0,30237434000000.0,20698343000000.0
2160.0,42304140000000.0,30159405000000.0,20598598000000.0
2161.0,42296637000000.0,30092862000000.0,20461973000000.0
2162.0,42266165000000.0,30021102000000.0,20373106000000.0
2163.0,42239435000000.0,29931222000000.0,20227176000000.0
2164.0,42250090000000.0,29890686000000.0,20051380000000.0
2165.0,42250734000000.0,29836330000000.0,20008638000000.0
2166.0,42173950000000.0,29802096000000.0,19972730000000.0
2167.0,42184780000000.0,29670689000000.0,19864706000000.0
2168.0,42238720000000.0,29619700000000.0,19721950000000.0
2169.0,42192250000000.0,29541462000000.0,19618289000000.0
2170.0,42187803000000.0,29488530000000.0,19490885000000.0
2171.0,42258896000000.0,29465508000000.0,19391538000000.0
2172.0,42248090000000.0,29393164000000.0,19292920000000.0
2173.0,42224457000000.0,29308746000000.0,19228294000000.0
2174.0,42214650000000.0,29284849000000.0,19131259000000.0
2175.0,42165710000000.0,29233848000000.0,19052701000000.0
2176.0,42179196000000.0,29186080000000.0,19015177000000.0
2177.0,42188046000000.0,29005145000000.0,18952540000000.0
2178.0,42267906000000.0,28988970000000.0,18937954000000.0
2179.0,42288220000000.0,28887998000000.0,18842313000000.0
2180.0,42343785000000.0,28769566000000.0,18749948000000.0
2181.0,42351840000000.0,28698374000000.0,18666861000000.0
2182.0,42393886000000.0,28603603000000.0,18582930000000.0
2183.0,42462085000000.0,28487344000000.0,18542418000000.0
2184.0,42507820000000.0,28412052000000.0,18453460000000.0
2185.0,42536886000000.0,28316646000000.0,18398960000000.0
2186.0,42563243000000.0,28214756000000.0,18331750000000.0
2187.0,42620300000000.0,28146676000000.0,18253324000000.0
2188.0,42606495000000.0,28066672000000.0,18196830000000.0
2189.0,42615150000000.0,28048122000000.0,18119595000000.0
2190.0,42695920000000.0,28011842000000.0,18050506000000.0
2191.0,42745700000000.0,27869917000000.0,17975984000000.0
2192.0,42767732000000.0,27828890000000.0,17888696000000.0
2193.0,42750536000000.0,27763287000000.0,17881690000000.0
2194.0,42743934000000.0,27699190000000.0,17821916000000.0
2195.0,42680560000000.0,27631976000000.0,17794433000000.0
2196.0,42709020000000.0,27561619000000.0,17714238000000.0
2197.0,42785370000000.0,27489166000000.0,17702620000000.0
2198.0,42817210000000.0,27440690000000.0,17648532000000.0
2199.0,42810790000000.0,27392410000000.0,17637252000000.0
2200.0,42850226000000.0,27203568000000.0,17596817000000.0
2201.0,42900120000000.0,27142790000000.0,17507682000000.0
2202.0,42917712000000.0,27038147000000.0,17453859000000.0
2203.0,42907386000000.0,27008308000000.0,17347069000000.0
2204.0,42952722000000.0,26958925000000.0,17266525000000.0
2205.0,42902310000000.0,26932985000000.0,17177603000000.0
2206.0,42914900000000.0,26841497000000.0,17155539000000.0
2207.0,42975837000000.0,26798511000000.0,17120335000000.0
2208.0,43002820000000.0,26773668000000.0,17081888000000.0
2209.0,43048046000000.0,26698957000000.0,17046752000000.0
2210.0,43065427000000.0,26619656000000.0,16987432000000.0
2211.0,43161380000000.0,26512007000000.0,16949201000000.0
2212.0,43176555000000.0,26422650000000.0,16904964000000.0
2213.0,43131316000000.0,26386849000000.0,16858361000000.0
2214.0,43148877000000.0,26288117000000.0,16839372000000.0
2215.0,43137920000000.0,26239318000000.0,16814972000000.0
2216.0,43169430000000.0,26188104000000.0,16712872000000.0
2217.0,43208380000000.0,26140117000000.0,16605761000000.0
2218.0,43256380000000.0,26012369000000.0,16548026000000.0
2219.0,43259350000000.0,25954093000000.0,16502171000000.0
2220.0,43276963000000.0,25912127000000.0,16460425000000.0
2221.0,43310430000000.0,25898350000000.0,16431347000000.0
2222.0,43381690000000.0,25827807000000.0,16400695000000.0
2223.0,43438960000000.0,25741100000000.0,16376684000000.0
2224.0,43502910000000.0,25639260000000.0,16337699000000.0
2225.0,43529940000000.0,25622798000000.0,16261075000000.0
2226.0,43530300000000.0,25537154000000.0,16188571000000.0
2227.0,43580584000000.0,25491440000000.0,16109975000000.0
2228.0,43699250000000.0,25518232000000.0,16050131000000.0
2229.0,43741910000000.0,25525060000000.0,15980564000000.0
2230.0,43846965000000.0,25521103000000.0,15940785000000.0
2231.0,43943450000000.0,25487712000000.0,15907811000000.0
2232.0,43977315000000.0,25454500000000.0,15857670000000.0
2233.0,44051550000000.0,25406580000000.0,15794851000000.0
2234.0,44044580000000.0,25413296000000.0,15712390000000.0
2235.0,44005740000000.0,25411770000000.0,15632244000000.0
2236.0,43940233000000.0,25438372000000.0,15532584000000.0
2237.0,43903330000000.0,25461965000000.0,15450970000000.0
2238.0,43924966000000.0,25450487000000.0,15390511000000.0
2239.0,43913818000000.0,25415788000000.0,15363941000000.0
2240.0,43922047000000.0,25373312000000.0,15358874000000.0
2241.0,44012160000000.0,25361545000000.0,15300990000000.0
2242.0,44036233000000.0,25327020000000.0,15211738000000.0
2243.0,44092524000000.0,25313046000000.0,15194288000000.0
2244.0,44113496000000.0,25315575000000.0,15172095000000.0
2245.0,44115127000000.0,25284003000000.0,15158664000000.0
2246.0,44049264000000.0,25271458000000.0,15168831000000.0
2247.0,44063230000000.0,25235126000000.0,15158305000000.0
2248.0,44091410000000.0,25203480000000.0,15140857000000.0
2249.0,44098300000000.0,25229112000000.0,15121607000000.0
2250.0,44081804000000.0,25210755000000.0,15134006000000.0
2251.0,44129774000000.0,25198152000000.0,15098550000000.0
2252.0,44154650000000.0,25206939000000.0,15067282000000.0
2253.0,44215053000000.0,25226516000000.0,15029800000000.0
2254.0,44271307000000.0,25265340000000.0,15003897000000.0
2255.0,44337090000000.0,25248292000000.0,14981036000000.0
2256.0,44356627000000.0,25242536000000.0,14954436000000.0
2257.0,44368283000000.0,25275490000000.0,14907960000000.0
2258.0,44382120000000.0,25244065000000.0,14873210000000.0
2259.0,44394246000000.0,25216430000000.0,14845615000000.0
2260.0,44359780000000.0,25201666000000.0,14806515000000.0
2261.0,44381487000000.0,25186026000000.0,14759937000000.0
2262.0,44359720000000.0,25157810000000.0,14723019000000.0
2263.0,44379070000000.0,25128941000000.0,14704937000000.0
2264.0,44468225000000.0,25128430000000.0,14670678000000.0
2265.0,44546440000000.0,25115163000000.0,14637012000000.0
2266.0,44611960000000.0,25120087000000.0,14599470000000.0
2267.0,44684643000000.0,25095087000000.0,14560062000000.0
2268.0,44678980000000.0,25037365000000.0,14522052000000.0
2269.0,44659087000000.0,25015320000000.0,14490762000000.0
2270.0,44647030000000.0,25031090000000.0,14422822000000.0
2271.0,44599674000000.0,25055200000000.0,14342172000000.0
2272.0,44570860000000.0,25053574000000.0,14307740000000.0
2273.0,44604040000000.0,25069007000000.0,14283876000000.0
2274.0,44663055000000.0,25067352000000.0,14252143000000.0
2275.0,44782433000000.0,25038282000000.0,14221808000000.0
2276.0,44862350000000.0,25040420000000.0,14190469000000.0
2277.0,44927630000000.0,25030360000000.0,14188816000000.0
2278.0,44928170000000.0,25057740000000.0,14142018000000.0
2279.0,44963000000000.0,25048432000000.0,14105342000000.0
2280.0,45000117000000.0,25056680000000.0,14072558000000.0
2281.0,45006065000000.0,25046330000000.0,14042232000000.0
2282.0,45010003000000.0,25044506000000.0,14046934000000.0
2283.0,45058990000000.0,25016460000000.0,14036237000000.0
2284.0,45170104000000.0,25034437000000.0,14017304000000.0
2285.0,45237464000000.0,25049982000000.0,13982181000000.0
2286.0,45220884000000.0,24989676000000.0,13949461000000.0
2287.0,45247766000000.0,24960691000000.0,13933835000000.0
2288.0,45264245000000.0,25013202000000.0,13888191000000.0
2289.0,45327210000000.0,24998356000000.0,13875606000000.0
2290.0,45408100000000.0,24990517000000.0,13835238000000.0
2291.0,45363327000000.0,25006428000000.0,13772852000000.0
2292.0,45398454000000.0,24987648000000.0,13670294000000.0
2293.0,45397297000000.0,24940305000000.0,13615767000000.0
2294.0,45389990000000.0,24901098000000.0,13553131000000.0
2295.0,45337150000000.0,24951619000000.0,13536003000000.0
2296.0,45298120000000.0,25001936000000.0,13481544000000.0
2297.0,45311290000000.0,25001244000000.0,13425301000000.0
2298.0,45355656000000.0,25004574000000.0,13388126000000.0
2299.0,45316103000000.0,25048850000000.0,13350354000000.0
2300.0,45278550000000.0,25054608000000.0,13350919000000.0
