time,ACCESS-CM2,CANESM5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5
2283.0,13865109000000.0,22865177000000.0,7131284000000.0,21408720000000.0,15934341000000.0,22901835000000.0
2284.0,13876735000000.0,22857214000000.0,7096074000000.0,21394662000000.0,15902708000000.0,22834880000000.0
2285.0,13866619000000.0,22867715000000.0,7080935000000.0,21349637000000.0,15896963000000.0,22806683000000.0
2286.0,13828290000000.0,22789537000000.0,7057304500000.0,21284786000000.0,15850050000000.0,22747606000000.0
2287.0,13805013000000.0,22791227000000.0,7033594000000.0,21287993000000.0,15779005000000.0,22676690000000.0
2288.0,13780088000000.0,22787387000000.0,6998938600000.0,21248396000000.0,15741873000000.0,22589492000000.0
2289.0,13753719000000.0,22800420000000.0,6983813400000.0,21272824000000.0,15728194000000.0,22541882000000.0
2290.0,13720999000000.0,22815590000000.0,6944549000000.0,21216423000000.0,15702414000000.0,22486614000000.0
2291.0,13680132000000.0,22812822000000.0,6912992000000.0,21185056000000.0,15646039000000.0,22372334000000.0
2292.0,13659285000000.0,22820726000000.0,6876966700000.0,21235245000000.0,15597389000000.0,22306630000000.0
2293.0,13585350000000.0,22755546000000.0,6835095000000.0,21235694000000.0,15486790000000.0,22289047000000.0
2294.0,13538597000000.0,22756026000000.0,6775715700000.0,21228316000000.0,15382949000000.0,22234706000000.0
2295.0,13531836000000.0,22743246000000.0,6726271600000.0,21174461000000.0,15352153000000.0,22206562000000.0
2296.0,13498710000000.0,22736649000000.0,6703004000000.0,21119782000000.0,15284053000000.0,22158271000000.0
2297.0,13461612000000.0,22733709000000.0,6664639000000.0,21071390000000.0,15232801000000.0,22066730000000.0
2298.0,13420112000000.0,22752327000000.0,6632693000000.0,21025590000000.0,15156744000000.0,21986710000000.0
2299.0,13379354000000.0,22750968000000.0,6584233600000.0,21030075000000.0,15095798000000.0,21906414000000.0
2300.0,13328351000000.0,22700391000000.0,6545850500000.0,21025897000000.0,15052134000000.0,21795285000000.0
