time,CESM2-WACCM,ACCESS-CM2,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5
2044.0,41369293000000.0,41184100000000.0,42697893000000.0,40592450000000.0,41658465000000.0,43205043000000.0
2045.0,41106423000000.0,40954280000000.0,42514420000000.0,40379110000000.0,41456564000000.0,43059270000000.0
2046.0,40943655000000.0,40804324000000.0,42343080000000.0,40181620000000.0,41281602000000.0,42766394000000.0
2047.0,40651882000000.0,40548107000000.0,42208350000000.0,39897553000000.0,41089050000000.0,42569430000000.0
2048.0,40293227000000.0,40302312000000.0,41961960000000.0,39648252000000.0,40949992000000.0,42478917000000.0
2049.0,39954680000000.0,39993406000000.0,41783715000000.0,39387157000000.0,40787760000000.0,42365083000000.0
2050.0,39634270000000.0,39691936000000.0,41537780000000.0,39046500000000.0,40551366000000.0,42122670000000.0
2051.0,39240415000000.0,39376755000000.0,41276920000000.0,38683734000000.0,40222818000000.0,41894294000000.0
2052.0,38946490000000.0,39246983000000.0,41112570000000.0,38454763000000.0,39948860000000.0,41741403000000.0
2053.0,38708080000000.0,39001470000000.0,40834680000000.0,38209680000000.0,39649544000000.0,41495780000000.0
2054.0,38479195000000.0,38746920000000.0,40628142000000.0,38073962000000.0,39361677000000.0,41324833000000.0
2055.0,38056132000000.0,38440956000000.0,40423400000000.0,37843586000000.0,39081960000000.0,41156030000000.0
2056.0,37697140000000.0,38164203000000.0,40009265000000.0,37506550000000.0,38835182000000.0,40921932000000.0
2057.0,37292890000000.0,37811200000000.0,39768583000000.0,37234284000000.0,38697260000000.0,40808050000000.0
2058.0,36801683000000.0,37698534000000.0,39519018000000.0,36659890000000.0,38492457000000.0,40583997000000.0
2059.0,36300946000000.0,37394368000000.0,39135350000000.0,36337430000000.0,38266028000000.0,40309577000000.0
2060.0,35907170000000.0,37116424000000.0,38797257000000.0,36031106000000.0,38016060000000.0,39971797000000.0
2061.0,35393764000000.0,36749000000000.0,38565656000000.0,35675533000000.0,37739546000000.0,39732575000000.0
2062.0,34948262000000.0,36402624000000.0,38233744000000.0,35326127000000.0,37349700000000.0,39154860000000.0
2063.0,34519690000000.0,36072872000000.0,37714473000000.0,35053749000000.0,36917802000000.0,38744913000000.0
2064.0,34015973000000.0,35772414000000.0,37299102000000.0,34592260000000.0,36459235000000.0,38280297000000.0
2065.0,33575110000000.0,35410790000000.0,36975118000000.0,34153198000000.0,36192370000000.0,37985077000000.0
2066.0,33009875000000.0,35134483000000.0,36707860000000.0,33820248000000.0,35750783000000.0,37633170000000.0
2067.0,32406566000000.0,34833328000000.0,36262065000000.0,33446170000000.0,35241037000000.0,37194626000000.0
2068.0,31862624000000.0,34328455000000.0,35765980000000.0,32873290000000.0,34784064000000.0,36891960000000.0
2069.0,31296430000000.0,33958308000000.0,35139392000000.0,32342844000000.0,34396533000000.0,36554600000000.0
2070.0,30868423000000.0,33501234000000.0,34768696000000.0,31891416000000.0,34034078000000.0,36151920000000.0
2071.0,30184302000000.0,33084175000000.0,34062054000000.0,31373656000000.0,33636124000000.0,35789580000000.0
2072.0,29785667000000.0,32723186000000.0,33405813000000.0,31054155000000.0,33270866000000.0,35374530000000.0
2073.0,29142324000000.0,32229326000000.0,32788028000000.0,30684966000000.0,32833502000000.0,35053522000000.0
2074.0,28567872000000.0,31917875000000.0,32233230000000.0,30180290000000.0,32406879000000.0,34745765000000.0
2075.0,28054070000000.0,31610764000000.0,31758249000000.0,29731517000000.0,31986383000000.0,34488308000000.0
2076.0,27495097000000.0,31239440000000.0,31345978000000.0,29282443000000.0,31553025000000.0,34191815000000.0
2077.0,26825154000000.0,30743414000000.0,30900540000000.0,28774450000000.0,31075577000000.0,33826300000000.0
2078.0,26146922000000.0,30174173000000.0,30443456000000.0,28288892000000.0,30676150000000.0,33454534000000.0
2079.0,25506045000000.0,29676496000000.0,29768328000000.0,27885075000000.0,30252145000000.0,33050520000000.0
2080.0,24811850000000.0,29255570000000.0,29146940000000.0,27453037000000.0,29779820000000.0,32645120000000.0
2081.0,24121923000000.0,28727835000000.0,28642044000000.0,26899636000000.0,29387368000000.0,32263325000000.0
2082.0,23460726000000.0,28208492000000.0,28042961000000.0,26436470000000.0,28979610000000.0,31803551000000.0
2083.0,22865724000000.0,27601538000000.0,27457730000000.0,26079136000000.0,28624269000000.0,31331290000000.0
2084.0,22175193000000.0,27074680000000.0,26836940000000.0,25513433000000.0,28291837000000.0,30880312000000.0
2085.0,21534870000000.0,26502526000000.0,25888335000000.0,25004465000000.0,27897746000000.0,30408698000000.0
2086.0,20787969000000.0,25808404000000.0,25255286000000.0,24542003000000.0,27314067000000.0,30057989000000.0
2087.0,20025260000000.0,25304760000000.0,24575268000000.0,24036420000000.0,26854937000000.0,29601984000000.0
2088.0,19382088000000.0,24741337000000.0,24071759000000.0,23669980000000.0,26472287000000.0,29096760000000.0
2089.0,18712696000000.0,24252804000000.0,23544994000000.0,23222135000000.0,26012910000000.0,28620613000000.0
2090.0,18010010000000.0,23777195000000.0,23021088000000.0,22672952000000.0,25526505000000.0,28166146000000.0
2091.0,17463244000000.0,23305117000000.0,22440300000000.0,22231638000000.0,25005480000000.0,27700155000000.0
2092.0,16774400000000.0,22813442000000.0,21753517000000.0,21590085000000.0,24479900000000.0,27170483000000.0
2093.0,16121124000000.0,22364698000000.0,21067723000000.0,21080303000000.0,23876470000000.0,26748725000000.0
2094.0,15436512000000.0,21849327000000.0,20404557000000.0,20561917000000.0,23245231000000.0,26275773000000.0
2095.0,14850076000000.0,21331207000000.0,19724176000000.0,20093931000000.0,22537658000000.0,25834547000000.0
2096.0,14335502000000.0,20736073000000.0,18947485000000.0,19695837000000.0,21989014000000.0,25347152000000.0
2097.0,13709341000000.0,20225280000000.0,18267624000000.0,19197761000000.0,21486897000000.0,24707684000000.0
2098.0,13158602000000.0,19751282000000.0,17682420000000.0,18793321000000.0,20869586000000.0,24151608000000.0
2099.0,12645445000000.0,19135296000000.0,17076309000000.0,18362260000000.0,20355876000000.0,23776582000000.0
2100.0,12129151000000.0,18610488000000.0,16453742000000.0,17895010000000.0,19860032000000.0,23321730000000.0
2101.0,11647651000000.0,18121428000000.0,15677011000000.0,17425670000000.0,19201500000000.0,22833380000000.0
2102.0,11209245000000.0,17551782000000.0,15013628000000.0,16988502000000.0,18533113000000.0,22310308000000.0
2103.0,10694264000000.0,17053428000000.0,14434632000000.0,16609368000000.0,18021223000000.0,21804706000000.0
2104.0,10209383000000.0,16538003000000.0,13743771000000.0,16193527000000.0,17391584000000.0,21218986000000.0
2105.0,9836098000000.0,16085074000000.0,12996003000000.0,15731630000000.0,16851056000000.0,20745137000000.0
2106.0,9448170000000.0,15657659000000.0,12358786000000.0,15346407000000.0,16313158000000.0,20198438000000.0
2107.0,9017329000000.0,15214809000000.0,11737614000000.0,14925146000000.0,15696365000000.0,19722521000000.0
2108.0,8663298000000.0,14759492000000.0,11176902000000.0,14467779000000.0,15190626000000.0,19161500000000.0
2109.0,8344797400000.0,14329829000000.0,10604214000000.0,14030837000000.0,14634778000000.0,18517170000000.0
2110.0,8006107000000.0,13760660000000.0,10108932000000.0,13615955000000.0,14161284000000.0,18017226000000.0
2111.0,7622640000000.0,13259384000000.0,9631869000000.0,13168993000000.0,13602488000000.0,17543144000000.0
2112.0,7291376500000.0,12818854000000.0,9131051000000.0,12721065000000.0,13043165000000.0,16960022000000.0
2113.0,6970889700000.0,12316411000000.0,8732404000000.0,12328663000000.0,12577923000000.0,16508419000000.0
2114.0,6648620400000.0,11906312000000.0,8310000000000.0,11903476000000.0,12124403000000.0,16092425000000.0
2115.0,6363978000000.0,11509119000000.0,7866714000000.0,11526072000000.0,11659837000000.0,15675787000000.0
2116.0,6107431400000.0,11056202000000.0,7381325400000.0,11070728000000.0,11180475000000.0,15293023000000.0
2117.0,5816151700000.0,10557573000000.0,6944000000000.0,10689863000000.0,10723390000000.0,14941903000000.0
2118.0,5546893600000.0,10159768000000.0,6514359700000.0,10308279000000.0,10244951000000.0,14500000000000.0
2119.0,5321080000000.0,9783646000000.0,6159533000000.0,9839306000000.0,9814331000000.0,14091045000000.0
2120.0,5118516300000.0,9475387000000.0,5803109500000.0,9494105000000.0,9380701000000.0,13662740000000.0
2121.0,4916933000000.0,9080176000000.0,5396789500000.0,9182134000000.0,9009557000000.0,13210715000000.0
2122.0,4710060000000.0,8771438000000.0,5025601000000.0,8838780000000.0,8651146000000.0,12731756000000.0
2123.0,4496880600000.0,8426188000000.0,4663967000000.0,8494434000000.0,8305877500000.0,12272818000000.0
2124.0,4284939500000.0,8090283400000.0,4382513200000.0,8181725000000.0,7980450000000.0,11897755000000.0
2125.0,4099754700000.0,7793461400000.0,4113679300000.0,7876032600000.0,7662413000000.0,11545896000000.0
2126.0,3916059000000.0,7483075600000.0,3874913500000.0,7571406600000.0,7379900400000.0,11207716000000.0
2127.0,3709595000000.0,7192801400000.0,3614464300000.0,7296084600000.0,7087169000000.0,10846808000000.0
2128.0,3517189500000.0,6878792000000.0,3355912700000.0,6939226400000.0,6808455300000.0,10515160000000.0
2129.0,3342593000000.0,6669358000000.0,3139879000000.0,6656333700000.0,6539213000000.0,10111278000000.0
2130.0,3176459400000.0,6460597000000.0,2940417300000.0,6388728700000.0,6272581600000.0,9758231000000.0
2131.0,3003785200000.0,6259565700000.0,2735237200000.0,6151716500000.0,6007744000000.0,9345876000000.0
2132.0,2835700300000.0,6014618000000.0,2562102000000.0,5938661000000.0,5793957000000.0,9066066000000.0
2133.0,2674087200000.0,5766264700000.0,2377558300000.0,5664187000000.0,5584861000000.0,8746965700000.0
2134.0,2506669400000.0,5518706300000.0,2212831700000.0,5462982000000.0,5371720000000.0,8421747000000.0
2135.0,2358470800000.0,5343862000000.0,2058311400000.0,5259283400000.0,5142329400000.0,8082272000000.0
2136.0,2218913700000.0,5130696000000.0,1923227000000.0,5024168000000.0,4924434000000.0,7703503000000.0
2137.0,2069495500000.0,4927642400000.0,1795767400000.0,4814994400000.0,4754022000000.0,7398114700000.0
2138.0,1939089700000.0,4706571600000.0,1688960200000.0,4644813700000.0,4567634300000.0,7061205700000.0
2139.0,1806916300000.0,4512431500000.0,1569407100000.0,4442008000000.0,4378593600000.0,6820722600000.0
2140.0,1705304900000.0,4320605500000.0,1464015800000.0,4246070600000.0,4194579000000.0,6551433000000.0
2141.0,1593267000000.0,4113268500000.0,1370948900000.0,4071768700000.0,4002263900000.0,6267508000000.0
2142.0,1489287400000.0,3942727000000.0,1282471500000.0,3886719200000.0,3815291200000.0,6010148000000.0
2143.0,1401469000000.0,3780120700000.0,1205172000000.0,3712322600000.0,3644139200000.0,5772993000000.0
2144.0,1313104300000.0,3600516000000.0,1128772700000.0,3565186200000.0,3478674500000.0,5567137400000.0
2145.0,1232459500000.0,3437142000000.0,1063869900000.0,3408552800000.0,3320407400000.0,5324936000000.0
2146.0,1154241700000.0,3259534400000.0,1013022060000.0,3250824000000.0,3128291500000.0,5169874500000.0
2147.0,1080966800000.0,3122822400000.0,963012130000.0,3112000800000.0,2978148000000.0,4982934000000.0
2148.0,1017091850000.0,3003828400000.0,923335500000.0,2974601200000.0,2842082700000.0,4761401000000.0
2149.0,962718500000.0,2887498300000.0,888130240000.0,2827450600000.0,2707953300000.0,4550640000000.0
2150.0,911143530000.0,2744581600000.0,862691000000.0,2685907000000.0,2587029000000.0,4355701900000.0
2151.0,859585000000.0,2630784000000.0,833619000000.0,2550098800000.0,2472211400000.0,4143453600000.0
2152.0,816867840000.0,2497586700000.0,809457500000.0,2414164600000.0,2360277500000.0,3969077500000.0
2153.0,776290000000.0,2382581700000.0,784116800000.0,2276909400000.0,2256868700000.0,3789075800000.0
2154.0,742411100000.0,2264910300000.0,764173940000.0,2155403300000.0,2153340000000.0,3605932300000.0
2155.0,714535300000.0,2158667900000.0,739951600000.0,2061301800000.0,2054125900000.0,3453517800000.0
2156.0,683783500000.0,2063261400000.0,721468650000.0,1969678200000.0,1943217000000.0,3300967800000.0
2157.0,655191970000.0,1978011600000.0,705597800000.0,1854780000000.0,1851413900000.0,3153579200000.0
2158.0,631034800000.0,1900341600000.0,691151200000.0,1765143700000.0,1755926100000.0,2994579200000.0
2159.0,608202800000.0,1821577700000.0,678991700000.0,1679680700000.0,1672567600000.0,2845028600000.0
2160.0,591876500000.0,1746559200000.0,665435240000.0,1597855100000.0,1595334600000.0,2704124400000.0
2161.0,575155400000.0,1667163800000.0,654541800000.0,1510573500000.0,1521176000000.0,2570733000000.0
2162.0,556604260000.0,1607336900000.0,641763600000.0,1426364400000.0,1443863900000.0,2453557700000.0
2163.0,539767700000.0,1545926600000.0,633001300000.0,1369299900000.0,1375400800000.0,2329738700000.0
2164.0,525012930000.0,1476210300000.0,621063240000.0,1301946700000.0,1305031500000.0,2201467700000.0
2165.0,511957660000.0,1422363100000.0,608756000000.0,1236218400000.0,1231712800000.0,2102308900000.0
2166.0,502230600000.0,1362921300000.0,597235470000.0,1182660400000.0,1159189600000.0,2005346000000.0
2167.0,494245400000.0,1317028900000.0,583902040000.0,1135076600000.0,1098107800000.0,1903606500000.0
2168.0,487036550000.0,1263998300000.0,573043250000.0,1091071300000.0,1045520300000.0,1791833700000.0
2169.0,476470400000.0,1216705700000.0,561725500000.0,1045932600000.0,996913700000.0,1693109500000.0
2170.0,466864000000.0,1177084900000.0,549603080000.0,1003259170000.0,945876000000.0,1603185900000.0
2171.0,461022820000.0,1133194900000.0,541161850000.0,970268200000.0,901525400000.0,1521614200000.0
2172.0,449451070000.0,1085839970000.0,532292000000.0,943243600000.0,869864830000.0,1436348600000.0
2173.0,440213240000.0,1037381140000.0,526675440000.0,919617670000.0,836104750000.0,1372863600000.0
2174.0,430705700000.0,988638350000.0,520017020000.0,891623440000.0,798489100000.0,1317140800000.0
2175.0,426357400000.0,947466800000.0,512354600000.0,875108500000.0,765334600000.0,1251949700000.0
2176.0,421468000000.0,916797060000.0,502933160000.0,861484300000.0,734684200000.0,1190357000000.0
2177.0,415266800000.0,887232270000.0,495984970000.0,848271050000.0,710724900000.0,1134319400000.0
2178.0,410228160000.0,863096600000.0,490601100000.0,833384400000.0,687889840000.0,1086863200000.0
2179.0,403524600000.0,833580200000.0,484188130000.0,814051400000.0,663532540000.0,1048104400000.0
2180.0,398038730000.0,806075100000.0,479969250000.0,797248900000.0,648061600000.0,1011301400000.0
2181.0,395922570000.0,780363000000.0,473473480000.0,784649160000.0,632959860000.0,968220300000.0
2182.0,392618050000.0,755062300000.0,467095800000.0,771244300000.0,613011160000.0,932135400000.0
2183.0,387690230000.0,733533100000.0,457718100000.0,758337000000.0,597069270000.0,901519440000.0
2184.0,384592300000.0,712594800000.0,448928800000.0,751161200000.0,578171400000.0,868661900000.0
2185.0,379295400000.0,694358440000.0,439388540000.0,731779100000.0,565606700000.0,840775300000.0
2186.0,372443400000.0,669344800000.0,432233740000.0,716102600000.0,551697840000.0,816223200000.0
2187.0,368453780000.0,650569840000.0,424418540000.0,707579400000.0,538548170000.0,792836050000.0
2188.0,364630540000.0,623249400000.0,415021170000.0,698104100000.0,531542670000.0,768391500000.0
2189.0,360059600000.0,606387770000.0,406077440000.0,692235700000.0,521932300000.0,748307740000.0
2190.0,356858700000.0,591204400000.0,398462450000.0,684917200000.0,515044640000.0,728801150000.0
2191.0,350667080000.0,578889250000.0,389686920000.0,676873100000.0,510081300000.0,714444900000.0
2192.0,346362600000.0,566105340000.0,381384720000.0,666960600000.0,507024600000.0,693357600000.0
2193.0,340916240000.0,552460350000.0,377110920000.0,658120840000.0,499229850000.0,674822600000.0
2194.0,335030450000.0,540472740000.0,369559960000.0,653838700000.0,491470750000.0,657361670000.0
2195.0,330492580000.0,525548550000.0,359830800000.0,650701800000.0,483408940000.0,641969550000.0
2196.0,327361530000.0,511814530000.0,352704400000.0,643281500000.0,472157100000.0,629700600000.0
2197.0,322642580000.0,495038200000.0,345598530000.0,638501200000.0,464425500000.0,617820600000.0
2198.0,316727950000.0,488160000000.0,338858020000.0,633072500000.0,457540340000.0,605184460000.0
2199.0,311768060000.0,477000400000.0,332501480000.0,625002150000.0,450503020000.0,595505300000.0
2200.0,305700600000.0,466699060000.0,326210600000.0,617703600000.0,443798300000.0,587410830000.0
2201.0,301027260000.0,457633330000.0,319987220000.0,611690940000.0,438898330000.0,577440900000.0
2202.0,297397420000.0,448886000000.0,313891500000.0,603578800000.0,432373800000.0,570296960000.0
2203.0,292667230000.0,438867000000.0,305851270000.0,596235450000.0,428721270000.0,558395360000.0
2204.0,287090570000.0,429027160000.0,299799400000.0,587449700000.0,425602450000.0,551762200000.0
2205.0,286055800000.0,418733950000.0,295096350000.0,578462550000.0,419521720000.0,545530640000.0
2206.0,280318100000.0,409122540000.0,290248130000.0,572444840000.0,412383440000.0,537352700000.0
2207.0,275373600000.0,400383440000.0,285460900000.0,571073700000.0,407258900000.0,531040800000.0
2208.0,272973000000.0,392637840000.0,281914150000.0,566221730000.0,402856800000.0,526501940000.0
2209.0,268946400000.0,386250600000.0,277754350000.0,558912100000.0,398338420000.0,520161360000.0
2210.0,264486550000.0,380152640000.0,274421450000.0,551335200000.0,394101500000.0,510629350000.0
2211.0,261010240000.0,375756950000.0,270812360000.0,547329800000.0,389692560000.0,505462520000.0
2212.0,256515300000.0,369804350000.0,265841700000.0,546173520000.0,388638400000.0,500707030000.0
2213.0,252655340000.0,363499320000.0,262386420000.0,542006700000.0,387015740000.0,497041200000.0
2214.0,249006930000.0,355026760000.0,259611500000.0,537862370000.0,381506620000.0,492796000000.0
2215.0,246577140000.0,351588680000.0,256440100000.0,536655430000.0,377897450000.0,487038000000.0
2216.0,242630050000.0,345824070000.0,252606250000.0,530175460000.0,372546900000.0,480271240000.0
2217.0,239403530000.0,340120930000.0,250127270000.0,522645100000.0,368428900000.0,478268060000.0
2218.0,235985140000.0,335330440000.0,246101950000.0,519617120000.0,365452260000.0,475171230000.0
2219.0,232925330000.0,329715940000.0,242652330000.0,515485270000.0,361967060000.0,473057700000.0
2220.0,230244270000.0,325395380000.0,239850360000.0,512743300000.0,357625360000.0,466134530000.0
2221.0,227880470000.0,319869580000.0,236180830000.0,510602480000.0,350769580000.0,457792030000.0
2222.0,225389630000.0,315838960000.0,231857060000.0,503357500000.0,346871370000.0,453156570000.0
2223.0,224136070000.0,315362050000.0,228587260000.0,498551200000.0,343260530000.0,448433720000.0
2224.0,221836410000.0,310300540000.0,225217640000.0,494116860000.0,339013760000.0,444426550000.0
2225.0,218473860000.0,308486080000.0,220600170000.0,488439580000.0,336539900000.0,440172200000.0
2226.0,215679830000.0,306985240000.0,217402150000.0,483153900000.0,334414500000.0,437965300000.0
2227.0,213264200000.0,303978940000.0,214046690000.0,478814340000.0,330764500000.0,434555420000.0
2228.0,211010420000.0,300032400000.0,210906680000.0,477658970000.0,328521350000.0,429397670000.0
2229.0,209401870000.0,295067030000.0,207854320000.0,477540900000.0,325818200000.0,422247300000.0
2230.0,208114900000.0,291269940000.0,204453070000.0,475619600000.0,324701450000.0,412850000000.0
2231.0,206151810000.0,286447300000.0,201821420000.0,471833280000.0,321271600000.0,406627450000.0
2232.0,204171410000.0,284433320000.0,199827980000.0,465468950000.0,318048630000.0,403113200000.0
2233.0,201380050000.0,282518500000.0,197889470000.0,459478040000.0,315527560000.0,400221770000.0
2234.0,199352060000.0,278378600000.0,195607220000.0,456129280000.0,312278160000.0,396464650000.0
2235.0,196502770000.0,276861400000.0,192792000000.0,451044600000.0,310179660000.0,392988920000.0
2236.0,192448250000.0,273403580000.0,191085280000.0,447702960000.0,309107060000.0,388898360000.0
2237.0,190149000000.0,267994730000.0,189719990000.0,442362100000.0,305440460000.0,383879380000.0
2238.0,188500130000.0,265009550000.0,187182450000.0,438622600000.0,302357400000.0,381263870000.0
2239.0,185973640000.0,262992870000.0,185971750000.0,435253970000.0,300308270000.0,375862660000.0
2240.0,183709800000.0,260610870000.0,184512020000.0,433859620000.0,297917780000.0,372696940000.0
2241.0,181824130000.0,258912710000.0,181634550000.0,428607300000.0,296157740000.0,373318600000.0
2242.0,179551170000.0,255854460000.0,180123300000.0,427847420000.0,294268080000.0,374326170000.0
2243.0,177982730000.0,254318020000.0,179339720000.0,428962680000.0,293922080000.0,375487100000.0
2244.0,177275240000.0,254829530000.0,177498870000.0,425669000000.0,291122020000.0,374133650000.0
2245.0,175029780000.0,253734930000.0,176325280000.0,423326060000.0,289282000000.0,375252980000.0
2246.0,173656000000.0,253092940000.0,175054830000.0,419927360000.0,287876250000.0,372863300000.0
2247.0,172808750000.0,253304860000.0,173328740000.0,418081640000.0,284683900000.0,374602830000.0
2248.0,171534990000.0,250310970000.0,172793740000.0,416957000000.0,280946770000.0,375230760000.0
2249.0,170945580000.0,246008510000.0,169732980000.0,414129300000.0,279571600000.0,374169530000.0
2250.0,170694210000.0,243964560000.0,167231130000.0,409269100000.0,277675250000.0,370187830000.0
2251.0,169571120000.0,241023830000.0,165345460000.0,406291640000.0,277632940000.0,367075160000.0
2252.0,168284850000.0,238819570000.0,163261740000.0,402862180000.0,275942600000.0,364437600000.0
2253.0,166707940000.0,237179260000.0,160879720000.0,398788230000.0,273999090000.0,361952050000.0
2254.0,166217250000.0,235305910000.0,158796150000.0,392744860000.0,273465540000.0,360219500000.0
2255.0,165258920000.0,232847720000.0,156896400000.0,388418830000.0,273444750000.0,358406850000.0
2256.0,164165750000.0,230342280000.0,154842730000.0,388326750000.0,273022240000.0,356154470000.0
2257.0,162515290000.0,228784500000.0,153125550000.0,385166640000.0,273640420000.0,352127840000.0
2258.0,160886540000.0,227582720000.0,153111530000.0,381474470000.0,272754660000.0,350484860000.0
2259.0,159205200000.0,228166780000.0,152104650000.0,378598420000.0,273598480000.0,349440740000.0
2260.0,156678960000.0,227442670000.0,150991450000.0,373496580000.0,272205960000.0,349115780000.0
2261.0,155009500000.0,226342880000.0,150420700000.0,369753200000.0,270204800000.0,345870000000.0
2262.0,153408240000.0,225991230000.0,148560510000.0,367325380000.0,266764370000.0,342065800000.0
2263.0,152375250000.0,226043130000.0,146487310000.0,362915300000.0,264607190000.0,340553860000.0
2264.0,152566840000.0,225113520000.0,145455580000.0,362514740000.0,262175690000.0,336606100000.0
2265.0,151764350000.0,226241250000.0,143680010000.0,362137160000.0,260780110000.0,334537620000.0
2266.0,150674460000.0,224984420000.0,143332750000.0,361723600000.0,259122430000.0,331400640000.0
2267.0,151000800000.0,222129600000.0,142549340000.0,359568800000.0,258318190000.0,327669870000.0
2268.0,150336820000.0,219536560000.0,142348750000.0,358305730000.0,254499850000.0,324504940000.0
2269.0,150636540000.0,216317330000.0,140791660000.0,354132750000.0,252067600000.0,323518900000.0
2270.0,150610970000.0,214749940000.0,139671930000.0,353313200000.0,248239570000.0,322606800000.0
2271.0,149388260000.0,214181130000.0,139396280000.0,349967780000.0,245446900000.0,322467140000.0
2272.0,148395750000.0,212071800000.0,139148750000.0,348647130000.0,243148670000.0,322199950000.0
2273.0,146063440000.0,210588430000.0,138124980000.0,347656600000.0,239597860000.0,321642530000.0
