time,ACCESS-CM2,CESM2-WACCM,ACCESS-ESM1-5,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0
2057.0,23239916000.0,24744628000.0,24247046000.0,19574344000.0,23263054000.0,29567943000.0
2058.0,22580386000.0,23700154000.0,23499256000.0,18736710000.0,22264087000.0,29119949000.0
2059.0,22104934000.0,22404460000.0,23179035000.0,18265346000.0,22110816000.0,28432740000.0
2060.0,21605196000.0,21304500000.0,22483212000.0,17513250000.0,20640635000.0,28089287000.0
2061.0,20681226000.0,19936870000.0,22498638000.0,16299193000.0,19367332000.0,27772160000.0
2062.0,19874820000.0,18999170000.0,20883999000.0,14936177000.0,18538654000.0,26832940000.0
2063.0,18812594000.0,18158266000.0,20404367000.0,13849066000.0,17644397000.0,26399790000.0
2064.0,18198060000.0,17098401000.0,19896693000.0,12918566000.0,17011382000.0,26212850000.0
2065.0,17154037000.0,16406355000.0,19190395000.0,11854618000.0,16728704000.0,24946276000.0
2066.0,16291094000.0,16629741000.0,19129516000.0,11507829000.0,16136982000.0,24325040000.0
2067.0,15594442000.0,16420689000.0,18811554000.0,10629642000.0,15807566000.0,23904213000.0
2068.0,15090073000.0,15726731000.0,18141624000.0,9818392000.0,15069927000.0,23223562000.0
2069.0,14514959000.0,15285729000.0,17799799000.0,9152833000.0,14927347000.0,23052468000.0
2070.0,13823722000.0,14471117000.0,17520860000.0,8725713000.0,14169602000.0,22268970000.0
2071.0,13097758000.0,14116520000.0,17256264000.0,8329260000.0,13191880000.0,21699360000.0
2072.0,12397256000.0,13831752000.0,16965832000.0,7950411000.0,12710482000.0,21115652000.0
2073.0,11923064000.0,13392620000.0,16564442000.0,7601293000.0,12328509000.0,20189500000.0
2074.0,11308533000.0,13039285000.0,16313651000.0,7331823000.0,11640713000.0,19770606000.0
2075.0,10801085000.0,12698993000.0,16000208000.0,6962883000.0,11422034000.0,19261147000.0
2076.0,10848776000.0,12269901000.0,15502258000.0,6522630700.0,11143075000.0,18562144000.0
2077.0,10388925000.0,12110709000.0,15451398000.0,6072995000.0,10860340000.0,18563076000.0
2078.0,9999117000.0,11829826000.0,15462545000.0,5878282000.0,10213060000.0,17956784000.0
2079.0,9470832000.0,11053246000.0,14901831000.0,5532056600.0,9822585000.0,17864792000.0
2080.0,8947934000.0,10472791000.0,14310488000.0,5205792000.0,9425119000.0,17471870000.0
2081.0,8428457500.0,10141595000.0,13841366000.0,4949957600.0,9116331000.0,17058289000.0
2082.0,8310634000.0,9939389000.0,13739534000.0,4695735300.0,9292711000.0,16994019000.0
2083.0,7991346700.0,9292414000.0,13438895000.0,4623019000.0,8943884000.0,16632792000.0
2084.0,7518425600.0,8755203000.0,12806853000.0,4548531000.0,8421090000.0,16254597000.0
2085.0,7195782000.0,8252400000.0,12386377000.0,4433590000.0,8213428000.0,15979303000.0
2086.0,6837961000.0,7942861300.0,11877649000.0,4325189600.0,7619292700.0,15894007000.0
2087.0,6285689000.0,7481764000.0,11333838000.0,4265564000.0,7211943400.0,15610956000.0
2088.0,5892193000.0,7335022000.0,11188945000.0,4281107200.0,6935175000.0,15339711000.0
2089.0,5670521300.0,6948739000.0,10480187000.0,3981591800.0,6619374000.0,15103669000.0
2090.0,5310573000.0,6571405300.0,10286935000.0,3754043400.0,6260958700.0,14400710000.0
2091.0,5207987700.0,6217124400.0,10205918000.0,3714987800.0,6082065400.0,13666063000.0
2092.0,5025813500.0,6022907400.0,9467939000.0,3578975700.0,5774256000.0,13246330000.0
2093.0,4914045400.0,5682426400.0,9060094000.0,3489296100.0,5612538000.0,13475058000.0
2094.0,4659355600.0,5390578700.0,8508344000.0,3331527700.0,5409751000.0,13421918000.0
2095.0,4653584400.0,5185321000.0,8137723000.0,3128140300.0,5104141000.0,13306980000.0
2096.0,4692918000.0,4983340000.0,8029688000.0,3033936600.0,4902981000.0,12470166000.0
2097.0,4603178500.0,4708738600.0,7805863400.0,2872225000.0,4880140300.0,11935980000.0
2098.0,4477155000.0,4544359000.0,7393144000.0,2752724000.0,4912781000.0,11516370000.0
2099.0,4405374500.0,4178913000.0,7088882000.0,2674046700.0,4729177600.0,10691501000.0
2100.0,4263682300.0,3893456600.0,6650952000.0,2574953700.0,4773297000.0,10160398000.0
2101.0,4018863600.0,3623187200.0,6325087000.0,2374107400.0,4665562000.0,9902468000.0
2102.0,3754863900.0,3519947800.0,6475564500.0,2249691100.0,4513989600.0,9320309000.0
2103.0,3591737300.0,3300908300.0,6146196500.0,2126757400.0,4324847600.0,8596487000.0
2104.0,3325700400.0,3154976000.0,5926311000.0,2002628200.0,4229544000.0,8300742000.0
2105.0,3100439800.0,3080103000.0,5607592000.0,1799305500.0,4082211800.0,7818192000.0
2106.0,2963900000.0,2859182300.0,5359849000.0,1608488100.0,3907801000.0,7391002600.0
2107.0,2810139600.0,2658540000.0,5084876000.0,1487448600.0,3648975000.0,6767833000.0
2108.0,2532605200.0,2400852000.0,4838734300.0,1372965800.0,3530758700.0,6431289000.0
2109.0,2282697000.0,2278248200.0,4625521000.0,1227596500.0,3417007400.0,6136527400.0
2110.0,2064625800.0,2090499800.0,4449065000.0,1141922400.0,3385173000.0,5618630700.0
2111.0,1926743000.0,2053894300.0,4288772900.0,1078595000.0,3278785500.0,5486546400.0
2112.0,1744117100.0,1959132300.0,4101867800.0,976217200.0,3104703200.0,5166896000.0
2113.0,1697100400.0,1927871400.0,3949421300.0,914180160.0,2889325000.0,4968598500.0
2114.0,1637436900.0,1843933600.0,3939193300.0,860683300.0,2687261000.0,4740769000.0
2115.0,1523925400.0,1734379400.0,3956173600.0,805522750.0,2560314600.0,4596489000.0
2116.0,1410625300.0,1704631600.0,3695284700.0,744099100.0,2366487600.0,4483844000.0
2117.0,1424328700.0,1662956500.0,3581633000.0,697121860.0,2215838000.0,4327815000.0
2118.0,1398207400.0,1611236400.0,3544761300.0,642837700.0,2101049700.0,4265871000.0
2119.0,1363025800.0,1530493200.0,3434316000.0,591256900.0,2075784400.0,4004720000.0
2120.0,1339886800.0,1456944800.0,3361668900.0,559626300.0,1950348700.0,4034717200.0
2121.0,1361984500.0,1404578200.0,3161030700.0,536865150.0,1732047900.0,3958824400.0
2122.0,1263267700.0,1424090400.0,3078724600.0,489353570.0,1663465700.0,3927099600.0
2123.0,1265399300.0,1403272200.0,3001495300.0,470576960.0,1561290500.0,3880046800.0
2124.0,1207950700.0,1396863700.0,2866031600.0,438134500.0,1472416500.0,3962291200.0
2125.0,1142762600.0,1365578200.0,2696579300.0,397665180.0,1361880300.0,3877051000.0
2126.0,1127008100.0,1314987100.0,2605287400.0,385592160.0,1259179500.0,3772918300.0
2127.0,1023551300.0,1261544800.0,2426861000.0,359228900.0,1212602500.0,3707845000.0
2128.0,974616800.0,1218218500.0,2385675000.0,329827260.0,1205806000.0,3578095600.0
2129.0,926180160.0,1120536000.0,2309021400.0,334007040.0,1119317800.0,3573393200.0
2130.0,832846600.0,1054413000.0,2212210700.0,313201000.0,1063178300.0,3553628000.0
2131.0,783836700.0,980306700.0,2147893000.0,309397100.0,1052655170.0,3464266500.0
2132.0,736441600.0,930158340.0,2010615900.0,299159550.0,995500540.0,3371965200.0
2133.0,706506300.0,819621100.0,1947127400.0,281395100.0,953463040.0,3371065000.0
2134.0,679448640.0,752671550.0,1905921400.0,269273920.0,910734800.0,3227534000.0
2135.0,632466000.0,720383200.0,1869849900.0,256329490.0,840669630.0,3105858000.0
2136.0,630511400.0,721762370.0,1817361000.0,239123490.0,809137400.0,2977750500.0
2137.0,605055400.0,709498300.0,1724148700.0,207251950.0,752607200.0,2880706800.0
2138.0,555215740.0,696246850.0,1638264800.0,183288000.0,749881700.0,2783616300.0
2139.0,538704000.0,667782000.0,1588730000.0,174930540.0,722536400.0,2827065000.0
2140.0,475847330.0,625764600.0,1567009400.0,169955520.0,679097100.0,2672438800.0
2141.0,460080300.0,587709060.0,1515862500.0,158721600.0,646425100.0,2633596700.0
2142.0,449548640.0,545850100.0,1543331000.0,147655790.0,630258940.0,2592817700.0
2143.0,438164740.0,514325860.0,1450046700.0,144953220.0,600075970.0,2517406700.0
2144.0,429025200.0,488983970.0,1459846400.0,140398800.0,577014400.0,2432185600.0
2145.0,411241340.0,465991330.0,1457036000.0,132017670.0,561271500.0,2309607000.0
2146.0,405195200.0,460443600.0,1406771000.0,124938190.0,527525820.0,2290996700.0
2147.0,401663300.0,433340300.0,1433732100.0,114854710.0,519624770.0,2248170800.0
2148.0,382118370.0,407878340.0,1446226000.0,102100820.0,513142660.0,2228481300.0
2149.0,362036860.0,392624300.0,1493635800.0,94410480.0,520728130.0,2170070800.0
2150.0,354230460.0,377393150.0,1479487000.0,85379400.0,497163260.0,2066369200.0
2151.0,333358000.0,374390980.0,1506485600.0,82621096.0,500436930.0,1974567700.0
2152.0,301530340.0,367167840.0,1489654800.0,79248620.0,495014100.0,1916010400.0
2153.0,295208300.0,366962720.0,1498350100.0,78301670.0,500333730.0,1863621200.0
2154.0,281127970.0,354460500.0,1481318000.0,75371380.0,481975740.0,1823751000.0
2155.0,242541100.0,340528220.0,1449385600.0,71917730.0,456204380.0,1754889600.0
2156.0,209895340.0,320264860.0,1387035000.0,63723910.0,441599780.0,1636330400.0
2157.0,195798340.0,300840770.0,1329813000.0,59884044.0,426764500.0,1562766700.0
2158.0,176505310.0,290425280.0,1262705000.0,56736044.0,404859900.0,1491141800.0
2159.0,168419300.0,277473060.0,1193838700.0,56126470.0,404653540.0,1411666600.0
2160.0,160560110.0,265058420.0,1156373800.0,53462030.0,388151300.0,1375693400.0
2161.0,154578500.0,249361740.0,1090656000.0,47351084.0,394158940.0,1351618200.0
2162.0,150027970.0,221716510.0,1066301300.0,42237520.0,377178200.0,1273635200.0
2163.0,147999500.0,207980980.0,1029934400.0,39925816.0,379344740.0,1288923500.0
2164.0,139799280.0,207935740.0,968352600.0,33690100.0,377699260.0,1236320900.0
2165.0,129999200.0,206966200.0,942627300.0,30055788.0,385683620.0,1231935600.0
2166.0,115776060.0,199240050.0,869792260.0,28841752.0,392925440.0,1212709500.0
2167.0,109671250.0,194677970.0,878150900.0,26220422.0,372006100.0,1180288600.0
2168.0,106018730.0,185452820.0,848213570.0,25058800.0,354556480.0,1154619900.0
2169.0,107281540.0,174150960.0,826528060.0,23637874.0,367350620.0,1168042100.0
2170.0,90874840.0,170471440.0,790858300.0,21582426.0,348464480.0,1142432100.0
2171.0,88804630.0,163802820.0,787837600.0,19978976.0,333074180.0,1089978600.0
2172.0,87798600.0,171013840.0,779461800.0,18752258.0,316532380.0,1026906430.0
2173.0,89287120.0,161877280.0,749254300.0,18300518.0,317848000.0,988340400.0
2174.0,89137200.0,148559980.0,764012600.0,15955459.0,302274240.0,956356160.0
2175.0,83392760.0,146935570.0,761439700.0,13890644.0,281879650.0,899676500.0
2176.0,80882900.0,140802580.0,741560450.0,12369849.0,274040320.0,885014600.0
2177.0,82550260.0,134212640.0,730675840.0,10754894.0,270236380.0,901460000.0
2178.0,80273580.0,122664420.0,687953900.0,9625736.0,277225540.0,908038340.0
2179.0,84101944.0,112019540.0,659604600.0,8505221.0,265802270.0,916204500.0
2180.0,78413460.0,101020424.0,645651500.0,8095917.5,249994600.0,913036350.0
2181.0,78644590.0,91328184.0,654440260.0,7568702.0,234377040.0,908912830.0
2182.0,78711860.0,83812070.0,619634100.0,7281997.0,225493120.0,933831600.0
2183.0,76184830.0,81487520.0,598478140.0,6756215.0,223973940.0,952594900.0
2184.0,75044910.0,77314370.0,605592700.0,6450900.5,224725460.0,941956600.0
2185.0,74034130.0,71769350.0,583399230.0,5997866.0,227003550.0,928774140.0
2186.0,74304120.0,67490100.0,551390200.0,5760264.0,225295740.0,898055500.0
2187.0,78427890.0,62814416.0,517459970.0,5393723.0,219302000.0,883198300.0
2188.0,79557640.0,66258160.0,508425340.0,5283053.5,217101580.0,864126000.0
2189.0,77208500.0,65332748.0,480226400.0,4883644.0,212674290.0,837760900.0
2190.0,73706130.0,69583690.0,454144800.0,4810108.0,196590400.0,795465860.0
2191.0,70773490.0,70312024.0,445333340.0,4680226.0,181006450.0,786629760.0
2192.0,66449464.0,69204150.0,433255740.0,4618310.5,174851420.0,788297340.0
2193.0,67565860.0,65172500.0,430325200.0,4594219.0,160070320.0,786329150.0
2194.0,64437764.0,63128188.0,440215840.0,4537718.0,160193550.0,738513800.0
2195.0,58540028.0,62603096.0,448159040.0,4506687.0,155904430.0,753531970.0
2196.0,56141696.0,62300410.0,449744320.0,4445237.0,144575620.0,776359000.0
2197.0,52347330.0,58667600.0,436291170.0,4352610.0,135388560.0,762322200.0
2198.0,48666310.0,56942616.0,418439600.0,4230581.0,142016600.0,766366340.0
2199.0,43620670.0,52169396.0,399352480.0,4166668.0,137651600.0,753078300.0
2200.0,41537590.0,49868440.0,388590270.0,4087318.5,129384340.0,755803100.0
2201.0,38218550.0,44697636.0,393120700.0,4104472.0,130944610.0,787177860.0
2202.0,30401962.0,40749852.0,385357920.0,4042405.5,123821730.0,750933250.0
2203.0,28166642.0,38997944.0,362673900.0,4033512.5,120242950.0,762366460.0
2204.0,25190424.0,36360500.0,363310340.0,4007193.5,107128410.0,765766660.0
2205.0,22122460.0,36391680.0,383622560.0,3999477.8,96974930.0,755643970.0
2206.0,23734204.0,35109200.0,381632500.0,4029997.5,97317150.0,755419100.0
2207.0,23937596.0,35259908.0,379842880.0,4027768.0,87271450.0,751408700.0
2208.0,21754768.0,33992644.0,363436350.0,4062082.0,83763520.0,709233900.0
2209.0,21373206.0,33893156.0,363668900.0,4034926.8,81198390.0,661525250.0
2210.0,23359272.0,33449162.0,346406820.0,4010275.0,78633230.0,638919300.0
2211.0,22604222.0,34071840.0,343277760.0,3976987.0,83136690.0,630701300.0
2212.0,22676056.0,34766044.0,331196770.0,3928188.2,81591810.0,603926100.0
2213.0,23329334.0,33856830.0,332935100.0,3879225.5,84318170.0,604076900.0
2214.0,22035082.0,34421012.0,328272480.0,3858602.0,83494300.0,594477200.0
2215.0,21368036.0,33701740.0,335368640.0,3793942.0,83764780.0,614338750.0
2216.0,20012940.0,33526260.0,327690200.0,3801875.8,84112790.0,590143300.0
2217.0,17324744.0,31466244.0,342965800.0,3797620.5,79585820.0,559344450.0
2218.0,17448136.0,30793556.0,342460100.0,3807178.5,77871600.0,551896500.0
2219.0,16562951.0,28291906.0,329619230.0,3782711.5,82384536.0,508540700.0
2220.0,15937145.0,27728338.0,329091740.0,3743151.8,80516080.0,484611460.0
2221.0,15384870.0,25287994.0,319895580.0,3710272.8,81529030.0,472540220.0
2222.0,14146442.0,23790534.0,314152030.0,3661808.5,81915660.0,451807500.0
2223.0,12021864.0,23088064.0,308645380.0,3641790.5,77863450.0,441070270.0
2224.0,11060669.0,23582776.0,303148830.0,3617670.5,78127530.0,445056030.0
2225.0,10394828.0,22663498.0,296468500.0,3544203.5,71490490.0,436207940.0
2226.0,8811308.0,21772926.0,270891360.0,3511760.0,69480280.0,442343170.0
2227.0,8898316.0,20389050.0,253835780.0,3506922.5,67469496.0,460221980.0
2228.0,7998444.5,20166718.0,245662660.0,3458445.0,65274052.0,447904200.0
2229.0,7521005.5,19635736.0,236007730.0,3400459.8,63418412.0,426917630.0
2230.0,6338167.0,19216790.0,227618860.0,3312715.2,62181580.0,421329760.0
2231.0,6498363.0,17933238.0,220444220.0,3124178.5,56556790.0,439273440.0
2232.0,6635913.5,17126128.0,210476300.0,2994539.5,52363100.0,430139900.0
2233.0,6452747.0,16277986.0,211645120.0,2971906.5,52306560.0,419927040.0
2234.0,6499437.0,14987420.0,209083900.0,2927342.5,48695896.0,424399550.0
2235.0,6629924.5,13191160.0,209628620.0,2885487.8,44365724.0,416991580.0
2236.0,6559874.5,12635639.0,209282020.0,2868130.5,42175012.0,415137120.0
2237.0,6734281.0,11371244.0,210609820.0,2827206.8,44882996.0,422601800.0
2238.0,6507903.0,10352374.0,211627710.0,2837731.8,39899100.0,404772030.0
2239.0,6083713.5,9671842.0,209909490.0,2847279.8,41407640.0,403928930.0
2240.0,5566324.5,8013673.0,206765200.0,2851621.0,38441724.0,396118820.0
2241.0,5691285.5,7289198.0,204974580.0,2872184.0,35777756.0,410122430.0
2242.0,5567108.5,7236130.0,197073660.0,2864902.8,34379244.0,412897800.0
2243.0,5517138.5,7239234.5,199505630.0,2847861.2,33466108.0,412964350.0
2244.0,5420334.5,6858336.0,191479140.0,2837431.2,34277060.0,419960580.0
2245.0,6126960.5,6641588.5,186826980.0,2819831.2,33702820.0,418649060.0
2246.0,5823365.0,6659465.5,181575620.0,2833942.0,35641144.0,408611070.0
2247.0,5471915.5,6413857.0,171698340.0,2812050.8,35810576.0,424081340.0
2248.0,5441091.0,5989108.0,167242850.0,2847358.0,39147780.0,422296800.0
2249.0,5457640.0,5803859.5,164599710.0,2836096.5,39336010.0,416622820.0
2250.0,5517721.0,5559287.5,158715420.0,2824435.2,36500972.0,408892030.0
2251.0,5541049.0,5275775.5,159016480.0,2806772.5,37095356.0,408250600.0
2252.0,5522965.5,5066263.5,160172210.0,2787632.0,34858604.0,400441020.0
2253.0,5388828.0,4905674.0,161143700.0,2806174.8,35601290.0,414584030.0
2254.0,5399694.5,4937409.0,148388780.0,2801617.0,34956116.0,417963780.0
2255.0,5359541.0,4767198.0,148856880.0,2807891.0,36360996.0,432239780.0
2256.0,5381286.5,4781076.0,143744780.0,2820358.5,35713892.0,436073300.0
2257.0,5357826.0,4778564.5,150901220.0,2790503.8,34279760.0,435004500.0
2258.0,5290562.0,4768069.5,146695070.0,2768714.0,34022860.0,431099650.0
2259.0,5358483.5,4841920.0,134639250.0,2782622.8,33326614.0,444496300.0
2260.0,5343136.5,4860393.5,131068270.0,2803198.5,33250136.0,435592900.0
2261.0,5364185.5,4812864.0,129874340.0,2819691.8,32434152.0,432437570.0
2262.0,5403110.5,4970988.5,120610200.0,2822385.5,30085276.0,438053860.0
2263.0,5449986.0,4881794.0,117967560.0,2807813.5,27765168.0,444895800.0
2264.0,5279279.0,4930354.0,120161850.0,2806652.8,27134494.0,447606530.0
2265.0,5274736.0,4988047.5,119157576.0,2799485.0,27931120.0,461851740.0
2266.0,5224897.0,4959550.0,116345730.0,2806329.2,28271546.0,436361250.0
2267.0,5309559.0,5003586.5,109776680.0,2813917.2,27518998.0,418554880.0
2268.0,5241654.5,4995795.5,102979880.0,2807250.8,28540560.0,431279680.0
2269.0,5240407.0,4895951.0,104989144.0,2793778.5,29072142.0,423855230.0
2270.0,5189288.0,4870207.0,101769110.0,2771839.2,28989548.0,442566980.0
2271.0,5259095.0,4819011.0,102281750.0,2767162.5,27051576.0,438193100.0
2272.0,5326842.5,4794246.0,99023400.0,2784768.0,27507250.0,431767800.0
2273.0,5348196.5,4860751.5,99777224.0,2794119.8,27224340.0,434181800.0
2274.0,5400618.0,4776033.5,97296590.0,2794697.5,27435312.0,415079200.0
2275.0,5385961.0,4755963.0,92823176.0,2779720.2,28637252.0,413088740.0
2276.0,5417361.0,4778405.5,95365280.0,2782471.2,27497722.0,394198100.0
2277.0,5333185.0,4751063.5,96797064.0,2782663.0,29587540.0,380354980.0
2278.0,5223919.0,4728172.5,98570230.0,2765037.5,29093970.0,380878050.0
2279.0,5475247.0,4763002.5,98093730.0,2761115.0,27686496.0,383632800.0
2280.0,5239700.5,4811353.0,97576136.0,2745883.0,26669934.0,382489340.0
2281.0,5057379.0,4754722.0,96018280.0,2752521.0,26398010.0,368023070.0
2282.0,5052772.0,4700692.5,95185400.0,2757811.0,26816684.0,369237060.0
2283.0,5032193.5,4683265.5,93831870.0,2762063.5,26259618.0,371976420.0
2284.0,5014362.0,4656059.5,96633210.0,2785096.8,27078894.0,360397100.0
2285.0,4970197.0,4661915.0,90036710.0,2775081.2,27298284.0,342946370.0
2286.0,4887820.0,4664657.0,90401270.0,2742919.2,26716994.0,313954080.0
2287.0,4866866.0,4481075.0,89548650.0,2738596.5,27400082.0,300224800.0
2288.0,4879915.0,4440094.5,89467830.0,2739366.2,27757544.0,301729440.0
2289.0,4868098.0,4456471.0,92249336.0,2726793.8,27095176.0,297882600.0
2290.0,4819551.0,4380469.0,88683064.0,2745301.2,26733046.0,295708900.0
2291.0,4913984.5,4387568.0,86999770.0,2758580.2,25385108.0,294531200.0
2292.0,4873660.0,4372963.0,82944040.0,2758717.2,23991808.0,295343330.0
2293.0,4759353.5,4346523.5,80418400.0,2787297.0,23826934.0,281975650.0
2294.0,4654013.5,4337522.0,81780540.0,2767595.2,23869166.0,286754530.0
2295.0,4600133.5,4319728.0,79874310.0,2731770.2,24622868.0,268856160.0
2296.0,4505788.0,4281805.0,77290550.0,2767623.8,24144250.0,254851330.0
2297.0,4441511.0,4281538.5,73318420.0,2720368.2,22948318.0,255741500.0
2298.0,4412585.0,4256948.5,72085820.0,2711418.0,21531898.0,272485630.0
2299.0,4412265.0,4204740.0,76463830.0,2720029.8,20614748.0,267359660.0
2300.0,4428263.0,4165998.5,74065630.0,2722533.8,19682996.0,273600450.0
