time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,MRI-ESM2-0,CESM2-WACCM
2041.0,12941021000000.0,13343321000000.0,13300199000000.0,12096905000000.0,12726495000000.0,13408981000000.0
2042.0,12846610000000.0,13315463000000.0,13245062000000.0,11964932000000.0,12665518000000.0,13397508000000.0
2043.0,12749496000000.0,13296002000000.0,13212909000000.0,11851930000000.0,12586431000000.0,13354594000000.0
2044.0,12671657000000.0,13275642000000.0,13193982000000.0,11737796000000.0,12489323000000.0,13319180000000.0
2045.0,12616738000000.0,13261087000000.0,13164099000000.0,11613244000000.0,12419422000000.0,13275068000000.0
2046.0,12553171000000.0,13234299000000.0,13120112000000.0,11502326000000.0,12351024000000.0,13259031000000.0
2047.0,12487327000000.0,13214194000000.0,13083739000000.0,11404196000000.0,12252092000000.0,13242445000000.0
2048.0,12428962000000.0,13175615000000.0,12997485000000.0,11281878000000.0,12170764000000.0,13199649000000.0
2049.0,12348854000000.0,13146279000000.0,12920328000000.0,11157630000000.0,12088908000000.0,13178535000000.0
2050.0,12279062000000.0,13131051000000.0,12857644000000.0,11053784000000.0,12013552000000.0,13176647000000.0
2051.0,12210791000000.0,13114090000000.0,12816455000000.0,10937086000000.0,11928085000000.0,13156904000000.0
2052.0,12129242000000.0,13097159000000.0,12725532000000.0,10819375000000.0,11860243000000.0,13126217000000.0
2053.0,12062872000000.0,13071338000000.0,12686392000000.0,10707552000000.0,11772882000000.0,13121364000000.0
2054.0,11981441000000.0,13049598000000.0,12657406000000.0,10613072000000.0,11707913000000.0,13103996000000.0
2055.0,11914257000000.0,12985619000000.0,12654317000000.0,10505072000000.0,11613781000000.0,13075937000000.0
2056.0,11846252000000.0,12937161000000.0,12626731000000.0,10415430000000.0,11494731000000.0,13058118000000.0
2057.0,11764718000000.0,12912180000000.0,12607208000000.0,10309978000000.0,11407590000000.0,13033633000000.0
2058.0,11657784000000.0,12866065000000.0,12580040000000.0,10191037000000.0,11306153000000.0,12998663000000.0
2059.0,11573253000000.0,12833419000000.0,12567693000000.0,10078433000000.0,11213493000000.0,12952513000000.0
2060.0,11506630000000.0,12792794000000.0,12526718000000.0,9975823000000.0,11117752000000.0,12922317000000.0
2061.0,11454224000000.0,12778239000000.0,12482896000000.0,9854595000000.0,11014744000000.0,12855692000000.0
2062.0,11384660000000.0,12768719000000.0,12429745000000.0,9751637000000.0,10920343000000.0,12823228000000.0
2063.0,11292589000000.0,12747635000000.0,12403709000000.0,9654977000000.0,10820003000000.0,12797798000000.0
2064.0,11230856000000.0,12719978000000.0,12384525000000.0,9559365000000.0,10712288000000.0,12761482000000.0
2065.0,11147032000000.0,12701653000000.0,12337893000000.0,9449392000000.0,10620424000000.0,12724105000000.0
2066.0,11089426000000.0,12674940000000.0,12275365000000.0,9352657000000.0,10500655000000.0,12667561000000.0
2067.0,11033679000000.0,12621428000000.0,12238132000000.0,9254306000000.0,10398785000000.0,12632432000000.0
2068.0,10976159000000.0,12571101000000.0,12206983000000.0,9158348000000.0,10295250000000.0,12558690000000.0
2069.0,10932871000000.0,12501218000000.0,12161175000000.0,9075423000000.0,10186533000000.0,12500433000000.0
2070.0,10876161000000.0,12456493000000.0,12135605000000.0,8975324000000.0,10056920000000.0,12444491000000.0
2071.0,10810267000000.0,12419861000000.0,12098779000000.0,8888758000000.0,9952183000000.0,12410023000000.0
2072.0,10724743000000.0,12327886000000.0,12042288000000.0,8774059000000.0,9863906000000.0,12400831000000.0
2073.0,10649330000000.0,12284149000000.0,12005738000000.0,8671010500000.0,9757996000000.0,12357391000000.0
2074.0,10572077000000.0,12212712000000.0,11994687000000.0,8583735000000.0,9701806000000.0,12332250000000.0
2075.0,10479272000000.0,12139892000000.0,11943346000000.0,8495625700000.0,9659511000000.0,12303515000000.0
2076.0,10399925000000.0,12036001000000.0,11917933000000.0,8388724000000.0,9575533000000.0,12266999000000.0
2077.0,10299054000000.0,11988317000000.0,11879454000000.0,8294320000000.0,9482374000000.0,12256777000000.0
2078.0,10228033000000.0,11949823000000.0,11839413000000.0,8194541000000.0,9401850000000.0,12230982000000.0
2079.0,10126422000000.0,11906492000000.0,11807696000000.0,8101112000000.0,9306874000000.0,12208259000000.0
2080.0,10042095000000.0,11814073000000.0,11740270000000.0,8013225700000.0,9252562000000.0,12189350000000.0
2081.0,9962637000000.0,11726662000000.0,11665982000000.0,7925437000000.0,9172375000000.0,12162468000000.0
2082.0,9877044000000.0,11641859000000.0,11624810000000.0,7834463000000.0,9115950000000.0,12138455000000.0
2083.0,9806705000000.0,11602327000000.0,11576677000000.0,7741701000000.0,9050095000000.0,12091216000000.0
2084.0,9714469000000.0,11560077000000.0,11549460000000.0,7658914400000.0,8980097000000.0,12056559000000.0
2085.0,9632419000000.0,11512390000000.0,11508545000000.0,7586636000000.0,8907310000000.0,12023558000000.0
2086.0,9557702000000.0,11462665000000.0,11426947000000.0,7508798700000.0,8854590000000.0,11991514000000.0
2087.0,9490429000000.0,11427510000000.0,11392368000000.0,7427540000000.0,8774545000000.0,11949658000000.0
2088.0,9411691000000.0,11388384000000.0,11360950000000.0,7355718700000.0,8714713000000.0,11899674000000.0
2089.0,9354159000000.0,11360816000000.0,11324595000000.0,7264230400000.0,8655335300000.0,11860387000000.0
2090.0,9279818000000.0,11337022000000.0,11278771000000.0,7194974000000.0,8608928500000.0,11839816000000.0
2091.0,9208508000000.0,11280283000000.0,11237830000000.0,7123598600000.0,8548218000000.0,11800236000000.0
2092.0,9131075000000.0,11224345000000.0,11202273000000.0,7044407500000.0,8492619400000.0,11692287000000.0
2093.0,9070368000000.0,11150424000000.0,11116213000000.0,6965458000000.0,8441819600000.0,11664018000000.0
2094.0,8996878000000.0,11111949000000.0,11055616000000.0,6883790000000.0,8386743000000.0,11647604000000.0
2095.0,8935732000000.0,11064910000000.0,10992327000000.0,6812679500000.0,8342781000000.0,11590036000000.0
2096.0,8885724000000.0,11000492000000.0,10934939000000.0,6746404000000.0,8291682400000.0,11511770000000.0
2097.0,8821660000000.0,10961602000000.0,10854686000000.0,6667453300000.0,8199760500000.0,11457588000000.0
2098.0,8747939300000.0,10929789000000.0,10767669000000.0,6600855000000.0,8149970000000.0,11389772000000.0
2099.0,8701003400000.0,10855146000000.0,10705454000000.0,6511089700000.0,8121636000000.0,11323004000000.0
2100.0,8624917000000.0,10761878000000.0,10685598000000.0,6430788000000.0,8080959000000.0,11274180000000.0
2101.0,8559094400000.0,10690432000000.0,10624900000000.0,6355633600000.0,8057092000000.0,11225467000000.0
2102.0,8503076000000.0,10652623000000.0,10600830000000.0,6288202300000.0,8027230400000.0,11171092000000.0
2103.0,8450588300000.0,10632201000000.0,10561143000000.0,6197018600000.0,7990641000000.0,11137262000000.0
2104.0,8400103500000.0,10560493000000.0,10476038000000.0,6111149700000.0,7939718400000.0,11068803000000.0
2105.0,8338551600000.0,10508243000000.0,10385812000000.0,6028534500000.0,7908556300000.0,11031135000000.0
2106.0,8297412300000.0,10479531000000.0,10325887000000.0,5946824700000.0,7866560000000.0,10988092000000.0
2107.0,8266060400000.0,10444037000000.0,10258371000000.0,5875843500000.0,7827082400000.0,10938008000000.0
2108.0,8215587700000.0,10419885000000.0,10191460000000.0,5812579700000.0,7802414000000.0,10895685000000.0
2109.0,8178721000000.0,10387669000000.0,10150969000000.0,5746870700000.0,7748721000000.0,10859694000000.0
2110.0,8120280500000.0,10371347000000.0,10131946000000.0,5684515600000.0,7705874000000.0,10825945000000.0
2111.0,8072741000000.0,10350846000000.0,10085577000000.0,5613242000000.0,7661695300000.0,10782218000000.0
2112.0,8021155500000.0,10315281000000.0,10080326000000.0,5549397600000.0,7620082500000.0,10747119000000.0
2113.0,7961771500000.0,10262659000000.0,10048777000000.0,5485317600000.0,7579780500000.0,10702127000000.0
2114.0,7904809700000.0,10212757000000.0,9988948000000.0,5412237600000.0,7535985700000.0,10672326000000.0
2115.0,7845693000000.0,10186898000000.0,9937888000000.0,5343279600000.0,7507396000000.0,10649544000000.0
2116.0,7796111700000.0,10152492000000.0,9896114000000.0,5275646400000.0,7463583600000.0,10638847000000.0
2117.0,7751476400000.0,10105979000000.0,9853050000000.0,5198403000000.0,7434249000000.0,10600799000000.0
2118.0,7712955000000.0,10070218000000.0,9769315000000.0,5142492000000.0,7390064300000.0,10576978000000.0
2119.0,7648627000000.0,10024654000000.0,9686591000000.0,5084322700000.0,7360030000000.0,10567486000000.0
2120.0,7604548400000.0,9996770000000.0,9640381000000.0,5024478400000.0,7316404400000.0,10544348000000.0
2121.0,7553172400000.0,9950723000000.0,9607593000000.0,4959959500000.0,7269819400000.0,10499662000000.0
2122.0,7513203300000.0,9914466000000.0,9563398000000.0,4908517400000.0,7242211000000.0,10466986000000.0
2123.0,7462400300000.0,9855526000000.0,9501359000000.0,4845549400000.0,7207643500000.0,10419881000000.0
2124.0,7417029000000.0,9801559000000.0,9442225000000.0,4788264600000.0,7189194000000.0,10344162000000.0
2125.0,7364481000000.0,9743691000000.0,9390378000000.0,4746387000000.0,7163097400000.0,10300146000000.0
2126.0,7332550400000.0,9702009000000.0,9305061000000.0,4684273000000.0,7136285300000.0,10268726000000.0
2127.0,7291638000000.0,9638194000000.0,9252146000000.0,4623949000000.0,7122178000000.0,10235404000000.0
2128.0,7246866500000.0,9590541000000.0,9220338000000.0,4570130000000.0,7100158000000.0,10179685000000.0
2129.0,7208599300000.0,9526753000000.0,9197833000000.0,4509386400000.0,7075790300000.0,10159606000000.0
2130.0,7167954000000.0,9478256000000.0,9171280000000.0,4455241000000.0,7054117000000.0,10124634000000.0
2131.0,7120110500000.0,9421848000000.0,9132141000000.0,4400624000000.0,7023296500000.0,10086652000000.0
2132.0,7075810000000.0,9367490000000.0,9067154000000.0,4355162600000.0,7009833000000.0,10044968000000.0
2133.0,7023970000000.0,9332802000000.0,9024578000000.0,4298470300000.0,6993932000000.0,10014309000000.0
2134.0,6990864600000.0,9279818000000.0,9004774000000.0,4251156700000.0,6980117000000.0,9966748000000.0
2135.0,6976195500000.0,9221511000000.0,8976658000000.0,4196632000000.0,6971422400000.0,9917098000000.0
2136.0,6925014000000.0,9137403000000.0,8950564000000.0,4154645000000.0,6970604000000.0,9882762000000.0
2137.0,6899238400000.0,9071090000000.0,8914559000000.0,4108323700000.0,6952370300000.0,9849632000000.0
2138.0,6847925300000.0,9008048000000.0,8861328000000.0,4051444200000.0,6939992400000.0,9816114000000.0
2139.0,6813622000000.0,8956590000000.0,8798930000000.0,4005114400000.0,6935765600000.0,9770427000000.0
2140.0,6770874000000.0,8845750000000.0,8742948000000.0,3948083200000.0,6918764500000.0,9728082000000.0
2141.0,6743163000000.0,8746900700000.0,8708965000000.0,3905625000000.0,6908056400000.0,9698681000000.0
2142.0,6712206000000.0,8694236000000.0,8655903000000.0,3853619600000.0,6902946000000.0,9687492000000.0
2143.0,6671799000000.0,8656216000000.0,8635046400000.0,3811476500000.0,6902952000000.0,9638031000000.0
2144.0,6632438000000.0,8615585000000.0,8601195000000.0,3773802200000.0,6902732000000.0,9622328000000.0
2145.0,6586647000000.0,8591503000000.0,8594812600000.0,3739375600000.0,6900247000000.0,9593218000000.0
2146.0,6550204700000.0,8541406500000.0,8581899000000.0,3692102000000.0,6901284700000.0,9572180000000.0
2147.0,6521912000000.0,8500884000000.0,8545209700000.0,3643070700000.0,6882704500000.0,9539482000000.0
2148.0,6482801700000.0,8453444600000.0,8513204000000.0,3606987700000.0,6878878000000.0,9499472000000.0
2149.0,6451669500000.0,8422186500000.0,8473134000000.0,3569867300000.0,6874371000000.0,9441067000000.0
2150.0,6429938000000.0,8398333500000.0,8436944000000.0,3535081800000.0,6871067000000.0,9402294000000.0
2151.0,6407722000000.0,8361664000000.0,8385275000000.0,3495474800000.0,6863641400000.0,9381801000000.0
2152.0,6374226000000.0,8314749000000.0,8345385700000.0,3463344300000.0,6854163300000.0,9361871000000.0
2153.0,6339495000000.0,8298785400000.0,8331997000000.0,3433490000000.0,6846587000000.0,9331834000000.0
2154.0,6304581600000.0,8279765000000.0,8305741000000.0,3399997500000.0,6839493000000.0,9278416000000.0
2155.0,6265354000000.0,8251029600000.0,8279268000000.0,3359501000000.0,6837238000000.0,9244233000000.0
2156.0,6230633000000.0,8227859000000.0,8225499000000.0,3334084200000.0,6830884400000.0,9195858000000.0
2157.0,6202022000000.0,8212365400000.0,8199219400000.0,3304426800000.0,6833610000000.0,9151354000000.0
2158.0,6162376000000.0,8196237300000.0,8174124000000.0,3265490600000.0,6828671400000.0,9124334000000.0
2159.0,6136386000000.0,8164951000000.0,8129347000000.0,3236987700000.0,6811170600000.0,9107726000000.0
2160.0,6105326000000.0,8147189600000.0,8106099600000.0,3208711200000.0,6805743000000.0,9080795000000.0
2161.0,6076066000000.0,8120382000000.0,8058671000000.0,3183173700000.0,6793334000000.0,9050333000000.0
2162.0,6040294000000.0,8095451300000.0,8029693500000.0,3160267300000.0,6793736000000.0,9009014000000.0
2163.0,6013165000000.0,8070692000000.0,8011730400000.0,3137911000000.0,6788728000000.0,8990290000000.0
2164.0,5982638300000.0,8018070600000.0,7990050600000.0,3107880000000.0,6778277000000.0,8950782000000.0
2165.0,5946477600000.0,7952779400000.0,7970262400000.0,3073982300000.0,6769963000000.0,8932901000000.0
2166.0,5928706000000.0,7921701000000.0,7944297500000.0,3054428500000.0,6765577500000.0,8906583000000.0
2167.0,5897926000000.0,7874126000000.0,7920001000000.0,3039579000000.0,6750180700000.0,8866896000000.0
2168.0,5863160000000.0,7826068000000.0,7916128000000.0,3010788300000.0,6748539000000.0,8828113000000.0
2169.0,5831885600000.0,7792652000000.0,7894026700000.0,2994530700000.0,6739570700000.0,8792846600000.0
2170.0,5804295000000.0,7758935000000.0,7890053000000.0,2969070200000.0,6730488000000.0,8755529000000.0
2171.0,5779030500000.0,7727207000000.0,7870734000000.0,2951012000000.0,6736022000000.0,8706375300000.0
2172.0,5749951400000.0,7694734000000.0,7841523400000.0,2936963900000.0,6733612000000.0,8677573000000.0
2173.0,5727363500000.0,7672999400000.0,7819094000000.0,2904898700000.0,6741855000000.0,8629630500000.0
2174.0,5698933500000.0,7665180000000.0,7797319000000.0,2879751500000.0,6741124000000.0,8600408300000.0
2175.0,5675866400000.0,7648338500000.0,7769314300000.0,2857901000000.0,6745318500000.0,8569876000000.0
2176.0,5646890600000.0,7628960300000.0,7734085000000.0,2847620500000.0,6746298000000.0,8541194700000.0
2177.0,5623683000000.0,7619034500000.0,7719332000000.0,2830600500000.0,6739267000000.0,8494772000000.0
2178.0,5600638400000.0,7584828400000.0,7690573000000.0,2807395500000.0,6731439500000.0,8477961000000.0
2179.0,5574529000000.0,7575302600000.0,7661999400000.0,2787747600000.0,6730850000000.0,8452101000000.0
2180.0,5531998000000.0,7558805000000.0,7657064000000.0,2763329000000.0,6732103000000.0,8399598000000.0
2181.0,5504717000000.0,7505331000000.0,7654615000000.0,2749695300000.0,6733123600000.0,8378820600000.0
2182.0,5471858600000.0,7457217700000.0,7619584000000.0,2729858600000.0,6727998000000.0,8364289400000.0
2183.0,5451400000000.0,7405791000000.0,7611222600000.0,2710575500000.0,6724282500000.0,8346791000000.0
2184.0,5421324000000.0,7348147000000.0,7583619400000.0,2686541600000.0,6722417600000.0,8307039000000.0
2185.0,5396494000000.0,7321111500000.0,7558093300000.0,2661963800000.0,6721252600000.0,8259866000000.0
2186.0,5379574500000.0,7292823500000.0,7541076500000.0,2640377000000.0,6728548000000.0,8233586000000.0
2187.0,5347703000000.0,7253263400000.0,7513616000000.0,2620558700000.0,6722770400000.0,8221453000000.0
2188.0,5317524000000.0,7217585600000.0,7475420000000.0,2595028000000.0,6719056400000.0,8191686500000.0
2189.0,5297253400000.0,7175214700000.0,7468611500000.0,2566909300000.0,6719112000000.0,8163121000000.0
2190.0,5270787300000.0,7149622000000.0,7447869000000.0,2546027000000.0,6721151000000.0,8147263600000.0
2191.0,5245276500000.0,7116405000000.0,7449124000000.0,2529955000000.0,6727553500000.0,8119114500000.0
2192.0,5216309600000.0,7047827400000.0,7425459500000.0,2507761300000.0,6728778000000.0,8093877400000.0
2193.0,5192560400000.0,6992231400000.0,7401945700000.0,2483074400000.0,6731057300000.0,8076791400000.0
2194.0,5158422000000.0,6941591500000.0,7381719000000.0,2458286000000.0,6736923000000.0,8058540000000.0
2195.0,5131012700000.0,6920521400000.0,7339047000000.0,2432399800000.0,6742574400000.0,8029247000000.0
2196.0,5104856500000.0,6899152500000.0,7294373300000.0,2409730400000.0,6740469000000.0,7999306000000.0
2197.0,5074664300000.0,6857699000000.0,7273819700000.0,2385761500000.0,6749961000000.0,7998506000000.0
2198.0,5041640000000.0,6832297000000.0,7233456000000.0,2369299400000.0,6748692300000.0,7975727500000.0
2199.0,5013162700000.0,6800115000000.0,7198869600000.0,2342038800000.0,6748280700000.0,7958366000000.0
2200.0,4987837500000.0,6781562000000.0,7175711000000.0,2318825400000.0,6736261000000.0,7942087600000.0
2201.0,4961357300000.0,6742879000000.0,7160329700000.0,2299951000000.0,6733196400000.0,7922482000000.0
2202.0,4948940000000.0,6725074700000.0,7137407000000.0,2276324300000.0,6732828000000.0,7900314000000.0
2203.0,4925874500000.0,6711554300000.0,7124378000000.0,2248677800000.0,6728381400000.0,7882384000000.0
2204.0,4889983300000.0,6694231300000.0,7101373000000.0,2225359600000.0,6722669000000.0,7860361600000.0
2205.0,4871965600000.0,6664489500000.0,7094466000000.0,2203132600000.0,6719116000000.0,7822380600000.0
2206.0,4844481000000.0,6627277700000.0,7073192500000.0,2178662900000.0,6721619000000.0,7809155500000.0
2207.0,4821896000000.0,6597931000000.0,7047634000000.0,2157892700000.0,6718868000000.0,7792779000000.0
2208.0,4793286000000.0,6567164000000.0,7051244700000.0,2134576500000.0,6710109400000.0,7758757000000.0
2209.0,4772460000000.0,6547062000000.0,7025397000000.0,2112504900000.0,6699036400000.0,7716668400000.0
2210.0,4737619500000.0,6529325500000.0,7019485500000.0,2093517600000.0,6702796000000.0,7676367000000.0
2211.0,4707205000000.0,6484444300000.0,7009727400000.0,2076469900000.0,6697134000000.0,7654829000000.0
2212.0,4680570600000.0,6469251000000.0,6990569400000.0,2057106200000.0,6692561500000.0,7622415600000.0
2213.0,4657793500000.0,6453433700000.0,6966846400000.0,2026606400000.0,6682737000000.0,7609495600000.0
2214.0,4629949600000.0,6434988000000.0,6938570000000.0,2005769300000.0,6675782000000.0,7578349000000.0
2215.0,4604577000000.0,6404783000000.0,6905171000000.0,1987969500000.0,6664990000000.0,7556041300000.0
2216.0,4581484400000.0,6373146000000.0,6883269700000.0,1965451200000.0,6658429000000.0,7545188000000.0
2217.0,4567437000000.0,6347334000000.0,6847528000000.0,1946350600000.0,6662210500000.0,7529773400000.0
2218.0,4557872000000.0,6314174400000.0,6829493000000.0,1931341500000.0,6652720000000.0,7513507000000.0
2219.0,4544192000000.0,6288342000000.0,6804916400000.0,1913006600000.0,6645869400000.0,7490487500000.0
2220.0,4524087000000.0,6256322400000.0,6786978400000.0,1894899400000.0,6646951600000.0,7474090000000.0
2221.0,4504567700000.0,6239034500000.0,6760821700000.0,1881951000000.0,6647133000000.0,7445244000000.0
2222.0,4487529000000.0,6205770000000.0,6728016000000.0,1863512900000.0,6656537700000.0,7412666300000.0
2223.0,4477986000000.0,6194199000000.0,6726022000000.0,1852249900000.0,6659657000000.0,7394711000000.0
2224.0,4466194000000.0,6158111000000.0,6691635600000.0,1837541600000.0,6653637000000.0,7372678400000.0
2225.0,4440224000000.0,6127665000000.0,6680983600000.0,1820012200000.0,6656930300000.0,7365224600000.0
2226.0,4413768000000.0,6096126000000.0,6667742000000.0,1807039600000.0,6656423000000.0,7336988000000.0
2227.0,4393758000000.0,6074638300000.0,6637833000000.0,1793269400000.0,6660727000000.0,7313392400000.0
2228.0,4381447000000.0,6047820400000.0,6620519600000.0,1777072900000.0,6658932000000.0,7306533700000.0
2229.0,4359718200000.0,6033559000000.0,6605453000000.0,1763423700000.0,6655263600000.0,7261587500000.0
2230.0,4338457000000.0,6022137000000.0,6587646000000.0,1750035000000.0,6665108700000.0,7236665500000.0
2231.0,4317803000000.0,5984239500000.0,6575668300000.0,1734164100000.0,6674741000000.0,7192315400000.0
2232.0,4305930000000.0,5968354600000.0,6548943300000.0,1721566800000.0,6676669000000.0,7178801400000.0
2233.0,4290722400000.0,5953041700000.0,6537360000000.0,1712466600000.0,6679480000000.0,7166297000000.0
2234.0,4272598000000.0,5948584000000.0,6520977000000.0,1701051100000.0,6676618000000.0,7156664400000.0
2235.0,4255614000000.0,5938238500000.0,6523604000000.0,1683502500000.0,6679641000000.0,7143767400000.0
2236.0,4245433000000.0,5937209000000.0,6502921000000.0,1669905900000.0,6689800600000.0,7132696000000.0
2237.0,4228648300000.0,5939178000000.0,6487030000000.0,1659503100000.0,6698663700000.0,7118172700000.0
2238.0,4214390800000.0,5932636400000.0,6474452000000.0,1651509400000.0,6708239300000.0,7110259000000.0
2239.0,4199371200000.0,5920578300000.0,6461541000000.0,1646983100000.0,6712552000000.0,7096624500000.0
2240.0,4177514200000.0,5914634000000.0,6437377400000.0,1638433400000.0,6727250000000.0,7091180300000.0
2241.0,4169435400000.0,5908209300000.0,6433289500000.0,1633905900000.0,6733067500000.0,7084671000000.0
2242.0,4160167600000.0,5888727300000.0,6425812000000.0,1626145400000.0,6732248500000.0,7060959300000.0
2243.0,4152642200000.0,5870152000000.0,6409640500000.0,1617145200000.0,6741825000000.0,7051284600000.0
2244.0,4135800800000.0,5860710000000.0,6401694000000.0,1609920300000.0,6746787500000.0,7045500000000.0
2245.0,4121104200000.0,5834127000000.0,6386342000000.0,1601681000000.0,6751978500000.0,7034243000000.0
2246.0,4115060200000.0,5823910600000.0,6371337000000.0,1592225400000.0,6754874700000.0,7000180000000.0
2247.0,4105197600000.0,5795907400000.0,6362781000000.0,1583961000000.0,6757360000000.0,6981052000000.0
2248.0,4098892200000.0,5769312300000.0,6356579400000.0,1575404800000.0,6763430500000.0,6967318000000.0
2249.0,4082269200000.0,5740704000000.0,6351217000000.0,1570806300000.0,6761585600000.0,6943693000000.0
2250.0,4069360100000.0,5724454000000.0,6339373300000.0,1562512200000.0,6768646700000.0,6934966000000.0
2251.0,4062951000000.0,5705013700000.0,6335620400000.0,1556339200000.0,6766465000000.0,6939885400000.0
2252.0,4050542400000.0,5676604600000.0,6324838000000.0,1550413000000.0,6762761600000.0,6931816600000.0
2253.0,4036666600000.0,5646431300000.0,6321435300000.0,1548311900000.0,6766858300000.0,6923485700000.0
2254.0,4024236000000.0,5625713500000.0,6309509300000.0,1538670300000.0,6770523000000.0,6905928000000.0
2255.0,4010669500000.0,5582225000000.0,6307671000000.0,1527776000000.0,6769895500000.0,6892321500000.0
2256.0,3997893400000.0,5542520000000.0,6289508000000.0,1519265600000.0,6761378500000.0,6891764000000.0
2257.0,3976989000000.0,5524989000000.0,6276099000000.0,1509610900000.0,6759147000000.0,6848654600000.0
2258.0,3972594700000.0,5510319300000.0,6268023500000.0,1500953700000.0,6754051000000.0,6826638000000.0
2259.0,3962602300000.0,5506477000000.0,6241940700000.0,1489789500000.0,6761972500000.0,6803318000000.0
2260.0,3961546000000.0,5486713000000.0,6229986400000.0,1480587700000.0,6768179500000.0,6778777000000.0
