time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,2694361307986.4595,2694361307986.4595,2694361307986.4595
2001,2682254301767.113,2688322552492.1704,2675433204957.414
2002,2665231850913.247,2695371739156.4644,2662221849112.2817
2003,2649609749980.1807,2697110135581.491,2659548706158.4517
2004,2648334091364.2725,2689736266300.1196,2658431116116.705
2005,2638510086470.8394,2680317199708.2476,2661819141080.1685
2006,2634717933861.566,2669346892105.302,2662057564503.059
2007,2634043965645.8374,2658223322799.8257,2670983627358.444
2008,2621763778619.843,2664664424714.084,2655171170374.8716
2009,2627773474099.2456,2658835354145.7305,2653114109127.4194
2010,2623312851204.667,2650345558722.907,2645779888613.0083
2011,2622410114915.1333,2634949563681.224,2628541581093.4136
2012,2616898792124.5435,2626404273714.852,2607583389135.705
2013,2605902707770.8213,2601020668126.57,2600627103006.1943
2014,2605600253668.642,2594037740142.6626,2602413548054.991
2015,2615377165616.0015,2592005172571.755,2606371280149.4385
2016,2603391881244.4277,2590904882583.7705,2594323812483.126
2017,2589420192958.9546,2575910956931.727,2569700200447.535
2018,2569001152517.7935,2565152165568.796,2558365231567.2847
2019,2562963205993.561,2565655020020.134,2544785271136.6772
2020,2559410658118.374,2545361315998.8823,2540040245980.7466
2021,2547220263151.349,2544316140114.2505,2537906505027.69
2022,2538281432189.4043,2534223632164.555,2529357123171.3154
2023,2509084604520.115,2520231011439.2163,2497871702476.715
2024,2488599610454.854,2515866153400.4287,2496205354405.429
2025,2480164193602.095,2494714306532.1953,2475110182080.4307
2026,2465489831416.728,2498300031329.2974,2460329508218.423
2027,2443619696837.538,2476915982191.3765,2444014568115.9043
2028,2412744476427.6367,2463399378349.864,2438728479330.5566
2029,2407543973190.9097,2434676016630.13,2418554537267.1016
2030,2391816255506.7524,2427118477323.809,2405889516637.4204
2031,2373915653444.925,2404686273642.0176,2394346846116.1274
2032,2344975851308.2783,2382109090365.2188,2374407170567.4785
2033,2327535812516.434,2359710325690.3936,2352499327961.292
2034,2299066548016.0137,2350512171477.6294,2338833219270.7715
2035,2291002420536.5874,2330503054298.6504,2328775546015.053
2036,2270696463148.79,2321699419417.586,2316769398407.8315
2037,2249122723569.801,2298031625766.637,2308670291277.6235
2038,2226592467134.958,2286890112002.175,2296243468162.1094
2039,2222668568912.9204,2274509371275.3125,2284103753614.93
2040,2219571035637.162,2260729830368.308,2270204042125.7974
2041,2195430427425.0095,2240779016934.356,2254751470426.2754
2042,2176193802981.8542,2218119086276.7207,2228266657590.6416
2043,2124574512562.3147,2196425480242.56,2234257248361.2686
2044,2100521245182.5305,2178070397830.6565,2226524512580.869
2045,2085863677630.2437,2166551285573.066,2210912177766.507
2046,2047965004371.5784,2148878412163.1125,2190076503794.4734
2047,2031636920919.0962,2139945287288.084,2178553375627.2273
2048,2025658676901.6536,2118093730096.7134,2175862911688.191
2049,2031150735958.3162,2086249435531.2478,2147223648017.6455
