time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,2694361307986.4595,2694361307986.4595,2694361307986.4595
2001,2688941850548.9863,2683816978257.905,2674769967691.3916
2002,2675960132369.0767,2677785565184.9766,2660892008311.577
2003,2669265687670.2393,2672454645178.7583,2657926429991.2583
2004,2651809803120.3687,2673447747276.307,2656623723508.8228
2005,2656063199702.1196,2663763002517.4707,2661102019076.1694
2006,2651345602324.421,2664763698776.046,2661667460890.0073
2007,2641030338303.6396,2657231130354.0405,2662719076751.517
2008,2647890077518.1274,2656949796637.5596,2666253433232.0317
2009,2633593589104.648,2635181081629.0317,2654039154126.628
2010,2639981911116.9907,2618893132701.973,2639960192196.3174
2011,2645776246307.708,2598653461567.5527,2624929864269.964
2012,2632948162795.0044,2591043952241.68,2631443811263.044
2013,2617616225355.0073,2589510965420.233,2627115508441.598
2014,2603420818072.307,2585938858550.165,2627231758101.012
2015,2600022785805.422,2583843613743.969,2632323140791.296
2016,2587779110227.5894,2570340340482.4707,2614568653634.8936
2017,2566559650926.7446,2559160839372.532,2600393103275.575
2018,2544498815204.4834,2564203195911.9893,2576527038885.754
2019,2543196226072.101,2558392937407.3755,2552937802858.711
2020,2543919622785.2124,2557097876759.3115,2544679407804.417
2021,2523260087606.919,2530899349003.921,2536062520468.661
2022,2505426822512.083,2523990896218.796,2521091316606.0205
2023,2493330575398.8633,2464431874555.061,2501024958856.597
2024,2473177752781.9487,2444625354549.443,2473564312323.4785
2025,2460667725630.0293,2420713467336.898,2463291010452.542
2026,2455969840017.116,2377570569874.814,2460582299316.385
2027,2445075882333.1494,2366487674146.012,2460594545747.965
2028,2439878309540.4814,2352061899120.318,2451158338729.4478
2029,2404490775596.4443,2330427841988.8975,2436670589599.7065
2030,2386688337741.899,2304238518035.8643,2422688846232.3413
2031,2368550612381.8564,2288164757932.457,2400638570171.9834
2032,2329507557463.3896,2284400988766.6274,2375429024171.155
