time,CCSM4,CESM1-CAM5
2000,2694361307986.4595,2694361307986.4595
2001,2687349057327.3096,2684491968463.487
2002,2671520032776.1484,2670573405182.306
2003,2662633319033.4272,2659966057475.528
2004,2641902607347.596,2662127839398.56
2005,2644841609178.0674,2654873255992.86
2006,2638283530053.579,2653827204373.184
2007,2633671215427.921,2653858703584.8857
2008,2636780859190.636,2635686276710.149
2009,2627122084732.05,2620820285991.193
2010,2609912878509.661,2620795121805.126
2011,2607896828030.5938,2622006865193.864
2012,2599202654871.8877,2616692191464.9067
2013,2599750789160.2573,2610757232038.2007
2014,2593505572565.766,2595155296821.0015
2015,2583555500816.4795,2590379993191.0513
2016,2565050895416.0645,2591391919082.4814
2017,2563036033289.786,2585187316326.181
2018,2560854670579.8594,2560037596067.8174
2019,2554711331386.1987,2554506791497.8433
2020,2546395064932.4165,2549297572312.8735
2021,2515605788969.2812,2539333500500.1665
2022,2507730811771.1978,2514717099019.344
2023,2509287944036.952,2494838095632.995
2024,2482531023718.555,2478499971639.022
2025,2465972682314.1235,2475736545661.1255
2026,2454724823201.0127,2466684478709.849
2027,2456744195295.055,2462145893301.04
2028,2444623064311.807,2450399168217.3105
2029,2440883478161.536,2431808932057.031
2030,2440082935471.6904,2404921034692.3057
2031,2440207353536.1987,2394850996305.0127
2032,2437813416803.9546,2378370534414.2295
2033,2427317083409.6504,2377179436633.385
2034,2410980717958.138,2364851469759.8555
2035,2402653255648.1,2347911293024.924
2036,2389724340729.0786,2340406713793.0757
2037,2384567599198.2695,2320312901546.6777
2038,2364602379228.7266,2311629109410.4893
2039,2336952973748.6475,2314261267739.4116
2040,2315833148599.289,2302306218904.4346
2041,2293006184447.056,2297100482986.4185
2042,2280077707551.7817,2275095107190.5527
2043,2267385990511.814,2254646800713.7905
2044,2267543938914.656,2225155216789.8716
2045,2238308657233.3477,2203366284479.746
2046,2224196309991.884,2203594420339.221
2047,2207241284668.6143,2185769737861.3809
2048,2198739157746.1782,2171213579391.4514
2049,2183652204904.593,2142358430431.6868
2050,2154224007317.0015,2113311766596.9414
2051,2136329911479.121,2098643979589.164
2052,2122534703073.8188,2087444322164.7605
2053,2110957102472.9778,2069967041077.1533
2054,2089164805828.1626,2045724823094.6062
2055,2075665061842.7683,2043899856392.9355
2056,2071111320538.359,2050630846536.5032
2057,2057065011705.5254,2043139989409.494
2058,2040364496823.0881,2023364799501.851
2059,2029801801716.547,2032285903318.1055
2060,1997103625803.2405,2022536250646.817
2061,1976789654517.0461,2004948765770.164
2062,1963009558013.2034,1962979735900.1323
2063,1947774386767.0813,1956312412308.6853
2064,1928134333727.6484,1955555177672.671
2065,1911395036215.034,1936352557425.7886
2066,1885934656719.197,1917270895738.6892
2067,1866677410846.096,1901641122921.61
2068,1842217200022.794,1878918283448.3472
2069,1819894805291.8413,1858544689244.972
2070,1799387259925.5952,1830439679887.227
2071,1784881758727.7166,1802827311161.5417
2072,1758742297869.4434,1779878916883.522
2073,1735257040122.0034,1764557061437.0024
2074,1722103135958.0984,1752953717220.8862
2075,1703911835423.4712,1741993490859.4553
2076,1669224152676.318,1715762338981.601
2077,1652543313423.504,1692518606185.2256
2078,1634213991458.4873,1683033428249.7578
2079,1619615228156.612,1667577785419.389
2080,1607167252008.1753,1629977089327.5962
2081,1594912351475.7803,1598430282218.426
2082,1559076879224.9998,1561711339237.2756
2083,1543900754688.671,1530561316767.9863
2084,1523923009083.1875,1501856503395.645
2085,1491079111204.95,1462781328944.3774
2086,1481287069475.8472,1439866382682.5576
2087,1465199557183.5894,1437773135565.6877
2088,1447727726232.036,1430204265981.5747
2089,1444092275522.1008,1405506462634.3186
2090,1419061785898.024,1378153144418.6304
2091,1400202940039.6016,1367940044107.8071
2092,1385047716166.775,1351856564112.1523
2093,1374745593592.4438,1334058772700.1636
2094,1358870560559.8716,1320228503486.7156
2095,1338828159320.9412,1305508179708.7244
2096,1321395669408.052,1262396721561.9678
2097,1306234361945.2273,1227867208743.3657
2098,1289349240704.2036,1206105202437.6262
