time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,53050526725682.52,53050526725682.52,53050526725682.52
2001,53035793944663.766,53002686738174.69,53019781763003.31
2002,53001483117198.89,52944429219819.89,52988177790724.95
2003,52977650533110.38,52904545930672.65,52948734636736.14
2004,52959625857478.16,52882648220629.625,52928204475218.53
2005,52923406830856.45,52812533526466.44,52900046495413.09
2006,52879688474517.24,52774498462739.6,52856874282418.46
2007,52864721683518.3,52746766399187.664,52833064212370.32
2008,52839700727144.516,52691436809306.44,52787140412466.266
2009,52814321572870.92,52654557585391.1,52744566345751.08
2010,52754316518733.14,52622641002721.875,52676357709564.56
2011,52680330551723.305,52585998215999.5,52614856507099.164
2012,52609152070883.27,52542427698135.55,52590473781618.375
2013,52565111486180.83,52503757825212.34,52538207363360.67
2014,52498148758823.01,52443468139471.04,52485291063857.55
2015,52480109118274.65,52376550763612.19,52430181692687.09
2016,52410815678353.414,52327934516477.62,52390622649536.9
2017,52346781038429.4,52276565324803.93,52348359285248.85
2018,52264529341806.875,52229937554137.3,52309270861824.76
2019,52212216432907.01,52183743413297.28,52259034184263.6
2020,52160486649901.64,52137860530513.89,52203479067080.31
2021,52064789342589.234,52020124347075.75,52150515359362.64
2022,51997434584204.414,51962917137620.77,52083733662410.234
2023,51938795914114.83,51899282695337.46,52042055002889.56
2024,51856797244920.195,51825224168233.48,51992006879269.414
2025,51771130405498.445,51782204423580.04,51955078289482.75
2026,51688964797552.055,51729706585815.24,51900091760704.69
2027,51601482397813.64,51692868177786.12,51841271861311.79
2028,51508315683308.49,51652150598468.69,51799638273508.016
2029,51397864631481.1,51580474071374.47,51754644308124.016
2030,51323204535940.2,51485937008703.73,51706524009986.414
2031,51202553430690.86,51391221471822.1,51654805153382.41
2032,51082910233370.555,51317448308175.34,51600552895230.2
2033,51000776366086.99,51203826817792.17,51557652972722.02
2034,50917693706820.984,51109173222867.37,51498750348847.734
2035,50802502093628.766,50988244116882.47,51439009777821.16
2036,50699480817310.36,50901315106594.44,51376725271244.12
2037,50621211643347.56,50787733814820.76,51300060964256.8
2038,50545121536410.72,50668741006905.66,51220631252576.92
2039,50451459757050.75,50559266712341.47,51160546416538.3
2040,50357708727144.14,50435730363100.26,51128177393275.07
2041,50205616245231.76,50369923988521.586,51062934030315.54
2042,50036059775052.53,50269780185500.78,51000368820326.85
2043,49885911040769.86,50177868376319.99,50926640636311.76
2044,49806405099083.76,50105136884511.484,50866090374693.35
2045,49727070614865.85,50028982850392.36,50805616804210.414
2046,49600359157858.65,49947091735498.62,50731688289264.98
2047,49487975815175.86,49871128135022.766,50680777132908.47
2048,49354938775699.03,49760915857083.49,50612740362052.66
2049,49222308894382.98,49679980164728.19,50563524676450.89
2050,49078533850655.01,49603908751867.875,50497830273952.336
2051,48931255103222.01,49465356792106.73,50457766933702.21
2052,48773728855693.93,49284857935248.84,50410410473864.9
2053,48614580175213.336,49195827737303.484,50348799743620.84
2054,48486721723617.25,49091206996607.92,50312320425031.86
2055,48369408112926.32,48963515438853.805,50274214623288.79
2056,48298377032186.86,48863487358417.17,50251455641953.17
2057,48191455325229.51,48766556353288.16,50210597842417.48
2058,48082257833318.14,48666254055666.84,50203750741973.4
2059,47947682070169.9,48551420658576.695,50171770066793.18
2060,47850837518734.05,48448209768830.91,50131702831158.6
2061,47662248683477.35,48364683479982.766,50073388463677.99
2062,47507222930331.34,48245555191938.305,50014112848730.85
2063,47357011648955.43,48138204573001.375,49981282651556.984
2064,47219622063071.125,48057809130108.49,49945441911157.23
2065,47109962071533.984,47980724988144.06,49896841709597.52
2066,46972193728747.67,47843672785656.625,49832146895168.56
2067,46821463327787.586,47729105903333.56,49807743612768.664
2068,46688269008808.664,47580252266441.234,49743531002466.51
2069,46593906391967.09,47476521372245.234,49685937659165.18
2070,46484521971803.56,47437247732938.44,49638500968903.52
2071,46339314062112.62,47370107000845.38,49575826624130.79
2072,46211235689445.87,47307516702276.1,49518642441643.14
2073,46063690349615.336,47207399470944.98,49482813143548.83
2074,45929633292300.83,47126664436530.555,49427126167393.35
2075,45854319292548.37,47073470841317.99,49363866483936.26
2076,45745420627851.42,47030806944101.46,49331511098985.414
2077,45627119730150.96,46978828269311.41,49291888286149.18
2078,45544816569152.26,46930590095906.08,49222649107520.05
2079,45408773195607.28,46875937898142.15,49184870104827.695
2080,45200014073139.945,46820564659789.055,49139662267619.734
2081,45074416821044.52,46730359183173.21,49094770274660.46
2082,44965617196997.73,46682435138112.71,49052404947594.25
2083,44863246244296.305,46627163532973.99,49008282127141.4
2084,44773764921689.586,46541384011228.195,48945848658132.19
2085,44650169198189.53,46456166679174.08,48912353902220.59
2086,44512530994454.76,46371812611970.336,48876485410094.875
2087,44413498862890.99,46286148250469.375,48836294329432.31
2088,44296240352199.11,46230297261310.586,48808009177718.79
2089,44162513121715.336,46176793283755.44,48773668034446.81
2090,44020541512118.01,46095185303018.18,48732078491811.234
2091,43897631492717.35,46024750251500.266,48687128976239.08
2092,43770026800415.99,45925833868380.26,48658561650126.16
2093,43605552121343.414,45828088674906.016,48598887104779.266
2094,43467193960942.016,45715502094066.98,48568602485809.24
2095,43385395568004.27,45626508168151.84,48526041070550.766
2096,43244991602492.08,45541071583451.62,48473268360967.766
2097,43117350860556.24,45471519886971.984,48398589155228.0
2098,42979528487029.586,45390585782375.66,48344351817862.14
2099,42837512447048.71,45310017392951.23,48266172053872.62
2100,42685089234877.49,45220687689079.84,48203723702996.01
2101,42543208697415.98,45120722187176.71,48130191017094.766
2102,42404247694054.01,45040355381002.06,48068766043917.81
2103,42290732713992.266,44906011594938.8,48030667625162.95
2104,42165043877256.39,44808733153845.55,47961061586524.734
2105,42045019205657.484,44711591704077.01,47911811543502.0
2106,41910437938511.54,44643252062225.6,47856342523235.88
2107,41816411524813.12,44573903463487.445,47784513594965.51
2108,41737736798312.37,44484019658275.57,47732220435544.26
2109,41647080395527.805,44400143675364.18,47701745410023.78
2110,41528795371881.82,44310214611209.73,47653456584038.56
2111,41448380351273.09,44239648760656.39,47608555574108.14
2112,41352582031083.11,44141065035084.66,47564056236619.94
2113,41257040961572.234,44046752554459.28,47534535417114.375
2114,41159626272828.46,43972154041552.67,47513677255642.875
2115,41090552076636.85,43860048984452.95,47487436228394.36
2116,41002558344673.81,43793431162361.586,47446217608604.47
2117,40883143451648.664,43702226262001.72,47396491271812.05
2118,40793258690638.82,43632642602361.766,47357675821981.164
2119,40714558772081.86,43563280241275.14,47314667425503.31
2120,40566379939571.31,43506500351748.51,47283243335963.01
2121,40451552209481.61,43425729558740.734,47260514977811.59
2122,40340471243564.99,43332961156521.18,47223333033515.875
2123,40254574301343.25,43261986240256.54,47187932189718.77
2124,40151026539321.89,43212448932165.96,47158181045654.016
2125,40018496056561.625,43124192963263.586,47125813282083.62
2126,39924990868439.44,43030224856249.914,47095605131600.305
2127,39888316582683.76,42953174181047.33,47052288555136.47
2128,39815663648863.055,42865517017239.266,47003267011873.99
2129,39742241737396.43,42802671215946.41,46975615553396.75
2130,39622383732606.35,42723479146360.89,46942731779832.54
2131,39515317904232.93,42665247074361.61,46920677331015.08
2132,39403368796240.8,42632172860249.86,46899544160644.82
2133,39283346542765.0,42597139702391.125,46857672089969.16
2134,39195089926094.79,42550949082211.48,46790621276104.17
2135,39134030834470.02,42503746303768.15,46752661682039.5
2136,39011913677513.24,42469810966680.414,46702191952999.51
2137,38915235483353.13,42358805613336.93,46652604779328.69
2138,38793159383964.43,42296144903623.586,46587990051130.86
2139,38694763253007.46,42233778714984.38,46549840415498.53
2140,38619225910288.53,42174128885366.28,46512819593189.87
2141,38522522453094.18,42114230932833.73,46486657142644.0
2142,38452667924327.99,42058168259125.664,46444693399806.57
2143,38273506763610.25,41992329588114.586,46393870409519.47
2144,38182495621257.41,41966687657587.94,46347145015318.305
