time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2044.0,7251321000000.0,7149080500000.0,7357959000000.0,6466154500000.0,6996986700000.0
2045.0,7242870400000.0,7093423000000.0,7336909000000.0,6358070000000.0,6957757000000.0
2046.0,7203278300000.0,7014442000000.0,7287498300000.0,6265545000000.0,6919175500000.0
2047.0,7162577300000.0,6918811700000.0,7240475000000.0,6163935500000.0,6849442000000.0
2048.0,7115907300000.0,6835702000000.0,7186339000000.0,6070138000000.0,6714428000000.0
2049.0,7083805000000.0,6769770000000.0,7146390400000.0,6005297500000.0,6631891400000.0
2050.0,7063711000000.0,6678893000000.0,7108746500000.0,5928150000000.0,6608536500000.0
2051.0,7032100400000.0,6626350700000.0,7072630400000.0,5800262000000.0,6542261000000.0
2052.0,6999669500000.0,6555524000000.0,7024438000000.0,5688571000000.0,6528067700000.0
2053.0,6891890000000.0,6465648000000.0,7012158500000.0,5563948700000.0,6462706300000.0
2054.0,6838189000000.0,6362076000000.0,6947279000000.0,5476350000000.0,6414134700000.0
2055.0,6811160700000.0,6246071000000.0,6895913000000.0,5347362000000.0,6342440000000.0
2056.0,6789004300000.0,6197584000000.0,6873835600000.0,5251529700000.0,6259177000000.0
2057.0,6729895500000.0,6118731400000.0,6813469600000.0,5137409000000.0,6174256700000.0
2058.0,6689956300000.0,6044475500000.0,6740173700000.0,5053485000000.0,6130188700000.0
2059.0,6634356600000.0,5986472400000.0,6679363600000.0,4911092000000.0,6078158000000.0
2060.0,6584684500000.0,5890174400000.0,6636703300000.0,4814532500000.0,6016282000000.0
2061.0,6529453000000.0,5844335300000.0,6602879000000.0,4726579500000.0,5901980000000.0
2062.0,6519256500000.0,5756062000000.0,6542425000000.0,4585520000000.0,5814264300000.0
2063.0,6512822500000.0,5662513000000.0,6462066700000.0,4469092000000.0,5731231000000.0
2064.0,6454455600000.0,5536327000000.0,6402312500000.0,4384945000000.0,5644081000000.0
2065.0,6398466300000.0,5416269000000.0,6379477700000.0,4270774000000.0,5556784000000.0
2066.0,6342983000000.0,5335625000000.0,6334600000000.0,4195531600000.0,5528016000000.0
2067.0,6284282700000.0,5236555500000.0,6243958000000.0,4085406500000.0,5466441000000.0
2068.0,6259850000000.0,5117965000000.0,6181270000000.0,3985088700000.0,5369097000000.0
2069.0,6212313000000.0,5014453000000.0,6099402500000.0,3891435700000.0,5290901000000.0
2070.0,6145324400000.0,4870384000000.0,6040051500000.0,3795933700000.0,5215595500000.0
2071.0,6076782600000.0,4735487000000.0,5983580500000.0,3680762900000.0,5140280500000.0
2072.0,6019751600000.0,4600666500000.0,5941062000000.0,3567659300000.0,5058358000000.0
2073.0,5940378000000.0,4511946500000.0,5886339000000.0,3447548000000.0,4985604000000.0
2074.0,5874360000000.0,4400401600000.0,5821436000000.0,3333276600000.0,4869154400000.0
2075.0,5828980500000.0,4286365600000.0,5747561700000.0,3247081000000.0,4781431000000.0
2076.0,5786238000000.0,4167218500000.0,5687684000000.0,3134694600000.0,4716060000000.0
2077.0,5750365600000.0,4046338700000.0,5622641000000.0,3027679800000.0,4633113700000.0
2078.0,5726902700000.0,3892843600000.0,5556093300000.0,2941469600000.0,4526765000000.0
2079.0,5659541000000.0,3781251800000.0,5530566000000.0,2845652800000.0,4438800000000.0
2080.0,5601929000000.0,3661480300000.0,5429597000000.0,2747801000000.0,4349559000000.0
2081.0,5568481700000.0,3533414000000.0,5367138400000.0,2655056000000.0,4290939200000.0
2082.0,5542993500000.0,3395561200000.0,5319207000000.0,2534173300000.0,4242008400000.0
2083.0,5511141000000.0,3249070400000.0,5270079500000.0,2428993800000.0,4190686200000.0
2084.0,5481007000000.0,3116519700000.0,5208352500000.0,2321625400000.0,4133571000000.0
2085.0,5450924300000.0,3009190800000.0,5131167000000.0,2234799000000.0,4028486600000.0
2086.0,5421928500000.0,2907073400000.0,5082965000000.0,2139699300000.0,3947627300000.0
2087.0,5388910500000.0,2771264500000.0,4999006400000.0,2037873200000.0,3846289000000.0
2088.0,5371439000000.0,2666441200000.0,4920523000000.0,1938188500000.0,3763013200000.0
2089.0,5330575000000.0,2522262500000.0,4866041700000.0,1837470300000.0,3689060500000.0
2090.0,5288500400000.0,2403668000000.0,4832130000000.0,1751749200000.0,3612216400000.0
2091.0,5271999500000.0,2286109300000.0,4764310000000.0,1680170000000.0,3568495200000.0
2092.0,5226487000000.0,2204429500000.0,4699442000000.0,1601524600000.0,3510184400000.0
2093.0,5158403000000.0,2091768300000.0,4637394000000.0,1528001200000.0,3406237500000.0
2094.0,5128881400000.0,1996084300000.0,4586536400000.0,1445119000000.0,3331384700000.0
2095.0,5101320000000.0,1885393100000.0,4508299600000.0,1347830300000.0,3263626000000.0
2096.0,5075377300000.0,1794238300000.0,4471368700000.0,1270085000000.0,3144194000000.0
2097.0,5057704000000.0,1700009900000.0,4404923600000.0,1205089100000.0,3066060600000.0
2098.0,4994159300000.0,1621511600000.0,4342570300000.0,1131227900000.0,2996188700000.0
2099.0,4929757400000.0,1532386600000.0,4282857600000.0,1065984260000.0,2935594000000.0
2100.0,4869276000000.0,1461715000000.0,4196111200000.0,994876460000.0,2870510000000.0
