time,CESM1-CAM5,CCSM4
2000.0,61370253000.0,61370253000.0
2001.0,60266156000.0,60266156000.0
2002.0,60257972000.0,60257972000.0
2003.0,60362590000.0,60362590000.0
2004.0,60688806000.0,60688806000.0
2005.0,61459644000.0,61459644000.0
2006.0,62255137000.0,62255137000.0
2007.0,61750284000.0,61750284000.0
2008.0,60903133000.0,60903133000.0
2009.0,60406890000.0,60406890000.0
2010.0,61033560000.0,61033560000.0
2011.0,59106517000.0,59106517000.0
2012.0,58344874000.0,58344874000.0
2013.0,56778576000.0,56778576000.0
2014.0,56274514000.0,56274514000.0
2015.0,54758440000.0,54758440000.0
2016.0,53108044000.0,53108044000.0
2017.0,52618396000.0,52618396000.0
2018.0,51351860000.0,51351860000.0
2019.0,49759986000.0,49759986000.0
2020.0,48214462000.0,48214462000.0
2021.0,47495720000.0,47144927000.0
2022.0,47616078000.0,47223690000.0
2023.0,46343004000.0,46039690000.0
2024.0,45963660000.0,45529080000.0
2025.0,44849074000.0,45321430000.0
2026.0,43583287000.0,44683420000.0
2027.0,42209534000.0,43639620000.0
2028.0,42049753000.0,42760057000.0
2029.0,41688360000.0,41539568000.0
2030.0,41413313000.0,40895623000.0
2031.0,39992205000.0,40931967000.0
2032.0,40420372000.0,40645800000.0
2033.0,39082300000.0,40363786000.0
2034.0,38356595000.0,39448883000.0
2035.0,37121750000.0,38366183000.0
2036.0,36074725000.0,37669160000.0
2037.0,34921423000.0,37256757000.0
2038.0,34714526000.0,37122994000.0
2039.0,34129678000.0,35975602000.0
2040.0,33072622000.0,35692347000.0
2041.0,32851798000.0,35180160000.0
2042.0,31904500000.0,34368060000.0
2043.0,31634921000.0,32886770000.0
2044.0,31605697000.0,32441706000.0
2045.0,31721515000.0,31558650000.0
2046.0,30669023000.0,30475510000.0
2047.0,29153698000.0,29744658000.0
2048.0,28105202000.0,27885132000.0
2049.0,27735828000.0,26448953000.0
2050.0,27801743000.0,26497006000.0
2051.0,27164967000.0,26169285000.0
2052.0,26641658000.0,25691476000.0
2053.0,25761910000.0,25248199000.0
2054.0,25076767000.0,24507525000.0
2055.0,24520686000.0,23096723000.0
2056.0,24082760000.0,22745100000.0
2057.0,23108655000.0,21861978000.0
2058.0,22507872000.0,21239122000.0
2059.0,21232820000.0,20494354000.0
2060.0,21380708000.0,19767536000.0
2061.0,20760453000.0,19427860000.0
2062.0,20326463000.0,19004520000.0
2063.0,19807380000.0,18061234000.0
2064.0,19112002000.0,17552249000.0
2065.0,18892005000.0,17157438000.0
2066.0,18421310000.0,16789427000.0
2067.0,18147940000.0,16891668000.0
2068.0,17310962000.0,17133712000.0
2069.0,16936117000.0,16655453000.0
